"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68"
5638.4 5591.7 3867.2 6882.3 5503.6 3097.3 4792.3 7349.1 5719.1 3334.6 6089.5 4346.7 8888 3308.5 5920.7 10571.3 3486 6134.8 4309.7 3465.8 4426.3 3242.9 5667.7 4075.6 3964.9 5149 2974.3 4180.6 5706.6 2451.4 2953.1 7130.5 4193.9 3633.1 3202.5 4289.8 4585.1 4174.5 6052.6 5010.8 4992.1 3091.3 3496.1 5596.3 3703.4 6188.4 5355.7 3734.2 5793.6 7040.1 5185.4 4501.2 2526.5 3562.7 3079.7 7338.8 2622.6 5276.7 5414.2 4969.2 3728.3 3102.3 4926.7 2830.8 3998.4 3078.3 5165.3 3310.1
2966.7 4292.7 5197.2 3290.9 6580 5482.1 6735.6 3825.4 4758.8 4147 3251.2 3892.8 4757.1 5962.1 4528.8 3861.2 3476.6 5393.3 4544.4 6574 2752.8 4271.8 4570.5 2229.6 4687.7 2231.4 3739.1 3833.9 3450 4193.3 4910 4450.2 4521.6 5406.9 4480 4986.7 5243.9 4163.1 4085.6 3857.3 8219.1 6593.7 3735.3 3279.2 2617.4 3224.1 2393.6 3334 2477.4 4328.6 3914.4 4560.2 5046.8 3496.2 6380.1 11906.7 4139 3296.3 4389.5 4723.3 6296.4 4651.8 2530.8 2214.2 3795.8 3061.1 3168.7 2343.9
3120.6 4427.7 4925.3 3064.8 5521.1 3396.6 7925.7 4833 3870.9 3536.5 2663.3 3253.1 4041.8 4441.1 3533.3 3173.9 3313.2 6676.8 3482.3 8490.8 2686.7 5064.3 5914.7 3265.6 3107.3 2171.5 5309.1 5431.2 4586.8 7763.9 5267.7 4026.1 5069.4 3835.7 1920.9 5071 2880.1 4642.8 1979.1 1872.5 3849.1 7293 2798.3 5557.6 2090.1 3741.2 4105.9 3148.4 2315.9 4036.5 3641.2 3517.6 4957.5 5214.1 6519.1 3402.5 8875.7 4365.8 4430.4 5309.3 2901.6 4411.4 3754.9 3651.7 3043.6 2698.2 3541.5 3120.9
2571.5 2324.5 5214.6 4106.4 3915.3 5351.6 8623.1 3267.3 4169.8 2155.9 3104.3 3770.6 2779.9 2734.2 2840.9 506.5 5704 2429.6 2605.5 2885.8 4015.9 7548.7 3471.5 2162.8 2945.7 2582.7 3108.2 2604.7 3689.8 2837.7 9299.8 4766.9 2932.4 3313.1 2521.5 2292.1 2396.3 1298.8 2878.6 2545.2 3174 1733 3468.4 2174.9 2917.2 2135 1725.4 4018.4 1866.3 2344.5 3150.2 3813.2 1799 3707.8 1568.8 3397.4 1698.1 4611.8 4979.7 1878 3978.6 2817.7 2103.5 2810.4 3945.9 4559.8 3983 5777.5
2484.9 707.4 560 396.2 1665.2 1709.3 622.3 2120 1158.8 865.1 360.9 3464.1 257.2 1400.9 713.7 5465.1 391.3 4434.6 511.3 627.9 1135.5 148.8 270.5 1802.2 702.6 1166.4 5389.2 2583.6 867.3 8431.7 1064 450.3 3081.4 1208.1 2316.4 6411.1 2493.1 660.2 1125.7 1123.6 1681.1 913.5 3815.5 1649.9 1374.9 1362.5 357 772 575 1669.2 1891.8 1278.9 2427.4 1620.3 1359.8 1253.4 2010.4 1187.4 467.2 847.4 331.5 2063.6 1637.8 4211.2 2604.1 890.1 1538.5 631.6
4423.1 6904 2413.7 2049.6 2091.5 2460.7 3362.3 2285.6 1457 2183.9 2726.3 2518.3 1531.6 2559.9 1569.2 3278 3348 2624.8 3588.1 3997.3 2931.1 2777.2 4970.7 2394.1 5276.8 1168.3 2253.6 1826.1 3935.7 2768.2 3206.2 3813.3 9004.2 2425.9 1972.3 2157.5 2223.6 3484.7 1803.4 1172.9 2853.4 2364.6 2346.7 1796.9 1575.3 2398.7 1919.1 2894.9 2724.4 3436.4 2675.7 2306 1546.5 1950.8 5619.3 3491.4 1907.2 2843.1 3361 6325 5559.2 1635.9 8508.8 2033.3 2701.4 2379.3 2156.2 2864.5
489.8 6522.7 1626.2 1897.9 2822.4 487.3 3620.2 1185 1306.7 2507.9 2055.3 2426.4 6403.7 725.4 904.5 834.5 3157.3 392.8 1722.7 398.7 656.4 6250.4 165.8 1423.4 1077.7 415.7 691.9 663.8 1804.6 1142.2 6407.2 3720.7 2121.8 646.4 513.6 749 429.7 817.3 215.4 386.2 899.4 802.6 207.4 440.2 423.2 1208.8 1920.9 891.6 2750.6 586.6 743.7 991.7 503.5 521.3 1961.7 3296.2 555.7 1013.4 3687.6 2815 703.5 1087.3 3283.7 964.2 500.6 785 681.5 454.6
3235.7 4795 4752.7 3414.3 7017.3 4959 7979.4 3708.6 5186.3 4453.8 3194.3 4562.9 4605.8 6356 5365 3694.6 3811.9 5878.7 4718.2 6312.4 3197.4 4848.5 5203.5 2603.2 5175.3 3636.3 4643.3 4268.8 3199.7 4187.3 4411.3 4754.2 5057.1 5934.6 4783.7 4377.7 6206 5149 3970.3 4538.8 6911.5 5999 3988.5 3025.1 2727.1 3073.1 2452.1 3262.3 3465.2 4128.6 4865.7 5184.5 4840.8 4007.2 6130.1 12668.1 5176.3 3672 3986.5 4738.3 3881.3 4529.9 2785.8 2099.4 4030.4 3209.2 3594.8 2595.3
4636.6 1421.5 747.4 847.9 884.4 782.8 915.6 486.2 798 1172.9 369.9 1064.7 502.4 918.8 625.4 516.3 5307.5 734 594.9 332.8 1071.7 4967 245.7 996.5 1253.7 818.3 857 4335.6 1312.7 913.6 3660.6 9588.6 789.1 1882.4 791.6 842.8 364.9 1144.7 1600.7 1266.5 811.5 1088.7 609.4 725.9 4646.3 473.2 613.5 979.6 2669.1 456.1 999.8 963.4 948.7 743.4 957 751.3 1476.5 3448.7 1929.5 1988.9 554.9 745.1 695.5 1142.7 528.8 1190.4 882.3 464.5
1813.2 2686.2 1924.5 3525.2 3023 3644.2 1994 1626.3 3237.9 1838.4 2772 1874.9 2569.6 1467.3 6755.2 3713.5 2340.4 2009.7 4107.6 1712 3603.9 2242.1 2741.8 2207.5 1560 1509.6 1366.9 1584.5 1785.8 1406.9 1715 2297.3 2119.8 1631.2 1738.5 1539.9 2409.9 2435.5 9808.3 2715.2 1713.6 1305.8 2285.2 3141 2221.6 2468.2 3180.1 2640.5 1613.2 1600.3 1319.4 9317.4 1262.2 1983.3 2572.4 3222 1257.5 2032.2 3053.8 3889.5 2568.8 1513 1643.4 2296.7 3200.1 1717.2 4100.8 3468.5
981.3 645 1419.4 695.2 499.5 769.1 1419.7 733.4 508.6 2004.7 1513.8 827.7 1577 1540.4 2017.4 10837.3 2302.2 329.7 1413.7 2606.6 1105.5 2396.9 1701.6 985.8 1046.9 881.2 3530.8 1213.9 432.8 1164.9 1158.7 1120.5 1770.9 1213.8 1003.4 7183.9 546.7 1674.2 305.4 943.8 2254.7 2764.9 1487 953.5 1497.6 2872.2 525.6 779.7 547.4 546 1755.7 933.5 3284.3 521.9 1096 1265 1469.2 623.1 831.4 989.4 1479.5 633.9 550.9 717.2 285.1 782.4 1148.4 406.2
2489.9 2995.5 2067.4 2705.6 2903.8 1161.4 5924.1 2927.2 2233.3 3381.9 2114.3 3072.9 3100.9 2970.3 856.9 3382.8 2430.6 1708.1 7799.5 2530.6 895.4 2380.4 1837 1111.2 2060.5 1872.1 2672.6 2011.9 1278.2 2300.8 1717.2 4593 3134.6 2068.3 1429.3 1958.2 2533.3 1468.6 1857.1 867.8 2296.5 2211.3 3320.1 1253.7 1586.5 7276.4 2947.1 4826.1 4126 6667 4726.1 1445.3 2562.7 1024.6 1926.5 1767.5 3692.8 2750 1379.1 5920.6 1318.9 4266.8 5011.1 4525.8 1562.2 1435 1398.6 1680.8
1024.6 11602.2 1504.6 1171 1177 1287.5 460.1 1070.6 619.6 1040.9 1561 1193.2 1205.8 1064.2 868.2 1071.6 794.6 1357.5 860.4 690.6 1080.9 1084.3 1829.4 1213 1012.9 1395.9 1434.6 1123.1 790 780 848.9 1279.3 1150.1 1394.8 1173.8 641.7 1159.6 1052.4 975.8 795.7 669.4 588.4 1424 1199.3 1029.7 1071.1 958.2 1275.5 1270.3 1511.1 1419.6 776.5 892.2 1227.4 7873.5 1075.5 684.6 1732.2 689.6 723.3 1526 1323.5 1305 1030.8 2116.6 1232.6 1050 965.1
3453.8 3392.9 6492.1 5225.9 4047.4 5997.1 6721.4 6064 3816.8 7030.5 5593.2 3069.7 4285.8 3562.3 3553.9 1091.7 1896.4 2509.3 4275 4800.5 2410.4 3947 3309.2 4868.5 1596.6 8776.8 3383.9 5406.9 3822.7 2535.6 3085.9 3725.8 4338 2675.6 2772.7 2249.4 2847.1 2832.6 3537.8 3538.9 5204.8 2353.3 1727.7 2058.4 1942.7 7401 3279.4 3534.1 3137.7 3593 3779.2 2982.1 4153.1 2796.3 2669.9 1907.2 3534.9 4513.2 4248.5 3982.7 5069 2481.6 2035.8 2754.4 6057.3 4576.7 2162.3 5903.5
5341.2 3766.8 3047.8 2173.9 2792.2 3537.4 4469.1 2478.7 2383.5 2802.2 4609.2 4416.6 7185.5 4234.7 3130.1 3991.1 4117.4 4767.2 3818.1 4671.3 3855.1 5464.4 3725.8 5876.2 12303.2 2314.9 6876.8 3921.3 4358.8 3738 4005 4376.7 2641.6 3728.8 3727.8 4494.5 3634.4 1759.4 2662.9 3419.9 4507.7 3476 5442.9 5747.3 4475.3 3118.3 4945.5 2719.7 2580.6 2653.7 2830 2473.2 3075.1 5040.6 4222.1 4159.4 5096.4 2043.7 4511.5 3217.5 4445.6 2999.1 6162.2 3411 3111.2 2787.5 3396.4 2760.8
3009.5 6160.8 4593.4 4026.1 3256.2 3519.7 4400.5 4291.4 3604.9 3740.4 4740.3 3232.5 5145.9 3511.9 2982.5 2628.3 6739.1 2294.2 6516 7005.2 5243.7 8484.3 6693.4 4177.5 2963.3 2727.3 3832.1 4953.4 6664 2826.5 6990.8 7261.9 4043 4724.6 2458.4 2662.9 3596.5 3538.3 1932.5 2533.9 4199.7 2979.4 2423.7 3483.1 2677.8 3501.8 5238.7 3361.8 3994.1 3169.9 4411.1 3864.4 2309.4 3467.6 4345.2 3098.3 2690.1 2853.2 6160.1 5500.7 8665 3454 3814.1 3145 4585.2 3912.2 3405.3 5556.5
3069.7 2340.7 3367.4 3190.4 3148.1 2727.3 2626.1 2103 2669.4 3340.3 2126.2 2594.1 2248.1 2460.4 3623.8 2405.3 2910.5 3323.4 5946.5 3445.5 2330.5 2787.7 2303.9 3374.2 3841.5 1926.4 2000 1727.2 1775.2 2714.6 2203.3 1933.7 2102.8 1782.5 1638.1 1938.6 1969.7 1489.5 1885.7 2413.5 2397.3 1947.6 1494.4 1457.8 3242.5 1265.6 4023 1994.1 2778.8 2233.6 1745.2 1965.1 2511.4 1370.6 2352 4660.8 12266.6 2440.9 3710.6 6276.6 1395 2854.1 894.9 3729.4 1747.4 2229.8 4177.1 2695.5
1615.1 1444.6 1512.1 1261.3 1540.5 1544.1 1257 1009.7 1064.6 731.6 1566.8 1181.9 1187.9 1047.8 1489.8 5399.6 2668.4 901.5 1884.4 1328 2353.1 2360.1 1458.4 1832.6 669.5 3740.8 6053.7 2321.6 2220.6 2217 11777.9 1400.7 1855.6 1863.1 1823.9 2347.8 1260.6 1234.7 1754.1 2372.3 1522.5 2633.3 1030.3 1508.5 3633.7 2030.7 1346.9 1331.1 1518.3 1177.4 2114.1 2281.4 1421.9 1168.9 823.3 1342.4 1138 1486.3 1068.5 930.8 2745.6 1805.2 2618.6 1313.9 1486.1 1702 2221.2 2019.9
6287 3971 4072.9 4379.9 5130.4 6288.1 4375.8 6180.3 4137.4 2425.6 4647.2 5944.3 4857.8 4554.4 4458.2 4649.5 3425.1 6526.9 7163.7 2902.5 4482.3 3867.1 5551.3 7247 5300.2 2511.1 5236.2 3225.8 4713.1 4098.9 3012.8 2161 3664.8 5261.9 4745.1 3317.8 4863.2 7117.8 4837.7 4508.8 3849 3248.2 6467.1 4218.7 5035.1 2584.8 4020.8 3281.4 3408.2 3192.2 3597.6 4983.2 2840.4 5383.4 11163.9 3523 2493.3 6069.6 2929.1 4521.8 3455.8 5991.5 5063.2 4451.8 8101.6 4913.6 3783.4 4818.1
3883.1 3217.2 2204 1603.2 2478.1 2119.8 1667.3 2543 2824.2 3857.3 4648 2812.2 2517.7 2993.3 2703.2 2843.4 2742.1 3953.7 2312.8 2499.8 2534.2 3609.8 3132.6 2492.7 4042.5 2883.8 5813.3 3095.4 4476.7 3421.8 3645.6 2074.5 10012.6 3117.9 2719.4 4355.8 3454.4 2993.8 2103.6 3959.7 3604.1 4480.3 2321.5 2431.7 3699.7 2894.5 2837.1 2581.4 2967.1 3609.6 2905.1 4178.6 3028.2 3946.9 3303.1 4152 3945.5 2472.1 3583.6 3175.7 3828.5 3588.9 11710.9 2894.4 3372.5 2948.8 3396.7 2608.8
7105.9 8698.2 7542.9 9595.1 7949.4 5307.1 5728.5 7169.2 6347.8 5103.7 4355.5 6336.9 5941.9 7083.9 7959.4 10609.1 5546.7 6078.4 4585.4 3716.3 6584.8 6884.5 5276.2 5409.8 5180.5 7901 7726.2 9052.2 4747.2 6837.8 6533.1 5525.9 5487.3 7074.4 4606.6 6253.4 7658.3 3885 4457.2 8133.6 7552.9 4642.3 7987.6 5630.7 6450 3447.2 4098.1 6445 7201.1 8308.8 8249.9 5457.3 6573.8 5596 4102.1 4550.8 8587 5518.3 5259.7 7744.4 5527.2 5102.8 5083.4 6883.2 4970.1 6751.4 5509.4 7802.3
2582.9 1117.3 3098.9 5744.6 1371.2 4763.8 480.9 1794.9 1787.6 405.1 1145.6 1482.4 990.3 1385.7 8260 3435.7 485.3 2162 672.4 1359.7 1833.1 477.3 474.3 1051.3 886.2 724.1 1025.4 1476.9 704.7 1560 465.5 1328.7 560.3 1093.8 2738.1 2345 5278.5 1683.4 2248.2 1558.3 1169.2 1045.9 2186.6 3585.8 1495.9 593.3 980.8 1913.6 819.8 3194.6 1988.4 5288.7 1485.4 1815 1449.3 3836 734.6 1506 1437.9 619.3 816.2 1208.3 1107.7 2649.6 5593.5 3359 1117.6 2919.1
467.3 601.4 396.7 845.8 4873.7 396.3 932.8 719.8 2720.2 2337.6 601.1 460.7 397 929.8 416 261.3 943.1 309 3701 1146.4 673.9 1004.4 365.3 663.1 665 460 575.9 712.4 387 1030.6 785.7 829.1 330.3 993.8 629.2 1734.2 614.6 730.4 395 432.1 1648.2 1654.6 10024.4 308.7 6491.6 557.3 278.6 1295.3 915 415.3 795.7 643.6 1432 610.3 2591.5 994.3 1023.8 456.7 461 1732.7 387.2 419.3 352.2 615.7 337.1 420.1 669.1 494.4
712.2 280.3 365.1 2961.1 243 526 2632.9 348 412.6 732.5 2359.3 505.2 1151.2 978.2 219.5 201.4 286.6 605.7 848.2 2177.4 369.3 262.7 2722.5 661.9 1693.9 495.5 445.3 645.1 587.8 1096.2 536.9 558.7 563.8 410 869.6 4604.6 88.8 275.2 332.2 577.1 372.3 1575.8 246.9 232.8 606.4 4077.1 5057.6 700.5 3966.5 697 855.3 252.4 5825.6 245.2 464.4 1220.4 7600.1 376.1 294.8 4374.7 818.7 351.2 1419.7 491.5 244.3 409.5 404.6 251.2
489.2 5676.5 846 1107.5 140.6 767 4521.4 1054 766.2 2351.5 1677.4 768.7 3763.9 1422.1 297.2 603.6 336.7 270.7 1655.2 2589.6 625.8 507.1 5851.4 1184.7 1748 547.5 733.4 1760.1 3711.5 1824.5 422.1 2289.3 5192.1 1558.4 359.6 1990.1 2060.5 957.4 387.6 276 3130 1812.9 2608.9 670 1076.8 1563.4 3972 415.1 3073 2410.3 434.8 262.6 1361.4 1637.6 2829.5 2490.4 2005.8 829.8 578.7 2562.9 1269.8 455 4483.3 1165.8 6958.8 298.4 565.1 1653.6
3409.3 10860.2 2155 3388.2 3067.5 2666.7 2519.1 3904.7 3565.4 2224.6 3134.2 2902.7 3692.8 2754.9 3463.2 3490.6 3123.9 2937.3 3353.8 3463.5 3367.7 3523.2 7889.4 2701.3 2566.2 2507 4064 3420.2 4725.4 3257 4328.6 3911.5 5027.3 2508.2 4206.8 2731.9 2544.1 2737.7 2949.4 3425.1 2685.8 2767.8 3133.3 5397 4225.5 2286.8 2406.6 4335.4 3786.2 4537.5 4670 3153.3 2876.7 3333.3 3004.1 3051.7 2427.7 2140.9 8926.3 3317.5 6946.7 4182.2 3199.7 2855.1 5141 4943.9 4549.4 2930.7
1985.1 7142 2822.2 2013.6 1758.4 1828.3 2466 1380 1547.5 4778.7 4628.2 1667.1 3498.7 2485.8 1110.5 983.2 2493.2 1435.9 3826.7 4823.9 2409.8 4236.7 3442.5 2597.7 2248.9 1773.3 2830.1 2449.9 3109.2 2115.2 3386.5 5433.4 7693.8 2782.1 1164.5 1823 1342.3 962.1 973.8 2660.8 1994.5 1903.9 1340.3 1556.9 1554.5 3054 7423.5 3078.5 2884.3 1853.5 2970.2 3271 1747.3 1747.5 2678.3 2260.5 2908.4 1970.4 6670.4 4192.6 1484 2870 3731.5 1100.3 2339.1 1386.4 2902.3 2488.4
622.1 294.1 2176.7 1049.1 4423.9 1405.7 3884.3 2870.6 9527.9 588.9 2930 901.7 1500.9 1270.6 3054.3 99.9 1214.9 1976 548.2 1946.6 1359.5 244.1 831.4 1347.1 33.7 315.6 96.9 844.8 407.7 2057.5 893.5 2563.4 1087.3 2728.7 3071.7 3107.2 279 3742.4 1880.3 1314.2 1445.1 1654.4 820.8 1221.5 227.4 107.3 216.8 1697.5 231.3 1791 1454.8 2310.1 1987.2 2258.2 83.9 793.2 920.6 952.6 377.5 3365.4 775.5 1025.4 58.8 1180.7 556.7 961 2324.6 5413.7
410.2 6776.7 503.3 704 577 544.1 3175 252.2 682.5 3049.2 3201.9 463.1 1194.2 416.9 477.8 299.8 330.9 235 1671.1 295.4 556.6 356.6 149.5 652.8 753.1 509.3 514.3 588.1 5114 263.9 416.6 3385.5 5427.4 554 470 506.6 385.3 637.4 397.6 1049.4 369.9 816.2 300 208.3 1053.7 424.6 2796.7 610.8 260.9 535.6 372.8 476.4 525.1 436 6709.5 3118.8 392.3 408.7 1299.9 3052.2 269.3 344.7 2976.7 488.4 546.9 400.6 452.8 637.8
2199.3 4691.2 2486.6 3212.7 1759.3 1766.7 2230.5 1862.3 2850.8 2714.6 2909.6 2551.3 2276.8 3555.5 1785.7 1381.1 2034.5 1120.3 1711.9 4671.1 2603.2 2164.1 1950.2 2895.6 3483.6 6451.5 2637.8 3714.6 1894.6 3415.8 1991.8 5472.4 3020.8 3803.8 1766.9 6819.8 3942.5 2400.5 1461.7 2433.8 3711 4998.5 1824.9 978.7 1398.8 8418.4 5250.1 2248.2 1948.6 2658.9 4515 1906.2 5541.3 2343.7 2166.6 2456.2 5148.4 2064.6 2307.5 4985.6 1393.8 2930.7 1300.2 2513 1202.2 1385.3 5171.5 2842.3
1194.2 1797.4 3018.5 4306 1286 833.2 782.3 1659.4 3117.3 1109.3 1120.3 1480.7 1402 1735.9 609.1 850.6 6190.1 766.9 1065.5 812.1 4081.3 4753.1 4589 1157.8 1753.2 1473.4 1390.1 1528.1 1666.3 636.5 1073 4286.8 1815 2624 1270.6 442.9 1102.9 6865.7 481.5 955.9 744.2 697.9 3929 681.2 1553.9 1968.2 4056.5 2670.6 1158.3 818.1 1186 5441.6 390.7 1108.1 1882.6 1483.8 410.4 2363.1 3848 1516.7 4072.9 2197.2 678.7 1078.2 1181.4 1316.4 4154.3 3947.9
338.5 366.7 288.5 241.2 129.9 249.3 181.6 303.3 124.1 233.5 197.7 190.8 479 227.1 326.6 358 277.6 224.3 434.4 204.1 455.1 264.4 269 395.4 326.8 12716.4 368.5 1303.1 358.6 476.7 230.6 330.7 595.6 156 553.7 386.2 399.6 542.7 385.1 364.7 351.1 362.5 364.5 233.8 443 664.7 474.2 294.2 507.5 372.9 273.5 409.7 280.5 212.2 237.5 498.4 251 527.3 265.7 299.5 291.3 121.5 515.2 453.2 247.5 279.9 227.5 345.9
3639.4 2250 3562.6 1907.9 4034.1 4344.2 2048.6 3311.8 1828.8 1563 3981.1 3423.3 8496 4319.6 3793.7 1649.9 689.3 2714 1162.3 3357.4 4238.4 399.5 3363.7 2373.9 7104.9 1880 1753.3 2378.2 2558.9 2747.7 914.8 6652.7 1562.4 2980.6 5872.5 3589.6 4613.2 3561.3 4348.8 3650.4 3487.5 3689.2 5188.9 1749.2 2700.4 5371.9 3014.9 3535.5 1872.4 3095.7 3525.1 2771.7 3144.9 2462.3 4359 4797.5 1638.5 2409.9 1096.2 1635 1431 3260.2 1986.6 3096 2559.4 4682.7 4586.8 3636.9
1040.8 1581.6 949.8 13252 2015.6 1303.7 1615.4 1352.7 1124.1 972.2 730.8 1339.4 1324.7 1534.9 1196.8 1200.3 851.1 1053.9 837.8 691 1667.9 980.4 1049.5 1263.1 718 1112.8 1184.2 1073.4 730.2 1024.5 708.2 709.3 1020.1 1116.8 1016.9 1490.6 1624.6 851.8 826.3 1567.1 1469.2 966.5 1698 928.9 996.7 1296.3 997.2 1495.5 830.2 1486.2 1535.1 1326 1009.6 1215.6 637.4 634.9 999.4 1076.5 1006.4 882.5 1804 1027 2441.8 1824.8 1752 1420.6 925.7 1496.7
4738.4 8537.8 6834.5 7454.1 7211 6463.2 6898.4 7939.5 6611 6454.8 5736.9 6824.2 7110.2 7533.3 6430.9 8338.2 6619.9 7324.1 7920.1 7644.4 8706.3 6492.8 8521.3 7509.6 8040.3 7265.4 6800.7 5843.5 6790.7 5867 5746.5 6912.8 6704.1 6798.9 7733.9 7168.7 9552.2 8589.2 5663.3 6814.6 6457.5 6324.7 6544 6560.7 5324.3 3355.5 4681.7 7529.2 3562.6 6848.5 5954 7617 6587.1 7523.3 6024 8024.4 5450.4 6048.5 4101.9 3470.4 5143 6445.8 6186.5 8124.7 13759.2 6775.1 6217.8 5227.2
2519.3 1098.9 4434 2318.1 4621.5 4685.5 5861.7 3162.5 2311 3994 814.5 3536.7 3346.1 2233.2 144 414 1676.3 2862.9 532.2 681.4 3594.9 1457.1 2043 175 1700.1 147.9 537.7 795.1 1062.1 193.9 441.8 618.9 6127.7 477.8 169.2 1525.7 3604.2 2522.9 488.6 1666.1 480.8 1309.2 4031.2 205.3 2216.9 3429.5 2837.1 2139 479.1 2285.7 2134 1196.9 1137.4 186.7 574.4 413.9 162.8 242.8 1531.6 3935.3 2589.1 562.8 2385 798.6 117.5 2888.7 449.1 2678.9
712.3 407.9 374.7 288.3 213.8 789.8 594 248.9 318.8 10543.1 266.1 530.7 643.1 823.9 347.5 148.9 4461.1 198.5 4958.7 979.1 618.2 3838.2 199.8 741.8 560.3 361.4 1214.6 1646.5 1064.5 1623.3 1390.3 206.1 247.2 149.6 476.4 868.7 270.6 323.1 135.8 198.3 945.1 988.2 146 334.8 714.3 270.7 297.7 589.3 317.9 427.7 652.4 313.5 1788.1 295.5 191.1 265.5 2821.7 1396.1 482.7 145.5 899.9 495.6 491.3 1191.5 373.1 1051.8 698.6 254.6
5655.4 3845.8 3488.6 2876 1552 3203.3 4604 2269.5 2603.9 3176.3 3089.6 2899.6 6114.7 3339.7 3475.8 930.1 395.7 3136 1841.1 3197.1 1587.7 317.3 4308.5 2697.6 1318.6 2688.8 2948.7 3426 1734.2 2565.1 612 4751.3 4036.4 3685.7 2544 3313.3 2887.3 10486 3174.2 1262.1 3825.3 4069.6 5356.5 3040.1 3386.5 2187.9 6018.2 3043.3 2867.1 3474.6 3064.8 2258.9 3336.2 3609.8 3131.8 3671.5 2280 2790 1180.5 2690 2622.8 3507.9 4160.6 2526.7 3073.3 937.3 3620.4 2555.3
1971.4 2960 1072.7 2933.5 4159.1 3410.4 4648 4031.9 3080.3 2940.8 4547.9 2962.5 3372.8 2514.1 3656.8 3622.6 1425.8 4611.7 1517.1 3631.9 2810.5 1687.2 2896 1681.8 1974.4 2594.3 3266.7 3101.2 1219.6 2874.7 2359.5 1645.9 2377.3 2089.8 4438.7 2688.6 3316.7 3163 4836.7 3469.8 1804.6 4935.9 3145.9 2684.9 3039.8 2444.7 3177.2 1636.5 4375.3 1805.7 2213 2188.1 3002.8 9217.6 1188.4 4146.4 3500.4 1956.8 4155.2 6036.3 2985.2 9631 3496.9 3993.3 2677.3 3846.1 2564.1 2214
5628.6 6580 5363.8 5753.6 6562.4 6546.3 6018 4676 4684.4 6382.7 5205 6301.5 5333.9 6265 7618.2 5298.8 5674.1 5032 4976.4 4592 5531.3 6641.6 5771.8 5816.5 8509.1 7186.3 7234.9 7644.1 5959.5 5317.4 6845.5 9348.9 4696.8 7383.3 7434.6 6929.5 7305.6 5107 5807.3 7388.3 4856.2 4802.5 4128.7 8632.1 3629 7486.5 9731.1 5526.1 9739.2 10310 10047.1 6009.2 7181.3 6669.5 3133.9 4783 8026 6168.6 5303.5 4935.6 7233.6 6886 4948.6 5784.5 6196.2 5427.6 7375 5437.7
2230.6 4337.4 3104.1 2601.5 3305.3 2838.4 3052.2 1492.1 2330.1 4524.7 2879.6 1702.8 2232.8 1578.2 3239.5 2913 4626.5 2074.7 2173.7 2873.9 2061.1 5169.5 2383.4 2095.9 2706.7 3536 3032.8 2980.2 5267.8 1579.8 6619.3 4865.5 3845.2 1915.7 1474.7 1597.2 1930.9 1640.5 2284.8 2284.4 2699.4 3195.5 2937.9 3766.3 4145.3 11891.5 3170.9 2866.3 4249.1 1730.5 2869.3 2595.1 2139.8 1893 2870.1 3353.7 3749.3 2073.8 4115.8 2785.9 2560.5 1867.7 3569.7 1971.8 2356.7 2188.5 2724.1 3055.2
3815.9 6452.5 4742.7 4660.7 5489 4115.5 3858.5 5974.2 4761.8 4530.8 6371.6 3961.2 5002.7 5454.4 3131.6 6908.8 4189.6 5668.6 4624.5 5524.7 4736 4013.4 5599.5 4171.7 6488.1 5136.4 4294.7 5109.8 5950.7 4566.4 6632.5 3692.6 5303.3 6108.6 4849.6 4277.3 2698.9 8034.2 7776.7 5601.7 3325.2 5731.3 4809 5001.9 6857.3 3093.7 7345 6087 8413.5 6473.5 6469.1 3654.7 6734.8 7358.2 3967.7 4116.2 4461.1 5748.3 4338 4665.3 2975.8 7127.9 10620.8 4347.1 7919.3 4730.1 2712.7 6086.1
689.2 332 359 1813.5 1687.4 1079 432.8 1313.6 1502.7 649.7 301.3 1669.1 526.5 946.9 6611.6 467.7 332.4 789.4 648.1 804.3 747.4 325.9 466.9 671.5 1893.8 709.1 334.3 388.6 707.4 808.7 597.4 577.4 415.4 1215.9 1782.1 1257.5 2633.4 1208.2 10457.5 1883.1 1628.9 956 2213.9 924.2 1386.3 972 887.6 1658.6 984.1 1623.1 807.9 4733.8 1346.4 1755.3 739.2 496.8 674.4 776.5 521.4 573.8 369.3 1266.4 266.7 1228.8 2292.9 920.2 1154.6 1515.9
812.9 348.9 250.1 767.8 197.8 692.1 81.5 1985.4 320.1 165.6 117.4 3874 118.1 618.9 966.6 177.8 83.6 521 63.5 648.5 3913.8 116.2 118.9 2530.7 83.8 742.5 115.5 475.6 239.3 691.4 531.3 468.7 176.4 1902.5 629 806.5 2713.4 304.7 341.3 1068.2 257.2 430.6 594.5 193.8 357.7 178.3 99.1 481 164.4 1768.6 5211.2 8891.1 955.8 1379 218.4 163.4 599.9 174.9 213 54.5 427.1 277.1 63.8 1972.3 1296.3 282.1 4012.1 4075.1
