"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53"
517.8 487.9 643.9 620.5 735.5 983.3 649.2 770 462.3 1198.2 587.7 446.8 951.7 969.8 835.9 577.5 567 521.9 590.9 729.2 421.8 475.6 583.8 502.8 490.9 657 483.6 562.5 606.6 684.7 722.6 571.7 530.5 508.7 717.8 734.1 483.5 709.6 842 756.6 323.4 849.7 478.4 516.5 745.7 619.4 426.9 714.5 558.3 414.5 555.4 515.3 603.4
151 122.6 45.4 491.3 72 141.6 94.8 96.8 75.4 60.8 135.7 785.9 102.3 125.1 133.4 86.2 54.4 97.3399649604977 20.4 191.960191181373 22.6 376.3 51.4 137.3 894.3 51.7 125.9 126.9 53.9 66.2 117.3 18.5 196.3 178 244 74.6 376 220.1 248.5 71.7 107.3 58.6 94.9 167.4 130.581374879565 114.2 198.6 105.5 1.1 350.563497443179 59.6 101.2 128.4
117.1 205 383.5 417.6 510.9 513.3 376.2 255.7 252.6 159.7 311.8 799.5 182.8 434.4 292 357.3 185.7 211.9 296.6 664.7 239.5 591.3 397.2 387.8 371.1 227.6 186.8 266.1 383.1 217.2 218.7 162.4 289 422.5 330.7 810.1 256.7 700.1 162.8 276 230.2 301.2 256 239 312.2 577.3 216.6 284.8 310.8 505 258.6 362 719.4
510.6 566.3 37.2 128.9 476.4 335.6 253.8 43.5 164.1 447.6 107.3 141.2 101.8 29.2 87.3 717.5 207.5 324.3 504.7 141.9 230.5 343.5 390.7 68.3 163.7 203 376.7 114.2 128.7 236.5 250.3 93.1 131.3 31.7 60.1 106.8 33 76.4 474.8 98.8 202.4 107.9 29.6 103.2 465 95.9 202.4 79.7 174.3 262.4 200.5 505.3 115.7
445.3 443 436.2 332.8 526.7 320.3 558 401 848.4 475.9 672.3 355.6 547.7 369.2 516.3 229 463.7 502.6 750 488.1 866.5 467.8 350.2 947.5 392 436.6 487.9 740.9 733.5 598.3 602.6 657.1 844.3 370 811.1 917.6 456.3 462.7 553 498 757.6 552.7 676.4 649 546.8 388.4 495.9 521.4 785.8 535.5 660.7 539.1 446.7
423.1 599.6 270.7 467.9 462.7 929.5 486 316.9 547 498.8 540.2 278.8 447.4 412 374.3 617.3 504.2 665.8 960 430.6 331.5 398.2 199.6 309.1 292.5 378.2 546.5 393.2 382.7 556.2 476.6 266.3 681.5 266.2 332.1 295.2 463.3 177.6 402.2 254.5 357.6 297.9 882.4 263 446.8 389.3 337.2 294.8 562.2 508.4 497.6 414.3 359.6
548.4 266.2 114.1 194.3 331.9 287.2 519.8 41.6 120.6 144.2 178.9 186.6 237.2 82.1 106 711.3 497.7 860.6 364.3 217.3 168.4 197 215.1 208.9 171.4 213.9 628.9 201.9 149.5 238.4 185.3 450.2 175.3 306.8 295.1 80.2 147.4 185.5 397.9 170.9 127.2 406.2 207.2 418.2 281.6 222.7 61.3 215.4 239.4 218.8 157.1 257.2 42.1
383.3 344.6 576.5 543.6 320.4 416.2 515.9 516.3 395.7 339.4 617.5 338.8 266.8 493 559.1 484.5 480.8 645.9 514.5 667.6 475.2 469.3 440.8 1006.1 612.2 657 302.9 423.6 917 424 330.5 600.5 395.7 162.5 509 532.2 590.5 357.7 554.7 667.1 497.2 501.3 1037.8 714 407.4 609.3 444.2 555.7 556.8 519.3 759 510.4 412.7
364.4 259.4 683.9 502.9 328.4 448.8 450.9 983.3 365 466.1 603 486.7 374 705.7 512 419.6 365.2 404.6 574.3 469.9 587.5 346.8 438.9 392.4 227.2 510.4 440.2 328.6 607 311.2 557.1 630 530.7 276.7 35.2 733.1 423.6 540.7 464.5 640 392.4 586 583.4 671.4 333.1 601.7 129.7 309.8 251.8 353.9 404.7 738.2 354.3
397.4 274.8 267 267.1 247.5 749.2 498.5 242.6 201.9 859.2 282.9 226.4 765.4 160.4 191.9 345 627.6 403.4 480.9 309.9 198.2 314.8 174.1 137.8 288.8 376.3 276.3 136.4 259.2 352.6 224.9 200.8 313.3 190.2 181.8 176 312.5 203 372.8 255.8 289.7 231.8 170.2 209.4 257.6 224.4 296.3 184.5 323.3 628.8 224.1 107.4 11.6
343.9 493.6 479.9 270.8 568.5 357.8 331.7 517 440.5 390.7 531.3 912.5 215.1 589.3 607.7 1019.4 192.4 434.4 500.5 266.7 318.2 237.3 524.2 232.3 271.7 380.3 372.4 248.2 548.1 606.2 633.6 421.4 431.6 447.8 250.1 422.8 322 766.6 299.5 520.8 451.8 330 367.9 361.9 474.9 393.2 207.8 286.3 494.5 425.2 516.6 416 626.3
286.9 436.8 665.6 263.418332916281 360.5 270.595910328474 393.5 614.2 295.5 294.2 282.9 266.973942158951 307.4 842.8 606.7 407.8 330.3 190.5 203.1 422.6 378.9 56 347.5 231 272.371755366165 324 284.7 377.3 330.3 450.7 312.9 8.6 315.317346610796 685.2 578.5 223.9 102.2 151.5 241.1 360.4 475.1 144.8 188.8 374.6 310.6 586.8 334.176533947475 244.5 266.4 218.8 720.1 324 373.3
290.6 387.2 371.1 246.5 570.9 340.4 405.6 67.8 406.9 216.1 344.8 93.9 107.6 389.6 232.5 323.2 402.1 321.6 468.9 661.2 358.1 632.2 287.4 346.8 620 323 295.4 671 414.5 345.6 459.4 522.3 475.3 474.3 818.6 302.4 250.9 209.4 393.3 385.1 467.8 944.7 337 358.2 267.4 536.2 408.3 371.7 252.9 590.4 419.5 375.4 218
285.8 278.6 294.8 327.3 281.5 517.8 504.6 284.9 387.4 347.5 301.4 212.3 139.3 243.3 367.8 729 461.8 681.3 237.8 519.3 337.4 294.6 245.7 258.5 244.4 224.3 358.1 139.5 624.5 550.6 514.4 265.3 474.2 260.8 212.8 183.6 297.3 167.9 166.7 771 302.7 256.4 494.5 270.8 322.8 616.8 255.1 143.8 222.9 337.8 283.4 804.7 214
374.5 329.7 441.9 360.9 527.3 408.4 492.8 664.6 693 612.8 358.3 370.2 1121.5 547.2 330.6 272.4 485.2 263.6 308.7 766.9 212 434 242.1 509.8 426.6 244.4 404.2 610.3 441.6 216.7 403.9 336.9 666.4 375.7 487.1 596.3 359.1 355.8 412 396.2 294.8 399.4 313.7 319.2 413.7 299.9 220.4 593.5 387.3 508.2 247.2 600.6 269.5
263.5 526.9 365.9 627.2 416.9 227.9 329.5 488.2 284.3 467.4 503.6 186.5 166.1 584.8 589.8 289.5 259.9 331 273.8 212.1 354.2 255.6 343.1 383.9 292.3 513.7 359.9 376.4 262.7 356.3 443.7 665.7 499.6 272.3 247.3 706.2 511.1 356.1 267.5 334.9 310.7 252.2 209.2 590.1 629.3 378.4 710.6 810.8 234.6 157.2 808.1 304.3 419.8
376.6 365.1 258.7 181.4 832.6 420.2 217.1 246.3 189.8 456.5 277.6 98.4 121.2 254.1 198.6 1010.2 309.1 502.2 235.7 186.5 186 197.8 505.3 175.5 124.729179138853 274.8 255.7 276.7 183.7 316.5 190.9 208.5 302.8 142.2 45.8 119.9 169.5 195.1 295.3 204.5 180.4 105.6 218.3 214 318.9 225.6 287.9 147.9 357.1 116.7 205.1 223.9 120.7
169.3 160.9 189.6 188.3 306 404.5 238.6 159.6 211.1 150.5 94.7 750.3 420 6.9 172.3 383.8 323.8 168.3 287.5 480.5 142.9 313.9 121.9 261 521.1 36.2 315.8 225.6 348.3 242.2 372.5 294.4 419.1 462.2 570.1 224.9 184.9 200 248.7 221.7 237.6 170 306.3 211.5 234.9 223.3 277.5 321.4 300.2 969.7 165 80.1 241.1
660.8 525.2 331.5 381.1 320.5 294.9 468.4 655.4 586.3 781.4 384.7 199.6 934.8 551.9 367.4 157 858.5 328.1 353.8 361.3 572.6 362.4 375.8 417.9 410.2 521.5 415.9 481.8 209.3 476 459.5 563.5 581.1 319.7 226.1 355 397.4 327.7 547.4 541.6 544.7 447.4 507.5 559.3 333.1 542.3 659.4 516.1 253 116.7 224.1 426.6 460.5
168.5 232.5 222.1 98 277.2 39.6 230 374.7 220.3 13.9 463 203.6 95.3 540.8 195.4 361.2 104.7 201.5 207.3 256.1 210.9 159.3 184.7 132.3 103.6 243 481.5 826.6 532.8 301.5 132.9 136.8 267.8 256.8 543.9 212.6 126.7 160.1 135 86 304.7 149.3 423.3 78.8 506.9 221.3 145.5 165 62.1 278.1 344.8 331.7 656.9
37 157.8 214.2 291.3 313 191.7 98.1 363.7 193.2 120.6 293.2 123.4 130.2 378.7 237.2 175.8 112.2 138.8 217.6 151.2 77 236 188.5 150.5 390.8 186.4 46.7 51.4 44.4 81.3 90.9 44.3 179.1 120.9 311.2 421.5 170.9 264 31.9 163.1 32.7 20.8 349.3 89.8 198.5 124.5 40.7 129.3 236.4 1113.2 165.8 94.9 116.1
263.7 130.3 150 189.8 376.6 293.1 485 180.3 350.1 254.6 142.4 825.5 329.8 171.4 454.6 136.9 115.6 209.2 145.3 224.5 91.6 208.1 212.5 215.871630031069 213 8.2 72.2 70 192.2 177.9 131.2 338.6 514.7 185.7 266.103974503974 811.3 336.9 140.6 95.3 153.3 370 223.626702776743 263.4 261.1 450.2 188.9 227.2 89.6 288.042707568458 189.1 202.9 58.6 567.7
845 767.8 750.8 664.1 445.2 744.7 656.8 868 668.9 683.4 611 835.2 693 773.1 726.3 527.5 494.5 321.6 646 821.2 820.3 659.6 447.8 240.8 389.9 534.7 611.7 450.1 815.5 561.9 777.1 586.4 816.5 604.4 633.5 578.8 671.4 566 494.4 602.9 663.9 370.1 379.5 422 397.7 831.9 778.6 483.3 511.9 485.1 359.8 603.9 973.5
631.1 424.2 316.9 256.2 331.3 217.4 320.8 151.7 417.9 222.6 363.2 148.3 165.1 105.4 391.6 682.6 158.1 350.6 435 174 544 194.2 163.8 280.5 321.4 328.6 389.7 308.2 358.1 488.9 462 527.8 338.2 161.4 202.3 244.5 346.6 179.5 834.2 332 551 544 626.1 679.1 381 188.6 247.8 217.5 556 328.6 444.2 290.2 172.1
406.6 267.2 341.3 422.6 390.5 442.1 331.1 551.2 461.3 417.7 300.9 711.4 412.2 323 277.3 536.4 378.6 238.7 405.7 645.5 241.4 483.1 297.8 357.4 463.4 245 394.1 906.3 438.8 323.3 478.9 256.6 488.9 701.6 887.1 458.6 456 334.3 241.1 301.4 406.1 508.3 292 283.3 522.7 342.6 309.3 422.5 438.8 972.3 364.6 335 515.2
379.9 188.2 245.6 187 86.7 271.6 272.7 281.5 291.4 226.7 219.9 6.2 244 261.5 596.4 403.1 475.8 651.8 349.3 77.5 661.7 251.9 79.4 140.9 85.1 544.1 488.1 186.4 350.8 295.1 599.8 106.3 335.2 76.6 84 115.5 368.2 251 511.7 139.2 311.7 179.9 401.8 179 350.1 155.5 180.9 155.3 55 49.4 439.1 255.5 164.4
520.4 727.4 459.7 387.1 472.4 577.4 371.8 548.8 622.1 692.6 563.1 54.2 391.1 638.6 634.3 301.4 471.5 785.9 550.5 298.9 692.6 335.2 778.6 389.1 268.5 632.1 445.4 230.7 454 616.1 559.7 442.2 549.3 432.4 312.2 472.3 449.9 492.8 463 572.5 691.2 522.5 283.3 568.2 837.5 382.9 449 418.7 302.5 195.698866489018 635.7 659.1 247
681.8 583.4 525.6 541.1 494.5 541.6 586.7 562.1 576.5 634.5 561.6 166.9 559.2 650 663.2 287.9 487.3 842.6 688.5 302.9 513.2 562.6 449 475.3 376.3 734.4 921.5 660.1 604.3 619.3 727.3 545.7 388.9 957.1 787 596.4 514.9 649.6 667.5 514.7 599.2 710.7 275.3 531.4 456.6 402.2 520 633.5 486.9 68.6 502.2 517 720.1
540.1 767.8 505.1 617.1 664.6 623.1 406.7 600.9 828.3 479.4 432.7 475.9 431.3 532.4 381.8 419.5 429.8 337.4 293.8 388.6 410 779.5 425.5 698.2 745.7 368 332.3 585 370.9 623.9 427.9 701.4 372.7 552.9 722.5 802.3 565.3 606.8 478.2 346.9 536.7 515.4 361.6 770.3 479.7 639.7 996.1 826.1 296.4 507.8 309 656.3 480.2
131.2 66.5 58.4 9.7 86.4 47.5 168.6 66.1 103.9 58.6 66.6 196.3 19.4 55.1 38 63.9 95.9 110.8 46.7 267 37.3 194.9 73.2 86.1 120.6 214.6 110 133.8 134 394 58.8 796.8 129.8 630.1 15.8 126.3 40.4 477.1 145.4 408.1 53.3 387.9 60.1 543.3 57.4 113.2 55 37.9 207.6 138.5 47.7 55.1 199.8
118.8 251.5 365.1 334.5 489.2 427 254.2 104.4 512.5 167.8 272 559.7 16.4 125.2 92.4 311.6 149.5 115.8 219.1 509.5 79.4 452.9 367.5 185.6 294.6 140.2 121 225.8 181.6 142.7 139.7 108 150.7 438.4 72.5 698.2 115.7 436.1 89 219.7 99.3 53.6 76.9 123.3 108.6 459.6 186.8 141.1 370.3 624.7 183.6 238.5 169.6
677.4 822.9 963.9 583.4 668.2 657 597.1 889.2 646.5 754.2 788.4 313.6 675.8 895.1 841.6 487.9 512.9 735.8 653.7 509.4 898.9 468.6 1044 605.9 494.9 906.1 955 689.1 596.8 837.4 750.2 824.7 650.8 533.5 542.9 839.9 603.1 577.3 631.3 924.7 656.4 863 676.3 820.6 806 766.1 749 833.9 676.2 244.3 736.5 634.3 888
270.7 279.9 262.8 766.6 495.9 499.6 244.8 254.7 316.3 475.5 300.7 231.5 301.3 209.2 170.7 409.2 338.3 287.4 291.4 135.8 205.6 571.8 202.8 394.4 805.4 188.2 275.2 183.7 243 240.4 298.3 214 511.7 130.7 579.7 93.5 728.3 275.2 393.6 227.3 420.2 402.8 286 326 334.1 201.8 752.7 282.5 289.2 268.4 318.4 334.4 234.5
9.2 36.3 21 77.5 41.5 74.7 117.7 41.1 17.6 66.4 48.2 326.6 21.9 15 9.6 137.4 94.9 94.7 27.9 69.7 54.8 232.7 113.9 77 120.7 34 25.8 74.6 38.5 62.4 36.7 58.5 24.4 23.8 62.4 29.2 39.4 45.2 14.4 38.7 31.4 19.9 12 34.3 74.9 29.8 14.5 30.3 53.4 1174.2 74.4 42.6 26.5
300.5 120.6 285.4 702.8 324.8 644.3 357.3 429.6 382.8 374.2 332.6 770.1 343.4 251.8 309.1 367 464.8 279.8 285.9 477 154.9 386.1 68 421.6 316.2 202.3 447.2 390.5 360.7 502.3 403.5 239.4 529.8 339.1 432.3 501.2 661.6 201 263.9 372.7 195.1 365.1 402.9 189.4 360.3 251 465.1 294.1 592.1 921.6 265.8 156.3 291.9
613.2 578.6 400.4 335.8 364.9 265.3 397.5 337.1 555 214.7 463.4 117.3 131.6 436.4 520.8 385.2 119 312.2 430.9 174.1 438.3 309.9 430.3 419.9 392.8 460.2 474.7 199.7 423.9 1040.5 553.7 400.8 464.1 759.6 199.1 464.5 408.7 330.2 368.7 409.4 671.8 338.2 400 492.4 498.4 390.3 437.4 440 282.6 97.4 521.7 484.8 416.6
64.4 43.7 151.7 63.6 97.7428097696186 32.2 74 29.3 152.3 92.1160461181227 82.3 306.4 34.4 76.5 109.3 153.8 4.1 25.3 53.7 149.2 103.4 59.4 65.5 541.8 236.5 23.4 36.8 29.4 556.7 91.6 29.3 382.6 105.5 17.6 92 706.4 64.4 241.8 100.2 86.6 30.2 84.2 94.5 127.4 21.3 169.3 112.5 719.3 38.4 198.1 48.3 236.4 50.8
474.8 701.6 562 430.6 394.4 472.2 433.5 788.8 518.3 657.2 523.2 285.6 591.6 489.3 511.2 247.4 751.1 806.4 833.8 708.4 868.7 569.4 780.4 674 603.9 776.5 348.4 361.7 543.4 826.9 564.3 369 480.5 629.4 259.3 466.8 492.3 623.8 429.5 777 671.3 511.1 331.8 476.9 665.8 656.9 655.4 341.3 477.1 270.4 668.8 542.9 623.1
451.1 429.1 530.2 362.5 348.4 296.6 514.7 392.5 435.5 669.5 410 600 583.4 424.5 710.5 372.7 684.4 523.1 538.5 808.5 577.4 295.3 527.3 469 597.4 553.4 437.4 896.5 426 622 462.4 405.1 376.9 595.6 426.7 475.6 399.9 549.4 417.5 544.3 522 599.4 439.2 479.6 707.6 544.5 499.6 490 446.1 1304.2 511.3 455.6 670.6
71.4606818067187 29.2 35.8 25.9 92.2 80.2 293 5.2 254.8 200.3 72 114.3 15.3 1.4 1.3 6.6 76.3 17.9 179.6 87.1 187.1 315.3 34.6 654.7 797 30.3 13.9 249.2 74.8 23.1 13.6 522.6 4.4 108.1 29.2 9 175.831521012951 146.4 65.7715765150137 19 115.246274771255 83.5668116930503 107.714997639526 165.8 73.7 280.8 12.3 326.8 168.5 278.4 91.9 290.1 49.7
156.9 235.2 537.9 339.9 322.4 270.9 270.9 468.4 362.2 338.6 363.2 560 233.6 365.9 242.4 173.5 241.9 236.7 257.8 341 522.2 372.5 596.4 593.3 328.4 485 162.1 408.8 291.1 262.5 212.5 436.2 210.6 337.3 196.3 1125 243.4 482.7 176.4 374.1 206.5 191.6 318.4 345.9 221.5 486.2 316.5 487.6 399 548.7 294.9 214.8 431.2
259 76.8 129.5 58.6 64.8 143.5 170.6 115.7 106.3 152.9 115.9 225.6 749.6 151.8 156.9 243 311.7 317.6 164.4 168.5 206.3 231.4 222.6 136.2 129.1 144.3 132.7 245.9 271 183.2 216.4 96.9 138 225.6 191.7 123 119.3 130.3 211.5 104.4 186.1 249 244.8 130.6 113.6 115.9 178 127.8 1043.3 143.5 219.4 136.2 549.6
155.5 222.8 139.5 57.1 203.8 77.3 221.5 40.9 740.5 134.7 253 121.9 107.1 96.9 457.9 108.9 163.1 124.6 178.3 155.2 377.6 395.5 205.9 312.4 280 245.7 87.8 321.9 221.7 211.2 219.8 94.2 281.1 332.4 3 91.4 267.5 145.7 135.5 267.5 214.1 71.9 98.4 82.9 154.6 392.6 137.5 450.2 729.7 131.4 93.3 646.6 431.2
397.1 205.3 322.6 345.4 233.1 567.6 237.1 204.5 337.8 234.3 295.5 366 153.4 262.3 210.7 261.6 285.8 276.1 429.6 257.8 209.6 436.5 310.6 330.8 332.4 362.1 167.8 323.1 200.8 186.4 208.3 171.4 192.7 321.9 204.1 751.9 238.1 502.2 346.5 284.4 189.8 180.5 232.6 167.8 212.4 415.5 92.6 283.4 367.6 1129.8 204.7 304.3 246.8
12 74.5 179.1 464 76.9 144.5 89.2 190.7 330.5 42.6 145.9 175 55.6 158.5 64.4 72.3 42.8 91 21.2 167 42.9 504.9 82.6 317.2 501.8 111.3 139.4 79.3 22.1 115.8 128 46.6 265.5 126.2 298.9 68.3 461.6 283.9 12.8 99.9 145.3 33.3 74.5 54.4 142 121.9 919.6 184.3 128.9 123.7 98.3 160 136.4
294 262.2 134.6 743.7 35.9 77.4 19.4 308 329 88 279.2 348.2 50.1 354.1 336.3 107.8 60.2 60.4 36.2 93.4 172.4 118.9 41 126.9 561.6 268.6 58 43.9 204.8 91.5 133.3 77.9 196.6 71.7 238.2 388.3 622 359.7 188.3 254.4 298.5 52.3 107.8 297 107.7 143.3 502.1 399 154.643282409295 132.8 74.6 33.1 155.560262827981
602.8 469 876.1 863.8 806.9 540.5 530.8 1054.7 622.2 563.7 638.4 808.9 593.7 559 694.7 744.7 276 425.7 519.7 495.1 585.7 707.8 786.5 747.7 778.2 414.9 484.8 507.6 593.7 579.4 524.2 501.5 592.3 887.6 588.7 777.4 938.2 626.3 591.8 779.1 669.4 624.4 423.6 747.6 559.9 712.2 870.3 813.2 351.5 344.9 527.2 661.7 546.2
271.7 234.5 605.6 348.4 196.5 273.1 136.4 291.8 384.1 235.2 351.6 328.7 141.9 600.1 320.5 136.7 224 96.6 151.5 655.1 437.1 153.1 448.5 247.9 143 298.9 216.2 56.5 289.6 184.8 264.5 519.6 344.8 256.8 644.7 810.4 245.1 454.8 249.6 264.5 247.8 424.3 496.2 309.2 91.1 486.1 118.3 351.2 298.1 465.4 123.7 407.4 381.7
135.8 80.2 77.4 114.4 121.7 56.5 46.9 137 86.2 121.8 58 132.8 92.4 157.1 122.4 64.4 51.6 38.5 58.9 75.1 1086.7 95.6 682 129 126.7 76.5 54.9 82.1 144.1 128.1 60 130.7 18.2 160.7 82 144.4 90.4 152.8 176.3 54 51.6 36.2 140.7 60.7 123.3 161.1 97.4 108.5 41.7 79.6 61.2 147.7 64.7
491.6 532.3 680.3 414.5 524.7 706.1 447.4 674.9 295.2 516.5 482.9 345.9 346 341.8 619.8 820 531 555.6 678.8 361.6 432 509.3 549.1 279.6 245.8 430.5 576.1 308.7 553.2 296.5 616 73.7 480.4 340.5 306.3 397.7 426.1 240.8 317 554.5 480.4 329.8 243.8 103.8 568.8 496.1 234.6 169.3 494.9 574.2 294.6 664.2 263
329.5 208.4 167.8 440.3 203.7 240.6 116.4 300.9 439.9 147.4 317.1 275.5 117.4 239.5 203 141.6 91.2 151.9 164.2 157.2 346.9 371.7 186.9 324 490.4 219.4 167.5 108.7 275.7 260.9 202.5 811.8 166.8 262.7 191.1 285.8 576.5 338.4 180.4 357.2 391.7 302.3 196.6 617.3 220.6 360.7 898.8 391.1 178.6 209.8 186 354.7 272
348.5 333.8 708.8 495 617.7 680.3 440.5 344.5 307.1 388.6 348.4 779.5 213.8 304 315.3 805 593.3 525.7 663 639 367.5 465.3 466 421.2 259.5 320.1 277.2 281.4 479.3 332.9 393.8 406.9 352.6 240 262.9 434.6 268.4 614.4 236.8 474 357.1 407.7 521.7 370 363.1 803.6 247.5 416.7 400 835.8 415.5 397.8 290.9
603.9 485.9 494.7 842.8 446.9 587.6 454.9 743.4 592.6 560.6 619.6 1038.5 603.8 759.3 523.4 708.5 539.3 382.9 415.8 760.8 344 564.9 583 447.7 768.9 541.1 509.8 439.6 687 568.9 551.9 483.2 587.1 406.6 899.7 742.1 673.6 456.4 379.9 541.2 502.6 472 701 460.4 512.4 572.1 787 682.1 399.4 962.2 294.1 376.6 341.6
379.2 285.3 129.5 124.3 244 219 190.1 122.4 289 501.2 143.5 189.438684407126 588.6 78.8 243.4 75.7 641.9 428.8 360.9 284.2 423.8 213.9 178.4 187.1 123.3 525.7 550.3 308.5 139.1 194.7 527.4 334.5 472.7 37.8 440.8 72.3 97.1 51.3 520.9 225 341.8 463.3 100.2 212.5 361.9 155.5 316.2 111.1 503.1 120.9 343.8 320.3 107.9
119.2 76 183.2 313.2 178.3 162.5 130.3 167.2 160.6 192.2 152.8 254 96.9 273.7 169.9 113.6 287.5 127.8 157.4 420 117.1 200.3 181.2 187.4 213.2 172 200.6 308.6 118.3 176.4 137.6 195.7 140.2 345.9 408.6 127.9 166.2 173.4 162.5 154.7 175.8 312.4 94.9 87 128.5 168.6 634.1 1122.1 189.2 181.7 52 179.6 160.3
218.2 100.5 204.9 138.6 100 165.4 163.8 210.4 242.4 195.7 95.5 93.3 208.8 198.6 199 56.7 38.7 59.1 54.1 125.5 211.3 91.9 137.2 863 177.8 136.7 257.3 164.2 183.9 234.9 191.1 684.3 262.6 210.1 367 142.8 175.3 132.4 101.8 279.8 173.4 726.1 136.4 490 191.2 160.5 256.4 358.2 105.6 70.3 112.7 140.6 71.6
90.2 220.6 108.1 122.9 761.2 324.7 309.3 196.6 137.4 378.6 369 325.2 170.5 154.1 77.3 590.1 140.7 241.1 378.4 551.5 221.8 452.4 108.3 198 168 376.5 268.8 225.1 274.6 294.6 120.7 28.1 80.6 237.4 45.2 482.1 205.2 277.7 89.5 94.4 115.6 24.1 243.6 39.9 288.2 331.4 24.1 103.7 413.7 430.4 316.3 65.2 488.5
503.7 777.2 526.4 481.8 570 324.2 433 766.8 526.5 391.5 451.1 237.4 442.5 626.7 611.8 161.5 365.1 560.7 482.6 395.1 755.2 355.3 833.8 627.4 401.7 592.6 460.8 611.4 434.2 704.6 622.7 742.2 455 813.5 451.6 424.9 372.5 428 466.7 607.6 670.1 644.6 331.7 638.8 557.9 450 707 684.8 514.9 56.8 509.9 359.9 481.8
487.6 427.5 652.7 562.9 343 552.6 863.4 656.4 499.1 516.7 482.1 536.9 520.2 642.2 594.2 289.9 584.1 587 524.2 754.2 468.4 571.9 336.1 546.3 341.7 724.5 578.6 329.2 702 633.4 552.5 626.1 956.2 626.7 640.4 417.1 550.7 470.6 616.1 900.4 785.2 409.8 804.2 790.5 408.7 569.5 808.4 623.7 468 185.1 558.6 511.4 299.2
3.2 5.1 61.5373421511538 6.6 59.6 66.5523562285845 202 105.289363729781 5.1 11 117.3 145.13430125827 155.417972236995 58.1 19.2 160.9 35 45.1 29.4 450.7 4.6 26.6 10.9 7.2 12.2 2.7 301.2 835.2 85.7 67 39.6 25.5 83.4993518250692 73.5 565.8 8 52.7020213624146 25.3 32.7 71.6547762407907 14.9 4.1 15 46.3897735329804 118 6.8 38.4429082619962 57.5593128199501 51.1 540.1 83 36.8 34.9
597.1 540.5 390 375.1 514.2 826.5 445.9 80.5 304.3 730.2 426.1 402.1 565.5 300.4 321.8 660.5 858.5 527.7 541.6 432.8 331.7 305.2 416.1 233.3 92.8 471.8 575.6 491.2 226.2 390 158.7 383 254.2 247.9 350.2 482.2 303.6 473.9 513.7 312.6 463.2 401.8 484.5 397.7 384.4 424.3 322.8 124.6 357.3 477 228.3 529.3 373
259.2 292.1 172.2 198.7 246.6 140.2 249.8 227.2 197.4 215.8 189 111.6 293.7 186.1 186.1 85.3 189.7 194.3 308.7 227.4 299.5 244.2 255.2 384.4 271.9 299.1 166.5 202.3 178.4 211.5 247.5 302.6 253.7 267.8 1300.1 202.9 250.8 179.8 294.2 281.9 207.6 353.2 215.7 304.4 194.3 254.3 234.6 174.4 361.3 59.6 262.4 186.4 300.1
639.2 611.8 489.6 883 661.8 711.1 436.6 431.2 378 667.7 512.4 213.3 242 219.4 378.3 531.8 297.2 284.2 466 279.7 295.5 456 533.1 356.8 243.9 397.6 359.2 226.2 277.5 549.3 410.4 412 656.1 93.9 390.3 622.6 581.8 479.9 507.6 221.1 293.6 374.7 503.9 544.4 595.3 487.5 581.6 328.7 248.5 301.8 223.3 392.1 311.1
670.5 333.5 71.1 75.3 149 181.7 88.3 114 98.5 619.4 62.5 200.4 164.1 93.6 58.9 410.3 549.8 381.3 699.9 94.9 46.7 84.4 41.8 60.2 76.9 240 139.6 90.9 83.2 77.2 54.3 69.3 67.6 101.7 17.4 126.5 159.2 131.3 176.4 62.1 46.3 59.1 69.7 70.3 178.4 99.9 62.6 93.6 110.2 196.4 74.3 50.3 155.2
26.6 40 101.6 199.4 57.8 151.6 335.6 111 103.3 24.7 160.5 195 96.4 93.2 50 125.2 70.5 36.6 42.5 533.4 113.1 297.6 80.7 226.5 562.1 60.3 63.4 208.1 183.1 122.4 45.5 239.6 95.6 564.9 222 67.1 24.8 127.2 34.1 49.7 39.3 24.1 55.8 89.1 56.2 690.1 91.1 325.3 292 508.1 74 365.5 141.5
484.4 314.1 389.4 333.4 452.5 372.4 360.7 408.9 388.4 484.3 417.3 213.3 770.9 265.8 362.5 389 503.2 436.6 718.6 362.2 424.5 317.4 280.6 363.5 227.6 639.1 857.3 393.3 485.9 484.7 334.5 226.2 438.7 505.1 302.5 171.7 328.5 295.8 578.2 450.5 356.5 334.1 535.7 253.4 380.4 278.9 458 217 915.3 208.9 722.6 362.3 402.8
101.5 143.8 132.1 419 348.9 404.3 310.3 114.8 219.1 330.9 172.1 816.4 98 97.3 30.1 341.7 145.8 149.7 130.7 495.5 60.3 596.5 336.4 244.1 216.5 359.6 143 448 224.8 95.5 131.2 266.4 191.2 96.8 168.1 503.2 128.3 423.8 101.2 188.7 69 229.7 77.4 171.1 169.1 322.2 127 399 333.8 493.1 209.1 75.3 126.8
