"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
6218.6 4042 2359.6 2277 5403.8 1839.8 3107.7 922.8 4601.9 2395.9 3453.4 1653.2 2657.3 2370 4536 3641.6 3141.2 1328.3 3747 2665 1524.6 2001.8 2802.2 1507.8 1531.5 1540.8 2009 921.8 3500.7 1393.8 1014.2 629.5 731.2 1956.3 6248 3041.7 3600.2 2516.3 2359.4 1897.2 1007.2 1725.6 487.3 2601.6 1807.3 1895.2 2830.1 3263.9 2621.4 2837.7 4592 1371.2 2540.3 3691 2292.1 1982.4 1291.7 1494.8 1611.4 1097 2742.6 1932 2176.9 2625.1 563.6 316.5 1994 782.9 2970.7 8173.4 3392.8 1565.4 2472.2 2793.4 3976 1833.7 1851.8 2484.4 3772 2055.6 1647.9 1293.9 2613.8 1771.3 4582.1 5082.1 2816.5 801.6 1577.7 1071.3 1729.7 1016.4 2024.1 1674.2 474.7 2381 3049.3 521.2 1235.1 1822.7
2942.3 1923.6 2409 1855.2 2352.8 2404.3 1593.8 1729.8 2046.2 2629.3 2600.5 2010.8 2525.9 1750.8 2054.6 2480.1 2951.4 2133.1 2370.3 3186.3 1903.1 2435.2 1725.2 2808.5 3991.1 2173 2120.2 2438.1 4082.6 2333.4 3643.9 3558.3 2756.5 3994.5 5026.3 2615.3 3310.8 3186.7 2295.8 3406.2 2439.1 1759.8 1645.7 3292.2 2500.9 2389.9 3049.5 2863 2425.9 1736 4535.4 2439.5 3005.8 4587.4 4066.8 2392.3 4188.9 3705.7 3551.8 3415.2 2470.3 2361.4 2491.8 2834.9 3287.4 3701.3 3538.3 4077.9 4720 3464.1 4621.1 2828.3 4305.3 2148.4 3510.2 3802.1 4828.6 3453 4398.3 11527.1 4686.7 3136.8 2662.1 4254.3 4159.2 4028.9 4605.3 2872.4 2180.6 5019.1 2464.1 3984.9 8785.3 2689 2810 2342.4 3265.7 2923.1 3775.5 4132
1340.2 1468.6 596.4 830.6 874.8 1047.9 1046 1015.5 716 1108.2 721.6 1200 1002.6 1010.5 1325.8 969.5 1433.8 871.1 805.5 772.8 951 629.1 1026.1 1063.3 1368.2 1219.2 1469.5 1153.3 1745.5 691.9 2838.2 1859.5 1297.8 440.9 791.7 1263.2 7149.4 1212.8 613.1 1527.7 371.3 1109.3 1285 2330.7 1681.1 1192.2 955.7 1346.2 849.8 1199.4 1090.7 787.2 920.1 666.5 758.6 995.1 4627.6 832.7 319.1 1409.2 1781.1 971.9 835.7 1132.9 825.4 631.4 3726.7 4937.7 4204.9 4601.8 2411.2 1358.3 1941.4 871.8 626.6 3614.1 1489.4 734.3 4013.7 4764.6 3961.1 828.3 1101 629.3 6781.5 1441.3 1798.4 4493.7 1089 950.3 534.3 688.8 4421.8 1200.9 975 743.6 162.4 235.7 1069.8 1975.3
1771.1 3933.4 1713.2 2779.1 2436.8 6275.1 3753.8 2865.9 2271.9 2860 5711.9 1903.4 4048.4 1507.4 3311.9 1743.9 4823.2 3069.2 3950.9 2974.7 1390.5 2216.6 5330.9 1720.7 3048.2 2170 5287.1 4210 2153.2 1841.2 1879.5 1020.9 3708.2 1480 1278.3 1599.5 1056.6 1975.4 1305.8 1220.3 1637 1079.4 1766.3 1404.1 2504 3274.9 1621.2 5319.7 1443.3 1940.1 1501.4 2704.9 4785.1 2123.3 3181.6 3254.4 3973.4 1866.3 2111.1 1547.1 1744 1691.8 1802 1545.1 985.8 3070.1 2099.3 3092.6 4171.4 3373.6 1515.9 1075.7 1750.1 1800.9 1637.7 8471 3406.2 1376 2223.1 3589.9 4676 921.2 2003.7 1163.4 1870.7 1444.3 1062.6 1890.6 1437.1 1968.8 1295.6 1468.6 1364.3 1575.4 1409.7 2273.9 1480 1163.7 1404.3 1627.3
2351.3 2100.9 953.9 3020.6 2119.5 3181.1 1880.9 2474.3 2137.4 1844.1 5732.7 3368.7 3095.6 1810.4 3053.8 2566.6 3247.8 2478.9 2406.4 2042.8 1642.7 1951.2 2259.2 1669.8 2703.1 4754.6 3524.8 5404.5 1387.5 1692.9 9034.9 2135.4 1071.3 1259.7 1873.2 1446.1 1432.7 1352.5 958.3 1521.4 1019.6 1821.6 3172.2 1169.2 3097.9 2850.8 2744.6 3133.8 1645.9 1246.4 2185.8 1756.3 4804.6 1869 4115 3417.5 4909.5 2040.2 1911.3 1727.8 2792.1 1686.2 975.9 2222.5 3771.2 1286.4 2601.1 3481.9 2282.9 2721.6 1701.9 3729 1633 1232.4 1329.1 7970.8 2770.3 1627.7 3745.5 2162.5 3322.4 3015.6 1918.8 1745.7 3197.6 1765.1 1599.9 4231.9 1415.5 1636.7 1422.7 1039 1988.1 2890 1987.3 1797 969.9 472.3 1393.4 1506.7
1330 490.6 2619.7 605 1011.8 551.5 1011.5 542.7 1026.2 1281.7 305.5 889.1 1507.6 2360.2 484.6 326.6 451.7 1417.5 1111 2862.6 1646.9 735.7 1028.7 1006.8 934 263.5 481.3 249.4 1910.3 691.8 554.2 690.7 521.7 1369.1 83.5 7194.7 1420.8 1687.5 2030.1 4162.2 743 953.5 344.3 924.4 925.7 1510.8 3417.9 608 1347.3 1637.4 3191 1011 877.7 2606.2 692.6 340.6 789.7 438.3 2064.4 2420.2 858.4 1337.9 526.1 348.3 888.7 253.9 550 5468.2 1104.1 2582 3759 1524.2 723.5 1879.7 2269.2 252.7 734.7 4081.4 416.8 67.5 401.6 2395.6 5354.6 899 2314.5 3656.2 626 671.5 2687.5 360 6228.9 559.4 2586.3 917.2 2150.9 1494.4 3497.4 2918.4 1855.4 678.3
681.9 132.2 1156.8 372.9 40.2 1203.8 505.5 3539.3 502.5 1542.9 400.9 4184.5 1431 88.2 251.4 13.8 369.3 987 1369.6 2557.6 79.3 101.9 160.9 338.7 533.4 65.4 903.8 8.3 757.6 772.3 19 14.3 65.1 292.4 13.2 14.7 29.7 7.7 12.9 13.4 42.9 588.5 8481.1 13.9 417.6 1227.4 101.6 777.3 1550.1 322 24.9 5357.5 703.4 1673.8 750.4 2819.7 40.1 620.1 6010.9 189.1 26 16.1 22.5 8.1 17.2 3327.7 17.8 22.5 12.1 14.7 439.7 526 44.9 93.8 49.3 371 2133.6 140 12.4 2747.1 382 95.8 13.7 35.3 22.1 16.3 32 605.8 13.5 25.6 204.8 1303.8 42 356.7 37.5 790.6 21.8 13.7 12.6 13.5
2329.3 2650.3 2061.1 2908.5 2745.6 2160.2 2177 2981.1 2227.5 2030.4 1878.1 1390.5 2749.9 6134.4 2329.1 1244.7 1647.8 4732.2 1283.8 2260.7 2708.1 2957.6 1237.3 1814.3 1067 1815.8 3553.8 868.4 1688.7 2279.1 4683.8 2090.6 988.8 2239.4 2305.9 2861.1 2287.4 1794 3076 4401.5 2787.6 2401 4560.1 2521.6 1785.9 3266.6 3749.2 1383.6 2928.2 6397.9 2971.3 2572.1 2636.3 1701.8 847.3 1089.9 7502 1534.3 3301.1 976.1 2137 1420.6 472.9 1092 3202.6 1457.2 1941.5 7020.4 2561.5 1497.7 2471.8 4597.3 1142.8 1430.8 1221.4 3238.9 3852.5 2983.2 5274.4 1993.2 4022 4661 2678.3 1612.1 3058.7 1780.1 5243.7 2704.4 2218.4 2102.6 4665.3 2063 3572.5 2892.7 2659.2 3475.8 1442.1 1021.3 2910.1 3252.8
956.3 794.4 328.8 733.1 1158.2 702.5 504.1 1488.4 668.1 818.2 472.9 1775.6 1032.1 1597 341.3 423.1 489.2 2536.7 1036.1 1667.4 1131.5 2993.5 702.5 2073.4 820.2 774 483.4 274.1 1983.5 3320.8 6616.4 955.4 1002 1661.5 3600.3 1767.1 3000.1 1202.5 3196.7 2933.1 1222.1 1357 608.9 713.2 794.4 2013.9 810.1 363.5 1850.2 932.7 906.2 408.8 507.6 844.5 358.1 499.9 1861.6 245.7 849.8 938.6 552.9 884.2 842.6 4346.3 3160.3 358 4547.4 1391.9 2570.5 2158.4 1774.4 2164.8 1848.7 1769.9 977.5 2573.1 1187.4 2998.6 5340.2 517.3 3169.2 1288.4 1615.6 1603.4 3977.5 2503.3 2014.6 651.7 3282.7 6248.7 1801.5 563.3 4911.3 2200.6 3619.9 1732.4 2261.4 2937.4 4586.4 2891.7
3151 446.7 2498 1392.3 1406.8 3431.8 693.6 3176.7 550.4 6723.2 613.2 2090 4792.6 669.9 2023.3 1763.9 1156.3 1855.9 1912 2036.2 660.9 1609.8 2568 618 3947.1 692.5 1087.5 3470.2 552.1 2961.5 4388.3 1415.9 1874 653.9 2228.4 532.6 1679.5 1565.7 766.9 601.3 4407.6 3335.9 1757.5 2617.6 3349.6 2479.1 210.7 922.4 1468.9 1081.2 850.3 2145.5 1757.6 1413.8 1039.1 1058.7 1342.3 1974.3 1672.1 7753.9 1364.5 3233.7 1799.7 2980.2 5780.3 1540.8 1599.8 659.9 564.8 1104.3 1346.3 3523.6 2187.2 3236.3 2739.4 2299.6 2502.9 3904 495.1 1190.3 843.6 828.6 1868.9 1404.4 435.3 350.3 1622.6 1463.9 1334.9 2664.5 1728.9 1295.6 419.4 988.9 841.8 813.9 885.9 1885.8 934.7 1131.2
2724.6 2046.3 2726 1789.1 2485.1 1534.6 1259.4 1930.8 1673.5 1686.2 2491.3 3283.3 1837.8 3270.2 1896.6 1114.8 1471.5 4470.1 1547.2 2256.5 4733.3 2546.8 3307.1 2202.9 2502.5 2016.7 3355.7 1393.4 1729.3 2979.4 3238.8 1292.8 3426.1 3684.1 4492.3 2156.3 2699.5 2840.2 2580.6 2083.1 9068.5 2308.1 4403.7 3087.6 1662.8 2649 2025.1 2177.9 2902.8 3362.1 2899.5 2916.4 3739.9 1311.4 1820.3 2193.7 7889.2 2979.1 4547.4 1262.5 1635.1 3174.6 1133.4 1213.8 2760 1797.4 5657.2 4711.9 2361.3 1314.8 3065.1 2618.5 4975.7 2292.8 3119.6 1446.5 3502.3 3544.4 4608.8 1710.3 3268.8 3703.5 2653 4780.4 3036.9 4461.9 3018.5 3208.1 2012.6 5694.4 2993 2746.8 3892.3 3453 3773.1 4201.1 3782.6 4990.2 4558.6 3220.3
261.2 1665.7 408.4 893.7 949.9 518.7 784.2 826.2 1074.6 953.3 467.6 471.7 1008.9 1122.4 551.3 309.8 285.1 741.2 588.7 454.8 1060.1 1128.5 991.1 1688.9 455.7 586.2 430.8 449.8 860.3 892.7 635.2 1365 1540.5 1280.9 701.7 1042.7 2022.7 1271.6 1044.9 1462.8 582.6 1274.6 476.1 687.2 672.9 13467.8 1134.3 220.3 909.5 401.3 269.6 564.1 644.5 630.2 453.6 728.4 1875.2 696.2 205.6 647.4 485.8 232.3 1280 592.8 531.2 925.6 1124.7 1554.4 1639.1 704.8 1225.2 485.1 839.8 449.4 798.3 2801.1 321.7 317.6 2286.4 656.1 1195.8 779.2 694.2 1104 692.2 569 764.5 592.5 740.5 810.6 765.4 1004.5 944.7 1877.3 1003.2 858.6 1228.6 1253.8 2176.8 1161.6
3291 5749.2 2969.2 3783.7 5232.5 2303.7 5069.9 3781.2 4651.7 4791.1 2925.1 1922.8 3375.6 3181.3 3438.3 4423.2 5882.8 4336.6 4135.8 3155.4 2950.8 4602.9 4770.5 3608.1 1190.9 3091.9 3650 1862.6 3068.7 3071.2 5778.1 1188.4 1931.3 2342.1 5685.2 3305.5 3929.5 3828.2 2817.4 2954 982.6 4407 2703.7 4524.9 3060.4 2602.8 4279.8 5374.8 3869.8 3448.8 1851.4 3920.6 3853.1 2086.7 2654.4 2405.5 5502.9 2091.3 1377.5 1323.6 2438.6 2761.1 2568.7 827.3 3190.5 4012.4 2644.6 4491.8 5849.9 8396.8 4498.3 2681.6 3145.1 3747.8 2621.3 3562.5 2799.4 2140.8 6752.2 5870.7 4021 1746.6 3678.4 3690.3 5632 2725.7 1844.4 1812.3 3144.2 2319 2941.2 3772 3079 2005.9 3022.5 3627.3 3749.2 2506.6 2598.1 1907
1985 1771 1793.3 1772.4 1337.9 1476.8 1241.1 1535.9 1378.6 2418.3 2199.5 1197.3 1606.7 4698.8 1582 1635.1 1238.3 2788.5 1338 1242.4 2234.1 2529.6 1284.2 1611.5 2482.4 1371.5 1632.2 1466.7 1266.2 1833.6 6128.4 2271.3 1895.1 3266.3 7919.1 3024.7 1362.3 2562.5 5603.7 2594.9 2809.7 3689.6 1191.5 2301.4 1595.4 1467.2 1849.6 1765.6 2075.6 2881.9 3420 1865.7 2003.6 1549.4 2496 1878.5 2082.3 1289.5 2521.5 1712.5 3153.6 2843.1 1805.1 1294.7 4747.8 1991.2 1926.5 5656.2 888.6 960 2524.8 1926.7 2179.3 1866.5 1499.6 1218.8 3733.5 7152 2378.6 1780.8 2051.6 2978 2807 3646 1353.4 2367.6 3710.9 4273.3 2246.8 2044.8 4345.5 2800.4 3095.9 2846.3 2970.6 2337.7 3613.4 1494.5 4791.7 6146.8
3282.9 3281.8 2678.9 1837.2 3485.2 1666.8 3233.5 1837.2 2744.9 1852.8 3878.1 960.6 2772.3 2572.5 2806.5 5538.6 6906.3 1253.9 4041.7 4432.6 61 794.8 1070.5 1179.2 830 2469.5 2492.6 3076.8 2274.5 1991.4 158.7 433.6 93.4 1134.9 26.3 1265.8 155.4 1081.4 1283 553.9 81.4 688.2 2857.9 531.4 3093.9 1859.6 4034.9 3574.2 597.6 1574 1472.7 981.7 2137 2074.7 2682.3 2655.3 2270.8 728.6 1373.9 7.5 403.1 25.3 32.4 122.5 146.2 884.8 167.7 595.8 1673.4 4397.2 1406.8 1339 79.3 972.1 760.5 2645.8 619.1 1475.8 23.4 1270.1 398.8 134 1738.8 454.8 2252.8 1233.4 462.5 1083.3 909.7 138.4 1503.8 1525.6 417.6 706 402.5 995.5 405.3 526.6 290.2 146.3
2277.4 2624.8 1204.4 2132.1 2115.8 686.3 1812.7 3192.4 1558.8 2099.3 1137 2653.3 2735.4 2566.1 1668.5 1115.5 1334.8 4781.3 1484.3 722 1075.6 4154 1417.3 2066.9 640.4 1054.5 2182.2 1281.8 1407.9 1588.5 351.1 1430.4 595.1 1965.7 2522.8 2515.9 2400.2 1295.6 1923.3 1826.9 982.1 1902 3418.3 9121 2779.3 3518.2 2572.4 1414.4 5849.4 2656.7 2184.4 867 1139.4 799.4 1235.2 229.9 4100.3 1589.9 1089.9 474.5 1531.3 2182.7 4282.4 377.8 910.7 2001.7 2252.3 1925.9 2913.2 3162.8 2881 1998.6 1397.2 952 2173.4 5341.4 2505.7 4176.4 3218.8 2454.2 3069.9 1892.3 1563.8 2002.7 3674.4 1422.2 1732.4 2702.2 3743.4 823.6 1801.1 5148.6 4322.1 1349.8 1478.4 2070 2023 3301.9 941 2450.3
3480.8 6761.2 2922.8 5085.7 5027.3 2687.3 3550.4 1914.8 4361.1 1725.6 3214.9 1854.3 2829.4 3953.3 4003.7 5308.7 5585.6 2483.4 7130.4 4009.3 3145.3 4274.6 2998.3 1784.3 2938.8 4345.2 2651.1 2886.3 6169.5 2233.6 3485.1 1614.7 1796.5 3474.7 3547.8 3130 1617.6 2886.2 4099.5 2402.7 3081.6 3378.3 2402 2047.1 2512.5 2351.2 4194 5662.1 3362.7 2989.1 3848.4 1738 3097.6 4719.4 5127 6723.8 1394.3 1420.6 2016.4 2302.5 1922.1 2722.6 1499.7 3891.6 3257.3 1479.8 1777 2194.1 1138.2 1741.2 1835.3 1872.7 1394.6 2689.2 2050.3 1045.9 1741.2 2968.8 861.6 1775.4 1253.8 2252.6 4397.7 2606.1 3628 3053.5 4317.6 1854.9 2015.3 1423.3 3945.2 1577.6 2498.1 1587.4 1914.6 2233.3 2681.4 3009.7 2252.8 2310
1248.2 1433 2863 3650.9 4494 1949.8 4907.7 2578.3 2415.5 937.2 2154.4 2581.1 2568.4 1423.8 1726.1 2654.8 2458.8 1392.6 2528.8 993.4 1215.3 1532.1 1774.8 1450 5006.6 2855.1 3838.1 3060.3 1599.5 2540.9 2021 4881.3 3399.4 2107.9 1784.3 2128.1 2065.3 2477.1 2866.6 2010.1 1125 2327.5 893.2 1277.4 1762.2 2026.4 2165.7 3553.7 2121.7 2623.9 1785.1 1431.6 1086.4 1099.5 1451.7 2018.1 1316 1510.6 1754.1 1496.4 2661 1739.1 3036.9 3641.8 1986.5 1566.8 1670 3592.9 4153.8 7943.5 1738.7 1655.2 1212.2 2469.8 2875 1691.1 1549 2056.1 3021 1843.4 1752.9 1443.1 3388.7 2843.5 9355.7 4190.8 2777.7 1187.3 4769.8 919.8 2323.3 1172.9 1725.4 1084.3 1976.7 1738.6 1755.9 4528.4 1740.8 1387.4
149 231.9 144.2 242.5 48.7 197.5 247.1 210.2 255.6 136.4 37.7 214.2 114.3 199.4 252.8 204 78.8 143.3 155.4 146.2 57.3 26.7 25.6 61.5 200.7 143.8 546.8 451.4 249.6 200.5 186.8 910 1295.5 323.8 78.5 917.5 514.7 1103.8 1629.2 165.4 28.1 181.3 22.3 1145.2 54.9 306.9 292.5 33.9 72.8 112.2 177.2 117.8 56.7 171 178.1 98.8 42.4 46.1 155.8 153.8 236.5 197.2 214.1 556.8 138.4 13222.2 447.5 21.9 1323 190.1 64.5 157.4 366 123.1 144.1 263.9 532.6 113.1 400.6 2085.2 223.6 62.8 210 307.4 500.5 408.9 34.2 287.6 286.2 42.7 116.8 49.2 180.6 317.2 520.2 209.9 782.8 171.3 67.2 50.8
4326.2 4114.8 2511.9 4385.7 4990.1 3255.2 3437.7 2902.2 3186.2 3538.7 3974.6 4837.7 3310 3643.4 3916 3319.1 3888.6 5414 2616.6 2147 2856.3 5152 3150.8 2367.7 2197.7 3251.4 3255.9 2871.8 2805.7 1815.6 2720 3299.9 4716.1 1634 4113.4 3237 3873.4 6984.9 2920.7 2420 1431.5 4067.8 4024.3 3307.1 3645 3037.9 4984.8 3572.4 3969.8 2570.2 3676.4 1679.1 2823.8 1799.6 2673.9 2218.7 3196.4 2580.6 4887.8 1286.9 4692 5668.8 5277.1 4014.4 2583.5 3403.3 3523.4 2719 4820.5 5216 3136.8 2520.3 4292.1 3951.2 5323.2 9719.4 2320.6 4514.3 6099.5 5351.6 5706 1736 2963 2681.5 3770.3 3983.7 3940.7 3409 7106 3170.6 4138 1265.9 2633 2713.4 2295.2 2536.7 3501.7 2559.9 1864.8 2703
1985.4 1819.1 4305.4 1833.4 1262.8 1754 1947.5 2089.4 1466.1 1623.6 1564.8 1828.9 1166.8 1991.8 1559.9 1248.9 1446.6 2173.9 1383.3 1955.8 2257.3 2007.3 1466.9 5475.2 1869.8 2854.9 1201.7 1633.6 1175.4 2917.8 2073 5259.8 2754.2 2989.9 3218.4 1885.1 2425.8 2319.4 1746.1 4751.9 2862.3 1985 2464.9 3468.5 2061.7 1797.3 3164.6 1286.9 1817.8 2298.3 1843.5 1776.2 1287.8 1691.4 1778.8 1922 2692.2 5695.8 1183.3 9559.8 1880.2 2651.3 2425.8 2452.7 2748.9 7102.6 1977.6 2816.8 3362.6 1355.2 4445.4 2174.1 2154.6 2055.3 3169.5 2283 1714 2674.2 3312.8 2678.4 2519.2 2198.5 1926.5 4459.7 2927.1 2951 2399.6 1612.7 3239.8 1669.1 3697.2 3746 6207.3 1717.9 2350.1 1685.9 4122.6 4071.7 2497.3 2506.8
3239.9 3633.3 3955.9 2522.4 2537.6 3240.9 3669.4 2741.6 3514.6 4541.8 2076.9 3028.9 2618.5 4162.3 2193.2 3671.4 3753.5 3921.7 3638.3 1893.5 4757.5 4377.3 2763.5 4962.1 2043.8 3880.6 2187.2 2267.2 4028.7 5472 3185 4792.5 3648.5 4401.8 4057.3 5514.8 4347 5305.2 4595 4161.9 2307.4 7937.3 1753.6 6577.3 2231.3 2351 3599.1 3699 3055 4337.5 2915.5 2995.7 1872.5 1845.3 1665.8 2814.6 1890.3 3235.3 1605.3 2163.3 4036.6 3233.8 4056 2164.1 2255.5 2775 5560.6 3937.3 7822.7 4679.5 3965.8 3910.5 1950.5 3713.8 3179.8 3755 1989.2 3872.2 6501 5356.3 5919.9 1863.2 3669.5 3199.4 6136.4 4609.4 3995.6 2140.4 5409.9 2856.2 5778.5 3564.1 3222 2742.3 5121.6 2404.9 4912.6 4595.3 3377.2 4818
262.8 69 690.1 583.4 749.1 365 827.5 703.9 513 1677.8 788.5 3922.4 1275.7 25.8 1189.5 1364.3 593.6 590.7 870.1 894.5 46.2 35.7 2083.7 504.7 9978.6 33.3 1362.2 890.8 605.8 503.1 19.5 27.7 16.1 658.7 21.3 33.4 27.7 377 257.5 21 33.5 37.1 625.6 32.6 6805.6 493.5 19.8 514.2 310.2 815 62.9 838.1 407.1 319.9 695.8 4127.1 30.9 45.6 63.9 434.8 403.7 38.3 30.2 18.7 140.5 448.7 28.9 22.8 19.3 18.9 608 357.5 32.7 62.3 71 44.9 459.5 37.4 17.9 1953.3 21 902.3 19 782 23.5 24.4 21.3 1424 24.3 34.3 23.4 472 30.8 1114.2 33.1 2065.7 25.6 21.2 37.8 26.2
708.1 1858.3 676 823.1 807.1 586.5 582.6 736 1195.6 2096.2 517.3 253.2 321.9 1272.2 705.8 1018.7 315.2 3951.5 393.5 172.8 745.1 2581.9 327.6 585.8 179.6 733.2 643 1389.9 668.9 577.6 932.5 701.8 839.3 1087.4 1351.6 1997.1 3078.2 3329.7 2918.1 647.7 1002 5206.3 1828.4 1738.5 1448.2 1145.2 321 658.2 807.7 925.9 1014.3 445.4 386.4 234.3 419.6 326.1 872.6 1263.5 224.6 12 1089.2 3948.6 1532.1 41.8 713.2 1017.2 2352.8 1056.2 5259.6 3993.5 860.7 763.5 679.2 2213.4 2050.1 3039.6 3639.2 899 3933.3 1835.7 7507.7 727.5 1434.4 671.1 3980.1 2357.7 2291.8 2318.2 814.5 5129.6 2031.5 1784.8 1238 1203.6 561.9 1975.4 1358.1 1334.5 2435.9 2607
2056.3 5080.2 2830.3 2583 3226 1052.7 4921.8 1699.3 1564.6 552.3 4426.8 2562.2 1763.9 1612.3 3178.7 1685.4 2969.8 1351.9 4821.6 638.8 290.1 995.5 818.3 854.1 5383.3 2567.3 3109.3 4050.9 2916.9 309.3 493.5 263.8 1603 385 116.4 291.3 808.9 1158 1420.9 1656.8 1552.5 1623.2 333.1 1292.8 1390.8 1216.6 2483.9 1330.6 3694.9 3671.3 2602.9 232.6 1140.7 1574 260.6 1111.8 490.5 295.6 219.3 1064.7 2293.5 3247.5 4061.9 3679.7 2712.6 327.5 315.1 915.3 2082.9 2200.6 1148.4 2745.8 400.4 1491.4 483.3 370.9 246.7 1727.8 391.8 420.9 167.2 205 4145.4 454.5 523.2 1019.3 476.9 850.5 2726.8 460.6 3064.7 518.1 282.9 495.4 337.7 754.5 155.3 400.4 2225 538.7
2808.1 2259 1675.8 3119 1558.6 3357.3 2433.5 1903.7 1271.8 2179.8 2490.9 3431.6 3089.1 1740.1 3039.8 2277 3133.9 1982.5 3163.4 1557.5 1387.8 2121.8 2221.1 1371.5 2348 1437.7 4807.6 3919.8 2233.4 6984.6 2728.4 2186.5 5063 1987.8 2054.1 3257.8 1828.6 3855.5 2327.2 2146.5 867.1 2619.2 4302.3 3159.3 2694.7 3229.4 1393.1 3756.9 3505.8 2137.2 1530.2 2972 2628.3 1423.7 1439.8 1361.5 3288.5 1445.2 5865.7 1821.5 3015.7 2213.8 4477.7 6398.4 2246.1 2189.5 2821.5 3328.5 3718.2 7316.4 2991.5 3568.7 2784.3 2339.6 2477 7684.4 2365.9 5429.1 4061.6 5430.6 4477.4 1511 2258.2 2296.3 4095.2 2166.1 4455.9 2937.2 4245.9 1610.5 3202.4 1795.8 2010.1 2064.5 3383.6 2852.8 3784 2709.2 2537.6 2849.4
2180.7 764.8 448.2 1467.1 1599.6 1639.3 1565.2 1655.1 1376.5 735.8 764.1 953.4 2619.4 2037.4 1071.6 806.6 1616.2 2264.2 3678.9 4640.1 1364.7 3603.1 605.8 1866.6 6496 1252.3 679.2 2232.2 4404.6 1390.5 2995.7 1307.6 951.1 4123.5 6310.4 2793 1537.9 1285.7 4773.9 1133.6 4413.4 420.1 4766.4 846.4 1965.6 1082.5 2422.7 986.7 1675.1 640.6 2877.9 1895.9 1715.2 3526.9 872 1685 3706.4 1439.6 796.7 1753 598.1 1763.1 2501.3 703 2501.5 805.9 4703 4545.3 2571.6 409.2 717.4 1418.5 1559 864.4 1394.4 1952 3225.5 1460.9 2406.2 1610.6 3366.4 2890.1 777.5 1996.2 862.2 1316.6 2944.3 2993.2 1712 1864.4 1101.3 1684.1 4143.2 1368 4621 2427.2 1210.1 1529.2 4209.6 2215.2
2147.2 3417.6 2227 3256.2 4831.2 4986.4 3660.9 3660.9 3051 3426.2 2318.8 3258.8 2491.4 3111.2 3460.8 3261.6 3099.9 2983.9 2984.9 1749.7 4272.2 3492.1 2778.5 2862 3367.4 3405 2581.5 5171.5 2613.3 2622.5 11769.8 4009.7 2131.5 4228.9 5259.3 2978.7 2686.5 2829.3 2032.8 2338.7 2410 3749.9 2697.3 3233.5 3016.2 3183.6 3434.1 3272.4 3180.1 2444.5 1372.5 3598.3 2444.8 1963.6 3006.3 4222.3 5978.8 2987.6 3224.3 5040.7 3426.3 1911.1 3010.6 4191.8 7029.5 3683.5 3160.2 4025.3 4287.9 3216.4 3120.8 4078.5 1636.7 1989.5 1892.6 5851 1902 2689.3 5908.2 3075.6 3548.1 1988.2 2154.6 3099.9 2959.8 1934.5 4412.9 3320.9 2678.2 2110.4 2832.4 2040.1 1828.6 2545.7 3089.8 2473.1 4166.3 3055 3722.3 3370.7
3950.9 2712.3 4639.8 2983.1 2737.1 4150.2 2551.8 1020.4 2069 3137.7 3496.2 2088.7 2214.4 1254.3 2774.3 508.8 3314.9 907.5 2054.3 2537.5 395.1 2375.5 3857.1 547.2 7099.2 4327.9 4082.9 3988.3 1969.5 2382.5 4331.4 1122.6 1280.3 1708.7 1086.8 2065.7 529.1 1153.6 1784.7 1180.4 566.7 2125.2 2370.1 1232.6 4778.3 2240.6 1667.3 5006.9 2472.2 702.7 1276.4 1369.2 3045.1 2259.2 6055.3 1921.4 641 604 3425 2166.8 2860.7 784.2 954.8 1178.7 3086.4 989 1160.9 1359.8 2582.9 4159.3 1402.6 1986.1 758.3 2581.6 1315.8 2614.6 2925 2033.1 407.6 5280.5 1581.3 692.1 1518.5 1066.6 2366.5 1597.2 914.1 1998.9 2410.7 663.5 1336.8 1771 558.1 1462.4 965.9 1753.1 1596 1183.7 853.7 1242.5
