"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130" "V131" "V132" "V133" "V134" "V135" "V136" "V137" "V138" "V139" "V140" "V141" "V142" "V143" "V144" "V145" "V146" "V147" "V148" "V149" "V150" "V151" "V152" "V153" "V154" "V155" "V156" "V157" "V158" "V159" "V160" "V161" "V162" "V163" "V164" "V165" "V166" "V167" "V168" "V169" "V170" "V171" "V172" "V173" "V174" "V175" "V176" "V177" "V178" "V179" "V180" "V181" "V182" "V183" "V184" "V185" "V186" "V187" "V188" "V189" "V190" "V191" "V192" "V193" "V194" "V195" "V196" "V197"
163.08 55.84 90.445 279.775 99.23 93.42 90.475 206.67 147 128.2 208.39 178.075 100.85 97.845 153.31 157.23 223.28 104.925 38.88 137.54 171.71 190.667 145.355 209.09 213.88 61.88 147.955 61.835 117.69 117.03 140.785 104.85 70.73 91.82 109.885 149.33 69.42 76.72 71.16 117.67 261.38 77.83 50.98 112.3 110.4 267.705 177.42 125.65 563.63 153.73 236.32 128.99 144.86 163.92 98.245 99.82 126.12 183.4 166.93 87.11 131.863 274.388 64.19 86.385 109.98 104.12 180.34 32.6 97.9033 108.83 256.65 302.895 943.04 205.76 116.82 66.65 52.22 226.8 203.555 308.495 197.81 269.155 99.8 260.91 104.89 137.5 190.295 70.57 35.67 79.54 111.86 281.07 119.45 86.23 153.89 157.21 73.84 103.39 83.525 176.605 158.29 52.84 132.945 116.34 560.485 175.12 175 131.325 293.26 65.86 101.26 140.49 127.06 181.005 73 165.62 77.78 178.82 179.56 27.57 143.8 164.33 123.05 794.645 190.985 72.385 23.95 157.47 123.9 70.67 69.45 119.21 103.13 42.83 111.3 88.39 67.49 91.2 39.92 144.88 121.85 143.06 139.25 112.3 205.49 103.39 92.38 144.3 156.09 163.12 186.88 99.32 126.59 122 145.01 66.35 129.09 189.88 156.62 396.18 138.98 117.04 113.36 106.19 124.44 226.93 179.08 224.38 161.31 146.44 351.34 257.89 506.03 94.12 142.22 38.24 93.32 120.57 107.77 76.43 30.83 132.52 141.05 34.46 157.25 78.05 64.38 157.08 41.53 102.53 90.47 7.49 49.01 69.34 108.39 68.28 50.29
366.34 391.69 341.475 329.265 356.39 356.25 397.945 495.76 405.455 242.28 273.92 504.025 433.29 286.89 322.59 493.14 344.48 139.765 303.93 409.23 328.99 387.043 441.81 426.52 372.48 233.025 253.515 291.68 235.38 99.2 342.87 293.45 348.59 427.44 406.39 435.88 173.53 402.74 386.19 399.44 514.69 545.04 401.63 482.66 437.56 436.635 456.28 472.36 636.91 557.56 692.73 355.92 509.28 360.87 293.035 441.74 406.76 295.13 354.68 192.93 290.113 355.162 633.28 369.045 431.36 513.52 528.92 388.69 351.067 327.81 332.23 423.925 236.17 415.81 292.37 386.5 474.28 310.86 423.58 299.465 539.795 358.175 312.15 302.39 354.71 192.06 437.11 390.3 433.75 381.15 303.14 571.41 357.15 312.95 432.915 440.91 364.34 512.92 491.92 360.02 241.77 452.27 351.885 374.715 316.53 500.795 391.45 362.76 464.36 438.14 294.31 415.45 422.89 497.36 322.33 315.06 435.95 423.33 377.86 335.01 279.16 571.62 400.26 374.055 384.25 395.66 404.79 299.97 363.38 334.49 596.91 142.79 490.3 334.88 384.71 503.88 244.64 260.83 262.49 377.71 429.79 355.7 481.09 296.32 379.21 346.27 498.16 789.38 410.4 463.62 291.31 297.56 526.76 507.97 491.22 443.04 394.51 260.91 448.79 357.29 340.79 407.7 335.95 341.54 321.08 285.6 486.7 337.84 472.81 254.15 346.12 415.95 308.72 335.7 320.11 295.84 399.2 342.15 495.88 258.55 263.82 410.88 416.22 624.54 286.58 697.54 703.67 256.26 493.75 474.07 263.78 559.61 283.39 305.14 176.95 298.42 796.51
379.45 387.46 461.32 391.015 394.56 470.42 406.415 385.99 366.145 299.91 370.42 432.45 327.76 356.095 464.925 398.26 244.28 443.695 533.3 393.43 379.035 341.96 372.94 419.08 457.72 378.17 414.695 343.66 492.91 370.03 373.895 408.45 334.12 369.07 423.795 288 331.42 421.03 371.54 508.55 442.79 436.77 418.41 477.68 459.45 410.085 321.53 433.89 363.32 327.36 325.36 295.89 454.15 372.07 559.765 325.03 418.61 348.41 320.04 338.3 316.487 390.573 328.69 359.325 313.43 503.315 500.94 503.92 479.083 446 308.26 263.85 384.81 359.3 468.01 407.48 314.135 376.78 373.15 515.54 477.04 331.96 401.37 396.04 334.89 511.84 564.205 320.12 345.78 451.41 588.22 367.83 301.37 460.74 441.74 476.46 341.22 379.45 388.645 398.185 431.03 306.9 426.35 362.435 422.605 436.34 489.995 385.615 518.75 346.18 443.41 420.74 441 401.74 393.35 390.22 569.22 356.9 417.56 436.04 479.82 352.77 381.205 509.39 369.8 359.22 346.98 304.46 366.35 379.26 333.75 482.25 408.41 545.6 571.19 290.42 447.57 378.89 297.08 463.97 445.64 484.61 498.95 412.36 490.26 498.41 505.58 469.89 531.49 537.14 527.9 433 560.66 622.68 464.14 621.09 287.59 360.78 376.18 472.11 303.22 391.34 413.93 344.79 365.6 335.24 473.2 336.08 341.03 348.95 364.8 262.89 211.62 386.25 350.34 385.67 398.45 726.78 590.83 664.66 676.24 722.84 604.19 595.38 637.73 559.9 576.54 802.2 681.22 736.13 679.12 632.27 632.43 744.33 810.34 643.22 718.75
282.9 343.1 399.595 495.22 365.43 385.4 277.95 410.57 305.605 308.14 387.33 367.995 271.6 352.995 439.515 416.93 399.62 502.3 235.55 464.105 258.575 433.983 393.59 235.08 372.48 491.885 379.755 306.145 583.06 548.84 241.105 456.22 380.11 180.6 428.75 267.89 410.22 331.6 222.18 385.42 259.47 170.19 250.79 240.74 288.03 334.37 197.84 273.77 295.56 322.68 339.87 346.76 363.17 249.81 209.58 312.34 344.42 267.16 500.66 270.77 443.453 287.775 353.27 353.705 249.88 227.52 444.93 325.43 409.187 294.84 244.67 446.23 378.92 266.96 273.1 184.21 247.715 369.36 364.2 440.99 326.105 373.29 387.24 408.15 435.4 320.8 358.36 633.04 301.37 387.36 233.7 571.41 363.61 352.21 499.61 632.16 392.15 322.12 346.96 404.975 555.12 326.06 269.295 214.025 241.71 277.795 393.555 278.1 390.58 193.81 297.9 205.03 268.37 241.42 333.25 526.8 268.54 616.09 457.19 375.55 343.96 862.94 389.47 324.51 623.585 255.155 261.49 240.06 507.42 457.69 462.21 356.5 245.52 345.26 461.55 398.14 241.71 245.47 277 193.55 194.53 196.75 199.17 193.12 185.75 213.94 267.32 207.31 214.18 194.3 190.82 303.79 153.34 215.7 157.68 225.88 715.25 288.24 275.21 380.91 281.77 281.02 293.97 430.66 383.77 443.58 241 348.43 329.52 336.8 243.33 329.25 246.37 289.34 264.84 405.52 298.41 450.07 296.49 514.13 347.61 341.06 363.5 331.06 294.76 304 214.3 341.8 398.52 416.55 427.86 518.69 338.11 318.89 377.67 318.09 504.18
550.2 213.95 434.33 217.81 220.44 383.06 277.75 539 324.555 214.05 291.49 220.895 321.02 299.535 292.165 281.8 299.25 336.08 229.715 468.845 369.355 341.097 257.87 390.25 161.17 372.175 477.185 359.475 258.2 297.07 322.43 521.56 427.91 391.49 443.975 651.41 303.19 203.57 217.65 407.85 687.84 269.76 402.57 279.57 231.14 466.225 364.45 358.93 309.54 517.73 366.84 219.57 338.91 164.85 255.975 217.18 250.4 317.78 245.56 258.05 243.953 252.035 327.78 212.085 299.75 495.87 180.34 202.78 305.763 193.34 182.01 236.545 219.62 204.6 248.04 174.14 245.065 155.07 277.705 395.28 368.71 181.235 252.57 236.1 318.71 457.34 381.1 273.32 258.67 220.65 244.48 284.1 541.3 248.93 222.635 395.44 229.57 333.21 430.9 374.345 387.67 230.43 449.255 265.47 244.06 175.8 451.03 269.72 202.18 242.89 222.35 254.73 307.48 288.26 506.91 253.2 206.35 400.07 220.68 394.5 123.97 676.03 160.525 293.36 262.795 185.98 264.5 177.58 387.95 194.62 304.04 190.28 373.97 368.89 338.41 242.8 154.34 375.22 299.85 259.66 222.08 195.8 294.07 196.57 188.78 226.31 211.75 242.16 192.8 223.85 167.18 173.1 224.51 154.05 168.77 187.38 342.11 134.23 356.79 256.52 243.36 260.32 289.95 278.56 155.49 222.28 168.41 213.85 509.57 327.07 361.06 317.78 188.92 306.5 197.68 295.2 299.14 251.42 695.67 270.82 483.97 369.12 493.45 440.54 206.92 306.3 425.99 512.51 265.68 398.08 346.5 386 446.68 261.02 239.49 420.1 419.1
187.49 252.1 145.72 243.83 268.83 234.86 300.325 407.49 528.055 243.46 150.68 318.445 344.64 655.27 359.535 261.95 418.71 180.75 295.47 374.005 243.925 321.917 527.135 263.87 294.28 295.9 227.245 207.465 357.23 261.09 293.86 249.46 239.01 262.91 388.295 333.25 359.68 244.21 375.2 256.97 260.43 269.76 224.74 504.56 209.19 322.83 413.28 346.77 173.09 297.75 683.34 394.57 337.11 291.81 177.815 486.63 256.79 228.57 211.17 270.77 421.663 368.223 325.97 243.52 272.57 489.36 347.84 200.08 422.08 134.56 209.65 230.56 279.86 293.52 253.83 58.25 487.155 346.29 314.21 228.345 281.29 418.18 281.88 439.9 301.93 322.22 500.41 519.97 163.5 323.22 256.22 157.94 187.36 332.57 310.06 147.35 445.35 579.53 191.4 228.795 249.86 677.42 277.55 156.755 298.28 229.535 364.905 270.475 260.23 213.45 154.65 424.52 417.62 253.765 254.44 288.17 344.1 325.91 211.55 111.63 195.56 58.7 383.465 398.26 170.9 164.06 203.065 324.7 352.27 441.1 331.33 219.7 279.77 234.07 276.39 446.81 241.71 249.13 222.56 452.46 383.32 212.09 400.54 422.12 398.86 386.78 361.84 366.95 396.54 551.9 498.56 518.96 422.65 232.14 466.52 330.16 204.69 282.92 131 208.33 214.8 246.84 377.29 239.3 217.66 304.35 290.23 220.87 311.83 247.67 209.67 257.89 249.05 334.2 258.88 297.74 192.31 296.76 252.79 413.1 390.25 286.27 406.75 223.74 516.99 383.09 336.24 236.77 411.51 371.06 329.47 281.82 221.31 600.58 181.3 369.97 339.4
408.96 311.38 287.385 378.615 346.33 359.75 823.45 523.55 329.74 370.46 229.69 370.355 494.65 290.06 436.005 351.03 412.63 315.105 292.605 339.05 417.115 379.6 393.155 308.45 326.42 336.745 401.57 437.22 463.24 292.98 358.915 430.65 550.5 540.47 616.845 361.42 419.32 340.75 366.06 348.91 635.81 412.63 381.14 354.24 502.21 371.7 283.51 462.24 426.83 397.53 390.72 486.11 522.85 415 406.975 487.41 605.34 442.39 547.84 366.76 503.2 461.438 522.72 363.82 419.34 366.405 291.68 253 425.397 278.96 317.48 370.595 355.35 352.38 302 371.4 454.885 340.52 332.315 356.02 409.565 439.285 431.42 409.08 447.12 493.18 410.82 327.91 277.37 308.72 274.81 465.63 464.61 324.54 473.655 470.99 504.92 483.27 415.005 337.175 368.72 264.48 383.755 396.545 358.125 321.36 437.285 365.14 330.29 246.16 332.86 380.81 366.19 387.405 389.67 466.58 256.41 541.84 359.68 351.22 256.07 241.3 412.845 426.01 240.19 340.425 304.295 345.83 668.09 256.49 681.1 380.02 315.05 435.2 349.4 920.64 196.73 394.33 433.73 288.15 375.88 320.31 391.74 267.59 456.69 331.29 276.58 474.03 311.11 348.69 371.06 373.33 408.63 385.18 261.5 286.93 273.95 308.79 423.37 345.12 274.62 418.62 349.71 318.05 284.9 391.94 300.27 280.6 388.06 400.82 397.83 489.57 432.35 419.71 318.77 444.7 289.68 427.33 574.7 454.29 518.01 424.58 620.52 349.95 497.21 646.11 489.11 433.99 849.65 569.02 522.61 579.65 680.38 374.71 335.08 497.13 643.37
275.55 234.08 221.78 271.39 340.3 248.88 292.26 270.69 228.14 251.69 247.98 545.69 233.38 280.105 339.845 285.12 347.05 304.745 338.455 280.91 337.85 308.733 265.05 472.11 303.46 431.48 333.79 293.835 286.74 221.1 150.505 318.41 391.2 378.03 317.89 333.25 230.75 272.66 488.15 344.23 262.33 292.4 421.2 382.11 229.15 320.51 505.18 354.88 304.16 395.19 293.24 439.33 554.56 385.14 268.61 387.51 400.84 436.76 241.94 365.84 547.917 304.803 267.1 211.57 316.32 347.19 308.97 184.81 294.597 211.69 427.17 246.095 260.97 325.84 259.61 314.33 291.605 226.8 273.815 358.03 320.74 429.25 324.46 399.76 371.09 288.73 288.865 230.43 296.86 442.11 367.42 341.6 281.15 277.35 319.555 358.23 391.49 211.9 192.73 431.485 302.03 313.52 279.35 223.725 163.4 231.94 355.78 316.705 331.1 391.68 296.11 202.12 380.27 280.44 353.69 271.9 435.12 390.11 276.59 232.57 160.33 415.88 220.765 283.02 422.965 204.885 285.73 384.67 258.84 354.24 437.1 496.99 358.24 439 219.04 347.39 300.74 404.62 332.54 528.96 385.8 475.08 485.95 477.37 543.46 227.19 264.54 660.07 513.99 518.93 491.24 361.46 481.66 409.89 531.07 327.34 470.94 362.32 614.55 413 416.06 382.26 437.61 519.51 400.32 378.4 503.43 506.08 359.65 693.05 358.81 440.3 285.9 580.98 486.73 699.05 400.69 400.35 408.17 413.1 634.63 472.86 545.72 467.35 504.03 460.12 523.91 448.35 572.16 545.74 503.96 456.08 549.41 401.56 441.13 554.48 588.8
22.68 152.43 69.52 210.925 52.69 38.43 28.565 57 317.115 147.01 127.2 185.805 131.67 183.155 61.585 134.57 92.84 496.645 218.745 91.21 64.125 67.73 118.675 216.52 402.98 80.705 38.13 52.045 65.58 343.77 19.655 117 171.27 155.04 73.605 77.04 47.44 184.27 44.11 143.11 17.68 52.72 88.12 139.18 71.5 118.165 213.41 217.98 86.19 419.38 62.92 106.59 110.15 61.12 81.69 58.91 22.5 27.35 123.7 130.03 101.18 121.997 63.3 52.52 140.7 39.935 59.18 42.52 161.667 65.94 97.22 121.7 184.16 562.06 30.95 72.53 93.68 65.16 117.81 25.615 339.125 126.645 271.28 30.76 51.04 129.01 51.9 54.97 46.63 50.47 39.88 83.24 20.05 156.84 34.88 51.69 148 92.05 58.025 457.185 -1.98 65.37 164.97 113.92 48.135 92.67 145.76 73.755 380.94 678.89 65.93 60.61 45.42 101.925 7.83 23.46 72.17 156.71 50.3 104.47 23.62 337.98 125.455 238.315 135 80.765 36.465 160.33 18.78 115.26 18.15 55.05 67.15 293.37 17.62 234.47 46.03 87.58 -4.14 82.83 37.35 94.14 31.77 34.46 78.94 114.9 51.7 96.01 62.37 38.15 66.59 42.7 68.55 66.94 353.58 41.03 112.28 141.74 53.86 198.56 444.79 179.59 244.15 214.57 180.83 111.21 76.59 256.86 42.16 152.92 98.67 130.82 324.19 19.73 61.87 73.54 202.34 59.16 541.55 31.05 41.71 66.86 64.93 21.76 60.01 20.28 74.05 44.27 96.67 26.73 79.72 57.3 73.5 221.3 42.5 147.56 32.21
175.28 120.59 166.665 175.71 155.83 191.63 225.675 210.73 178.125 223.46 230.46 330.78 172.46 173.805 251.42 215.9 237.55 231.575 152.025 99.515 235.13 236.26 218.73 116.35 160.27 162.845 243.12 35.59 209.73 153.55 354.435 189.8 184.81 126.91 153.3 233.72 136.45 137.58 125.32 231.6 262.33 135.35 294.53 159.1 130.35 158.61 181.31 249.43 161.28 262.7 194.97 338.62 373.96 144.3 179.68 237.68 236.96 276.47 162.43 156.04 281.5 197.945 219.38 242.75 271.86 243.505 193.32 176.73 153.627 181.09 113.81 427 153.42 134.14 129.37 190.09 235.69 196.3 114.13 246.235 277.43 293.985 204.8 424.01 176.1 209.09 235.735 126.14 177.57 168.8 282.63 223.55 149.36 181.59 226.175 168.87 105.05 182.63 265.55 197.695 266.04 216.03 197.735 206.285 117.94 201.605 291.77 177.835 190.88 91.05 156.46 199.21 240.35 121.945 63.17 241.83 211.19 244.05 267.47 177.88 182.35 133.73 172.58 334.8 264.705 75.43 169.95 197.07 218.65 215.16 247 309.9 207.41 372.68 284.24 241.41 256.39 200.94 206.77 247.61 265.98 290.64 270.45 313.79 233.69 171.52 171.95 236.48 259.57 259.39 314.37 223.13 293.12 241.19 204.42 301.03 228.83 143.99 313.44 81.03 197.85 187.64 199.33 231.31 135.06 238.9 137.23 191.06 138.51 511.01 184.16 219.36 198.26 196.93 176.1 238.18 186.58 260.63 402.81 316.56 484.74 421.32 383.77 408.3 407.2 683.5 580.59 410.32 586.63 671.81 591.08 538.73 443.42 534.81 379.41 237.67 663.31
-43.67 60.08 1.785 27.805 125.52 158.9 -32.63 94.33 -3.275 8.28 37.28 209.67 102.47 220.41 325.425 -51.91 145.73 176.91 69.47 66.585 48.65 -5.08333 307.8 133.96 112.3 4.51 31.805 19.18 42.85 213.76 285.27 17.14 134.92 25.42 72.47 131.26 103.42 189.35 111.77 20.5 -44.64 39.76 4.57 6.74 27.65 1.35 -2.13 45.48 89.4 110.17 139.21 74.01 173.38 -8.11 71.055 121.42 85.66 113.63 308.2 -24.05 260.437 14.185 11.08 73.52 124.97 72.015 16.99 63.27 307.753 50.01 -9.71 541.23 9.04 231.17 -42.29 17.94 65.72 688.46 106.345 322.22 -34.58 256.415 58.45 81.68 319.42 104.96 59.94 341.56 -34.2 106.53 60.6 -19.73 -55.88 117.1 -3.615 43.66 108.3 -16.45 45.395 75.95 74.07 544.32 41.46 34.66 208.895 60.855 110.93 14.48 54.47 17.67 12.42 88.61 64.2 158.575 132.11 -36.18 20.05 37.36 81.2 -46.61 46.79 263.99 65.155 59.72 389.56 11.685 -11.91 44.49 75.01 42.88 -18.7 -1.26 0.16 -16.09 16.04 36.61 80.81 -8.41 -14.3 -3.51 -13.31 67.28 33.31 24.22 23.11 69.74 -1.92 1.39 -44.75 -12.79 -27.58 -35.8 2.32 -25.1 -10.86 32.59 5.08 2.33 8.62 1.99 32.85 119.71 -10.84 22.35 5.22 186.46 165.36 -44.55 31.65 40.43 261.69 -43.64 190.93 -22.69 72.85 -5.31 -31.89 18.96 39.47 -16.3 52.59 45.43 56.93 3.61 30.11 30.16 -19.32 6.94 14.68 33.85 -35.35 19.94 59.62 10.43 20.83 -7.32 8.36
-22.64 11.24 -11.225 -11.305 -8.06 -14.24 -19.215 -16.51 -11.005 67.06 -23.73 -26.295 -32.18 -14.355 18.965 -32.99 -20.26 119.37 -38.005 -7.44 156.73 289.013 -16.03 18.19 9.68 45.745 80.255 60.43 -11.1 -26.73 -6.485 117 -41.48 -1.58 18.61 42.91 46.44 -9.38 41.4 74.29 -5.93 -28.24 28.7 -21.15 20.67 -1.165 -17.64 5.91 4.73 -30.56 -28.72 41.42 -7.03 -35.27 12.415 1.66 -25.33 -21.82 -32.41 -10.75 -37.3033 -28.1075 -16.31 -40.005 8.18 135.965 18.07 59.66 -0.833333 48.79 -26.31 -0.45 -1.62 -2.18 -2.79 -42.55 3.065 -27.32 -7.59 6.9 21.42 21.56 43.38 44.39 -14.03 -21.28 -20.375 -25.95 -22.58 26.58 102.99 -0.55 -6.61 -13.29 290.27 -19.56 67.35 -2.33 -23.71 -33.87 -39.53 44.5 40.165 43.64 -12.315 13.39 364.51 37.565 -12.54 18.76 39.63 -50.28 14.17 5.1 29.53 264.58 -4.82 46.2 -10.36 -22.48 -1.76 -22.27 -30.58 -20.775 -17.095 -10.13 4.685 55.65 -16.49 -37.52 -10.62 -1.92 -0.81 -4.87 -32.81 -33.02 -34.44 -22.8 -23.79 232.99 31.72 304.04 23.29 165.54 170.61 27.2 171.95 409.66 395.68 278.9 466.09 80.22 459.15 163.91 531.07 42.9 -26.46 -37.36 -18.15 -24.08 -15.34 43.07 -36.08 -62.6 -32.36 -29.13 -41.21 -7.12 -20.02 -16.18 -26.6 -22.54 -36.01 19.73 -47.82 -49.56 -34.72 204.7 71.38 220.4 166.77 109.11 406.07 252.64 120.52 269.53 85.32 41.72 147.9 459.51 82.79 127.08 88.2 19.76 52.9 67.39 109.64
237.19 292.33 215.365 357.585 243.64 153.06 276.425 351.23 260.25 302.26 432.79 277.085 339.57 300.03 244.69 215.08 510.86 264.91 188.97 319.935 282.575 461.823 274.105 596.79 475.4 313.47 333.695 235.325 150.88 779.05 396.12 240.82 380.11 249.6 233.62 580.89 319.32 220.84 171.44 238.18 217.62 166.14 363.44 204.9 272.06 226.78 165.75 177.4 304.16 541.16 312.92 247.05 397.36 149.91 259.32 287.08 191.99 275.69 290.02 287.14 243.21 227.003 323.24 439.72 468.51 261.265 285.2 182.12 360.777 201.9 265.87 271.77 216.08 219.62 201.75 180.01 302.44 265.53 371.305 248.345 232.055 317.63 355.77 243.44 506.49 276.63 287.3 225.56 257.17 225.84 227.82 226.58 195.45 203.72 239.065 315.68 453.36 341.94 178.185 328.535 290.33 213.87 342.825 205.79 242.62 227.645 373.76 418.855 316.61 216.72 205.22 374.81 238.2 290.78 278.9 359.95 155.65 294.93 443.61 160.86 231.88 365.59 451.235 189.855 305.96 212 160.205 332.98 268.94 220.13 301.64 205.31 232.81 200.25 774.98 294.66 150.86 164.52 137.07 190.98 164.61 185.25 112.89 200.88 208.53 241.32 188.61 210.54 174.86 189.24 165.61 202.55 171.81 172.95 139.47 212.73 140.64 178.58 268.07 122.87 140.76 268.42 217.72 154.28 132.61 191.76 425.78 301.72 182.38 326.26 189.98 226.79 129.63 224.14 250.29 180.07 122.42 369.82 226.06 361.7 189.29 395.87 291.36 231.87 298.84 215.24 238.51 273.21 239.22 634.37 455.8 486.96 213.96 454.64 282.06 186.79 448.41
94.83 56.9 65.585 69.35 35.49 51.3 81.77 69.1 124.485 62.35 38.04 237.84 56.51 54.7 73.725 102.34 45.18 69.5 30.42 71.4 61.095 27.6333 78.765 98.74 79.81 92.26 82.735 64.66 49.48 870.18 112.3 77.94 55.53 115.49 78.36 96.11 115.43 79.76 90.11 78.06 100.93 94.03 96.47 67.49 127.36 57.87 188.12 62.74 147.33 57.3 89.71 86.23 103.04 64.86 101.67 36.71 86.35 69.26 37.47 66.59 27.28 49.585 164.74 24.075 82.16 120.095 152.22 47.03 92.17 56.14 14.26 58.305 74.15 86.77 114.89 44.81 77.745 61.86 72.175 36.695 49.64 54.695 57.66 90.78 62.82 73.87 90.42 64.72 72.24 62.93 93.14 73.15 72.58 100.34 72.68 65.96 292.5 81.49 67.16 44.075 37.37 28.54 95.615 99.115 66.35 56.395 90.72 57.96 85.96 131.53 74.08 27.65 57.94 204.075 44.24 39.59 140.39 76.03 115.53 41.87 133.89 9.33 95.66 55.705 169.61 51.155 100.11 81.58 55.54 40.8 90.44 67.03 61.32 42.83 67.23 208.23 44.29 78.89 29.75 178.16 133.14 174.71 155.56 166.4 249.76 119.32 158.06 179.81 126.24 142.93 179 127.99 151.49 191.86 241.67 76.66 159.55 303.46 197.2 28.82 117.58 188.54 136.39 99.12 171.84 45.52 35.77 121.07 114.85 261.44 94.34 85.77 11.89 95.57 941.14 23.1 172.29 99.39 412.64 132.03 501.76 88.95 431.11 261.67 136.16 105.44 462.4 77.35 190.47 115.51 78.18 42.35 241.73 67.18 82.37 101.22 69.1
277.19 246.8 218.79 213.675 411.62 246.54 325.085 430.04 439.975 224.64 362.74 296.145 362.42 385.04 369.085 250.4 438.75 373.265 409.5 615.055 366.18 213.317 593.695 486.99 331.02 241.03 342.275 221.39 270.56 173.06 463.32 265.86 308.61 311.86 316.765 228.7 287.08 409.85 392.6 198.67 355.77 386.85 249.86 329.35 271.06 332.88 311.78 254.5 333.2 377.26 507.16 216.52 408.16 285.28 224.29 598.92 571.84 276.47 205.75 258.05 315.343 441.513 455.99 479.18 476.16 411.355 315.45 209.06 284 248.39 356.19 326.305 208.99 266.96 220.08 289.99 329.34 319.92 450.17 410.72 262.035 422.79 456.59 257.23 394.76 354.33 283.425 286.97 266.14 281.8 166.96 270.98 265.79 313.85 229.675 351.89 327.38 431.87 312.355 284.97 246.26 366.17 158.48 216.785 286.77 229.515 283.455 369.285 156.19 218.91 198 406.39 343.33 632.885 299.12 236.96 456.6 286.08 241.23 379.16 264.87 254.13 224.86 309.595 267.145 207.285 260.88 345.07 455.13 584.15 326.5 345.86 511.06 388.76 170.3 352.43 623.27 219.91 255.59 506.63 395.73 430.23 475.42 479.16 536.98 293.38 428.6 554.58 486.92 505.08 416.83 474.75 513.59 482.4 486.44 406.34 345.25 280.64 395.65 118.38 340.79 258.52 400.07 285.8 331.79 142.84 195.86 302.6 371.18 402.44 263.9 324.78 226.31 311.73 330.83 430.55 258.5 334.34 527.22 320.66 490.16 448.73 549.12 358.04 343.81 403.09 594.36 407.78 698.52 437.02 382.12 441.06 482.57 429.18 405.49 441.59 289.07
238.01 292.33 239.495 314.445 295.02 322.42 338.805 324.69 244.865 294.03 315.2 399.555 294.16 328.085 306.585 331.76 367.67 504.935 289.955 410.9 301.49 373.237 289.785 336.33 298.87 326.055 287.84 339.455 242.04 715.23 456.03 283.97 293.32 218.59 286.86 290.01 311.25 237.09 333.17 296.41 614.64 195.29 342.95 302.47 265.08 292.51 292.28 279.85 267.61 174.74 407.33 340.66 288.68 178.86 249.095 516.34 499.71 408.71 489.58 341.97 464.22 420.913 437.56 429.085 453.29 267.31 233.32 253 234.667 244.72 221.63 305.895 200.71 232.32 219.11 326.92 236.9 249.87 284.14 391.1 427.395 378.325 322 356.07 457.42 421.53 353.185 228.49 286.36 229.98 297.28 246.76 357.96 253.37 318.1 320.2 440.02 393.91 455.855 320.64 591.44 384.13 320.375 210.895 230.305 201.22 266.94 272.89 312.59 180.71 248.47 367.32 419.13 418.145 469.98 391.86 344.1 322.6 211.55 417.97 234.08 293.59 223.47 328.375 424.53 193.64 226.32 428.65 436.12 397.03 613.58 387.89 408.41 567.57 312.51 385.01 459.49 375.22 394.88 365.47 308.45 271.49 391.74 313.79 337.79 222.77 311.79 371.05 303.37 336.74 326.32 357.28 309.85 275.73 236.12 325.46 459.43 216.28 318.24 347.4 277.3 341.49 386.24 336.68 263.56 512.05 207.31 367.85 477.28 271.16 403.1 483.54 428.27 332.7 302.73 392.07 466.64 519.73 282.22 523.08 363.12 329.32 368.9 233.68 494.48 363.87 371.8 455.11 882.99 649.74 779.74 625.59 283.39 506.35 363.77 291.27 526.23
