"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83"
-0.04297 -0.1417 -0.1251 -0.08792 -0.4186 0.1364 -0.1002 -0.36 -0.4232 -0.127 -0.283 -0.07039 -0.1241 -0.1199 0.2891 -0.381 -0.394 -0.1088 0.01967 -0.1674 0.5486 -0.3146 -0.3101 0.08512 0.008949 0.4717 0.3797 0.002433 -0.5394 -0.2469 0.285 -0.3706 -0.6388 -0.7183 0.1051 0.2605 0.1992 0.05289 0.4236 0.2898 0.206 0.9226 0.3686 0.2126 -0.3788 0.3863 -0.1497 0.2716 -0.2981 -0.4436 0.1122 0.1451 0.3023 0.3748 -0.03114 0.6857 -0.04925 0.5557 0.3673 0.6105 0.441 0.6811 0.3958 -0.2548 -0.01729 0.5057 -0.007813 -0.1212 -0.03224 -0.4119 -0.3522 0.05118 -0.5143 -0.7452 -0.3879 -0.7028 0.3974 -0.5612 -0.3686 -0.3251 -0.3363 -0.2684 -0.4318
0.6761 0.3659 -0.3793 -0.1825 0.2297 0.455 0.5923 0.4284 0.05231 0.5171 0.09118 0.2632 -0.1093 0.2055 -0.09301 -0.1953 0.2242 0.1901 -0.5482 -0.8796 -0.1066 -0.4173 -0.1792 -0.02305 0.3064 -0.8032 -0.5109 -0.1243 -0.0397945199910811 -0.2908 -0.07656 0.09818 -0.8947 -0.3429 0.1672 0.183 0.3453 0.8519 0.1766 0.01531 -0.1602 -0.2405 -0.1828 -0.3288 0.1403 -0.0153 0.4722 -0.2171 0.2417 0.2278 -0.07533 0.08211 -0.6122 -0.7038 -0.2805 -0.4064 -0.0662 -0.5315 -0.4873 -0.101 -0.3935 -0.6392 0.1303 -0.1877 0.2538 -0.5929 0.1101 -0.318 -0.1236 -0.07064 -0.1741 0.2858 0.4867 0.1425 0.253 0.09292 0.05458 0.3333 0.3765 0.4804 0.5112 0.3538 -0.04719
-0.1299 0.4495 0.5506 0.2669 -0.02147 0.5515 0.5612 0.1086 0.07032 0.7176 0.3046 0.09934 0.02563 0.6488 -0.05942 -0.1132 0.1305 -0.1904 -0.4908 -0.7487 -0.7127 -0.3117 -0.1871 -0.07674 0.08487 -0.2184 -0.4296 0.1256 -0.1578 0.2127 -0.4259 -0.5422 -0.8201 -0.8247 -0.009196 -0.8169 -0.7538 -0.4186 -0.2174 0.336 0.08272 -0.06714 -0.06798 -0.4112 0.01615 0.2849 -0.0547622185209016 0.3591 -0.1152 -0.3962 -0.08379 -0.1097 -0.3157 0.6489 0.4915 0.4066 -0.7622 -0.01615 -0.0322 -0.409 -0.296 -0.05929 -0.07466 -0.1221 -0.04197 -0.2622 -0.05249 9.24e-09 -0.4919 -0.1669 -0.1172 0.1307 0.4369 -0.04436 0.08382 0.1731 0.2937 0.3303 -0.1146 0.004656 0.5621 0.3619 0.2653
0.2121 0.2481 0.3666 0.7363 -0.05045 -0.1606 0.8482 0.0595 -0.2334 0.3205 0.3555 0.08995 0.9415 0.4586 0.3356 0.3325 0.133 -0.2083 0.3361 -0.02948 0.9118 0.2083 -0.1246 0.03163 0.1049 -0.04062 -0.08487 0.7095 0.2157 0.02543 -0.1528 0.2892 -0.998 0.1794 0.4754 0.53 0.7836 0.5937 -0.0914 -0.1978 0.1313 -0.401 -0.03576 -0.1574 -0.3415 -0.5249 -0.2361 -0.5543 -0.3378 -0.4587 -0.181946280570422 -0.05487 -0.1531 -0.1009 -0.1801 0.0296 -0.1728 -0.3982 -0.2326 0.4272 -0.07677 -0.4787 0.1234 0.5856 0.2006 -0.06921 0.3452 0.6208 0.2124 0.4733 -0.02599 0.3162 -0.4271 -0.4756 -0.0687 -0.2164 -0.1411 -0.1068 0.04667 0.08845 -0.3021 -0.04818 -0.1692
0.7698 0.05549 -0.1669 -0.2731 0.5894 0.3018 0.5262 0.1955 0.5093 0.04882 0.5519 0.6501 0.2013 0.2144 0.1983 0.8112 0.2632 0.8617 -0.3294 1.365 -0.1904 0.02016 -0.2207 0.1812 0.3372 -0.2224 -0.01517 0.9203 -0.02992 0.4993 -0.2227 0.03132 -0.05974 0.1863 0.7196 0.5736 0.4821 0.7998 0.06846 -1.11e-08 -0.133 -0.2294 -0.0940781473612236 -0.2888 -0.1336 -0.165 -0.06943 -0.2901 -0.2315 -0.3343 -0.4049 -0.2154 -0.3773 -0.3062 0.01038 -0.07014 -0.2904 0.1301 0.03334 0.4042 0.05127 0.2638 0.3494 -0.1348 -0.02279 -0.3058 5.24e-09 0.1323 -0.1044 -0.1447 -0.1124 0.1426 -0.06117 -0.3138 -0.1249 -0.5177 -0.1127 -0.5349 -0.2156 -0.1012 -0.03616 -0.02864 -0.1529
-0.0570666030409834 -0.09689 -0.3071 -0.2465 -0.18 -0.2089 -0.1156 0.1521 0.0394 0.05511 -0.2202 0.186 -0.1341 -0.247 -0.1253 -0.3525 -0.2082 0.3807 0.04506 0.9759 0.02112 0.7192 0.01038 -0.2182 -0.7388 -0.07144 -4.09e-11 -0.312 -0.2858 0.1081 0.783 -0.7602 -0.001021 -1.134 -0.1235 -0.1812 -0.1987 -0.8638 0.4728 -0.3198 -0.106885125379057 0.219 0.1487 0.2959 0.231 0.3085 0.4751 0.3614 0.09116 0.3314 0.5309 0.2976 0.2253 0.0398263606696841 -0.0484 0.3437 0.2706 0.001021 0.4296 0.2077 0.131315585990632 0.5367 -0.182 0.1017 0.1698 0.7712 0.1364 -0.3988 -0.1032 -0.222 0.1275 -0.2239 0.1247 1.072 0.2638 0.2968 0.2572 0.3924 -0.1376 0.3749 -0.03338 -0.1321 0.04387
-0.2132 -0.01042 -0.2388 0.2354 0.3731 0.2456 -0.2553 0.1691 0.5751 0.3527 -0.2277 -0.04767 -0.09796 -0.4405 -0.6165 0.00459 0.1896 0.4672 -0.1086 -0.8987 0.1303 0.3744 0.5876 -0.0102 -0.4089 0.2784 -0.03427 -0.3209 0.08482 0.1286 -0.0970116011706735 -0.8106 -0.4741 -0.8369 -0.7999 -0.419 -0.9642 -0.231 0.2384 0.5962 -0.04017 0.595 0.289 -0.0002995 0.07331 0.5053 0.5153 0.005407 0.005671 -0.006272 -0.3383 -0.2258 0.01143 0.1572 0.3127 0.006663 0.2912 0.02759 0.635 -0.6877 0.02655 -0.1315 -0.3352 -0.09664 0.06896 0.3834 -0.0151 -0.01997 0.009038 0.2321 0.0002995 0.1136 0.222 0.8002 0.1362 0.217 0.4996 0.06945 -0.09193 -0.2025 -0.1414 0.3508 0.1501
-0.5541 -0.3118 0.2705 0.1092 0.04088 0.0607 -0.09864 -0.05147 -0.1032 -0.14 0.1862 -0.1149 -0.04409 -0.1541 0.05521 -0.05578 0.1047 0.2933 -0.07148 -0.3377 -0.1129 0.0408 0.2208 -0.0582506428581561 -0.194 0.6079 -0.258 0.1544 0.8038 0.8139 -0.3241 -0.06819 -0.319 -0.2919 -0.08729 -0.06886 -0.1403 -0.008685 0.06097 0.04805 0.03992 0.001228 0.05979 -0.246 0.1893 0.07268 0.06334 0.1806 0.235 0.525 0.5599 -0.1555 0.1029 0.5639 0.3393 0.7107 0.2127 -0.4027 0.07591 -0.3189 -0.1491 0.4375 0.9703 -0.1823 -0.1419 -0.001885 0.2286 1.401 0.6712 1.671 0.05289 0.008685 0.1947 0.2636 0.476 0.07047 0.02384 0.217 0.03196 -0.1618 -0.08399 0.04012 0.2129
0.1291 -0.01625 -0.6205 -0.5945 -0.115668623393566 -0.2319 2.35e-10 -0.0529945186571819 0.4005 -0.1593 -0.3345 -0.08182 -0.6802 -0.02155 -0.4847 -0.05137 -0.1351 0.439 -0.1477 -0.4336 -0.6013 0.1792 0.2687 -0.2179 -0.5146 0.2389 -0.3409 -0.4581 -0.2415 0.1342 0.09813 -0.3049 0.475 -0.244 -0.005064 -0.5959 -0.1684 -0.4217 -0.04592 0.2794 0.1133 0.6551 -0.01101 0.06129 0.6717 0.2742 0.4778 0.4424 0.009423 0.5373 0.5245 0.07554 0.7721 0.4971 0.6825 0.1061 0.1014 -0.1865 0.4267 -0.1977 -0.06875 0.2539 -0.04637 0.5246 0.04466 0.205 -0.2305 -0.4917 -0.2764 0.1738 0.07571 0.00526 0.4222 0.9431 0.2317 0.6803 0.336 0.6708 0.2076 0.06689 0.5184 -0.05094 -0.001961
-0.3301 -0.2271 -0.0767 -0.04252 0.1255 0.09385 -0.1497 0.1128 0.1256 -0.1241 -0.2197 -0.02997 0.1407 -0.1276 -0.3668 -0.02269 0.03609 0.29 -0.01086 -0.7849 0.1948 0.6993 0.4408 0.2855 -0.3136 0.5535 -0.107 -0.3599 -0.000876 0.2957 -1.016 -0.8797 1.074 -0.9125 -0.1987 -0.5516 -0.4612 -0.181 -0.9135 0.1895 0.1772 0.2401 -0.1801 0.07435 0.4541 0.3335 0.4899 0.2701 0.7756 0.4132 -0.1161 -0.173 0.02675 0.05195 0.1599 0.004078 0.03455 0.1161 0.4963 -0.02577 -0.6578 -0.3482 -0.09249 0.1825 0.04422 0.18 6.22e-09 0.0358 -0.2555 0.04748 0.1668 0.01313 0.1476 0.3791 0.04484 0.1437 0.5412 -0.01991 -0.06985 -0.2405 -0.1135 0.2613 0.02305
-0.2926 -0.06252 -0.01571 0.1175 0.6147 -0.03142 0.118661220272382 0.0872650696688508 -0.08446 -0.3818 0.08622 -0.1645 0.1389 -0.009484 -0.01274 0.14892972606228 0.3117 1.5 0.09038 -0.0179 0.03182 1.344 0.136342186029998 0.0496060041520042 0.230202549994539 -0.11589398223151 0.00265932681333547 0.0627034410669622 0.101130203387469 -0.0325188827765165 -0.1516 0.4243 1.393 0.2776 1.714 0.3632 0.3115 0.349 -0.3295 -0.04059 0.1755 0.05205 0.0285212045524342 0.4263 -0.1 0.02593 0.5367 0.1513 0.05223 -0.2163 0.568 -0.04414 0.1839 -0.03844 0.05633 -0.08326 0.2721 -0.08561 -0.1519 -0.005259 -0.1803 -0.2908 0.0781379773553317 -0.09119 0.1073 0.0817 -0.002464 0.362187766388132 0.1926 0.25459241925279 -0.003491 0.1493 -0.1057 -0.1323 3.26e-10 -0.05963 -0.2809 -0.2255 -0.04031 0.01468 0.02626 0.00349 -0.0580276169057539
0.4775 0.08307 -0.07911 0.2025 0.1812 0.441 0.2517 -0.209 -0.1541 0.03885 -0.5174 -0.5826 0.02413 0.6937 0.0987239681109969 0.1214 -0.008323 0.4636 -0.4234 -0.4716 -0.241 -0.1543 0.4269 0.2866 0.6624 0.3891 0.6958 0.4066 -0.4485 -0.2745 -0.4404 -0.002475 0.4975 -0.3039 -0.1597 0.00155 -0.2373 -0.3954 0.2401 -0.1193 0.1014 -0.8019 -0.5422 -0.02858 -0.5687 0.2293 -0.1968 -0.2816 -0.339 -0.4564 0.2529 -0.128 -0.8484 -0.2029 -0.0897 -0.4412 -0.01421 -0.1927 0.06169 0.4558 0.114 -0.169 -0.03373 -0.01063 0.08259 -0.8798 -0.09902 0.1436 -0.352 -0.5111 0.05052 0.3457 -0.1014 -1.056 -0.3251 -0.5714 0.08846 -0.4344 -0.07588 -0.3828 -0.06217 0.4078 -0.1121
0.2097 0.1126 -0.3976 -0.1319 0.08791 0.2252 -0.1141 0.1147 -0.001642 -0.01094 -0.247 -0.2917 -0.3779 -0.3136 -0.3177 -0.1209 -0.1312 -0.219 -0.3659 -1.155 -0.3164 0.7229 0.4403 -0.0457 -0.1568 0.3397 0.2247 -0.3255 -0.1051 -0.1181 0.2776 -0.9905 -0.6497 -0.609 -0.339852805867753 -0.5351 -0.8387 -0.8326 0.2281 0.3618 -0.4173 0.3727 0.176 0.1027 0.2004 0.2693 0.4476 0.2049 0.0892261592630176 0.4815 -0.1584 0.001643 0.2477 0.702 0.2031 0.03921 0.4742 0.3359 0.3576 -0.3149 0.08922 0.3939 -0.4607 -0.3039 -0.2176 0.1007 0.02146 0.04951 0.1698 0.07038 -0.8811 -0.3143 0.2303 0.1876 -0.1933 0.2368 0.2931 0.01094 -0.1616 -0.1274 -0.241 -0.05766 -0.03954
0.07132 0.5772 0.242 0.4709 -0.1575 -0.05206 1.217 -0.05215 -0.23 0.443 0.2707 -0.04827 0.4305 0.7772 0.1583 0.481 0.02182 0.1551 -0.07402 0.4602 0.4054 0.3391 -0.01864 0.08909 0.2288 0.05968 0.07193 0.5364 0.3304 0.272 0.5398 -0.2086 -0.3725 0.2821 0.5649 0.8814 1.159 0.8018 0.102 -0.108 -0.001672 -0.4613 -0.134 -0.0173 -0.2313 -0.5574 -0.2372 -0.2147 -0.1379 -0.1595 0.5047 -0.1412 -0.3194 -0.02311 -0.09858 0.05256 -2.74e-09 -0.4767 -0.2469 0.1327 -0.3657 0.0754 -0.1038 0.8175 0.03398 -0.09392 -0.03548 0.6527 -0.1417 0.223229843908635 -0.1052 -0.1217 -0.2137 -0.6729 0.04101 -0.2307 -0.08582 -0.1034 0.01864 -0.08529 -0.3475 0.0698 -0.1473
-0.2723 0.03684 -0.1487 -0.4205 -0.2204 0.0913 0.01165 -0.291 -0.05605 -0.05957 0.3448 0.2189 -0.1635 -0.05292 -0.1331 -0.2374 -0.06183 -0.3317 0.7902 0.5598 -0.04043 0.04901 0.1081 0.05393 0.1557 -0.0892 0.2998 -0.01076 -0.3052 -0.07439 -0.6916 -0.1409 1.831 -0.2216 -0.138 0.3175 0.3685 0.1599 -0.08501 -0.06461 -0.0464 0.18 -0.128369785276225 0.128467775166642 0.133 0.2687 0.7159 0.4963 -0.2572 -0.4304 -0.04562 -0.004361 -0.07442 -0.4138 0.08633 0.3266 -0.336 1.055 -0.003992 0.3114 0.2214 -0.5162 0.0366 -0.2588 0.0476 0.4791 -0.03455 -0.175 -0.2672 -0.4712 -0.1768 0.01171 -0.2448 -0.3802 -0.254 -0.5918 -0.4804 -0.262 -0.3165 -0.2003 -0.1471 0.1268 -0.2294
0.1512 -0.03098 -0.4781 -0.05465 -0.08506 -0.2237 -0.3588 -0.1276 -0.1856 -0.2833 -0.1965 -0.1508 -0.06968 -0.4467 -0.1363 -0.2738 -6.78e-09 -0.2178 0.0615 -0.3743 -0.1679 0.2327 0.3018 0.2302 0.146 0.09462 0.2233 -0.1288 -0.1652 -0.09094 -0.1972 -0.5191 -1.597 -1.367 -0.07083 -0.4796 -0.7018 -0.8817 0.3484 0.2584 -0.08382 0.3888 0.1084 0.8203 0.3641 0.539 0.07761 0.2077 2.3e-09 0.3879 0.02859 0.1001 0.3601 0.01609 0.1962 0.3152 0.09335 0.1667 0.4266 -0.1786 0.06701 0.01155 -0.006284 -0.6158 0.01956 0.09074 -0.1466 -0.02951 -0.5572 -0.4605 0.09871 -0.3667 0.03338 -0.403 -0.4256 -0.1299 0.1186 -0.1051 -0.05749 -0.3179 0.008533 -0.5081 -0.05809
-0.05198 -0.05769 -0.03889 -0.08379 -0.2701 0.227 -0.01178 -0.3305 0.04289 0.09721 0.4093 0.04744 0.1857 0.08204 0.6142 -0.4982 -0.1926 -0.7443 0.1747 -0.1873 -0.09525 0.5995 -0.2949 0.09518 -0.04289 -0.3704 -0.2384 0.1442 -0.2358 -0.02455 -0.2218 0.8539 2.125 0.09473 -0.4155 0.007969 0.2082 0.1196 -0.1957 0.03062 0.1553 -0.04733 -0.213275170898388 -0.2588 0.08402 0.03905 0.05126 -0.0985 -0.2153 -0.2502 -0.3535 0.07493 -0.2408 -0.4524 0.004858 0.08384 -0.308 -0.1539 -0.08124 0.05408 -0.07832 -0.4328 0.2663 -0.4899 0.1673 -0.2106 0.1464 -0.3254 -0.08805 -0.9765 0.1361 0.04353 -0.4245 -0.2961 -0.09203 0.1047 -0.1879 -0.3572 -0.06182 0.09051 -0.1564 0.01087 -0.5051
-0.5783 0.05629 -0.4609 -0.5116 -0.2513 -0.2025 -0.6792 -0.2712 0.2494 -0.2981 -0.1594 0.1607 -0.357 -0.3053 -0.3291 -0.2782 -0.02434 -0.1763 0.0785 -0.239 -0.2239 0.681 0.005887 -0.005887 -0.5146 0.4134 -0.06884 -0.03092 -0.1256 -0.004516 0.4895 -1.011 -0.3248 -0.5806 -0.2365 0.1446 -0.02617 -0.09377 -0.245 0.08842 -0.3808 0.5421 -0.3065 0.4289 0.4633 0.2592 0.9641 0.6672 -0.2004 0.2939 -0.2086 0.06885 0.488 0.1033 -0.08041 0.1292 0.2718 0.2122 0.3287 -0.6499 -0.01449 0.1423 -0.2504 -0.7486 0.4124 0.3001 -0.2167 -0.213687980898722 0.4566 0.4225 0.1513 -0.4117 0.4265 0.3503 -0.258 0.6998 0.03843 0.07587 -0.2661 -0.008987 0.002047 -0.3338 0.1531
0.6428 0.3343 0.2329 0.3626 -0.05301 0.285 -0.0627 0.2739 0.06929 0.6053 0.5494 0.4454 0.4642 0.8854 0.369 0.4493 0.3616 0.05473 0.2465 0.3515 0.002994 -0.2112 -0.2397 0.1486 0.3206 -0.05151 0.03214 0.1231 0.06361 -0.1248 0.2393 0.4117 1.092 0.6467 0.5091 0.354 0.3827 0.286 -0.582 -0.216 0.1734 -0.3304 0.06039 -0.7677 -0.3291 -0.002993 -0.2895 -0.3396 -0.2304 -0.4181 -0.6752 -0.1469 -0.5596 -0.4554 -0.2054 -0.09307 -0.2472 -0.1593 -0.1744 0.08437 -0.316 -0.4799 -0.05867 0.04563 0.09562 0.02159 0.2019 0.3737 -0.01117 -0.2111 -0.04033 0.2512 -0.28 -0.2636 -0.1569 -0.2662 -0.009419 -0.689 -0.08964 -0.08406 -0.3915 0.8348 -0.1383
0.1258 0.2548 0.1976 0.003936 0.07948 0.1694 0.296 0.1696 0.0312 0.2012 -0.4233 -0.2686 -0.003936 -0.2321 -0.5066 -0.1505 0.1079 0.09859 -0.4698 -1.161 -0.5628 -0.3438 0.3884 0.2702 -0.3204 0.564 0.08489 -0.3217 0.4672 -0.03878 -0.4241 0.353 -1.193 -0.8824 -0.5421 -0.4886 -0.3807 0.05195 0.105 0.2662 -0.04276 0.2845 0.2063 -0.1488 0.3582 0.2329 -0.937 -0.2043 0.1839 0.4611 0.7638 0.104 -1.14e-08 0.447 0.2911 0.1321 0.2825 -0.1344 0.0570439024044037 -0.1963 -0.1387 -0.2202 -0.2963 0.3324 -0.08139 0.3796 0.0072599933247932 0.2651 -0.1007 0.1418 -0.02762 0.07882 0.134 0.3734 0.2088 0.3437 0.3071 0.372 0.2961 0.2633 0.1648 0.3052 0.08232
0.4763 0.06815 -0.1613 -0.2008 0.3369 0.1593 -0.09968 -0.07061 0.126 -0.02017 -0.1151 0.0484 -0.07372 0.02274 0.2233 0.2227 -0.1804 0.5534 -0.4266 -0.655 -0.06091 0.2452 0.3683 -0.1729 -0.1179 0.03162 0.05326 -0.2898 -0.02492 -0.02625 -0.4849 0.5862 1.284 -0.6529 -0.1304 -0.6049 -0.4005 -0.4493 0.3115 0.2684 -0.1023 0.1371 0.4694 0.4802 0.8358 0.4087 0.6017 0.4599 0.852 0.6752 1.013 0.3245 0.4071 -0.1285 -0.3445 0.01504 0.08523 0.106 0.6304 -0.0782840762864863 0.1874 0.3014 0.323 -0.1283 0.2624 0.5045 0.2025 0.5144 -0.01673 0.2778 -0.5225 0.09079 0.2768 0.2352 -0.03669 0.03758 0.2754 0.4809 -5.9e-09 0.1797 0.3676 -0.2993 -0.01197
-0.06333 0.1525 -0.05718 0.1216 -0.0309491919442753 -0.4298 0.318 0.00616078154120851 -0.3411 -0.006051 0.0422 -0.3093 0.149 -0.05423 -0.0198 0.1599 -0.3883 0.03149 0.1117 0.6089 0.2311 0.8531 1.005 0.8361 0.608 0.9129 0.7939 0.7087 0.2906 0.007332 0.8613 0.5133 0.2642 0.7005 0.0198 0.4119 0.429 0.5515 -0.3507 -0.1888 0.0517 0.1133 -0.04097 0.2775 0.5079 -0.531 0.1486 -0.3609 -0.03634 -0.1649 -0.4127 0.3478 -0.1478 -0.01581 -1.47e-08 0.09441 -0.1273 0.08011 -0.1143 0.1873 0.3787 -0.02664 -0.1884 0.3662 0.3034 0.1062 0.5061 0.5405 0.8236 0.6794 0.1078 -0.3064 -0.3591 -0.05338 0.02745 -0.315 -0.3021 -0.2627 -0.1064 -0.2458 -0.2692 -0.06379 -0.07467
-0.139 -0.1612 -0.03736 1.23e-09 -0.01105 0.1393 0.02639 0.26 0.2993 0.2523 -0.08322 -0.04682 0.2045 -0.08376 -0.2223 0.3012 0.2919 0.1105 -0.4302 -1.395 -0.192 -0.5468 -0.2025 -0.3662 -0.3317 0.1847 -0.4304 -0.237 0.3124 -0.3729 -0.6921 -0.4828 -0.7824 -1.145 -0.4108 -0.4845 -0.5432 -0.3366 0.1697 0.5553 -0.2257 0.3129 0.1681 0.6583 0.6388 0.5071 0.2947 0.2689 0.04413 -0.004882 0.09157 -0.03785 0.3025 0.01185 -0.04074 0.1763 0.552 0.3502 0.4566 -0.49 -0.558 0.4609 0.1897 0.02626 0.07833 0.2612 0.1402 3.6e-09 -0.1751 0.1397 -0.166 0.03418 0.1671 0.272 -0.05415 0.02453 0.3417 0.1406 -0.04528 0.02925 0.06123 -0.08673 0.05501
0.02441 -0.126 0.3963 -0.09725 0.09641 0.2166 0.02192 -0.006019 0.2257 -0.002948 0.006343 0.3678 -0.3716 -0.05393 -0.1097 0.0428 -0.0268 0.0641 -0.1409 -1.022 -0.2666 -0.3027 0.08708 -0.106 -0.1217 0.112 0.0396245114192633 -0.1381 0.06912 0.1826 0.3407 -0.7963 -0.8731 -1.924 -0.1737 -0.5683 -0.4897 -0.9371 0.3089 -0.07685 -0.167 0.1819 -0.0889 0.4903 0.3171 0.2058 0.01776 -2.75e-09 0.2797 0.08971 0.04765 -0.04663 0.1906 -0.04555 -0.1781 0.1695 0.4111 0.2049 -0.02977 -0.01004 0.3565 0.2388 -0.2106 -0.1159 0.06893 0.09471 -0.3441 0.006019 0.08832 0.06035 -0.7858 0.06653 0.2408 0.4403 0.09371 0.1862 0.3722 0.2864 0.04633 -0.08996 -0.03275 0.03051 0.1893
-0.1134 -0.1632 -0.4332 0.02648 -0.05531 0.007509 0.3065 0.1084 0.23 0.1566 -0.06733 -0.124 -0.3453 -0.4469 -0.2998 -0.01463 0.0301 0.02329 -0.3002 -0.4781 -0.4109 0.2178 0.08538 -0.3697 -0.3599 0.1929 -0.3324 -0.4079 -0.02431 0.403 0.1656 -1.039 -0.9422 -1.096 -0.3235 -0.6625 -0.8859 -0.8582 -0.06957 0.2127 0.0631 0.3536 0.005463 -0.06155 0.3904 0.4469 0.358 0.2981 -0.4222 0.06832 -0.2478 -0.04766 0.2421 2.42e-09 0.3865 -0.003892 0.2668 -0.01116 0.4982 -0.8352 -0.6062 0.04893 -0.3105 -0.3394 -0.1486 3.17e-09 -0.1464 0.0928 0.1583 0.1853 -0.562 -0.08486 0.3542 0.4163 0.2219 0.2712 0.262 0.08028 0.1532 -0.6968 -0.1333 0.1568 0.01842
0.2554 0.000521 -1.28e-08 -0.3989 0.4657 0.3026 0.6629 0.06807 0.5234 0.2158 -0.1736 0.09645 0.1294 0.1846 -0.4652 0.8645 0.3462 0.5464 -0.3428 -0.5249 -0.2823 -0.1155 0.2512 0.03457 0.08924 5.72e-09 -0.2427 -0.7683 -0.1595 0.2193 -0.3625 0.4909 0.427 -0.4935 0.4114 -0.3355 -0.1609 -0.1513 0.2902 0.4571 -0.3891 0.04335 -0.03736 -0.2497 0.6542 -0.02818 0.2124 0.1077 0.2968 0.3533 0.4226 -0.1353 0.304 0.09602 0.1801 -0.03193 -0.1898 -0.3509 0.1214 -0.5165 -0.5575 0.6893 -0.5409 0.01578 -0.5228 -0.1556 -0.7088 -0.277 0.1965 0.5006 -0.9893 -0.2335 -0.01431 0.2467 0.4451 0.2906 0.3804 -0.09886 -0.3202 -0.0798 -0.006998 -0.07919 -0.05654
-0.06941 -0.1682 -0.2505 -0.1552 -0.0746226190365457 0.06195 -0.285679061278444 -0.3378 -0.03425 -0.1182 -0.3602 0.08954 -0.4197 -0.1931 -0.03202 -0.5717 -0.08613 -0.1235 0.004091 1.408 -0.4259 0.1926 -0.02078 0.3534 0.2864 0.04363 0.3857 0.4328 -0.1753 0.1396 0.3984 0.2546 1.883 -0.3597 0.3756 -0.4462 -0.2969 0.05287 0.02787 0.4248 -0.03822 0.4943 0.4266 -0.2375 0.108502398840372 0.7219 -0.0003325 0.3605 -0.3826 0.317 0.2679 -0.09555 0.04654 0.0003325 0.1386 -0.07054 -0.0624 -0.04672 0.0926 -0.4594 0.4107 0.6797 -0.01858 -0.3331 0.1368 -0.1256 0.1166 -0.04261 -0.2417 0.1055 -0.2504 -0.05062 0.02336 0.03532 0.008621 0.3276 -0.00408832622979697 0.01478 -0.06403 -0.1186 0.04629 -0.259 -0.004091
-0.2683 0.07183 0.1378 0.265 -0.0164926071139632 -0.01693 0.1843 -0.118 -0.2784 0.1099 0.2776 -0.07945 0.3408 4.24e-09 0.2646 0.3313 -0.1963 0.2884 0.02881 -0.1039 0.3284 0.1671 -0.1037 0.2712 0.2184 0.1041 0.3185 0.4466 0.1806 -0.01271 0.6659 0.6173 -0.402 0.605 0.4699 0.4622 0.5775 0.01165 -0.0690987180204578 -0.5767 -0.06117 -0.2542 -0.0725 0.1201 -0.258 -0.3726 0.03433 -0.2465 -0.08373 -0.2664 -0.5868 -0.1332 -0.1967 1.372 0.9737 1.611 -0.1222 -0.4651 -0.2156 0.147280021712581 0.06642 0.05983 0.2554 0.198 0.01302 -0.06925 -0.04172 0.5304 0.2991 -0.03597 -0.09251 -0.1189 -0.2996 -0.3484 0.04934 -0.2521 -0.06651 -0.2528 -0.02074 -0.07281 -0.2978 -0.1054 -0.09305
0.2633 0.01125 -0.348 -0.1637 0.03824 0.1445 -0.03145 0.1019 -0.2692 -0.296 -0.2583 -0.113081977394586 -0.3585 -0.04211 0.1649 -0.3875 -0.2638 -0.004996 -0.6005 0.03359 -0.09311 1.198 0.03049 0.3319 0.3227 0.004996 0.04113 0.8357 -0.3258 0.1407 1.29 -0.7258 -0.554 -0.1074 -0.2406 -0.261 -0.6867 -0.8683 0.257 -0.1232 -0.1376 -0.5668 -0.378 0.09441 -0.3614 0.03472 -0.3706 0.04585 -0.0178342264200046 -0.09757 0.1708 0.1403 -0.5485 -0.4233 -0.1364 -0.2984 0.02564 0.2267 0.446 0.3474 0.3375 0.2244 0.05835 -0.2276 0.2876 -0.297 -0.04772 0.3333 -0.379 -0.5925 0.2332 0.1568 -0.1167 -0.6955 -0.0993 -0.2501 0.1226 -0.3727 -0.03077 -0.1916 -0.2461 0.1165 0.08799
