"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47"
-1.942 -1.519 -0.415 -2.133 -1.911 -2.14 -2.992 -2.622 1.182 1.343 -2.143 -0.151 -1.606 -1.798 -2.09 -1.245 0.48 -2.519 -2.13 -2.469 -2.257 -0.907 0.04 -1.69 -1.755 -0.548 0.078 0.239 -0.513 -1.094 -0.382 0.288 -0.371 1.482 -0.764 -1.697 -1.766 -1.897 -1.54 0.078 -3.137 -1.203 -0.955 -0.26 -3.631 -0.358 0.267
0.356 1.352 -0.252 -0.63 -0.394 -1.945 -0.824 -2.112 0.097 -0.478 -0.434 0.425 -0.671 -0.178 0.149856459370218 0.506 -0.594 -2.05 -1.579 -0.479 -0.171671057393738 -0.917 0.245 -0.737 -0.927 -1.029 -1.98 -0.363 -0.274 4.958 -0.21 0.477 0.241 0.586 -0.358 -0.545 -0.171 -1.068 -1.268 1.511 0.232 0.565 2.355 -1.917 -0.691864871245639 0.354 -0.105
1.195 -4.921 2.354 0.233 0.339 -0.456160138244391 -0.479735772753356 0.246 -0.694 -0.053 -0.562 -0.103 -0.12065083441857 -0.238 -0.214 0.395 0.680051642299089 -1.987 2.007 0.345 0.969 0.637 -0.576 -0.083 -0.071 -0.752 -1.429 3.787 -1.007 -0.468 0.018 0.214382355422784 -0.706 -0.831 -0.613 -0.792 0.046 0.464 -0.773 -0.215 -0.161 0.044 -0.587 -1.048 -1.011 0.22 0.011
-0.018 -0.517 0.636 0.259 -0.69 -1.834 -0.606 -0.333 -0.675 -1.315 -0.315 0.474 0.063 0.503 0.341 -0.194 0.946 0.45 -0.129 -1.083 0.902 0.497 0.432 0.151 -0.585 -0.726 -0.018 0.259 0.943 -0.946 -0.684 -0.269 0.037 0.081 -0.399 -0.824 -0.817 -0.069 -0.642 -0.352 -0.223 0.551 0.142583784702144 -1.294 -7.05 1.19 0.006
2.809 0.868 2.22251053375572 -0.138 0.149 3.436 -0.049 0.179 -0.286 0.408 -0.455 0.014 0.742 -0.934 0.607 0.107 0.5185137603769 -2.339 -1.996 0.368 1.025 2.119 -0.857 -0.26 -0.005 0.966 -0.838868640820234 -1.563 -0.684 3.633 1.006 0.209 -0.808 -0.155 -0.549 -0.217 0.114 0.649 0.194 -0.723 -0.469 -0.149 0.156 -1.325 -0.367566620061017 0.227 -0.371
1.147 -2 -1.731 -0.053 -0.245 -1.649 -1.239 -2.377 0.72 -1.344 0.366 0.873 -0.435 -1.311 -1.124 -2.012 -0.982 1.027 -1.349 -0.214 -2.232 -0.279 -0.525 1.482 0.75 1.627 1.463 1.409 -2.428 0.317 0.095 -0.537 0.795 0.256 1.166 -0.239 0.406 0.104 0.822 0.232 1.149 -0.197 0.018 -1.338 2.661 0.066 -0.092
0.769 2.082 4.362 0.069 0.341 -0.882 0.446 -0.015 0.256 -0.357 -0.371370773336045 0.125 -0.35 -0.381 -0.289 0.309 -0.218 -0.208190991331231 -3.846 1.888 1.12225885401596 1.444 0.143 -0.957 -0.595 3.165 -1.159 -0.813 1.303 1.13041770578699 0.139 -0.127 -0.004 -0.262 -0.223 -0.082 -0.005 0.054 -0.448 -0.022 -0.419 0.035 -0.735 1.131 0.962 0.436 -0.381
2.493 -0.309 0.975 -1.732 -1.165 0.575 0.0783920412180572 1.391 -0.609 -1.074 -1.27 -0.669 -0.622 -1.813 -1.002 1.485 0.79 1.017 -0.194447469770698 0.148 1.055 1.11 -1.184 2.162 0.83 -0.062 -2.052 -0.51 0.957 0.556 0.425 0.832 1.064 2.048 1.681 1.158 0.443 -0.748 0.84 -1.483 -0.261 -1.721 -2.738 0.103 0.056 0.376397535726882 -0.737
-2.11 0.24476551147665 1.64982689458097 -0.427 -0.155 -3.198 0.195461346937908 5.626 0.291555875385275 -0.088 -0.215 -0.215 0.035 -0.109 0 -0.095 1.423 -0.395 -1.026 -0.146 1.757 0.41 -0.144 -0.267 0.329 1.22 0.868 0.901 0.599 0.961 0.6 0.51 -0.066 -0.397 -0.891 -0.258 -0.173 -0.185 -0.268 -0.36 0.05 -0.142 -0.528 -1.535 1.184 0.119 -0.071
1.586 0.513 1.3436171343958 -0.051 -0.264 2.45 0.176 0.908 2.326 1.802 -0.614 -0.08 0.198 -0.182 -0.633 2.105 -0.371 -0.548 -0.813 2.449 0.717 -0.808 1.156 -0.66 -0.175 0.08 0.52 -3.615 1.446 0.195 -0.163 0.45 -0.357 -0.565 -1.008 1.169 1.713 -0.172 -0.891 -0.362 -0.42838118971659 -0.337 -0.721 0.361 -2.838 0.296 0.036
4.937 0.41 0.63199983763997 -0.051 -0.309 -1.39 -0.223 0.105 0.355 0.108 -0.518 -0.011 -0.269 -0.078 0.674 -0.466 0.913 -0.317 0.161635254060668 0.74 -0.704 0.596 -0.613 -0.250224328588827 0.004 1.324 -0.391 -1.638 -2.559 -0.836 1.087 0.323 0.138 -0.636 -0.87 -0.348 -0.3 0.039 -0.34 1.464 -0.313 1.457 2.157 2.096 -2.636 0.421 -0.171
1.77 0.627 -0.07 -1.026 -0.816 -0.941 -0.974 -0.129 -1.422 -0.938 -1.292 -0.893 0.703 -1.344 -1.854 -0.735 2.867 -2.996 -2.776 -1.796 -0.658862086271011 -0.999 -0.754 -1.127 -0.907 -1.811 -1.5 0.146 -2.206 -1.186 -1.915 0.946 1.327 0.151 -0.502 -1.436 -0.423 -0.909 1.181 -1.576 -1.45056603188121 -1.607 -0.561974689901383 -1.518 -3.191 0.438460853451358 -1.108
0.14784438985693 0.737346708390271 0.6106010982651 0.007 -0.346 -6.919 1.864 -0.0353130423531227 0.054 0.08 -0.784 -0.041 -0.256 -0.31033213847763 -0.731 -0.047 0.334 -0.511252647134415 -0.435 1.496 1.086 0.834918543619225 -0.196 0.073 -0.52 -0.666469040057911 0.0545197109918031 -0.877 -1.83 -1.253 -1.539 0.391 -0.432 -0.574 -0.174 -1.098 -0.37 0.11 -0.213 -0.204 -0.43 -0.426 -0.365 -0.624076054107621 -0.551397539203263 -0.472 0.045
0.28024244230801 0.407860887841592 0.394 0.023 0.151 -1.531 -0.542 0.287 -0.876 0.255 0.15 0.036 0.516 0.296 0.44 0.079 0.782 -0.56 -0.16 7.109 2.736 -0.227 0.043 0.162 0.245 -0.593 -0.597799720655783 -0.604 0.636 1.396 1.222 0.405 0.165 -0.046 0.034 0.074 0.266 -0.042 0.217 0.183 0.282 0.205 0.113 -0.518 -0.329428988352819 0.207 0.044
-1.366 -1.427 -2.683 -2.218 -2.329 -3.189 -3.051 -2.844 -1.305 -0.676 -0.483 -0.821 -1.506 -0.462784086268976 0.813 -1.671 0.091 -2.664 -3.093 -3.093 -0.886 -2.053 -1.062 -0.407 -1.611 -2.849 -1.841 -1.71 -2.456 -2.938 -0.84 -0.989 -1.092 0.25 -0.815 -1.037 -1.067 -0.732 -0.333 0.041 -2.25 0.241 1.26 -3.61 -3.35115556551592 -1.044 0.308
1.372 -0.15 -0.995 -0.554 -0.908 -2.597 -3.835 -1.433 -1.152 -1.234 -0.17 0.38 -1.154 0.15 0.01 -0.425 1.545 -0.0308854236899771 -1.383 -1.409 1.815 2.613 -0.803 -0.749 0.574 -0.041 -1.913 -1.251 1.038 0.531 0.601 -0.482 -0.983 -1.343 -0.943 -1.724 -1.108 -0.686 -1.001 -0.36 -1.589 -0.122 0.859716022436511 -1.261 -2.535 0.679 -0.379
-1.522 -0.542 0.586 -1.272 -1.208 -1.817 -3.269 -1.104 1.449 0.306 -1.621 -0.402 -1.375 -1.214 -1.536 -0.855 1.104 -3.085 -1.772 -2.469 -1.557 -1.186 -0.737 -0.916 -0.814 -0.354 0.775 1.096 -1.175 -0.317 0.423 0.241 -0.167 0.646 -0.389 -1.598 -1.695 -0.862 -1.083 -1.228 -1.833 0.116 -1.849 -0.9 -4.235 0.841 0.964
1.417 0.875289319440254 6.011 0.366 0.169 -0.053 1.744 0.837 0.134 0.13 -0.33 0.168 0.177 -0.208 -0.191 -0.17 0.79 2.066 -0.54 2.493 1.808 0.009 0.081 -0.484 -0.045 0.679920708716402 -0.181313827952537 3.51 0.562 -0.229 0.731 0.825 0.05 -0.334 -0.622 -0.287 0.553 -0.198 -0.949 0.136 -0.285 -0.593 -0.215 0.022 0.062 0.535 -0.059
0.16499860217225 0.471443931552066 1.703 0.357 0.924 -0.134 -2.737 -1.436 0.271 0.285 -0.66 -0.354 1.183 1.297 1.172 -0.423 0.004 -0.183974541490825 -0.669 -0.254 0.468 3.221 0.528 -0.637 0.167 0.425 -0.907 0.398 -1.9 -3.122 -2.769 0.561 0.242 -0.266 -0.309 0.678 0.813 -0.331 -0.502 0.156 0.04 0.111 2.777 1.466 -0.602885781483493 0.646 -0.117
0.223295384409955 1.22 1.317 -0.0876488057868869 0.017 4.407 -0.18 0.445 -0.1 0.143 -0.417 -0.039 -0.043 -0.343 -0.713 0.748 0.179 -1.606 -3.431 -0.412 0.473798870518584 1.347 -0.032 -0.821 -0.407 -1.802 -1.274 0.099 -2.864 -0.25 -2.522 0.573 -0.735 0.239 -0.262 -0.705 -0.52 0.336 -0.285 -0.631 -0.015 -0.339 -0.825 -1.0249324966699 -1.791 0.474 -0.29
-0.709 -1.713 -1.717 -1.573 -3.184 -2.06413506648203 -1.619 -2.038 0.591 -1.188 -1.15 -0.307 -2.766 -1.816 -2.576 -1.842 0.26 -1.248 -4.49 -2.142 -2.103 -1.234 -0.299 -0.994 -2.428 -1.761 -0.055 -0.756 -0.896 -5.366 -1.958 -1.074 -1.074 0.046 -0.893 -0.245 -0.601 -2.073 -1.794 -0.218 -3.836 -1.92 -2.386 -2.792 -3.3719068965947 -2.178 -1.498
0.402 1.652 1.179 0.451 0.769 1.941 0.623 0.475 0.852 -0.554 0.922 -0.511 0.077 -0.681 0.994 0.292 -0.83 2.319 0.252 1.933 0.452 0.0369459895322344 0.485 -0.304 1.994 3.737 -1.481 -0.455 -0.845 1.922 0.187 0 0.235 0.109 -1.554 1.948 1.83 0.641 -2.592 -0.627 1.786 0.661 -1.043 0.881 0.169 -0.448 -1.411
2.965 1.325 4.947 -0.155 -0.502 -1.123 -0.998681595430756 -0.243961008635481 -0.0524429345347071 -0.486 -0.929 -0.201 -0.509 -0.782 -1.095 0.282 0.816612758230701 0.613 0.912 -0.27 -0.052 3.217 -0.149 -0.434 0.102 1.646 -1.47001743840566 0.287055305629409 0.197229051928574 -0.054 0.915 0.329461654381097 -0.421 -0.135 -1.655 -0.209 -1.055 -0.076 -0.439 0.33 -0.558 -0.35 -0.549 -0.733 -0.472752218344184 0.685 -0.224
-0.681 5.015 -0.349 0.187 0.607 -0.442752756051913 0.377880299508986 -0.878823464928028 0.109 -0.66 -0.566 -0.635 -0.623 -0.28408009277696 -0.225177641936471 0.844 -0.049 -0.25 2.494 -0.631 -0.54 2.589 -2.152 -0.223 -0.514288414767835 -0.440123882735019 -0.522185499041801 0.144 -3.651 -1.17154504536728 -0.751 0.408 -0.039 -0.518 -0.505 0.012 -0.664 0.292 -0.023 0.011 0.281 0.147 0.211 -0.782 -0.447475413558401 -0.062 -0.038
-1.921 0.200897334497389 -2.589 -0.673 0.644 -2.207 -2.406 -2.879 -1.482 -1.34 -0.891 -0.435 0.895 -1.11 2.057 -1.123 1.704 0.471 -1.749 -0.407 -1.609 1.323 -1.136 0.162 0.084 1.123 -1.791 -2.246 -0.379 -0.561 -0.215 -0.619 -0.279 0.239 0.176 -1.622 -1.699 -0.431 -0.423 0.184 -1.462 -0.312772530067018 -0.026 1.227 0.808 0.415 1.089
1.316 1.31 2.048 -0.452 0.04 0.257125589155151 -1.129 -0.924 -0.295 0.019 -0.64 0.232 0.281 0.706 -0.105 0.816 0.768 -0.666 -0.223 -0.169 0.052 1.106 -0.308 -0.112 0.018 -1.83 -0.287 6.148 -0.305 -1.476 0.554 0.246 -0.4 0.179 -0.961 -0.338 0.432 0.111989082680012 -0.184 0.452 -0.571 -0.382 -0.155847094574005 -2.178 -0.591185128433089 0.511 -0.108
-0.255 0.963 0.655485520510449 0.973 1.087 -1.648 0.166 -2.206 -0.16872485474902 -0.364 -0.561 0.052 -0.104 -0.09 0.46 -0.644 0.284 -0.194 1.118 0.338 2.367 0.657 0.549 -0.234 0.91 0.299 -0.794 -0.62579295545816 0.609 6.351 -0.377 0.294 -0.342 -0.44 -0.637 -0.78 0.869 -0.25 -0.362 -0.085 -0.367 -0.304 -0.476 -0.331 -0.366 0.463 -0.311
0.908 2.748 -0.705 0.011637931759153 0.42773386167124 0.31 0.078 1.03 0.559 2.108 -0.0828537108913774 2.573 -1.467 -3.653 0.36 0.30291586960608 0.383 -0.044 1.305 0.642 0.023 0.391 3.059 -0.0352174665477865 -1.526 0.141 -0.264 0.957 -0.113 0.226 -0.356 -0.0633129193528316 2.69 0.089 -0.142799778771233 0.121093101602166 -1.021 -0.843 -0.242 -1.449 0.157955682267903 0.333 -1.447 0.965 -0.458 0.477 0.312
-0.416185083061985 -0.213 0.390206994300156 0.126397719493949 -1.857 -1.046 0.434 0.453 -0.605 0.938 1.604 -1.012 -1.151 2.539 -0.829 -0.270751738714818 0.392 0.053 -0.724 0.222 0.937 1.344 0.336 -1.038 -0.338319379656522 1.095 -1.872 -0.961 -0.657361932381468 -1.547 -0.731 0.891 0.671 -1.539 -0.402 0.197 0.653 1.664 1.44 1.399 3.294 2.157 1.081 -1.423 1.769 -0.892 0.738
1.706 1.091 2.561 -0.155243684991384 0.217 0.654 0.522 -0.249 1.273 -0.317 -0.661 -0.733 -0.476 -0.151 -1.12 -0.278 1.628 -0.911 -0.546 0.599 1.143 0.493 0.293 -0.66 -0.696 2.056 -4.987 -0.251 -0.253 0.274 1.321 0.458 -0.602 -1.383 -1.67 -1.088 -1.068 -0.229 -0.921 -0.967 -0.788 -0.913 -0.735 0.255 0.914 0.411939650211131 -0.1
-1.304 1.503 -0.102 1.033 -2.747 0.394 0.704 -0.664 -0.13 0.289 2.121 0.276 -0.082 -0.08 1.142 1.338 -0.723 0.762 -0.152 -1.503 -2.402 -1.823 0.748 0.036 -0.491 -1.662 0.2 0.463 -2.77 -2.195 -1.744 -0.886 -1.732 0.556 -0.465 1.434 0.786 0.768 -0.091 -0.506 -1.366 0.266 0.672 -1.814 -1.465 -0.108 0.397
-0.623 -0.245 -0.72260283619197 -1.396 -0.432 -3.909 -2.294 -1.437 -0.690609185222836 0.138 -0.864 -0.07 -1.053 -0.194977934048192 -0.723 0.124 -0.69 -2.792 -3.584 -2.219 -0.568 0.954 -0.63 -0.274 -0.32 -2.509 -2.06 -4.005 -2.148 -1.832 -0.828 0.13 -0.544 0.817 -0.751 -0.755 0.15 -0.193183847314371 -0.446 -0.115 -1.221 -0.696 -0.282 -3.157 -2.94360138175562 -0.377 0.031
-0.337 0.391 -0.533 -0.15 0.354 -2.823 -4.298 -1.409 0.126 -0.017 -0.414 -0.32 -0.58859121481305 -0.386 -0.725 -0.209 2.739 0.786 0.487 -0.771 -2.198 1.333 -0.234 -0.438 -0.373 -0.144 -0.978 -0.627 -1.624 -0.749 -0.514 -0.288 -0.144 -0.26 -0.712 -0.598 0.01 0.151 -0.518 -0.334 -1.009 -0.917 0.425116473394069 -1.943 -4.423 0.583 -0.208
-0.543 0.484 0.822 0.427 1.736 0.100176664708841 1.186 -0.1744296444489 0.216030689407756 -0.423 -0.489 0.903 0.255 -0.537 0.519 0.192 0.599 -0.062 0.522343402893066 -1.193 0.523 0.770772460531257 1.279 0.102 -0.389 0.0570952422054093 -1.166 -0.541 0.156 -2.926 2.631 -1.208 0.054 -0.776 0.062 0.564 0.177 0.737 -0.123 -0.003 -3.38 -0.676 0.014649876711435 4.55 0.76 0.601 0.273
-1.4 -0.0522654773200699 -1.655 -0.48 -0.943 -2.635 -1.653 -1.537 -2.169 -0.253 0.097 1.121 -0.252 0.101 -0.143 -0.694 -1.636 -0.479 -4.032 -1.775 -1.803 0.333 -0.295 -0.329 -0.476 2.179 -1.79582076875811 -4.776 -0.646 -0.819 -3.006 0.047 -0.042 -0.504 -0.689 -0.526 -0.456 -0.216 -0.306 -0.359 -0.461 -0.348 -0.487 -1.032 -1.6848910510266 0.267 -0.288
1.776 -0.371 0.537191090461281 -0.194 -0.544015842183545 1.454 1.269 -0.89 1.108 0.158 -0.97 -0.633 1.072 -2.069 0.353 1.433 1.132 -2.754 0.875 0.827 -2.605 -2.378 -0.54 0.176 -0.543 1.018 -0.139 0.787 -1.779 -1.568 0.135 0.456 0.43 -0.665 -0.138 -0.426 0.659 0.005 0.368435686555973 -2.008 0.882 -1.296 -1.839 -0.387 -2.5 0.400834552331499 -0.306
0.653312942791629 0.589297266084734 0.63161531782226 0.575 -1.358 3.962 0.229 0.393 0.695 -0.038 -0.247 -3.463 -0.299 0.04 0.127 -0.346 1.533 -2.321 1.033 1.433 1.453 0.704376922997312 0.935 -0.019 0.682 0.363 0.713 0.232763006783651 1.897 0.512 0.238262281538108 -0.063 -1.02 -0.278 -0.965 1.072 -0.289 0.077 -0.708 1.051 1.444 -0.628 0.19 0.276335654049931 -0.219262301212215 -2.806 0.175
0.163 1.258 0.596910540706008 0.435 -0.094 -1.484 -0.714 -0.016 -1.096 0.108 -0.573 0.015 -0.11 -0.098 -0.265 0.431 0.521090820793107 -0.87065823028915 -1.004 -0.646309667297835 0.305120617625133 -0.973 0.165 -0.218 0.03 0.0781158349113932 -0.540002672602651 6.172 -2.323 1.489 -2.369 0.567 -0.432 -0.555 -1.056 -0.348 -0.054 -0.391 -0.114 -0.806 0.141 -0.405 -0.472 -0.981225057578434 -0.0633181983422281 -0.221 0.064
-0.459 -0.083 -1.208 0.038 -0.468 -0.739 -2.565 -1.417 2.492 -0.128 -0.418 -0.434 1.507 -0.64 -0.989 -0.989 0.672 -4.082 -2.54 -0.261 -2.7 -1.76 -0.045 -0.213 1.044 -0.479 -0.8908737591783 -2.237 -0.225 0.92 -0.759 0.47 -0.308 -1.217 -0.359 -0.489 -0.599 -0.669 -0.599 -1.375 -0.142 -0.175 -0.343 0.163 2.576 -0.368 -0.793
-0.0292265415536685 1.814 -0.098 -0.105 0.219 -1.576 -0.515 -0.043 -0.627 0.308 -0.3 -0.45 0.34 -0.476 -0.125 0.251 -0.384 -1.339 0.211 -0.433 0.34 0.59381252143961 0.215 -0.154 -0.162 0.74 -0.66 -0.10066633978696 -7.299 -0.214378518376663 0.128 0.559 -0.517 -0.386 -0.463 -0.219 0.665 -0.211 0.12 0.206 -0.05 -0.267 -0.289 -0.554675073631227 -0.977388358144722 0.842 -0.3
0.769578487708628 -0.952 1.13132163032707 0.407 -0.016 4.679 -1.031 0.704 0.169 -0.154 -0.364 -0.267 -0.413 -0.74 -0.608 0.119 -0.483 -1.907 1.263 -1.046 0.172 1.889 0.051 -0.311283240363439 -0.415 2.279 -1.106 0.806 -3.69 -1.804 0.194 0.148 1 -0.196047621690506 -0.439 -0.975 -0.031 -0.279 -0.049 -0.035 -0.129 -0.435 -0.444 -0.169088225603099 -0.0458503450961027 0.303 -0.608
1.37034157325042 2.059 0.841273427762693 1.044 -1.142 1.109 -0.414931640813465 0.193 0.151 0.524 0.917 0.373 -0.136 -0.612221015824461 -0.481 1.407 0.667886486332712 0.586 0.695 0.32 0.480403256614086 1.053 -0.0302961222680272 0.072 -0.304 1.133 -0.406801810631878 1.361 0.294 -0.087 -0.707 0.13 -2.857 -1.86 -2.872 0.601 1.166 0.304 -1.578 0.183 0.541 -4.348 -0.222 0.346 -0.296453547423397 0.459 -0.154
-0.013 0.044 0.758648489512501 -0.55 0 -5.69 -0.22 1.772 -0.35 -0.233 -1.683 0.099 -0.138 -0.312 -0.739 -0.619 0.061 -0.187710060632656 -0.681 0.177 0.529534377825072 1.313 0.0445689291194339 -0.504 -0.496 -0.365 4.139 0.048 -0.230609605698107 -1.461 -1.316 0.631 -0.385 -0.093 -0.798 0.055 0.399 -0.102 -0.379 -0.195 -0.254 -0.146 -0.369 -0.455 -0.506101707639197 0.013 -0.152
0.572 2.175 -0.466 0.397 0.007 0.536 3.227 -4.865 0.186564698605251 0.207 -0.618 0.084 -0.003 -0.06493427731605 -0.43 0.61 -0.001 -0.124 3.112 -0.612 -0.47 0.506342256156639 -0.852 -0.29 -0.401 -2.18 -1.052 -0.211 -0.468143774706074 0.645 -1.154 -0.116 0.045 -0.19 -0.554 -1.052 -0.326 -0.337 -0.13 -0.003 -1.081 -0.312 0.653 -0.223 -1.553 0.079 -0.162
-2.227 -0.878 -1.214 -0.142 -1.486 -2.886 -3.063 -2.062 -0.512 -0.889 0.955 1.82 -1.237 0.373 0.289 -0.377 -0.805 1.927 -0.456 -1.058 0.438 0.459 -0.44 0.991 -0.909 0.717 0.25 0.083 -0.97 -2.346 -1.44 -0.938 -0.776 -1.695 0.923 -1.827 -0.532 0.379 -1.16680799349196 0.007 -0.901 1.027 -1.612 1.183 -0.546 1.35 0.807
0.634 1.483 0.358 -0.919 -0.61 1.462 -0.220146204161166 1.066 0.186 0.931 0.487 -0.094 -0.577 -0.93 -0.698 0.847 0.532 -0.201 -0.911 0.566 0.049 4.903 1.326 -0.563 -0.661 -0.222 -1.257 -1.026 -3.262 -0.708 0.039 0.631 0.268 -0.531 -0.787 -1.093 0.513 -0.093 -0.153 0.033 -1.352 -0.547 1.169 -1.431 -0.944778732278266 1.735 0.036
-3.434 0.923 1.412 -0.152 -0.128 -1.453 -0.834 -0.434 -0.412095263570957 0.118 -0.108 -0.154 -0.157 0.168 0.017 -0.262 -1.513 -3.344 -2.357 -1.213 -0.353 -1.547 -0.08 0.157 0.006 -1.428 -0.748 -1.159 -0.899 -5.64 -0.365 -0.368 -0.022 0.184 0.045 -0.238 -0.041 0.046 -0.066 -0.479 -0.425 -0.743 -0.587 -1.43693664802025 -2.22328337637095 -0.181 0.189
-0.45673476237174 -0.801 -0.4 -0.347 2.071 -1.583 -0.838 -1.031 0.986 -1.086 -1.198 -0.896 -1.783 -0.284113674481722 0.208700009392635 -1.158 -1.337 -1.484 -1.093 -0.887 2.439 0.365 0.463 -1.068 0.689558670079622 -2.068 -1.612 -0.643 3.052 1.34352367724341 1.269 0.126 -0.112 -0.685 0.3 -1.749 -1.402 -0.42 -0.871 -1.207 -3.195 -1.016 -1.474 -0.075 -0.757 0.399 -0.421
2.595 0.944077811909816 -0.972 0.041 0.305 -0.454 0.497 0.199 0.381 -0.373 -0.744 0.102 -0.178 -0.311 -0.26 -0.01 0.79 -0.406 0.73 1.157 0.44205816594103 0.828 0.276 -0.735 -0.313 1.665 -0.488364391916238 -1.039 -0.567 -2.499 0.628 0.263569878517805 -0.108 -0.468 -1.104 -0.457 0.224 -0.189 -0.077 -0.512 -0.277 0.691 0.048 -5.97 -1.23565337654863 0.585 0.227
2.156 0.78177850519393 6.188 -0.353 -0.61 0.257 -0.168 -0.089474322410568 0.025 -0.158 -0.621 0.115 -0.113 -0.767 -0.65 -0.662 0.23 -3.188 -0.318 0.005 -0.112 0.215 -0.468 -0.385 -0.112 -0.232 -1.073 -0.935 -0.344 0.221961057715362 -0.087 0.205 -0.773 -0.692 -0.507 -0.466 -0.324 -0.185 -0.516 0.362 -0.44 0.321 1.265 0.368 -1.375 -0.375 0.19
0.791 0.396 -0.192 0.411 -1.071 0.363 0.722 -0.04 0.501 -0.272 0.75 0.16781287346498 0.047 2.423 2.316 -0.559 -0.262 -0.796 0.453 -0.752 0.293 -0.456 -0.983 0.246 0.036 -0.335 0.039 -0.416 -0.357 -1.121 0.28 0.316 0.054 -0.543 -0.426 -0.107 0.7 0.67 0.872 2.4 1.768 3.31 4.474 -2.24 1.479 -0.578 -0.0258893403087203
-2.251 -1.234 -0.53 -2.146 -2.083 -2.149 -2.695 -1.91 1.235 1.182 -2.073 -0.229 -1.666 -1.553 -2.124 -1.255 0.293 -3.081 -2.257 -2.466 -2.238 -0.816 -0.167 -1.751 -1.41114525780374 -0.67 0.03 0.099 -0.765 -1.409 -0.406 0.127 -0.373 1.443 -0.12 -1.621 -2.048 0.652 -1.533 -2.738 -2.83050252865079 -1.14 -1.22 -0.489 -3.416 -0.357 0.193
0.387 0.757102645020623 2.546 0.141 0.05 -2.149 0.573 -3.543 -0.145 0.421 0.452 0.095 0.67 -0.956 0.262 0.562 0.153 -1.424 0.371 -0.434 0.464885411735002 1.457 0.734 0 0.442 -2.61 1.543 1.235 -3.488 1.289 -1.731 0.39 0.185 0.312 -0.811 -0.178 0.665 0.234 0.186 -0.157 -0.536 -0.153 0.148 0.317 -1.36815142988913 1.075 -0.116
0.806 -0.486 -0.832 -0.783 -0.892 -1.354 -2.373 -0.873 -0.348 -0.739 -0.723 0.017 -1.286 2.059 -0.676 -1.502 1.203 -1.687 -2.568 -0.501 -0.632 0.53 -0.431 0.02 -1.435 -1.965 -3.356 -4.192 -0.141 -2.679 -0.547 -1.149 -0.617 -1.354 -0.981 -1.369 -1.387 -0.536 -1.519 0.409 -2.093 0.616 1.02012478907262 -1.694 -2.06401779689954 0.838 -0.637
1.022 1.284 1.49634376723007 -0.565 1.022 1.444 -0.365575017546469 -1.041 -1.23 0.106 0.005 -0.03 0.133 -0.688 -0.375 0.344 1.398 -1.819 -0.330380533477356 -0.856 0.51 -0.201 0.222 -0.026 -0.115 0.061 -2.587 0.233 0.106 -1.092 -0.844 0.139 -0.089 -0.576 -1.04 -0.318 -0.251 -0.091 -0.216 0.266 -0.486 -0.356 0.165 -4.61 -4.202 0.866 -0.432
-1.915 -0.163 -0.984 1.128 -0.253 0.317 0.469 -1.613 0.607 -0.432 2.483 0.227 1.752 -1.391 0.303 1.326 -1.276 1.486 0.896 -1.237 -2.395 -2.659 -0.521 1.43 1.198 1.189 1.376 1.593 -2.325 0.928 1.135 -0.49 -0.219 0.322 -0.106 -1.565 -0.884 -0.073 -0.895 -0.176 -0.766 0.079 -0.478 -0.656 -0.508 0.174 0.533
0.056 1.486 4.76 -0.167 0.17 -0.422 -0.314 -0.605 -0.498 0.094 -0.693 -0.845 -0.288 -0.409 -0.196 0.515 -0.13 -0.32 -1.502 -1.386 0.313 1.896 0.332 -0.198 -0.0998908554509027 0.428 -0.41 0.168 -2.145 -0.0720917641584483 0.365 0.737 -0.335 -0.79 -0.663 -0.664 -0.445 -0.197 -0.159 -0.015 -0.731 -0.114 0.501 -4.511 -1.26029368382139 0.419 -0.472
2.916 1.358 1.73231561598098 -0.329 -0.358 2.39 -0.549063218614059 0.151 -0.195 -0.016 -0.332 -0.058 -0.02 -0.289 -0.854 0.276 0.194 -0.094 -1.03 -0.493 -0.6 0.885 -0.15 0.19 -0.92 -0.229 -4.094 -0.782 3.808 -0.756 0.289 0.233 0.1 -0.527 -1.193 0.06 -0.559 0.064 -0.462 0.172 -1.163 -0.124 -0.037 -1.869 -0.986 0.486 -0.141
0.704 0.931 -0.175221072958636 1.428 -0.72 -0.163 -3.876 -1.507 -1.357 -0.615 -0.864 -0.456 -0.872 -1.244 -0.0790451557591964 -0.639 -0.019 -3.737 1.606 -1.415 -0.114458961856159 1.566 -0.17 -0.559 1.2 -0.548 -2.819 -2.146 0.361 1.072 -0.435 0.161 0.637 0.311 -0.476 -1.183 -1.161 -0.275 -0.491 -0.32 -1.061 0.577 0.227 -1.11 -2.045 -0.203 -0.088
