"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128"
8.5162 7.9166 8.4856 7.5257 7.5029 7.458 7.8013 8.0759 8.8612 7.7953 7.1078 7.8414 7.3026 8.6881 7.425 7.0103 7.9087 7.7729 7.3536 8.2871 7.6787 7.9251 7.5089 8.2241 8.2081 8.1061 7.9952 8.8323 7.8697 8.3308 8.1314 7.635 8.1904 8.4245 7.4052 8.0259 7.5318 7.5646 7.1237 7.2157 8.9639 7.3931 7.7935 8.0897 7.3574 9.2142 8.1115 8.6782 9.777 8.4417 7.9249 8.172 7.9211 7.4342 8.1617 6.3706 6.9639 6.7651 7.2498 7.8179 6.8622 8.2906 7.5913 8.5167 9.1281 7.6299 7.4756 7.8332 6.77 7.7304 8.337 8.3994 7.3123 7.9164 7.0784 7.6356 7.9798 7.1592 7.6774 7.0768 7.6253 7.4666 7.592 7.6888 7.623 8.2486 7.4121 7.1716 7.7578 6.586 7.2358 7.422 7.5474 8.109 7.1971 8.7819 8.992 8.3377 8.3551 7.8284 7.4349 7.802 8.3452 7.5452 7.9425 9.2471 8.4752 7.7938 7.5503 8.3339 8.493 7.5959 7.5961 7.542 6.502 7.9324 6.7961 6.7115 7.5272 7.3633 7.2012 7.9393 6.6836 7.3808 7.0197 7.8577 7.1022 6.8475
7.1891 7.9888 7.612 7.8216 8.0894 7.7186 7.4997 8.635 8.4899 9.1106 7.8622 8.3585 8.3005 6.8793 7.3463 7.9278 7.6371 7.7145 7.2753 7.6138 6.9339 7.7914 6.7774 7.3276 8.073 8.5324 7.5033 6.6249 7.7054 7.3248 8.4044 7.5771 8.7469 6.8273 8.5414 8.022 7.9874 8.1301 8.1352 7.6727 5.8059 8.0003 8.0999 8.1013 7.4087 7.127 7.5809 7.4797 7.2984 7.0563 7.4666 8.0833 7.0347 8.2194 7.028 7.5734 8.2157 7.6856 7.4604 7.2885 7.8779 6.9936 8.8998 7.6689 8.2241 6.5144 8.0808 7.4957 6.6832 6.9339 7.1815 6.518 7.444 7.0828 7.6879 7.9972 8.0764 8.2622 8.4469 7.8708 7.9457 8.7301 7.7213 7.9153 8.1376 6.3494 8.2674 7.9219 7.7234 7.3953 7.4679 8.0253 7.2458 7.8635 7.6373 8.1842 6.9827 7.4361 6.4382 7.6564 7.9364 7.5472 7.399 6.1871 7.2956 7.7886 6.8437 7.261 7.7362 6.6668 8.8668 7.2366 8.1023 7.7779 8.5391 6.2916 6.9734 7.4058 7.6442 7.8694 7.3402 7.0457 6.6469 7.7173 8.175 7.485 8.7259 8.2789
7.9872 8.1624 8.0699 7.5883 8.4634 8.7421 8.2496 8.3347 8.6055 9.1802 7.6537 8.9727 9.0012 8.6045 7.7486 8.0056 8.0094 7.5597 7.7265 8.8998 8.3828 8.4401 7.2153 7.8037 7.8824 8.0105 8.3803 7.3626 8.2886 7.6185 9.1932 7.8737 8.1038 7.7953 7.3178 7.3427 8.3585 8.8329 8.0604 8.2397 7.1984 8.2909 8.2789 8.5959 8.8049 8.1005 6.2409 9.3503 7.6927 8.4284 8.5921 8.0969 8.56 8.4486 8.2985 8.5523 8.6179 8.5586 7.697 8.1772 8.4392 6.895 7.6142 8.2933 7.7459 7.5836 8.1051 8.4634 7.5124 9.3544 8.0478 7.095 8.2014 7.8535 7.7818 9.1833 8.0391 8.5609 8.3661 8.0151 8.892 8.4177 8.5803 8.2214 8.5065 7.1699 8.6152 8.4717 8.697 8.3812 9.545 8.9603 8.6695 9.0222 8.2853 8.0394 8.1559 7.8174 7.4382 8.342 7.8779 7.9745 7.7232 6.6272 8.102 7.8508 6.4292 8.8257 8.3228 8.4056 6.3487 8.603 7.5061 8.1399 7.3303 8.9489 8.6472 8.0922 7.3619 8.0581 7.8367 7.7511 7.0916 7.4206 8.1137 8.0986 7.2131 8.5645
6.1811 6.5564 6.6209 7.2898 6.2702 6.1187 6.0614 6.9139 5.6448 5.9468 6.1755 5.9887 6.6253 6.3018 6.1011 6.7085 6.2324 6.2278 7.0327 6.393 5.7916 6.0537 9.4413 5.8916 6.8266 6.9318 6.5003 5.8988 6.3713 5.8547 6.1074 6.6189 6.174 6.1205 6.0615 5.8559 6.3526 6.3448 5.778 5.7754 5.7442 6.0636 6.7187 5.8977 6.3576 5.7127 5.863 6.1875 5.4732 6.3383 5.8683 5.685 7.4572 6.0191 6.9492 6.1993 7.0584 6.2639 6.621 6.1934 5.9605 5.8371 5.7621 5.9188 6.2583 6.0962 7.0792 6.2876 8.1002 6.8914 6.7036 5.8172 6.4335 6.1274 6.308 6.9031 5.7717 6.3865 6.6456 6.9885 6.0914 6.1621 6.7935 6.021 6.6465 5.5946 6.358 7.0904 6.0219 5.9111 5.6775 6.2286 5.7529 5.6802 5.8009 5.7789 5.5732 6.8522 6.1715 5.9034 7.209 5.9925 5.8331 7.0721 6.2707 5.7724 5.8408 5.9944 7.687 6.496 5.5515 6.0496 5.9099 6.5637 6.9512 5.9029 5.7962 6.9242 6.6828 5.9694 6.1013 6.0985 8.6975 6.1344 6.2267 5.8689 5.8449 8.0989
7.6508 7.483 7.9636 8.5954 7.7164 7.5373 7.6927 7.411 7.6791 7.593 7.2495 8.0355 8.4075 8.1848 7.7513 8.0151 7.6032 7.8799 7.8585 10.5056 7.5073 7.0985 7.5837 7.5584 7.9644 7.5031 8.2985 8.4809 7.8809 8.1585 7.7333 8.3828 7.5014 7.2801 8.179 7.1081 7.5973 7.1956 7.6204 7.9465 6.0027 7.6479 7.8923 8.2785 8.2041 6.9872 8.5405 7.6754 8.1376 7.6238 7.3835 7.4692 8.0649 7.8056 7.8989 8.2584 7.6469 7.7063 8.4945 7.7093 9.9963 7.2595 7.1843 8.1083 7.4783 7.6748 8.2458 7.4834 7.7468 7.7627 8.3833 6.8752 7.892 7.7074 7.8759 7.7649 7.7027 7.9139 7.8691 8.3563 7.9949 7.7691 7.743 7.6206 7.794 7.2016 8.2815 7.9556 7.5356 8.6277 8.2071 8.4284 7.8856 9.2375 7.9142 6.9972 7.2667 9.2489 8.1284 7.7883 7.5184 7.7736 7.4625 7.0266 8.1964 7.2742 6.1192 10.1042 7.8144 7.8349 7.732 9.2697 7.6431 7.8859 7.6293 6.7948 8.5313 7.808 7.7409 8.1835 8.1364 7.3833 7.2846 7.2577 7.9703 8.0316 7.7119 8.1408
7.9184 6.6309 7.1394 7.5279 6.8393 6.4974 7.308 7.1312 6.8783 7.1464 6.4894 7.1137 7.2309 6.1297 7.0486 7.4 6.954 7.3231 7.0131 6.8682 6.9139 6.4017 7.8992 7.4133 7.3765 7.847 6.5069 6.5938 7.3568 6.11 7.8098 6.9549 7.523 7.379 6.8802 6.9412 8.0838 6.9264 7.0764 8.4351 7.2913 7.3519 7.3291 6.7315 8.5495 6.9318 6.2856 7.9792 8.136 7.1721 7.9776 7.0006 7.9803 8.7131 6.4037 6.6371 7.056 6.6899 7.0646 7.3016 6.3372 6.4325 7.0391 6.9794 6.2853 7.2028 7.2444 6.7196 7.7656 7.9781 8.5245 5.9415 7.9244 6.4266 7.2548 6.8547 6.5305 8.2164 7.4443 7.0261 7.6533 6.7886 8.2894 7.9369 7.0003 6.6089 7.397 7.3704 6.647 6.8565 6.927 8.2683 7.4443 6.9515 7.7271 6.9826 7.5949 6.4464 6.2007 7.6892 6.5839 8.2629 7.8928 7.1787 7.9894 7.7325 6.282 8.0032 7.7752 7.2503 7.3841 7.3709 6.3099 6.9822 6.3439 7.0369 7.958 6.9819 6.3366 6.0322 7.338 6.2429 7.4265 6.3646 7.4946 6.8856 6.3691 6.8207
6.4213 7.0699 6.6854 7.0477 7.0889 6.7183 6.0905 7.4492 8.5338 7.1527 6.9986 7.6322 6.6593 7.1896 6.7975 7.3665 6.7236 6.3194 6.7311 6.6717 6.309 5.8619 5.6623 6.5316 7.0487 7.481 6.7278 5.9642 7.4347 7.1096 6.6476 7.408 6.9892 5.9416 7.143 6.2529 7.7853 6.2965 7.8789 7.4303 6.3755 7.1016 6.134 6.7159 7.2799 7.4307 7.5351 7.1431 6.528 6.6826 7.0751 7.6222 7.1649 6.9199 7.007 8.3254 6.755 6.0705 7.1591 5.7612 6.7091 5.573 6.9993 6.4571 7.2083 6.5188 7.1719 6.0133 6.2697 6.7682 6.7568 6.3842 7.0924 7.2942 7.1969 6.7799 7.4821 7.24 6.5602 6.6432 6.997 6.7886 6.7472 7.4821 6.9446 5.6395 7.5738 6.4477 5.6953 6.9361 9.5544 7.2662 7.142 5.8558 6.9009 7.0709 7.0303 6.6726 5.9378 7.079 6.4939 6.9129 7.6337 5.7192 7.7883 7.167 6.8557 6.9585 7.0026 5.8738 7.4398 6.6567 7.1222 7.4169 7.0139 6.649 7.3448 6.8436 7.8077 6.8825 6.6172 6.058 5.7852 6.7017 7.5732 7.0653 6.5304 7.0767
7.6255 7.4561 7.4985 7.3372 6.998 6.7145 7.3195 6.3543 7.2616 6.5 7.0472 6.9353 6.8109 6.4535 6.6689 6.2427 6.5372 6.5686 6.5187 6.8354 6.5157 6.9333 7.9316 7.2211 7.3414 7.4685 7.9478 7.0787 7.6122 6.9967 7.1118 6.9156 7.4001 6.5559 6.3866 6.5569 6.2151 6.2932 6.1343 6.7608 7.0861 6.5156 6.5871 5.8457 6.5519 8.2616 6.909 7.7154 7.8645 7.7758 7.2565 7.4721 8.0959 6.7875 7.3205 5.9163 5.8845 6.0597 5.9204 5.8726 5.9605 7.3194 6.6248 6.8772 6.8427 6.3155 6.938 7.8742 7.4628 7.7269 7.2243 8.0525 6.8225 6.9073 6.4473 6.6474 6.8075 6.4444 6.6293 6.2934 6.4835 6.6484 6.6275 6.9582 7.0373 6.789 6.6999 6.7296 6.769 6.5602 6.8436 7.8098 6.8532 6.8382 6.9422 7.6373 7.8582 8.027 7.0374 7.2572 7.1276 7.5003 7.7298 7.1278 6.606 7.3995 7.3122 7.0329 6.9666 7.0368 7.565 5.979 5.9271 5.9921 6.0422 5.9585 5.8798 5.9201 5.96 6.1283 5.9784 6.0905 6.0327 5.9528 5.9523 5.9151 5.8955 6.0781
7.5092 8.0802 8.399 8.0508 8.1786 7.8139 7.1464 6.9605 7.2577 8.5543 7.5799 7.9698 7.5764 7.5514 6.6948 7.7145 7.308 7.6903 7.5591 6.8643 7.2766 6.0886 5.6148 7.375 7.0164 7.3044 7.908 7.3571 7.8744 6.521 7.9569 8.0324 7.6079 6.4471 7.2228 7.2089 7.042 6.7625 7.5495 7.3157 5.839 7.7289 7.6927 7.287 7.4561 6.2524 7.3439 7.871 6.1895 8.1802 6.9298 7.4997 7.9232 7.5936 7.7994 8.3714 7.0584 6.9782 7.0809 6.6033 7.2701 6.7317 7.2247 7.2549 7.2993 7.1369 7.2929 7.7981 5.8187 7.1484 7.8862 6.8734 7.7509 7.3288 7.3182 6.762 8.137 7.5078 7.3184 7.3543 7.9963 7.9502 8.0719 7.3154 8.0505 6.2786 7.8528 7.7237 6.8128 7.5771 7.3127 6.7317 7.6865 6.6901 7.3721 6.8158 6.5492 8.401 6.7574 8.1591 7.022 7.2952 7.9222 5.7219 7.678 7.5768 6.6268 7.5623 7.9324 7.0822 6.9607 7.2549 8.2694 7.9519 7.1673 7.8265 7.1683 8.1676 7.6153 7.7283 7.0235 6.5182 5.7018 6.5008 7.5222 6.7485 6.6082 7.745
6.9545 7.0847 7.174 6.4308 6.7026 6.658 6.5988 6.9634 6.4045 6.426 7.79 6.5257 7.1794 6.6375 6.72 6.5683 7.2089 6.6721 7.8817 7.2244 7.4209 6.9106 8.1662 6.6414 7.0373 7.245 6.9871 8.124 7.4382 7.3679 6.4473 6.0977 6.6825 8.0704 6.7725 6.8046 6.2253 6.2965 7.0566 6.0019 8.222 6.4758 6.411 7.1768 6.7166 7.3502 5.7194 6.5811 7.9238 6.7134 7.0696 7.2982 6.5462 6.7471 6.5518 6.7483 6.4238 7.3849 6.8339 8.3534 8.1083 6.5222 6.682 7.5233 6.8256 7.046 6.6288 6.9097 7.0847 6.6013 7.2841 8.0217 6.5821 6.8289 6.6043 6.9472 6.5177 6.3331 7.2427 6.8218 6.474 6.875 6.1861 6.2433 6.5686 9.0178 6.4425 7.0745 7.1224 7.991 6.7429 7.1591 7.3479 7.1384 7.1715 6.9532 6.4356 6.9986 7.7254 6.6828 7.6752 6.8385 7.2055 8.9509 7.0062 6.8902 8.4882 6.7741 7.02 7.2772 7.3259 6.924 6.3048 6.5709 7.1673 6.9016 6.297 6.3397 7.1706 7.3034 6.2714 8.1194 8.5787 8.0015 6.4562 7.3603 7.868 6.5375
6.0685 6.9918 6.5577 6.357 6.6391 6.2552 7.0568 6.4094 6.3135 6.5282 6.5471 7.0263 5.9753 6.6437 7.1651 6.703 6.6359 6.2969 7.3973 6.9972 7.82 7.1164 6.2158 6.368 7.6388 6.8808 7.2739 7.01 6.3786 6.5679 6.6845 6.2081 5.949 6.9313 7.2818 7.2096 6.5596 8.5258 6.7902 6.8752 7.0987 6.6455 6.7631 7.9211 6.5912 6.0587 7.8765 6.6562 6.5822 6.1335 6.7248 6.459 6.6151 6.3625 6.7664 5.8979 7.9286 6.943 6.5793 7.8658 6.748 7.3351 7.1403 6.387 7.6539 8.9241 6.8765 6.9027 6.0124 6.5378 6.4335 7.3566 7.6407 7.982 6.8498 6.7015 6.9097 6.5379 6.1248 7.3358 6.6057 6.8265 6.4305 6.4717 6.8545 7.8344 7.1527 6.895 6.5114 6.6715 6.8547 7.4482 5.9944 7.9894 6.7861 6.7454 6.8584 7.219 7.5799 6.1055 7.3867 6.005 5.8966 7.0091 5.8698 6.8428 7.1367 7.9847 6.6862 7.2216 7.1303 7.3735 6.6964 6.7623 7.0895 7.9009 7.5373 7.4917 7.5147 6.9109 6.2767 9.464 6.8927 6.8464 6.4414 7.0517 6.518 6.7628
8.9549 7.4981 7.8986 7.8789 8.694 8.087 8.9024 8.0563 7.8619 7.8369 7.9102 7.7416 8.1938 7.8949 8.1891 8.1641 7.1187 7.5694 7.565 7.386 7.8451 7.7904 8.2377 8.2889 8.029 8.4792 7.9883 8.3898 7.8389 8.6065 8.3628 10.2773 7.9457 7.611 7.5675 7.5863 7.9126 7.5268 7.6593 7.7477 6.6676 7.2439 7.7204 7.3908 7.6683 7.3175 8.4976 9.4577 7.7607 7.9969 7.5615 8.7597 9.9292 7.5961 8.5893 7.4494 7.0849 7.0575 7.034 6.7711 7.1064 7.2639 8.2316 8.4355 7.982 7.7254 8.4783 8.8522 8.0744 8.9281 8.8504 8.7301 8.4121 7.696 9.3272 7.7589 7.9935 8.2712 8.3239 8.1883 7.9332 7.0278 8.3293 7.9056 8.4002 7.9033 7.6405 7.5404 8.6128 7.3707 7.5409 7.3456 7.9522 8.6787 7.6334 8.727 7.9249 8.4201 9.3232 8.3858 8.3319 8.2603 8.3977 8.9783 9.1887 8.3833 7.639 8.0223 8.2945 7.8773 7.7513 7.7285 8.4109 8.1118 7.4151 7.6255 8.0264 7.9043 7.6632 8.1002 7.1212 7.7961 6.9794 7.5541 7.4385 7.4173 7.3421 7.3847
7.9468 9.1099 8.6415 8.3391 7.91 7.6763 7.6198 7.523 8.2879 8.7334 8.7259 9.0771 9.1281 7.6392 7.2014 7.4396 8.3546 7.9941 8.3617 7.672 8.073 7.1595 7.5556 8.1738 8.1821 8.9247 8.3718 7.752 8.8516 7.4754 8.4261 8.1887 8.4639 7.5859 7.4668 7.5123 7.9158 8.2024 7.2474 7.7741 7.337 9.0934 8.4591 7.7864 7.1419 7.8752 7.8439 8.421 7.948 8.9964 7.9626 7.988 8.6277 8.4145 8.127 7.2603 6.6805 7.1733 7.0975 6.4421 6.6168 7.3735 8.2157 8.4912 7.8675 7.2462 8.0343 8.9538 7.4192 8.7553 8.422 7.7243 8.0047 8.4549 8.3523 7.4913 9.2424 8.474 8.4763 8.1048 8.341 8.1274 8.8422 8.321 8.8092 8.0836 8.144 8.5061 7.8169 8.4022 8.5499 7.6011 8.0756 7.938 8.7679 8.4413 7.7805 7.6837 7.2692 8.9603 8.8582 8.1559 8.0505 7.4791 8.3459 7.6907 7.6583 7.4259 8.0032 7.7317 7.3192 7.2355 7.9249 7.4583 7.2923 6.3206 7.09 8.1074 7.1834 8.3459 7.7437 7.5682 6.5027 7.6108 7.2811 7.6054 7.1706 7.6149
8.6695 8.8842 8.4478 8.3218 9.1462 8.9831 9.2309 9.8969 8.3703 9.3797 9.3232 9.8872 9.3763 7.565 8.4607 9.8681 8.7184 8.9964 8.0438 7.6116 8.2719 8.7725 8.637 8.3135 7.8811 8.3617 8.1137 8.3926 8.5258 9.0856 7.8617 9.176 9.3357 9.1221 9.2601 8.1706 8.8049 7.9111 9.3704 8.9867 9.6894 9.3004 8.6742 7.6863 8.9887 8.4796 7.8535 8.9217 8.8269 8.3417 7.6744 8.3791 7.7502 8.4315 8.3005 8.3515 7.4498 8.7502 8.4574 7.7622 9.1581 7.7635 9.9532 9.7179 7.9004 8.4193 9.5048 8.8197 8.9741 9.1289 7.9564 8.1376 9.2663 8.6656 9.2215 7.9692 8.486 7.8776 9.2409 8.062 9.3426 9.0018 8.5613 8.4141 8.373 7.9899 8.431 9.0407 8.817 8.2749 7.8592 8.1307 8.7725 9.0889 9.1769 8.3491 8.7174 8.7576 8.2014 8.9371 8.6504 9.9265 8.8369 9.2733 8.9063 9.0743 8.2677 7.7787 9.0588 8.872 8.431 8.6986 9.8681 8.622 8.1477 7.9907 7.8144 7.2599 8.0943 8.8406 8.8648 9.3214 9.0386 10.2446 8.8354 8.1144 9.454 8.4193
8.6891 9.1665 9.4836 9.0994 9.2033 8.5184 8.7113 8.8594 9.6461 9.1665 8.4451 9.3857 9.244 8.5605 8.2564 8.8472 8.5258 8.8527 9.2392 8.4763 8.4044 8.1115 9.1313 10.2014 8.5883 9.3004 10.4573 8.8184 9.4097 9.4966 9.1157 9.4577 9.0828 8.8504 8.3837 8.029 8.7383 8.2377 8.6586 8.7586 8.005 8.5609 8.8203 8.4075 8.4413 9.3779 8.7661 9.0771 9.6894 9.963 8.6388 9.4373 9.6994 9.1077 8.5538 7.5446 7.2404 7.5095 7.8468 7.0701 7.7384 8.5513 9.427 9.2715 8.5523 7.8686 9.7938 9.2821 8.6113 9.1649 8.806 8.7553 8.5995 9.2054 8.8184 9.0074 8.7437 8.9646 8.9549 8.631 8.3776 9.1818 9.2424 10.0169 9.4729 7.9703 9.0714 8.4731 8.4272 8.0784 8.979 8.2532 8.7819 8.5941 8.7163 9.5332 9.9963 8.6726 8.933 8.7782 8.9038 9.4683 9.0154 9.4291 8.4189 9.3426 8.8427 9.1441 9.0611 8.8588 9.2526 9.5473 8.4149 8.5707 8.2503 7.6367 7.282 8.2328 8.3069 8.9345 7.9957 7.9624 8.4818 7.9465 7.7959 8.5115 8.2184 8.8641
6.553 6.4929 5.6887 6.2255 5.683 5.7842 5.7344 5.9676 6.3281 7.1672 5.8067 5.802 5.9582 6.4595 6.0358 6.0927 5.8979 6.1862 6.0462 5.7959 5.8391 5.7347 5.7527 5.9056 7.4333 7.1908 5.9155 6.0363 6.2388 6.5258 6.0761 5.9606 6.6384 6.0089 6.3809 5.7951 5.7184 6.1234 8.8232 6.4175 6.0589 6.2924 5.5856 6.2611 5.984 5.857 6.2067 6.5421 5.8417 6.1958 7.1193 5.5805 6.5923 6.0028 5.9958 5.8749 6.1306 5.9217 6.8561 5.7331 5.9307 5.773 5.9406 6.7037 6.1287 5.6115 5.8307 6.0478 5.7946 5.9553 6.7356 6.3291 6.6785 6.3596 5.9047 5.68 9.2934 5.6798 6.509 6.6535 5.8616 6.0098 6.1611 5.9379 5.9844 5.8508 7.0553 6.9223 5.8779 5.7308 5.7265 5.8001 5.8149 5.9316 6.2554 6.3176 6.3775 6.0458 5.9087 6.0088 6.586 5.8221 6.0396 5.7454 6.2034 6.3771 5.8879 5.8089 6.3085 5.7997 5.6867 5.8186 5.8762 9.4073 5.8322 5.8109 6.2027 5.9627 6.5473 5.8177 6.7244 5.8787 5.9071 7.1108 6.0558 7.2596 6.8913 6.1694
6.6951 7.3366 6.8125 7.1694 7.34 7.308 6.8612 6.9947 7.8108 7.7072 7.0269 7.3724 7.3588 7.2228 6.939 6.8853 7.001 6.8656 7.1049 9.8872 6.897 6.6876 7.07 7.4269 7.2814 7.3273 9.8181 7.4259 7.5655 7.3634 6.7743 7.33 7.3911 7.0946 7.0776 6.7858 6.7137 6.594 7.1259 7.6042 7.4971 7.2124 6.6674 9.0743 6.893 7.9781 7.8164 7.8542 8.8479 7.7437 7.966 7.2818 7.6213 6.6841 6.8228 6.7615 6.5465 6.6613 6.8725 7.2833 8.4201 6.8812 7.1756 7.2586 6.9806 7.3462 7.1968 8.04 7.1672 7.2494 7.3312 7.3451 7.3313 7.4368 6.9224 6.6381 7.1231 6.7621 7.0103 7.3023 7.1162 6.6475 7.7667 7.4211 6.9722 6.6756 7.4852 6.1753 6.8387 6.4145 6.8976 7.3699 6.8782 7.9198 6.4898 7.7945 8.0953 9.4455 7.8697 7.1822 6.8152 7.526 7.42 6.7577 7.0446 7.5119 6.972 7.0002 7.13 6.6189 7.9134 8.9646 7.1458 7.1303 7.3181 6.9264 6.87 6.8211 7.3918 7.2881 7.2856 6.8264 6.8716 6.9699 6.8498 6.8332 6.7802 7.0316
7.1037 7.0718 6.4034 6.9265 6.4075 6.451 6.4144 6.0929 6.7415 6.7748 6.6759 6.9607 6.0489 6.9124 6.8281 6.4487 7.1539 6.6774 6.8762 7.0545 7.5291 8.3167 6.408 6.5372 7.278 7.2659 7.3103 7.1977 7.1209 6.7612 6.5474 5.9931 6.8714 6.6415 7.1561 7.4049 6.2221 7.5462 6.6231 7.093 8.5385 6.4949 6.4236 7.2092 6.4872 7.3724 7.8786 6.96 7.3339 6.464 7.4402 6.5181 6.8198 6.2301 6.9637 6.0941 6.5428 6.2573 6.3392 7.1514 6.5827 7.7739 6.6668 6.4022 7.4213 7.8458 6.837 7.1527 5.9207 5.8853 6.6807 8.2472 7.0868 7.6852 6.3134 6.4853 6.7684 6.1569 6.2141 7.0416 6.2539 6.5763 6.3818 6.4609 6.703 6.7647 6.7649 6.5816 5.6283 6.0955 7.0314 6.7656 5.7559 7.29 6.3481 7.8167 8.3862 7.5869 7.4711 6.1943 7.1414 6.1126 6.4401 6.5943 5.8698 6.9989 8.3624 8.0273 6.5513 6.926 7.9511 6.5043 6.2889 6.6797 6.9643 9.0348 6.8005 6.7684 6.7668 6.6758 6.0712 7.2446 6.5688 6.7131 6.1204 6.8896 6.8346 6.2312
6.7846 6.4143 6.6959 7.3712 7.1946 6.7116 6.6216 6.9204 7.167 6.8033 8.3061 6.9251 7.5194 7.327 7.2181 7.1512 6.8673 7.5082 7.151 6.5867 6.235 6.9967 7.4265 6.4831 7.6621 6.6698 7.7223 6.7266 7.8928 6.6101 6.5594 7.4604 7.1523 6.4282 7.6634 6.5405 6.9478 8.8998 8.0515 6.5122 7.3067 6.8738 6.5111 6.4079 7.6954 7.6331 6.4769 6.7086 7.0645 6.7877 7.0181 7.0086 6.4623 6.9104 6.8566 6.8516 6.9167 6.5461 8.3484 6.5184 6.6646 6.8103 7.4491 7.5883 8.1982 6.132 7.1346 6.9271 7.9508 6.8629 6.2977 6.4926 7.5384 6.7988 7.1588 7.3416 6.8637 6.5607 7.2184 7.2989 7.1395 7.2252 6.7061 6.702 6.9969 6.9866 6.7777 7.5591 6.8813 6.4181 6.5328 7.1354 6.6667 7.1041 8.1775 7.326 6.7733 6.4322 6.6832 6.7229 6.2156 7.9952 6.5875 6.7853 7.3535 7.062 6.6437 6.6485 7.3211 6.8476 8.3845 7.9402 7.5394 8.1818 8.8702 6.2837 6.6124 7.2019 9.8938 6.5595 6.368 6.3158 7.5885 7.3536 6.8593 6.8132 6.3026 6.7858
6.9598 6.3892 6.1875 7.0139 6.4333 6.658 7.7811 6.4864 6.5076 6.1781 5.8996 6.0676 7.0237 5.9683 6.6478 6.9119 7.134 8.5184 6.2572 7.2083 7.9641 6.644 7.6939 7.3139 6.572 6.6346 6.3296 6.5321 6.2469 6.1309 7.2191 6.1344 6.3988 6.8496 6.4704 7.5576 6.6922 6.1163 5.8501 5.7289 6.6913 6.5133 6.0782 5.951 6.7074 5.9308 6.1522 7.4638 6.0821 6.8176 6.5471 6.571 6.8621 6.9475 7.9338 6.6231 6.3223 8.0549 6.088 6.2298 6.7759 5.986 7.0253 6.3794 6.9752 6.0962 6.8778 6.2079 7.7849 7.5869 6.0138 5.9239 7.9415 6.2245 6.7692 7.0415 6.3219 6.7489 7.4714 6.4375 7.8272 6.0469 6.7283 6.9152 5.8809 6.5634 6.7914 6.7973 6.5067 6.8511 6.6335 6.4372 7.5975 6.9545 8.1914 6.4505 6.7975 6.4291 7.0993 7.8792 6.7354 7.5608 7.0304 6.8182 6.3847 7.0073 5.8228 6.2189 6.2869 7.3136 6.6697 7.4654 6.764 6.3141 6.4726 5.7318 6.2207 6.0927 5.8909 6.0024 6.4758 6.4342 7.8609 6.9709 8.2486 6.155 7.1361 6.161
8.3515 7.7323 8.501 7.8859 9.0743 7.6202 7.8663 7.44 7.7081 8.0802 8.1668 7.9232 7.9759 8.1724 8.502 8.229 8.1696 7.9927 7.6843 7.731 7.8428 7.1053 8.075 8.3585 8.634 8.3571 8.0908 6.8879 7.9678 7.6112 9.3067 8.286 8.0142 7.5875 7.8458 7.7468 8.1982 7.9002 8.4052 8.1838 6.7971 8.9125 8.1415 7.1156 8.8465 7.7538 9.7893 8.1048 6.9311 8.242 7.7114 7.8547 7.9757 8.703 8.2529 8.2619 7.9194 7.29 8.5523 6.8685 6.7855 6.1944 8.3707 7.8451 7.8521 7.0067 8.1575 8.637 8.0406 8.8134 8.9396 7.1802 9.2088 7.8023 8.811 7.6712 8.6142 8.5649 8.2423 7.8882 8.2677 9.5592 8.6441 8.5528 9.1012 6.9636 8.4459 7.322 7.109 7.6653 7.734 8.2167 8.124 7.5648 8.0423 8.0151 6.9245 8.0148 7.1241 8.387 7.8508 7.7502 7.7407 7.2454 8.6628 8.1222 6.8242 8.3555 8.8422 7.7121 8.8752 7.6549 8.312 8.4224 8.6137 7.795 7.8582 9.0841 8.1194 8.4335 8.0528 7.3617 7.8923 8.1159 8.362 7.7393 7.734 8.486
