"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85"
14697.763 6295.254 11520.903 10848.686 10741.28 4217.269 9268.979 10104.659 7489.227 6048.425 7988.239 10970.686 8209.621 14051.194 4458.358 8271.666 9002.41 14425.055 11515.786 13012.486 8950.674 15519.079 16569.662 9956.477 4826.098 6242.706 10454.178 10114.425 8624.988 6595.606 8535.993 7971.955 5520.564 8851.364 14016.495 13994.178 8689.041 10929.903 7113.034 6712.548 13276.299 6893.111 7751.482 7730.074 10933.481 13910.224 13787.42 7543.866 9327.925 10722.948 9989.775 4943.131 5284.258 5058.484 4923.858 7710.752 17547.977 16502.756 33096.363 31928.861 10532.178 7985.586 16798.924 12435.249 7664.146 9485.32 7787.183 9069.662 5833.015 8637.149 3931.604 7479.676 11070.185 20005.988 10498.704 8909.608 8833.241 7201.582 10213.934 21606.414 6363.923 8972.139 7604.9 3516.439 5822.072
16826.049 4484.163 11929.72 10148.758 10959.634 5242.725 12782.541 12220.478 11556.009 21556.488 14448.517 9231.945 11282.975 19158.525 2402.662 4694.396 4861.713 2346.432 1060.23 12227.255 3675.957 4130.697 7546.102 6642.855 108.597 1004.769 10314.178 9417.648 5198.264 135.157 3201.127 247.853 159.213 1780.834 6596.015 8368.833 902.612 1874.453 4206.271 326.662 4287.454 1887.504 5566.217 1831.952 10327.73 4617.762 7190.792 659.107 1143 637.123 3172.691 252.679 1097.08 1802.798 124.836 2758.288 7386.819 7788.353 726.551 11387.59 2022.056 5133.867 7512.909 14257.925 462.793 2984.456 2163.496 2396.165 799.142 8267.006 1123.368 715.457 15959.04 343.956 1573.506 238.093 149.704 4273.439 1011.166 8901.015 13580.738 3919.078 2401.07 2721.481 1795.928
21520.65 18055.807 19475.934 13035.633 14619.045 18466.766 11148.252 15942.037 26772.914 24646.559 18321.873 22406.72 23119.604 15025.848 13939.642 20384.123 19219.629 18812.104 15408.277 19711.686 18647.31 21165.729 11832.665 18952.266 16992.77 18758.893 10645.271 9808.011 16495.207 13662.654 21278.643 11010.745 12068.887 19250.445 12283.938 10545.621 17318.363 13540.469 24956.94 13877.354 18714.408 21638.559 15301.159 13223.578 17817.97 11401.549 11982.694 28170.861 17082.834 11086.021 12568.715 11700.639 18849.146 35177.14 11850.256 17286.068 19165.145 11033.122 21645.15 17515.521 12227.456 30016.76 20019.94 21353.102 15199.455 14414.846 16594.3 15486.23 25404.504 18384.975 13725.157 17883.414 15757.958 25317.576 14640.915 14243.963 14024.943 18484.3 21010.393 22696.973 11803.444 9093.561 26578.584 22004.354 14130.735
279.678 6931.536 563.843 378.895 163.577 3793.518 545.074 908.147 3702.764 5060.375 10903.952 194.281 3301.619 4955.953 110.221 12149.314 2237.483 8661.568 487.583 674.177 8069.855 10321.671 255.226 544.058 9161.966 14054.244 239.999 707.388 301.376 243.363 21961.746 200.275 141.377 172.349 139.104 602.007 445.72 7703.468 9700.856 211.346 1881.361 3070.81 6791.949 5947.979 771.569 275.639 3702.685 18937.71 5813.424 1413.944 168.93 149.782 325.616 11809.344 249.92 16521.613 450.468 10850.266 153.254 2095.166 1960.077 7546.944 221.768 1929.103 1332.449 347.079 716.115 240.44 363.652 4277.386 156.633 835.952 250.269 529.104 203.159 198.877 232.458 499.932 1578.483 475.897 679.386 527.664 19913.805 402.977 128.791
18442.35 20029.07 16352.589 18745.566 16964.234 15898.72 21207.713 21679.605 21457.09 26830.258 25736.377 19826.805 14079.116 23177.928 29923.475 29106.629 17727.334 11822.516 9596.527 24620.41 21414.768 22551.803 16385.8 10933.498 16482.867 21061.58 21274.754 21829.46 15497.335 19723.441 27082.572 24408.28 23450.52 20315.111 20415.41 20275.438 21034.355 21578.639 25671.533 20196.492 15531.857 16047.463 20085.725 23998.328 29381.498 19909.338 21640.71 25422.379 21558.414 21176.848 20319.416 21112.533 24948.818 20759.244 26952.209 27820.686 14510.226 25811.627 11648.779 21150.748 25350.309 20247.496 25783.498 21835.16 17890.766 16793.209 29692.52 33643.06 22707.164 29118.41 23356.54 22873.982 17530.293 23109.98 7062.096 21178.018 19856.541 17513.371 24250.848 18062.668 35119.883 20168.373 25069.078 14084.119 21037.37
11890.964 12886.259 9760.046 13710.746 13614.239 10513.266 17558.123 11351.929 17666.1 16987.621 18171.742 17388.041 17128.791 14002.45 29580.871 7430.214 8313.197 11059.89 10809.241 9709.167 10211.616 10469.8 10700.531 11507.049 13443.843 13397.083 18415.896 8473.07 11220.61 17632.475 17162.979 14778.29 12855.687 27402.934 11708.231 12126.322 15670.599 12708.457 18770.691 11722.602 6339.334 11697.064 16144.504 12241.062 13219.291 7418.564 10320.436 16181.792 12372.577 11122.663 19498.562 16560.47 16812.27 22229.705 19620.936 12978.103 16821.748 11060.9 3915.965 16111.15 20490.463 12463.938 22186.154 10471.119 11435.35 10780.607 16448.754 29641.182 23512.535 13681.597 16650.664 27536.492 11251.271 15486.478 6729.915 17869.674 19848.771 9423.954 16454.182 9741.284 15549.942 14365.271 22743.309 12036.224 14260.212
5468.504 3148.983 2245.378 3841.106 2592.544 2469.239 6347.759 2670.464 4178.844 1444.31 2325.826 2952.451 3538.934 1454.91 8191.454 14266.03 11092.02 12239.341 5822.524 5560.669 2646.824 3751.928 6463.037 2488.587 1229.897 1550.97 10304.12 14623.725 10865.122 9576.543 2076.165 5215.287 7544.263 8908.414 10693.466 15013.897 2450.699 2954.17 7446.984 10248.286 19122.95 9815.573 3288.01 5557.824 3126.464 34270.04 11016.391 1997.213 593.389 6701.277 4852.653 4953.608 6978.805 2681.15 9007.488 2424.878 15529.141 10044.848 4299.193 3822.595 5700.526 3098.197 10990 3498.889 2878.451 5534.681 12273.225 6761.064 8633.669 4365.12 4261.945 3667.828 5691.843 7370.544 1947.226 10566.176 11471 3291.917 6307.784 5174.803 6030.877 14836.877 5775.013 3550.806 4546.15
22233.248 12393.411 14455.13 24590.816 20139.584 13112.356 24231.73 13539.537 19231.441 14588.856 18110.127 23618.516 34777.465 13905.543 14306.151 16320.214 15590.644 20211.639 33154.02 22497.209 12907.688 12841.743 14548.637 19513.21 8493.808 11858.38 15597.793 22587.092 18592.479 13707.324 8885.246 16050.179 11537.497 23871.117 17090.602 21308.477 9014.348 8760.472 11863.516 15410.226 21449.71 14171.098 11489.861 13054.157 15153.439 18517.021 18922.734 7472.653 9473.869 18441.42 16202.366 11426.812 17561.742 10694.203 13937.726 12346.995 20373.38 13738.535 14120.162 12748.674 17253.893 11737.485 13730.178 12736.736 6117.067 12659.91 22223.78 10509.354 12801.238 13732.609 15075.563 21555.701 15416.648 16949.568 19589.559 13946.587 14238.555 11173.729 12732.51 18883.904 14869.359 16044.943 13205.029 17307.764 11972.835
19251.021 9611.707 15342.67 16373.999 12588.929 10800.905 10555.138 13050.383 12688.227 11967.788 16161.291 19415.697 20406.514 19328.78 4280.761 14574.012 16800.83 11585.048 14807.811 16906.605 8563.195 13907.063 12001.154 12015.977 4538.209 10206.448 12977.162 6960.701 11087.532 6757.293 12995.704 5406.968 5347.458 6842.754 10507.893 13562.217 6825.984 4684.793 17436.055 3252.678 28518.863 7751.479 6725.124 7182.312 12301.445 11267.583 13377.519 12964.334 4491.877 5954.551 8259.344 3908.888 5965.931 11591.346 6973.104 7063.891 15815.148 11168.396 18974.588 15909.965 7602.699 16423.457 6292.096 15404.068 4958.641 9661.06 9362.646 11028.981 11865.261 9144.024 5254.477 7517.377 13192.174 24403.424 22155.645 14046.668 5507.878 9159.998 8703.734 17604.445 8351.469 9222.889 15186.729 12602.584 11977.22
22486.572 24778.63 21368.537 18219.186 21387.13 27350.467 19718.43 16278.938 18841.508 25653.318 19962.229 17787.121 18260.31 20870.848 17351.758 21417.305 18549.76 15267.623 22310.12 22808.535 25404.434 19433.246 17843.832 18268.383 30613.42 21708.906 12551.793 13606.692 20092.057 20570.223 21606.846 18633.264 22250.61 19083.594 14381.974 15989.962 19865.424 23199.922 25987.867 11710.066 20694.55 20275.95 14297.463 20094.967 10091.825 23280.541 19462.893 38216.195 18201.615 10564.607 9926.229 13849.747 16589.805 33123.492 18133.73 19554.73 19974.086 17045.717 20339.377 16926.08 25572.576 22940.463 18704.998 13468.735 17192.447 17466.635 14122.161 18030.887 20529.9 20629.457 17829.107 18949.97 22663.154 21964.24 14762.989 26421.506 12873.57 17262.209 18962.322 11834.369 22178.855 20039.44 33323.945 17401.088 11927.94
9332.883 12571.099 9250.495 12643.143 9181.534 7438.815 12487.009 11892.108 16391.16 13206.519 12927.161 19974.404 12198.565 13012.681 14668.737 14479.292 17764.943 13976.236 8625.967 13241.836 9274.948 9495.894 13943.514 7648.707 8996.096 7595.2 17332.613 13371.346 9127.435 18865.883 7718.891 15223.935 17970.762 12651.619 27743.084 25187.768 11125.109 9191.615 16455.424 13216.2 25600.434 13414.725 11126.151 10680.008 16114.675 22057.547 18733.74 7097.053 9445.217 12709.396 13837.42 18656.432 15036.476 9137.106 22107.41 10326.731 17327.527 15083.736 10878.684 17070.52 11592.995 11417.92 19150.033 10738.047 10065.777 17596.418 26042.617 15711.771 22583.34 9792.091 12144.396 12245.614 12423.129 15913.538 9009.471 14018.183 12192.334 10730.997 13296.847 15764.016 13682.666 34371.008 13142.364 10144.058 12613.141
25453.387 19038.805 14238.232 10454.822 13315.877 18126.18 6346.493 7095.18 15938.328 20297.95 25577.527 14073.987 12556.719 15293.241 8151.703 13181.373 10914.311 8981.37 10328.396 16745.252 14347.956 15795.71 9815.106 12745.63 16786.693 18747.785 9203.42 6518.947 8778.847 8373.073 18001.201 8395.858 7651.828 5705.679 9279.234 12802.228 15533.676 15241.738 20001.865 7879.961 9166.885 13531.548 9852.18 12865.104 11329.46 13340.443 10999.727 32575.879 16890.832 7742.58 13073.199 6595.859 10785.269 25246.87 5705.875 15858.679 8970.332 11573.239 14944.338 11496.9 12052.77 22678.352 9924.863 10654.311 10570.602 9238.165 10547.201 12164.363 13665.09 14267.466 19406.582 16650.389 12648.068 12123.348 8760.199 9737.189 9471.182 9331.058 9548.678 10885.055 10594.935 7155.509 19216.53 15520.721 7380.23
7755.406 12275.253 9535.465 13855.877 10065.184 9791.601 20194.986 8775.721 14107.269 11554.333 13363.255 18558.094 14807.077 14900.448 11235.868 11127.593 18075.047 21421.635 18103.285 8944.698 8607.931 11030.229 14690.933 13996.034 18792.973 12045.248 11783.156 11587.465 6945.035 9681.381 15538.141 7568.917 17937.91 17821.55 12745.157 18246.879 10725.938 10229.071 28578.986 11964.122 22982.932 10487.204 9606.975 11481.294 13949.319 14962.973 15261.886 20746.145 8621.787 7332.815 7040.968 8632.663 12069.046 24727.04 11984.583 7450.567 19165.98 12510.151 21851.21 16668.107 14019.777 17586.05 13877.208 12636.061 10243.925 6101.999 27392.7 13009.045 16885.648 12779.804 6053.706 6391.938 14576.346 5819.362 17609.123 7551.794 13561.77 10989.299 9237.813 13211.876 6821.18 20379.383 23481.936 14852.361 10642.3
654.152 9765.347 5674.799 3950.299 827.179 12003.349 1802.632 1842.553 13630.092 5844.443 9178.458 1283.699 2803.787 1541.487 6183.43 8720.238 9003.362 1760.503 1280.502 303.132 11187.806 7701.252 2618.149 1476.393 15022.993 13314.509 1086.634 1647.413 1170.543 1243.051 16325.096 1897.519 3532.506 3960.404 1328.512 3166.698 9698.742 6134.358 12188.135 6408.016 3249.237 6172.841 7986.079 9099.962 2421.102 2399.342 6705.048 26557.473 8000.735 3033.413 1445.501 1326.765 1819.919 20274.977 3983.01 7246.841 3415.089 9359.934 4367.066 6416.816 6208.39 18038.68 8410.857 11523.545 6507.964 2759.759 6916.23 1807.486 5881.208 4606.724 1928.832 3323.615 2633.486 1021.627 442.357 574.281 6152.602 6323.443 4350.797 959.806 1831.284 2451.559 13708.921 7545.48 667.434
15687.655 15783.059 11708.334 18109.428 15548.088 26592.58 9366.742 16489.97 14057.671 17855.139 27345.037 8363.499 19843.576 21168.973 17377.758 18797.791 7895.53 14374.805 13290.992 11923.569 17617.309 17162.059 15837.749 10580.123 14064.848 18285.654 14232.535 15076.234 8997.466 19056.512 13552.346 8248.109 7599.723 11569.366 10350.799 9810.719 22766.041 18893.12 14601.117 14192.839 5992.359 13979.59 19034.11 20784.018 8200.298 9684.32 11827.99 22446.014 26303.408 11508.543 10397.81 10322.504 11921.894 20842.186 13561.837 23064.285 14185.21 20261.496 12567.595 9715.074 13458.776 6271.671 11279.695 9485.644 5973.186 10722.672 13288.87 18626.01 14013.465 12804.232 7612.021 14471.751 7782.281 16290.629 7190.312 12311.538 17715.451 9565.229 10760.38 10429.464 13928.522 8255.512 22214.885 8211.095 9633.757
26213.145 8342.515 3621.103 9859.527 17264.754 5678.955 2588.502 4243.23 8068.99 5916.359 15827.329 12604.777 11032.594 17968.33 4968.9 9619.439 4384.748 2680.631 3966.66 8227.796 6587.02 6864.273 8671.217 5902.423 2794.348 9352.979 4351.858 5119.584 5418.337 3542.605 6987.56 3800.872 2292.37 7564.89 3160.564 7117.373 5563.188 4552.71 7248.392 1791.606 8287.69 16898.766 8304.244 5661.736 5515.128 5387.115 8354.226 7750.676 3151.432 3133.003 9207.182 2665.982 10602.551 10825.122 2337.115 8692.298 4196.691 11607.908 21797.848 6782.332 4122.617 4062.239 11703.153 6540.319 4092.531 5218.857 3310.392 5988.169 2087.679 15830.479 4950.354 6952.757 14778.724 6528.991 6761.688 3208.934 9357.169 7409.642 11657.853 16397.328 17164.299 4429.662 3861.297 21949.193 3960.746
5950.42 18125.514 12540.566 7020.176 6113.967 19303.555 10948.394 5787.727 12837.325 12659.202 15032.556 8491.198 7361.482 9694.375 3558.063 16194.254 13424.673 4983.747 5612.844 4504.452 15470.515 10801.867 10903.478 10552.61 19592.965 19523.748 4053.81 6575.229 2997.79 4979.04 14095.761 5020.606 7724.78 5645.457 2770.964 8027.462 12790.612 10009.395 17018.572 5456.106 13930.841 10817.391 7722.154 9712.028 8545.263 6861.928 7539.467 20138.184 12336.492 7149.623 4765.486 7271.405 7417.715 22498.42 6769.073 9556.628 6199.553 10208.689 13083.26 15760.596 8526.869 21703.031 3794.693 17989.227 8737.021 3770.901 7055.542 2828.587 12152.796 6681.286 4937.528 4454.848 6235.484 3068.657 7774.848 3129.259 4543.702 11747.824 8514.082 5245.592 10233.821 6759.015 20097.158 8027.758 6072.472
18162.984 18266.688 13103.874 15908.312 22190.465 17014.596 20524.512 22858.348 15788.146 17614.37 19689.232 23226.846 23359.822 23289.475 18535.867 14364.962 17160.574 20083.277 34225.8 18122.416 12306.131 17953.656 20561.977 15084.916 25251.488 15791.679 17301.168 20006.34 14998.914 23604.451 15208.819 17100.78 20794.168 17831.201 21870.795 21639.127 27814.611 24579.893 17155.23 39323.617 21684.33 15297.009 15801.172 22337.254 38667.652 12794.146 14202.856 15852.729 20603.943 12870.013 21127.387 22396.396 23234.498 15562.996 21493.32 19733.762 21854.715 19087.395 18547.607 21287.14 20981.613 17874.564 27277.195 13247.876 18246.297 15655.208 21522.893 20715.719 20704.072 19063.238 17628.402 16650.223 25806.973 12584.005 15261.961 19199.008 23756.455 14525.616 20576.879 13683.057 14338.829 19984.078 19668.768 15753.458 13806.625
7369.624 8841.553 6736.622 9002.664 10296.443 9484.548 9733.873 10301.641 12474.111 16374.11 12177.639 12380.057 12240.343 10931.371 23087.182 10422.205 13162 9313.745 8873.838 10769.827 10541.151 10855.581 13246.884 10655.618 11077.729 7514.552 14835.694 10680.942 16850.19 12792.731 11985.632 20736.049 15738.632 19860.77 12437.41 9229.199 8666.927 11335.381 11384.914 15982.293 13714.593 19608.527 12979.495 12869.655 11019.74 31100.936 20275.97 16557.773 8612.772 10995.125 23340.938 8959.696 17291.896 12449.829 15528.043 10575.683 13611.524 10232.451 9113.635 11130.603 23195.174 10990.863 12108.216 9787.573 12160.144 13299.976 11484.528 21387.887 11374.128 14424.145 30545.668 14641.982 11327.241 20506.908 9384.227 24898.545 13422.469 10329.001 16708.203 16951.191 25813.771 13846.907 11500.96 13776.095 14734.483
20834.803 23003.463 18375.924 25340.633 17160.02 22042.793 21553.979 17301.055 20442.48 23961.078 21166.99 24394.307 24284.516 21712.025 17651.883 25235.191 19458.336 23450.861 19468.197 16824.895 21828.686 32267.861 14583.552 25810.115 26682.121 18065.703 19897.205 17776.824 19347.672 18766.254 18003.213 13488.783 10317.723 15275.739 26117.36 13705.459 11939.71 16966.967 19848.672 12669.68 35891.25 14969.503 12108.701 18945.273 22752.137 19820.635 17661.693 15833.668 16376.721 12326.656 19105.172 22627.426 28728.654 23849.275 13130.151 15465.985 22621.64 25556.129 22627.412 19111.75 15243.929 21707.377 30152.33 21660.805 19898.242 15862.82 29827.947 17293.652 24016.516 15818.701 13185.739 12755.995 13745.35 30523.238 22758.705 20080.043 19029.361 18822.195 19431.406 15404.644 18791.082 18004.904 15472.135 24044.84 20209.355
3712.013 2997.588 1699.925 2926.94 3668.347 2530.055 1429.156 7598.262 3116.266 3271.725 11363.725 7234.187 9794.081 8532.329 146.505 5990.976 1904.014 35403.28 13822.775 8846.799 6707.506 6627.613 4547.756 11316.345 2069.111 6441.016 253.233 2365.588 158.354 270.454 6017.306 138.486 102.52 686.14 2451.946 9776.305 5113.724 6155.778 3596.365 231.978 814.769 5360.615 7555.391 4182.417 3946.954 209.09 7966.307 4046.971 10035.717 754.183 124.089 94.213 147.489 1751.393 174.21 12569.229 294.535 8433.088 5921.122 3718.73 952.246 4711.977 357.115 5467.641 249.96 482.279 4032.712 218.268 1325.529 6761.064 182.825 2590.104 2898.001 207.849 13049.979 158.222 318.28 1492.776 1060.955 3811.76 174.926 228.616 4493.596 175.975 106.794
11191.913 6917.922 10338.041 11010.881 10109.323 11911.762 11201.601 17472.232 19861.908 12183.251 14612.437 19724.525 19353.5 19162.072 24784.816 11075.164 8774.589 10211.202 10785.175 11611.389 12638.186 16766.36 11920.448 14397.186 9190.581 8653.491 20650.104 13741.764 20778.217 12803.052 11824.557 16396.732 15555.033 7368.838 15626.881 16767.105 7180.042 9802.385 11827.07 13973.889 15508.344 13907.447 10425.671 17020.52 15039.655 20908.32 16378.181 12261.068 12662.267 9233.948 22262.193 8838.829 11313.146 9142.396 11193.967 8106.468 28543.143 15072.395 11925.036 20061.453 18262.998 18085.016 34584.633 13569.174 12036.52 11717.973 20384.643 16699.182 19756.738 11020.894 19890.348 20872.049 12423.565 16549.246 10528.157 18346.209 12249.116 6852.794 17531.182 12685.996 12111.727 13647.397 9903.758 9581.67 20895.764
14672.329 12700.397 9646.993 16482.629 16312.876 13599.131 12296.245 13187.356 18606.553 15220.818 22269.42 13041.787 13856.535 26757.459 14012.924 18624.033 3093.414 12603.964 13218.715 11354.688 16984.695 13312.944 7338.618 19627.48 12663.023 14014.131 5950.066 6705.854 16824.578 7698.061 21205.57 5634.946 4937.578 3221.987 8683.863 4827.415 10106.681 8197.129 11367.242 5328.585 5668.552 10745.808 14611.526 23040.703 3770.75 9157.349 11541.337 9563.729 19548.625 7896.258 8536.316 9812.684 9846.012 15819.68 8800.998 13039.173 2981.336 19334.006 14772.666 2954.607 6887.805 7957.135 12202.786 12208.009 7831.431 6341.9 14998.306 13138.309 11946.248 15536.089 9060.606 14329.542 10376.256 12458.69 12575.367 10156.562 6944.191 7926.931 7846.347 4042.564 9371.92 7361.204 14590.515 7852.334 16636.668
15298.55 9492.79 13872.271 11250.697 14384.058 12676.975 16629.916 9927 10436.57 8482.059 11842.034 10475.15 10118.813 9803.384 8155.737 20991.238 18593.158 14922.723 14825.135 13378.148 15396.326 15745.826 17783.94 13009.63 11715.451 13568.937 19716.68 16012.692 23322.611 10926.909 16147.545 21807.256 25565.992 11329.215 21168.512 14280.404 11013.261 12141.786 9679.19 19371.357 19189.492 19181.688 19344.182 17800.893 9715.481 15762.025 19258.89 25393.457 15757.901 20536.734 23186.725 23924.412 29712.824 9909.89 12964.288 16430.713 18242.838 21065.549 8831.899 16316.702 8903.912 13311.066 16748.229 21411.916 14175.375 15857.045 9183.376 10666.621 7656.023 14215.585 11019.23 19028.475 12898.95 19843.25 10834.337 21155.393 10903.667 12199.07 19936.943 18490.564 23363.188 16698.062 8975.057 16509.139 26808.977
5193.52 15777.593 9136.808 1994.977 5491.39 15828.241 8119.617 3361.448 12814.188 8781.675 7462.296 7146.39 5716.866 2514.354 40.105 6819.63 10729.805 4587.123 8934.89 3159.788 13984.284 12033.146 3314.832 7867.337 12296.723 25478.164 469.949 7088.977 1113.411 3892.474 13647.594 2752.08 6812.999 6609.83 7750.087 8372.454 6844.066 7495.633 16054.756 5284.201 7732.242 6631.219 5190.278 10244.938 7579.891 3627.539 8759.111 27103.902 7389.528 4075.78 452.546 13472.783 4192.952 19383.336 5426.73 9078.39 4951.363 5158.026 9740.036 4571.316 9474.019 14859.896 8337.287 10301.488 7998.548 9792.373 4781.859 6825.51 7838.103 7448.169 279.239 6061.368 3701.885 7678.107 12593.303 231.515 5227.7 12319.989 2411.865 12358.117 6879.843 4465.362 13479.734 10410.092 6632.968
10000.768 12601.241 10033.741 14689.758 8829.394 9064.491 21967.61 10000.812 13747.417 12061.289 16124.167 13110.493 17386.354 11831.141 27308.068 15746.528 15728.35 17590.23 12945.455 12677.51 12408.147 14319.64 16044.707 10444.038 14904.108 9595.314 16972.832 15085.221 15815.413 19712.818 11580.127 21772.7 20324.676 21804.012 18177.975 25624.105 12114.711 10424.75 28602.12 19547.934 19072.994 15085.419 16229.387 15142.761 16122.864 12618.076 21851.201 10326.795 13035.037 13165.799 14824.878 19841.238 21744.191 13113.148 19130.21 14567.834 19400.637 21711.262 23216.807 22153.613 18907.568 13926.206 32033.367 13052.217 16266.004 16320.249 23542.95 29741.182 22803.014 16614.34 18922.293 20108.002 10451.026 21503.113 12494.661 17663.2 22092.086 9896.318 19674.422 13124.812 12447.25 21092.4 16994.863 17264.09 17731.094
10634.562 14198.189 9272.596 3958.139 3333.229 7656.109 3216.86 8255.412 6055.233 14218.543 6392.157 2939.782 1042.31 1329.742 1053.56 3505.396 5554.208 2957.724 3777.153 10013.041 7624.965 8166.002 5462.833 5011.013 13383.246 9335.843 3819.028 6442.279 1243.189 3284.151 12014.195 620.717 2713.127 6077.241 4128.757 6767.029 19281.936 11965.934 16238.531 1305.173 5817.042 18624.594 3885.474 6704.731 4810.554 1769.117 4320.607 19849.275 7814.973 7974.39 4847.663 1460.124 2660.401 15233.651 1668.31 6287.825 3408.087 4482.851 5645.807 7751.833 7127.374 19694.297 3346.128 8879.904 5838.134 5359.024 7011.102 403.096 10279.892 3758.678 3846.819 3323.626 4222.324 4784.661 795.309 165.105 951.371 11370.288 7832.783 6043.142 6039.371 2751.568 22939.43 7533.747 2313.814
6907.919 4160.606 4771.377 4402.389 5470.565 4418.274 6884.336 4909.571 7090.721 4103.984 5387.627 10507.03 8885.168 4690.332 17635.229 6910.137 4454.795 4685.817 7713.15 4649.348 4096.373 3966.157 13987.531 5141.189 7485.756 3804.771 11496.464 4304.565 17552.959 14754.967 5234.09 15799.873 17557.729 23314.795 11169.225 7188.191 6440.16 3698.057 9475.11 16150.671 6669.636 13590.407 10852.837 14307.745 8562.076 9493.998 12514.016 2958.238 6329.498 10403.116 15214.864 12290.812 11385.529 7028.078 14913.748 5131.309 6515.043 13824.745 7900.846 7207.895 12664.509 2776.634 14013.788 5850.932 10980.68 11263.146 17641.514 18203.246 8549.807 6940.347 12399.105 12915.235 9797.826 10762.365 3188.255 17371.941 15736.686 8824.971 13380.611 9076.185 8294.31 17154.676 3549.225 24526.16 14282.106
176.915 133.561 167.404 146.261 211.976 108.573 149.849 201.334 65.2 182.947 63.608 110.858 1202.717 208.716 295.462 159.752 202.289 1990.708 163.315 130.33 255.134 98.467 321.605 179.462 154.733 117.09 3568.358 1678.258 2147.057 6377.978 176.113 686.578 1432.547 1176.722 132.946 228.35 346.449 238.001 157.484 7476.089 566.263 165.997 202.457 154.365 672.328 109.974 93.761 153.082 1583.408 2948.277 706.52 29656.129 4076.68 228.584 32914.473 145.841 198.441 687.766 242.92 406.247 824.192 963.145 333.498 839.045 10615.881 417.698 145.596 1897.553 1634.755 236.445 126.379 5222.363 173.189 138.79 121.8 116.349 2913.064 4413.556 3289.436 108.513 275.762 586.823 151.614 2711.227 1361.281
5106.562 4388.091 5116.366 3779.024 4236.198 7363.287 4776.481 3892.999 5819.669 6478.394 9901.248 9344.695 12858.15 6647.071 6447.784 6698.856 11094.696 7962.152 16993.432 8272.953 6284.827 12047.87 11851.522 8207.1 4475.889 4431.602 8781.691 3493.745 4164.239 4153.39 13889.038 10058.253 44072.832 5913.982 2964.23 10090.504 7368.201 7556.639 4914.777 11011.906 11241.563 3940.203 6308.869 4360.34 8841.564 3020.174 7566.007 3842.017 7183.569 6825.196 4764.214 3895.342 9179.995 3969.575 5676.792 7132.091 7409.322 6546.162 7648.344 7471.708 4795.268 8959.015 3419.978 8402.815 7358.731 3783.305 5546.935 5926.575 3931.926 3921.257 7474.568 7198.884 6001.013 3727.989 7941.743 4472.618 5151.805 7041.839 15235.584 7348.414 5876.713 6694.888 6937.582 5591.745 12580.034
14171.793 3249.274 11853.259 11147.75 6631.995 7473.883 6929.975 5171.295 20539.666 10361.796 20587.729 15705.725 17909.768 28894.795 23862.453 4910.624 2770.514 9040.509 7011.797 10960.715 6533.293 10838.072 5751.496 12882.301 3217.322 7335.122 5195.647 6242.622 13687.284 9637.878 14100.429 1964.978 2748.062 6711.199 6802.477 3521.119 4604.9 6839.991 4216.378 2921.32 7046.607 10056.498 6562.795 10720.382 3791.751 8716.901 10523.805 2426.519 5066.586 10692.289 5069.797 13707.741 15860.241 7896.528 4576.405 6810.171 3750.056 5387.585 7919.846 3262.798 4712.058 4772.162 5065.143 6221.943 5782.533 4521.722 5855.959 6533.766 2950.299 7695.073 5050.977 14570.206 4439.672 5481.506 10491.825 4931.76 5015.558 7433.398 9394.838 9437.796 4503.917 6833.449 4458.105 7533.058 6757.631
10354.732 15361.257 12157.71 13004.278 14289.968 17511.88 9453.214 11816.513 15231.079 14140.11 11568.196 17347.732 18384.979 10821.91 4324.131 17523.375 14422.703 8319.747 17902.062 10951.814 14221.772 15205.944 11866.539 18208.379 13606.687 14213.711 10744.387 6135.531 7553.893 3988.661 14224.032 10393.181 7134.24 11026.311 12608.266 8603.76 13045.865 11125.565 19458.35 2434.004 30024.992 6446.47 11735.87 9078.6 16934.395 6196.653 6731.51 16361.093 8957.878 6743.096 2013.093 3020.345 8469.494 20834.223 4296.376 12176.54 18449.842 9074.107 10662.319 9673.494 11812.539 19696.158 10904.757 10759.43 7429.56 5439.605 11200.606 12692.375 12961.387 13900.357 2438.618 2642.584 3762.44 11072.831 18048.465 9091.587 9352.207 8818.755 7284.253 10753.824 8147.276 8175.501 17857.604 10745.192 9092.919
