"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59"
0.313 0.281 0.802 0.631 0.194 0.374 0.349 0.161 0.47 0.329 0.394 -0.05 -0.24 -0.148 0.368 0.534 0.324 0.481 -0.308 0.49 0.366 0.335 -0.048 0.321 0.857 0.362 0.241 0.361 0.247 1.029 0.713 0.535 0.6 0.408 0.571 0.235 0.189 0.445 0.034 0.132 0.183 -0.277 1.727 1.114 0.176 0.406 1.426 0.747 0.611 0.097 0.055 -0.082 2.022 0.555 0.911 0.718 0.701 0.088 0.377
-0.546 -0.181 -0.362 0.429 -0.23 -0.475 0.416 -0.744 0.13 0.002 -0.802 -0.311 -1.109 -0.557 -0.187 -0.048 0.381 -0.796 -0.439 -0.507 -0.667 -0.41 -0.287 0.101 -0.174 0.002 -0.302 -0.66 0.054 0.696 -0.051 0.335 -1.006 -0.245 -0.555 0.389 -0.311 0.111 -0.683 0.15 -0.054 -0.412 -0.985 -0.068 -0.509 -0.14 -0.221 0.343 -1.418 -0.211 -0.227 -0.423 -1.028 -0.264 -0.267 0.014 -0.164 -0.937 -0.779
-0.301 1.639 0.75 -0.007 -0.183781790515536 0.111 -0.043 -0.607 -0.502 -0.363 0.412 -0.273 -0.234 0.099 0.136 0.336 0.027 1.097 -0.069 -0.162 -0.107 -0.244 -0.291 -0.140492598974 -0.245 0.163 -0.144 -0.426 0.025 0.32 -0.041 1.094 0.559 -0.265 -0.167 0.602 0.078 0.351 -0.539 1.063 -0.251 -0.0449545504791854 -0.404 0.036 -0.058 0.304 -0.27 0.322 -0.083 -0.376 0.111 0.275 0.185 0.231 -0.074 0.333 0.105271347885052 -0.184 -0.29
-0.058 -0.409 -0.26 -0.194 -0.344 0.145 -0.107 -0.257 -0.034 0.279 -0.561 -0.482 0.478 0.087 0.401 0.703 -0.122 0.681 -0.478 0.736 -0.308 0.081 -0.463 -0.067 -0.321 0.755 0.114 -0.189 0.035 -0.224 0.602 -0.619 0.905 0.081 -0.11 0.157 0.307 -0.157 0.365 0.476 -0.323 -0.751 0.176 -0.217 -0.75 0.21 -0.881 -0.454 -0.575 0.211 -0.207 -0.125 -0.067 -0.713 -0.077 -0.118 0.002 0.357 -1.073
0.17 0.253 0.374 -0.209 0.123 0.711 0.117 0.204 0.56 0.116 -0.467 0.065 1.142 1.195 0.861 0.454 0.677 1.314 0.218 0.503 0.141 0.936 0.278 0.825 -0.006 0.46 0.622 -0.052 0.472 1.384 0.222 -0.106 0.047 0.582 0.239 -0.359 0.863 0.25 0.295 0.16 0.64 -0.071 0.744 0.433 -0.08 0.155 -0.171 0.739 -0.488 0.462 0.172 -0.308 -0.064 0.246 0.491 -0.022 0.274 -0.424 -0.164
-0.138 0.458 0.093447885534541 -0.129 -0.443 0.123 -0.228 -0.445 -0.781 -0.476 0.398 -0.709 -0.619 0.066 -0.309 0.218 -0.219 0.994 0.015 0.326 -0.33 -0.569 -0.291 -0.552 -0.501 -0.031 0.046 -0.559 -0.497 0.387 0.701 0.854 0.44 -0.353 -0.817 0.817 0.731 0.016 -0.328 0.483 -0.62 -0.085 -0.427 -0.359 -0.055 0.094 -0.246 -0.07 -0.172 -0.206 0.245 -0.614 -0.105 -0.409 -0.103 0.308 0.025 -0.098 -0.555
0.267 -0.394 -0.977 0.137 -0.176 0.479 -0.758 -0.162 -0.537 -0.299 0.36 -0.095 -0.157 -0.147 0.028 0.01 0.092 0.015 0.203 0.353 0.041 0.402 0.617 0.043 -0.53 -0.508 0.858 0.266 -0.041 -1.04 -1.8e-05 -0.498 -0.296 -0.206 -0.078 -0.471 -0.084 -0.767 0.839 -0.538 0.613 -0.059 0.381 -0.45 -0.062 -0.12 -0.032 0.098 0.173 0.257 0.14 0.874 0.723 -0.082 0.074 -0.196 -0.319 0.395 0.594
-0.671 -0.245 0.416 -0.742 -0.193 -0.434 -0.111 -0.606 -0.346 -0.526 -1.389 -1.131 -1.019 -0.305 -0.41 -0.124 -0.944 0.033 -0.228 -0.759 -0.943 -0.776 -0.577 -0.59 -0.318 -0.245 -0.821 -0.801 -0.092 0.49 -0.484 -0.274 -0.091 -0.261 -0.48 0.48 0.024 0.556 -0.545 0.137 -0.648 -0.789 -0.759 -0.151 -0.879 -0.23 -0.143 -0.067 -0.392 -0.894 -1.207 -0.545 -0.672 -0.394 -0.566 0.498 -0.121 -0.821 -0.737
-0.013 -0.627 -0.286 -0.795 -0.21 -0.401 -0.384 -0.214 -0.277 0.053 -0.154 -0.46 0.095 0.441 0.145 -0.131 0.169 0.119 0.247 -0.052 -0.332 0.281 0.312 -0.115 -0.681 -0.321 -0.051 -0.055 0.364 -0.82 -0.798 -0.675 -0.607 0.186 0.026 -0.629 0.713 -0.034 0.026 0.01 0.074 0.886 -0.076 0.001 -0.278 0.949 -0.389 0.075 0.058 0.176 -0.552 -0.222 -0.208 -0.814 -0.205 1.158 -0.479 0.302 0.467
0.059 -0.473 -0.917 0.551 -0.012 0.522 -0.229 -0.018 -0.185 0.67 1.014 -0.051 0.041 -0.191 -0.062 0.18 -0.174 0.299 -0.178 -0.003 0.19 0.053 0.275 -0.248 -0.033 -0.548 0.06 0.686 -0.502 0.362 0.0639365360705214 -0.276 -0.225 -0.293 0.083 -0.333 -0.034 -0.618 0.035 -0.413 0.538 0.122 0.205 0.702 1.085 -0.319 0.605 0.11 -0.245 0.125 -0.087 0.524 0.839 0.271 0.621 -0.483 0.609 -0.046 0.977
-0.582 -0.14 -0.775 -0.348 -0.793 -0.073 -0.368 -0.71 -0.619 -0.227 -0.355 -0.497 -0.962 -0.191 -0.411 -0.197 -0.705 -0.014 -0.335854172439675 -0.202 0.291 -0.508 -0.646 -0.266 -0.578 0.06 -0.53 -0.477 -0.11 0.038 0.327 -0.884 0.563 -0.541 -0.391 0.375 0.258 -0.832 -0.076 0.069 -0.388 -0.578 -0.735 0.733 0.352 -0.375 -0.282 -0.137 -0.906 -0.44 -1.363 -0.3 -0.662 -0.761 0.859 -0.827 -0.124 -0.562 -0.404
0.044 -0.062 -0.684 -0.156 0.197 0.454 0.303841123518423 -0.116 0.844 -0.259 -0.561470188351678 0.043 -0.906 0.566 -0.181 -0.074 0.322669238365296 -0.249 -0.138 -0.116 -0.562 0.365 -0.18 0.188 0.096 0.367546370170633 0.329 -0.366981249475606 -0.076 0.517 -0.08 -0.457719428998256 -0.255 0.684 -0.02 -0.517 -0.173727870775013 0.093 -0.254 -0.332 0.075 -0.367 0.117 0.094 0.051 -0.174310052219629 -0.011 -0.04 -0.452 0.314 0.04 -1.805 0.429 0.424 -0.482 -0.3 0.718 -0.473 -0.201
0.146 -0.345 -0.773 0.497 -0.337 0.14 -0.033 -0.018 0.045 0.007 -0.588 -0.454 -0.883 -0.075 -0.024 0.004 -0.407 -0.657 -0.199 0.2 -0.369 -0.169 0.223 0.071 -0.094 0.192 0.073 -0.215 -0.607 0.355 0.954 -0.092 0.008 -0.286 -0.103 1.426 0.178 0.359 0.578 0.548 0.261 0.12 0.225 -0.754 -0.287 0.274 -0.673 -0.678 -0.695 -0.164 0.221 -0.241 -0.438 -0.587 -0.302 -0.098 -0.032 -0.619 -0.219
-0.25 -0.063 0.788 -0.263 -0.603 -0.264 -0.191 -0.809 -0.577 -0.105 -0.325 -0.86 -0.338 -0.127 0.266 0.114 -0.387 0.255 -0.437 -0.019 0.2 -0.148 -0.23 0.073 -0.033 0.033 -0.618 -0.385 0.183 -0.245 -0.009 -0.343 0.272 0.054 0.271 0.1 -0.749 0.955 -0.058 1.406 -0.047 -0.618 -0.494 0.408 -0.06 0.034 -0.396 0.178 0.775 -0.393 -0.389 -0.042 -0.129 -0.352 0.267 -0.215 -0.195 0.838 -0.076
-0.016 1.414 0.376 -0.331 -0.048 -0.147 0.74 -0.053 0.17 -0.294 -0.327 -0.215 -0.93 -0.096 -0.133 -0.102 -0.157 0.411 -0.264 -0.52 -0.000146 -0.522 -0.433 -0.206052062988869 0.034 0.327 -0.563 -0.406 0.176 0.12 -0.102 0.449 0.599 -0.026 -0.357526400340645 0.089 0.162 0.319 -0.548 0.201 -0.262 -0.857 -0.296 0.067 -0.406 0.133 -0.081 1.222 -0.14 -0.385 -0.672 -0.185 -0.331 0.592 -0.1 0.028 -0.151 -0.423 -0.501
-0.085 -0.285 0.715 0.553 -0.194 -0.198 -0.31 -0.712 -0.741 -0.666 0.008 -0.557 -0.723 -0.197 -0.348 -0.107 0.087 -0.47 -0.281 -0.563 0.199 -0.575 -0.598 -0.420206887037489 -0.728 -0.297 -0.841 -0.357 -0.042 -0.396 -0.178 0.464 0.791 -0.362 0.236 0.09 0.098 0.289 -0.038 0.416 -0.764 -0.283 -0.457 -0.31 0.051 0.315 -0.069 -0.104 -0.179 -0.674 -0.077 0.107 -0.116 0.025 -0.148 0.957 -0.459 -1.139 -0.949
0.181 0.051 0.505 0.177 0.02 0.224 -0.26 0.27 0.537 0.38 -0.24 -0.343 0.157 0.014 0.442 0.54 0.578 0.467 -0.509 0.63 -0.129 0.59 -0.113 -0.069 0.566 0.335 0.098 0.125 0.813 0.365 0.388 0.2 0.192 0.478 0.649 0.02 0.358 -0.082 -0.268 0.164 -0.03 -0.355 -0.152 1.95 -0.091 -0.231 -0.005 0.381 -0.044 0.062 -0.09 -0.106 -0.549 0.195 1.365 -0.612 -0.008 -0.263 0.115
0.374 -0.487 -0.246 -1.356 -0.512 8.4e-05 -0.049 -0.034 0.12 0.003 -0.711 -0.588 0.037 0.279 0.231 0.109 0.037 0.306 -0.317 0.077 -0.735 -0.176 -0.169 0.408 -0.349 0.179 -0.128 -0.736 -0.24 1.101 -0.066 -0.433 -0.335 -0.105 -0.352 -0.029 -0.593 -0.194 -0.733 -0.152 -0.368 0.116 0.078 0.01 -0.49 0.772 -0.734 0.128015293375572 -0.572 0.09 -0.347 -0.754 -0.003 -0.148 -0.093 0.891 -0.841 0.072 -0.361
-0.15 -0.194 -0.062 -0.973 -0.289 -0.086 0.013 0.058 -0.28 -0.145 0.227 -0.197 0.012 0.027 -0.418 -0.289 -0.19 -0.741 1.366 0.252 0.269 -0.048 0.064 0.162 0.006 -0.088 -0.09 -0.447 -0.703 -0.508 -0.563 0.283 0.062 -0.466 -0.222 0.129 0.595 0.217 -0.687 0.897 -0.249 1.203 -0.008 -0.221 -0.08 0.162 -0.224 -0.36 0.582 -0.351 0.049 -0.328 -0.04 0.204 0.173 0.569 0.348 -0.652 -0.207
-0.081 -0.737 -0.035 -0.309 -0.22 -0.128 -0.735 -0.632 0.242 0.013 -0.28 -0.756 0.045 -0.009 0.364 0.454 -0.302 0.519 -0.216 -0.282 -0.337 -0.173 -0.333 -0.03 0.016 0.432 -0.074 -0.241 0.258 0.831 0.618 -0.679 -0.144 0.034 0.261 -0.045 -0.482 0.243 -0.138 0.491 -1.097 -0.385 -0.46 0.043 0.032 -0.536 -0.723 0.29 -0.343 -0.109 -0.954 -0.657 -0.188 -0.34 -0.058 -0.042 -0.674 -0.897 -1.198
0.47 0.303 0.472 -0.253 0.053 0.033 0.538 1.01 0.029 0.545 -0.574 -0.058 1.191 0.021 0.13 0.145 0.583 0.188 1.197 0.315 0.121 0.98 0.655 0.681 0.457 0.353 0.956 0.469 -0.063 0.457 0.863 -0.617 0.153 0.377 0.26 0.724 0.061 0.904 -0.514 0.476 0.133 0.978 0.651 0.231 -0.275 0.565 -0.152 -0.046 0.063 -0.034 0.133 0.042 0.873 0.879 0.443 0.86 0.277 -0.206 0.711
-0.603 0.406 0.16 -0.409 -0.1 -1.098 0.622 -0.174 0.175 0.163 -0.711 -0.501 -0.848 -0.492 -0.337 -0.27 -0.211 -0.894 -0.541 -0.894 -0.983 -0.4 -0.727 -0.057 0.531 0.265 -0.413 -0.419 0.191 0.727 -0.277 -0.475 -0.26 0.129 -0.578 0.568 0.175 0.034 -0.391 -0.151 -0.662 -0.589 -0.478539279446598 0.023 -0.687 0.066 0.491 -0.131 0.264 -0.365 -0.301 -0.263 -0.398 -0.258 -0.635 0.434 0.025 -0.255 -0.557
-0.406 -0.156 -0.081 -0.508 -0.061 0.124 -0.327 -0.634 -0.149 -0.208 0.192 -0.155 0.126 0.199 0.152 0.439 -0.367 -0.233 0.11 0.191 0.123 -0.195 -0.125 0.001 -0.261 0.199 0.087 -0.492 -0.419 -0.304 0.308 0.449 0.129 -0.084 -0.08 0.294 1.533 -0.182 -0.157 0.358 0.136 0.135 -0.041 0.136 -0.234 0.56 -0.797 -0.089 -0.11 -0.003 1.791 -0.192 -0.681 -0.129 0.226 0.694 0.196 0.081 -0.278
-0.002 -0.645 0.338 -0.355 -0.303 0.023 -0.005 0.046 -0.524 -0.44 0.2 -0.244 0.026 0.699 0.51 0.051 0.117 0.845 -0.003 -0.022 0.053 0.709 -0.242 0.347 -0.272 0.028 -0.353 -0.288 0.104 0.145 0.053 -0.115 0.275 -0.109 0.158 0.122 0.652 0.235 0.021 0.567 0.411 -0.094 -0.237 0.168 -0.104 1.247 -0.076 0.69 -0.111 0.019 0.098 0.04 -0.471 0.27 0.384 1.813 0.141 -0.691 0.074
-0.061 0.223 0.416 -0.013 -0.266 0.097 -0.535 -0.588 -0.486 -0.354 0.954 -0.628 0.552 0.83 0.081 0.527 0.185 0.554 -0.333 0.334 0.641 -0.083 -0.682 -0.425 -0.808 0.065 -0.031 -0.37 0.309 -0.63 -0.115 0.539 0.495 0.158 0.023 0.069 0.811 0.079 -0.698 0.568 -0.097 0.223 0.027 0.378 0.139 0.15 -0.871 0.059 -0.186 -0.23 0.16 0.574 0.098 -0.268 -0.26 0.441 -0.176808753745828 0.225 -0.116
-0.351 0.332 0.585 -0.17 0.089 -0.431 0.18 0.137 -0.139 0.583 -0.163 -0.605 -0.38 -0.12 0.265 0.613 0.205 0.74 -0.829 0.102 -0.689 0.01 -0.219 0.068 0.198 0.528 0.14 0.232 0.507 0.129 0.31 -0.931 0.198 -0.006 -0.172 -0.424 -0.145 -0.143 0.275 -0.146 0.355 -0.813 -0.0149325816902993 0.061 -0.457 -0.643 -0.128 0.612 -0.478 0.087 -0.869 -0.463 -0.261 -1.046 -0.246 -0.485 -0.027 0.204 -0.751
-0.007 0.455 0.47 0.367 -0.193 0.403 0.22 0.095 0.284 0.164 0.465 -0.21 -0.185 0.14 0.579 0.583 0.39 1.479 -0.648 0.322 -0.621 0.126 0.09 0.033 -0.271 0.614 -0.033 -0.122 -0.002 0.798 0.007 -0.516 -0.305 0.666 0.467 -0.386 -0.007 -0.281 0.469 0.445 0.021 -0.48 0.004 -0.16 -0.179 -0.225 -0.776 0.543 -0.248 0.144 -0.636 -0.161 -0.451 -0.273 -0.041 0.028 -0.112 0.71 -0.615
0.295 0.232 -0.296 -0.798 0.079 0.543 0.359 0.437 0.782 -0.206 -0.89 0.343 -0.369 0.169 -0.148 -0.083 0.51 -0.078 0.215 0.133 -0.586 1.005 0.081 0.919 0.123 0.397 0.264 -0.769 -0.218 -0.225 -0.553 -0.682 -0.005 0.305 -0.083 -0.331 -0.178 -0.23 -0.069 -0.199 -0.006 -0.303 0.639 0.32 -0.33 0.002 -0.059 0.192 -0.821 0.281 -0.327 -0.435 -0.303 0.31 0.293 -0.634 0.508 -0.373 -0.065
-0.31 0.609 0.436 0.007 -0.473 0.106 -0.259 -0.338 -0.297 -0.359 -0.11 0.769 0.047 0.929 0.107 0.069 -0.113 0.068 -0.175 0.074 0.398 -0.169 -0.418 -0.287 -0.489 -0.16 -0.324 -0.409 0.397 -0.498 0.054 0.828 0.392 0.06 1.234 0.16 0.113 0.328 -0.133 1.128 0.596 -0.298 -0.023 0.472 -0.162 0.345 -0.49 0.979 -0.065 -0.256 -0.519 0.239 -0.26 0.223 -0.108 0.22 -0.06 -0.037 -0.505
0.157 -0.02 0.94 -0.254 0.131 0.000684 -0.55 -0.446 -0.097 -0.023 -0.42 -0.83 -0.267 0.575 0.271 0.461 0.184 1.015 -0.181 0.709 0.257 0.011 -0.005 -0.012 0.257 0.758 -0.077 -0.212 0.231 -0.243 0.51 -0.265 -0.42 0.666 0.094 -0.077 -0.337 0.513 0.443 0.527 -0.314 -0.568 -0.177 0.424 -0.511 -0.06 -0.189 0.2 -0.173 -0.03 0.22 -0.771 -0.097 -1.07 0.147 0.236 0.097 -0.289 -0.61
0.353 0.131 0.338 -0.647 -0.031 0.212 -0.164 0.344 1.402 -0.566 0.211 -0.098 0.682 0.451 1.334 1.393 0.379 0.695 0.194 0.439 0.152 0.355 -0.301 -0.033 0.066 0.244 0.057 -0.318 0.015 -0.715 0.343 0.528 -0.095 0.388 0.261 -0.186 0.401 -0.228 0.338 0.06 0.146 0.013 0.045 0.413 0.161 -0.063 -0.487 -0.375 -0.24 0.476 0.569 -0.127 0.378 -0.058 0.412 0.079 -0.285 -0.322 0.28
-0.534 0.101 0.661 -0.13 -0.339 0.125 -0.685 -0.346 -0.987 -0.022 -0.067 -0.276 -0.399 0.395 0.425 0.07 -0.426 0.708 -1.062 -0.485 -0.006 -0.623 -0.26 -0.723 -0.525 -0.25 -0.306 -0.329 0.206 -0.225 0.525 -0.316 0.487 0.084 -0.169 0.384 0.48 -0.015 0.492 0.934 -0.082 -0.067 0.218 0.307 -0.249 -0.343 -0.306 0.508 -0.609 -0.318 0.002 0.397 -0.237 -0.419 0.267 -0.588 -0.496 -0.4 -0.367
0.162 0.033 -0.22 -0.293 0.695 0.299 -0.192 -0.029 0.354 0.62 0.079 -0.444 -0.278 -0.072 -0.308 0.517 0.197 0.011 -0.382 0.339 -0.46 -0.477 0.29 -0.349 0.143 0.297 0.252 0.105 -0.25 0.359 0.000668 -0.373 1.22 0.401 0.211 -0.278 -0.515 -0.201 0.444 -0.102 1.268 -0.269 0.792 -0.206 -0.286 -0.301 -0.314 0.368 0.901 0.182 -0.555 0.359 0.576 0.021 -0.367 -0.186 -0.075 0.688 0.641
-0.514 -0.401 0.015 -0.623 -0.507 -0.773 -0.429 -0.79 -0.843 -0.505 0.336 -0.934 -0.889 -0.622 -0.652 -0.404 -0.786 -0.032 -1.109 -0.749 -0.351 -0.901 -0.638 -0.723 -0.504 -0.55 -0.786 -0.542 -0.629 -0.09 -0.607 -0.403 0.126 -0.814 -0.576 0.149 -0.442 -0.335 -0.553 -0.168 -0.845 -1.103 0.313 0.262 -0.962 -0.685 0.864 0.074 -0.379 -0.852 -1.011 -0.301 0.697 -0.539 0.214 -0.532 -0.005 -0.687 -0.476
-0.066 0.724 0.746 -0.046 0.100170590180372 0.94 0.388 0.138 0.4 0.75 -0.204 -0.015 0.556 0.659 0.588 0.827 0.348 1.655 -0.247 -0.459 -0.056 0.518 0.481 0.164 0.183 0.405 0.429 -0.531 0.779 0.874 0.218 0.028 0.224 0.564 0.591 0.169 -0.025 0.127 0.553 0.228 0.406 -0.025880496705044 0.141 0.335 -0.218 0.305 0.144 1.302 -0.869 0.603 0.489 -0.048 -0.195 0.632 0.549 -0.048 0.19273569684419 0.566 0.07
-0.201 0.583 0.76 0.491 -0.086 -0.095 0.922 0.399 0.347 0.243 -0.94 0.31 -0.482 -0.347 -0.2 -0.384 -0.073 -0.107 -0.349 -0.748 -0.596 -0.492 -0.72 -0.299 0.454 0.324 -0.092 -0.359 0.13 0.328 -0.282 0.101 -0.695 0.333 -0.311 0.351 -0.644 0.279 -0.615 0.002 -0.592 -0.363 -0.962 0.22 -0.133 -0.013 -0.077 -0.332 -0.092 -0.49 0.177 -0.447 -0.477 -0.487 -0.471 -0.061 -0.039 -0.62 -0.811
0.448 0.615 0.213 1.043 0.22 0.48 0.995 0.699 0.8 0.817 -0.318 0.898 0.296 -0.178 -0.171 -0.286 0.228 0.029 0.146 -0.349 -0.202 -0.391 -0.387 -0.33 0.399 0.249 0.272 -0.166 -0.118 -0.222 -0.184 0.351 -0.552 0.458 -0.031 0.825 -0.368 0.822 -0.343 0.098 -0.242 0.052 -0.69 0.152 0.369 0.217 -0.18 -0.267 0.236 -0.183 0.676 -0.129 -0.441 -0.469 -0.139 0.004 -0.088 0.11 -0.263
0.292 0.076 -0.233 -0.027 -0.127 0.183 -1.01 0.19 -0.063 0.033 1.31 -0.046 0.016 0.466 0.192 0.442 -0.138 -0.339 0.26 0.069 0.221 0.193 0.268 -0.592 -0.575 -0.448 -0.343 -0.112 -0.335 -1.273 -0.287 -0.332 -0.203 0.394 -0.187 -0.194 -0.128 -0.611 0.257 -0.275 0.048 0.016 -0.192 -0.518 0.523 -0.304 -1.042 -0.643 -0.359 -0.073 0.873 -0.15 -0.146 -0.614 -0.096 -0.454 -0.404 -0.193 -0.102
0.387 0.273 0.497 0.724 0.374 -0.219 -0.469 0.146 -0.212 0.925 0.299 -0.077 0.564 0.224 -0.088 0.59 1.335 0.726 -0.406 0.503 -0.021 0.659 0.697 0.55 0.836 0.539 0.82 -0.42 0.908 0.132 -0.059 -0.365 -0.006 0.006 0.986 -0.448 0.697 -0.139 -0.091 0.526 0.598 -0.086 -0.217 0.354 0.384 0.004 0.963 0.871 0.786 0.367 -0.264 0.15 0.131 0.03 0.057 0.292 0.466 0.232 0.713
0.41 -0.318 -0.327 -0.387 0.181 0.458 -0.72 -0.131 -0.36 -0.058 0.672 0.03 0.695 0.587 0.432 0.271 0.423 0.025 0.429 0.747 0.344 0.701 0.867 -0.036 -0.665 -0.457 0.111 0.423 0.246 -1.05 -0.504 -0.073 -0.118 -0.002 0.505 -0.375 0.151 -0.545 0.492 -0.222 0.626 0.473 -0.028 0.124 0.441 -0.292 -0.347 0.016 0.197 0.162 0.436 0.669 0.319 -0.193 0.281 -0.023 -0.536 0.091 0.667
-0.389 -0.161 0.219 -1.394 -0.325 -0.093 -0.3 -0.393 -0.239 -0.383 -1.149 -0.518 -0.237 0.028 -0.016 0.036 -0.435 1.108 -0.642 0.28 0.359 -0.345 -0.021 0.242 0.066 0.033 -0.187 -0.735 -0.306 -0.56 -0.633 -0.513 -0.434 -0.494 0.164 -0.098 -0.471 0.304 -0.981 0.239 -0.185 -0.525 0.03 0.562 0.113 -0.205 -0.446 0.601 -0.026 -0.489 -0.438 -0.73 0.084 0.129 0.221 0.132 0.158 0.232 -0.164
0.223 -0.165 -0.023 -0.571 -0.322 0.125139030834075 -0.351 0.020370304068416 -0.426 1.705 -0.236 0.198 0.64 0.04 0.141 0.495 -0.468 0.094 0.058 0.578 0.067 0.246 -0.17 0.607 0.367 0.222217892954978 -0.533 -0.428 0.108 -0.666 -0.469 -0.514 0.375 -0.248 0.063 -0.233 0.409 0.112 -0.293 -0.07 -0.16 -0.633 0.418 -0.29 0.032 0.128 -0.499 0.0556167086357737 -0.405 0.121 -0.444 -0.356 -0.201 -0.516 0.505 -0.301 -0.45 -0.573 -0.751
-0.415 -0.124 -0.323 -0.141 -0.484 -0.744 0.193 -0.512045568585314 -0.295 -0.459 0.98 -0.627 -0.939 -0.601 -0.238 -0.212 -0.217 -0.29 -0.48822591892448 -0.223 0.034 -0.456 -0.588 -0.095 -0.225 -0.145 -0.6 -0.228 -0.603 0.632 -0.066 0.045 0.156 -0.288 -0.387 0.026 -0.327 -0.408 -0.315 -0.394 -0.47 -0.69 0.787 0.435 0.272 -0.425 0.783 -0.244 -0.549 -0.536 -0.52 0.056 1.011 -0.106 0.222 -0.573 0.249 -0.775 -0.531
0.226 -0.617 1.229 0.327 -0.83 -0.195 -0.097 -0.188 0.278 0.015 0.216 -0.125 0.509 0.116 0.65 0.709 0.283 0.265 -0.343 0.668 -0.093 0.503 0.087 0.17 0.293 0.294 -0.088 -0.06 0.087 0.406 0.86 1.272 -0.086 0.411 0.624 -0.061 0.236 0.698 -0.386 0.151 -0.296 -0.351 0.065 0.296 0.125 0.244 -0.338 0.224 -0.125 -0.282 0.039 0.042 -0.255 -0.258 0.232 0.791 -0.222 -0.538 -0.714
-0.207 0.31 0.632 0.147 0.281 0.14 0.386 0.1 0.297 0.573 0.163 -0.357 -0.889 -0.255 -0.256 -0.271 -0.708 -0.575 -0.639 -0.455 -0.32 -0.62 -0.424 -0.362 0.545 0.01 -0.051 0.602 0.384 0.21 0.051 -0.698 0.025 0.25 -0.329 -0.453 -0.771 -0.659 0.234 -0.15 0.093 -0.343 -0.19 0.612 0.119 -0.177 1.077 -0.365 0.191 0.095 -0.975 0.137 -0.567 0.174 -0.146 -0.351 -0.037 0.078 0.303
0.837 -0.153 0.717 1.095 -0.265 0.212 0.237 0.19 0.511 0.795 0.524 -0.04 0.488086311246279 0.352 0.908 0.559 0.619 0.444 -0.121884750465627 0.648 0.54 0.736944376268234 0.1 0.753 0.53 0.885 1.038 0.345 0.317 0.372 1.071 0.015 0.186 0.785 0.568 0.561 -0.373 0.496 0.452 0.332 0.72 -0.373 0.25 0.51 0.081 0.102 -0.772 0.194 -0.309 0.095 -0.276 0.029 -0.228 -0.251 0.838 -0.308 0.081 -0.38 -0.032
0.18 -0.018 0.736 -0.688 -0.457 -0.137 0.087 0.508 -0.51 -0.048 0.336 -0.275 0.615 0.104 0.167 0.047 0.241 0.196 -0.162 0.967 0.284 0.522 0.44 0.609 0.108 0.333 0.345 0.099 -0.286 -0.503 0.078 -0.594 0.209 -0.075 -0.081 0.104 -0.28 1.133 -0.458 0.858 0.171 -0.175 0.786 -0.02 -0.105 0.007 0.005 -0.078 -0.168 -0.297 -0.665 0.436 0.211 0.11 1.063 -0.388 0.861 -0.13 -0.128
0.136 -0.628 0.1 -0.487 -0.418 0.123 -0.01 -0.15 -0.091 0.051 -0.575 -0.613 0.492 0.082 0.738 0.822 -0.286 1.381 -0.160255629687895 0.5 -0.609 -0.089 0.102 0.38 0.094 0.408 0.039 0.028 0.418 -0.163 0.403 -0.059 0.119 0.282 0.178 0.465 0.269791650926087 0.184 -0.459 0.388 -0.188 -0.852 0.4 -0.019 -0.476 -0.425 -0.475 0.411 -0.435 0.036 -0.83 0.182 -0.206 -0.651 0.08 -0.048 0.182 0.175 -0.462
-0.762 0.588 0.479 -0.158 -0.067 -0.172 0.045 0.028 0.043 0.134 -0.345 -0.6 -0.602 0.648 0.033 0.075 0.488 1.521 -0.267 -0.155 -0.508 0.247 -0.405 0.158 0.238 0.317 -0.159 0.147 -0.254 0.696 0.644 0.405 -0.253 0.315 0.166 -0.876 0.802 0.013 0.206 0.151 -0.106 -0.254 0.1 0.183 -0.541 0.094 -0.064 0.876 0.104 0.118 -0.14 -0.691 -0.255 0.319 -0.16 0.083 -0.125 0.376 0.141
0.097 0.509 0.495 0.675 -0.136 0.266 1.052 0.613 0.466 0.655 -0.32 0.772 -0.085 -0.195 0.198 -0.306 0.043 0.056 0.155750339966347 -0.49 -0.184 -0.677 -0.578 -0.354 0.568 0.279 0.133 -0.252 -0.252 0.022 -0.187 0.352 -0.744 0.533 -0.071 0.737 -0.347 0.732 -0.406 -0.037 -0.506 0.29 -0.827 0.18 0.171 0.117 -0.37 -0.166 0.048 -0.289 0.549 -0.273 -0.275 -0.295 -0.248 -0.095 -0.023 -0.433 -0.502
