"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104"
324 284.9 312.2 641.6 323.5 194.3 318.45 235.1 296.5 185.1 416.3 675.9 584.1 178.1 719.4 274.8 650.6 423.6 344.1 716.3 221.3 234.7 489.5 263.5 184.4 141.6 118 181.9 336 351.7 355.9 128.1 104 83.1 226.5 1067.6 4017.3 1409.5 179.2 264.8 169.3 232.2 236.6 279.3 133 258.3 150.1 337.3 276.3 163 157.2 107.2 271.7 340.9 251.2 567.3 239.8 163.9 371.1 292.8 274.6 121.6 363.7 712 317.9 197.7 513 401.9 627.2 599.2 220.8 678.1 254 232.7 515.85 269.3 495.1 198.1 277.9 217.7 294.7 350.8 515.5 218.9 159.9 590.5 212.8 1653.1 2826.6 2216.2 497.6 273.2 417 490.8 251.6 1009.5 153.5 393.3 183.5 332.8 435.2 146.5 203.3 133.3
275.4 300.3 249.65 261.2 259.9 365 214.95 233.3 381.4 433.3 339 340.8 437.9 347.2 245.6 236.2 287.2 299.5 652.5 797 576.2 249.7 637.4 261.3 389.3 254.5 225.2 413.8 312.3 305 316.8 319.9 325.9 393.5 333.1 1937 2891.7 3247.4 373.5 221.5 258.8 161.05 466.4 219.6 226.2 310.8 370.9 327.2 193.3 433.9 332.5 253.3 341.4 294.3 246.1 327.1 396 366.9 322.65 317.2 246.5 404.3 395.9 318.2 364 257.3 183.9 322.9 559.4 174.6 693.7 669.6 699.1 253 654 350.1 501.1 349.9 342.5 424.2 261.2 357.1 324.9 193.4 332.5 359.4 217.8 2029.8 2333.4 2493.9 299.3 293.4 361.5 316.8 474.5 374.1 323.7 288.3 346.1 295.7 266.4 344.8 359.9 218.9
143.1 198 180.3 212.8 133.3 177.7 208.55 244.7 336.7 323.7 312.2 185.2 427 322.2 315.3 99.9 283.8 214 464.2 336 241 248.8 202.8 211.1 418.8 120.4 110.1 121.5 256.4 175.4 188.3 296.1 180.6 255.3 397.6 999.7 3757.7 2253.8 208.5 257.1 537.9 172.2 396.4 324.4 207.5 324.3 429.9 300.5 178.2 513.6 285.5 398.6 217.2 298.4 121.3 297.9 219.5 145 229.35 310.8 144.7 356.7 225.1 188.4 191.3 261.1 167.5 202.8 340.2 366.9 192.7 369.7 320.9 176.45 302 180.8 289.6 174.9 195 89 189.4 232.4 196.4 204.8 198.7 255.9 269.4 2422.8 2682.1 1600 278 188.3 383 152.4 324.3 363.6 200.1 203.5 299.5 215.7 162.3 277.1 311.6 326.6
269.2 329.5 260.65 249.5 268.2 419 293.9 448.3 418 390.8 292.4 321.2 342.1 321.4 294.3 230.1 426.4 430.8 372.7 537.5 570.8 334.5 299.45 320.6 396 259.5 432.3 265.7 325.8 369.3 342.5 336.5 414.1 270.5 223.4 2353.3 2569 3255.3 303.6 258.5 328.5 251.3 311.4 336.5 429.2 293.4 299.3 327 146 272.1 516.1 174.2 265.6 335.1 264.4 309.1 382.7 317.1 419.1 507.4 253.9 513.4 337.6 450.3 282.2 295.8 264.2 315.4 498.2 349.6 325.4 488.4 533.2 338.95 419.7 442.8 440.1 389 593.2 181.4 379.9 430.1 341.3 178.9 449.9 242.9 175.4 2092.6 2321.4 2559.3 291.8 387.7 395.2 461.4 314.5 522.5 580.7 300.9 273.2 245.8 248.9 241.1 438.9 217.6
100.3 131.9 129.8 127.6 109.5 113.2 133.9 114.6 121.7 279 251 207.7 219.8 83.1 197.2 94.2 131.4 190 286.4 444.4 186.4 106.5 130.1 139.5 121.4 78.5 78 116 125.1 220.1 166.9 118.1 118.7 182.9 167.9 1072.7 3629.3 2465.2 123.5 98.8 136 71.75 224.1 172.4 106.7 196.2 276.5 185.1 176 213.4 157.2 113.2 154.2 121.4 116.8 170.9 162.2 90.7 167.25 164.4 97.6 179.2 189.5 237.3 97.4 86.5 113.5 142.4 339.2 164.7 244.9 268.7 160 99.5 111.3 138 157.2 88.8 120.7 99.8 88.7 301.5 177.2 102.1 133.5 174.6 95.7 1555.2 2355.4 2295.6 167.9 134.6 213.9 191.4 245.8 301.5 152.6 187.3 154.8 83.5 189.9 210.7 126.7 117.6
269.1 371.8 293.05 262.5 277.6 353.7 207 519 589.5 329.8 349 404.3 403.4 140.4 300.3 178.4 412.4 533.4 736.7 474 753.8 185.2 407.25 439.7 236.6 471.9 381.8 441.6 350.8 323.7 234.4 244.5 399.3 491 320.4 2145.7 2811.9 2332.8 471 211.4 411.2 182 593.2 234.9 271.7 429.9 345.6 780.3 177.8 196.3 465.2 217.7 325.1 398.3 271.8 338.9 338.4 349.3 253.2 725.2 356.8 384.5 309.7 436.7 130.8 131.8 286.3 245.2 619.3 440.3 797.6 696.4 827.2 205.05 443.85 535 343.3 580.8 462.7 363.7 271.8 402.4 260 332.5 428.1 391.3 310.3 2433.3 2718 2636.6 388.7 422.4 500.9 328.6 518.3 420.8 294.4 335.8 306.5 409.9 246.2 128.5 402.8 213.6
187.2 315.1 162.05 177 116.1 236.4 198.4 273 219.6 153.8 307.5 297 387.3 273.4 225.7 200.5 278.6 482.3 371.3 598.7 328.8 256.4 239 239.6 400.5 246.6 152.7 219.4 178.8 387.3 448.9 242.9 184.4 356.2 222.4 2220.4 2756.3 3057.3 271.6 103.9 488.3 69.05 484.8 125.2 269.5 213.3 182.4 219.7 269.5 631.5 343.5 277.5 148.9 306.6 177 288.9 180.6 155.5 310.25 222.6 164.2 138.1 402.4 283.1 227.6 245.2 185.8 256.7 715.9 233.6 298 404.3 345.6 257.85 237.85 239.8 500.9 343.4 222.6 137.4 176.4 472.1 349.3 491.8 155.2 232.7 166.9 2435 1780 2268.2 229 151.8 183.2 223.2 409.3 177.6 302.6 193.5 223 160.2 343.1 345 325.4 325.3
301.2 323.6 227.35 174.8 152 372.8 293.65 310.3 260.1 275.8 618.6 245.4 277.2 351.6 183.6 351 470.4 634 229.9 237.2 639.2 353.3 260.25 172.2 361.3 138.8 126.2 231.5 295 404.5 249.3 333 589.3 359.2 299.6 2920.9 2463.2 2697.3 291.7 143.7 323.4 119.55 421.4 183.4 290.8 475.3 479.8 183.7 125.5 487.7 560.8 196.5 337.7 312 271.3 255.7 233.7 351.4 488.6 461.6 352.3 392.2 593.6 279.2 240.5 317.7 153.2 491.2 704.9 354.4 299.1 201 639.7 284.5 248 242.2 440.7 157 178 231.2 209.1 452.1 339.3 288.8 542.4 378 238.8 1946.2 2645.9 2111.4 280.4 409.2 489.5 532.6 395.2 370.2 524.1 494.3 584.5 225.1 194.8 435.7 484.5 145.6
275 387.5 295.3 225.6 370.1 322.3 302.35 330.2 281.8 258.4 403.9 351.1 370.6 270.9 372.6 224.1 353.4 288.2 397.7 615.7 531.4 324.65 246.65 413.2 419.3 122.9 299.8 259 302.1 552.9 343.2 280.6 305.1 380.3 264.8 2195.4 3278.3 2829.8 323.9 230.1 282 151.7 271.7 244.4 198.4 254.5 390.1 442.8 243.3 338.3 450.4 153.1 405 352.3 260.2 271.3 601.9 262.7 390.25 347 287.8 257.4 367.7 458.2 267.5 234.2 229.7 309.6 423.8 254.7 304 387.3 534.7 350.6 242.5 436.1 533.2 163.9 280.9 229.7 222.4 531.3 400.6 248.5 262.8 316.5 177.1 1976.9 2500.2 1969.2 283.3 331.8 394.4 400.7 240.9 313.6 313.6 310.4 378.4 220.2 329.9 243.2 327.3 173.4
120.7 546.8 303.1 150.6 211.8 359.1 265.5 104.9 195.7 106 395.2 326.1 213.2 41.3 304.6 135.8 308.6 455.8 274.2 452.1 415.7 349.85 239.25 336.8 242.2 363.3 44.1 318.1 360.9 330.2 371.6 72.2 43 29 115.8 403.2 3778.2 490.3 152.5 70.4 246 86.15 147.1 70.3 75.4 220.8 64.6 615.2 132.8 50 83.2 90.2 292.1 436 324.5 137.3 187.8 227 429.9 162.1 204.4 58.2 242.1 396.8 157.7 31.6 224.9 231.8 311.5 392.5 228.7 481.6 447.9 367.4 179.85 337.5 397.2 563 78 248.3 208.5 379.1 395.1 292.2 50.9 464.8 176.2 2308.3 3153 1511.2 242.9 169.1 390.4 326.7 68.6 174.2 48.5 325.7 113.4 111 226.6 63.2 103 96.1
221.3 351.5 224.95 175 277.8 298.7 307.1 323.2 308.3 252.4 373.5 293.7 322.4 336 217.1 191.5 302 334.3 448.3 531.7 426.2 262 218.45 293.9 382.7 429.5 628.6 469.3 257.7 438.9 317.5 174.6 201.8 267.1 196.7 1484.5 3307.1 2082.7 386.5 146.4 194.5 143.55 373.6 148.8 215 341.2 332.8 260.8 273.6 343.4 332.6 97.9 229.4 323.8 238.1 145.1 476.7 264.3 449.65 491.9 224.7 248.6 351.5 322.2 255.8 285 175.5 233.6 245.1 265.6 576.5 534.9 473.3 290.95 219.1 374.8 573.1 497 568.5 387.4 247.9 438.7 329.1 128.8 152 205.7 181.6 1260.7 1417.4 3808.1 229 271.3 305.2 366.4 417.7 346 206.7 344.8 292.8 223.5 366.1 316.6 236.7 115.8
321.3 225.2 198.55 218.3 215.2 270.2 199.4 260.3 283.2 163.9 228.3 314.7 264.3 383.2 254.3 177 343.1 255.7 365.5 714.5 354 165.45 189.95 220.3 271.5 338 350 297.5 308.5 469.4 225.3 387.8 356.9 409.9 305.4 2237.4 2822.4 3013.8 204.7 243.7 272.1 269.75 482 339.8 357.3 350.8 280.6 528.2 284.8 199.7 386.7 101.8 318 239.5 157.1 288.7 203.1 174.6 270.55 286.7 198.1 174.2 251.9 356.4 188.2 280.8 248.4 244.7 450.2 332.3 492.3 549.9 453.6 170.5 192.35 258.7 357.6 534.3 478.1 252.9 212.7 503 289 200.8 341 308.7 209.5 1458.3 2214.1 2704.7 247.2 360.3 398.1 614.1 512 591.5 470.4 369.9 248.1 323.6 402.8 147.3 323 83
184.8 289.2 166.45 108.8 193 149.4 195.55 171.3 110.6 142.2 252.7 304.5 135.9 112 255.3 72.7 136.8 186.9 272 422.4 242.8 219.4 142.35 208.3 231.1 117.7 93.7 135.8 140.2 177.6 155.7 190.9 277.8 275.7 268.3 1905.8 2681.5 1462.5 288.6 212.8 133.3 101.85 455.9 249.8 234.4 357.8 223.4 430.9 186.4 201.2 373.6 116.7 199.1 337.2 183.9 105 283.1 149.5 282.45 199.9 93.4 119.5 310.6 312.6 112.2 76.2 205.3 124.1 229 165.2 198.8 250.8 260.1 148.1 145.85 213.1 281.6 173.7 163.8 109.8 114 212.5 202.3 186.7 254.4 424.4 262.5 2350.9 2184.7 3337.1 246.5 262.8 273.2 248.9 333.9 367.4 238.6 331.8 181.3 223.5 199.9 187.7 307.3 128.9
153.6 278.3 116.2 183.2 143.6 218.9 159 391.4 374.4 480.7 270.4 301.4 267.3 169.1 287.6 153.6 58.1 110.6 574.3 504.7 453.2 295.75 171.45 299 376.8 60.9 262.2 205.2 266.2 295.5 212.9 274.7 323.6 237.6 308.3 1845.1 2461.2 3878 293.7 57.2 83.1 101.9 152.5 69.3 86.6 184.1 265.3 471.2 84.5 327.4 467.2 130.6 314.2 313.8 167.6 215.8 208.1 123.9 273.35 300.8 220 425.1 241.2 363.8 209.7 196.9 202.5 234 400.1 32.9 575.4 252.2 422.6 298.35 173.8 311.1 342 115.9 306.6 225.7 146.2 385.6 204.6 73.3 270.1 229.4 77.5 1282.3 2542.5 1022.7 284.6 147.7 190.1 281.9 133 116 192.4 187.3 219.4 140.4 153.4 413.4 425 157.4
144.2 242 215.8 178.4 191.6 214.8 299.8 560.2 457.7 278.8 164 377.3 197.9 287.4 195.4 140.1 229.6 161.2 235.4 492.3 409.3 354.25 219.9 201.9 136.6 309.9 330 184.8 217.2 407 274.1 320.9 121.9 87.5 160.3 1867.5 3899.7 2518.9 287.1 256.7 140.5 121.6 290.1 109 299 319.2 373.1 542 264.3 378.5 259.1 98.1 442.9 206.4 194.9 151.4 234.4 336.7 408 476.7 244.6 335 168.4 442.8 180 224.3 182.6 149 172 116.5 284.3 326.9 336.2 398.15 240.55 229.5 305.6 266.8 278.3 130.5 193.7 409.8 341.3 90.1 91.8 62.6 61.2 816.2 803.1 2716 133.7 360.7 249.4 118.8 265.5 335.3 354.4 220.3 346.2 156.8 436.6 235.6 192 69.2
284 387.3 305.35 254.8 238.5 531.6 426.35 457.1 414 451.8 626.6 381.7 464.5 469 327.1 289.8 238.7 652.9 390.1 819.8 753.4 343.25 268.85 339.1 471.8 440.2 626.9 774.2 452.3 457.4 404.2 207 314.1 292.8 255.4 2139.2 3344.9 2368.4 532.1 204.9 454.2 221.3 390.9 290.8 222.4 341.9 265.7 428.9 226.7 322.7 386.2 219.3 449 365 352.8 275.7 349.2 353.7 651.6 450.3 428.7 528.9 555.9 353.3 377.4 480 249.6 435.5 442 286.4 532.8 461.7 722.6 423.4 266.75 403.8 618.4 543.2 788.3 542 290.5 534.4 460.1 356.3 277.1 395 241.5 2117.5 2453.3 2577.9 423.6 693.6 589.8 515 310.5 511.4 257.5 468.1 338.3 309.6 334.4 303.6 347.7 255.2
416 481.7 278 474.2 973.2 454.8 236.15 552.9 344.6 375.5 261.1 445.5 459.9 425.1 453.4 454.3 175.3 663.5 834.7 646.4 747.7 356.85 361.65 646.9 319.5 259.5 337.8 273.5 372.2 579.3 350.6 407.4 551.3 685.9 426 2939.4 2638.9 2204.4 404.5 458.4 346.9 336 525.6 453.7 291.5 516 352.9 762.9 166.4 421.6 388.8 272.3 665.6 562.8 244.6 602.8 991.3 356 351.05 679.4 291 455.9 408.3 445.7 480.4 422.3 435.2 529.6 545.7 238.6 1064.8 479.4 939.4 304.5 499.7 693.8 305.2 309 457.7 154.7 572.2 576.1 389.2 178.9 594.9 418.7 266.5 2063.4 2803.1 2404.2 395.2 542.8 424.9 534.8 440.2 649.7 379.6 350 383.4 356.1 228 271.6 347.4 292.5
122.5 9.9 14.95 16.5 19.5 17.6 15.35 24.1 16.4 24.7 35.2 23 17.4 6.7 19.4 13.2 13.4 19.9 18.1 14 11.9 12.2 22.1 17.9 17.2 7.9 15.9 14.5 14.9 24.3 16.6 114.6 33.6 213.1 15.9 3907.2 232.2 489.4 113.8 53 18.9 30.9 273.8 14.9 110.3 25.1 110 20.3 12.6 14.2 148 47.5 11.9 15.9 15.4 19.5 22.8 13.8 21.75 21 14.6 24 24.5 13 16.8 2.3 13.8 9.9 16.4 21.8 12.3 18.5 16.8 14.1 19.8 20.8 24 7 19.8 4.5 12.9 19.3 21.1 12.5 29.3 24.5 171.7 260.5 125.4 3600 66.5 144.9 48.3 362.9 141.3 86.9 44.6 18.4 109.1 134.8 59.2 12.6 85.3 12.3
152.6 244 191.95 211.7 173.4 223 288.1 188.9 256.6 176.7 317.8 287.4 285.4 221.2 253.2 132.2 155.7 123.9 326.4 535.9 328.5 190.45 201.5 188.7 358.2 125.6 203.3 163.3 200.6 337.1 238.4 250.9 165.3 177.7 217.1 2172.6 2240.3 3255.9 184.6 172.2 312.8 110.8 307 256.1 270.1 211 238.5 278.2 157.3 269.7 293.4 208.4 219.7 263.1 200.2 327.1 249.1 151 267.45 188.2 206.6 153.6 311.9 229.5 148 168 163.2 197.4 448.5 108.9 339.2 307.6 368.4 196.95 193.45 223.6 440.2 186.8 179.5 129.1 153.8 390.9 249.2 179 125.7 168.2 122 1797.9 2557.3 2133.8 162.6 278.2 343.2 213.1 251.4 371.8 360.1 260.8 184.1 124.6 192.1 194.1 231.9 145.8
216.3 355.1 220.1 156.3 224 237.5 225.65 330.2 397.5 285 276.3 239.4 378.9 401.4 246.7 247.6 83.9 286.6 252.3 352.1 411.8 267.85 208 282.9 322.4 251.8 421.9 320.6 338.7 393 258.3 345.9 443.5 322.1 307 2473 2294.5 3731.9 415 335 232.4 169.6 397.4 309 325.8 335.3 380.8 294.3 133.2 397.9 624.3 157.5 154.1 253.9 187 254.2 311.2 197.4 357.35 429.7 159.5 304.6 258.1 253.7 164.1 309.1 212.3 288 401.2 28.1 313.7 384.9 453.5 265.05 203.25 274.1 471 294.1 464 180.6 189.4 366.2 281.3 122.4 347.9 173.7 104.2 1516.5 1667.8 2284 275.1 518.2 364.1 260.4 418.5 549.2 452.7 237 311.6 231.9 226.5 318.3 508.5 158.9
205.3 40.5 37.6 482.5 39.4 5.7 63.15 2.7 1.2 2 124.7 14.1 46.2 1 50.1 1.5 15.4 42.8 35 4 4.9 10 98.05 7 19.9 1.3 5.7 10.5 21.8 5 2.6 14.6 9.9 2 2.6 156.6 5112.1 14.1 40.2 18.4 14.1 18.3 37.7 0.8 7.3 3.5 97.3 20.6 91.1 2.6 11.2 11.1 13.2 71.2 50.9 348.2 19.1 3.8 133.3 11 4.8 2.2 250.2 17.2 3.6 7 22.1 7.4 96.1 28.8 9.3 2.8 1.2 8.05 439.75 17.5 25.4 1.1 26.8 11.4 4.4 30.5 22.4 287.4 6.3 201.3 20.1 802.6 975.6 326.6 58.1 14.7 48.6 81.3 71.6 3.6 1.8 4.9 141.8 193.5 86.3 4.5 12.7 7.6
332.7 333.5 181.95 157.9 147.7 221 236.8 284.2 264.7 157.1 427.9 240.2 265.7 203.1 247.4 195.3 313 456 195 257.6 309.4 204.6 143.3 195.2 325 194.8 176.8 282.1 192.8 224.3 250.4 353.2 443.7 359.8 389.3 3023.5 2196.2 2555.6 500.4 227.9 285.5 223 433.4 262.8 373.9 442 359.7 237.6 164.3 530.4 599.7 198 150.4 356 170.2 195.2 194.2 179.3 264.85 293 174.6 213.1 459.3 261 147.9 163.8 182.1 255.5 304.1 443.9 201.1 234 338.4 197.05 189.4 208 395.9 213.8 241.1 213.3 158.9 236.1 275 158.9 369 245.1 206.1 2101.4 1868.9 2671.4 348.7 396.3 391 381.6 394.5 439.4 534.3 305 376 333.8 242.7 423.5 522 188.9
293.9 324 199.75 165.9 261 211.1 202.3 322.2 372.4 403.8 286.6 391.1 324.5 248.7 386.6 172.3 446.7 281.4 393 544.4 319 161.8 240.7 148.8 414.6 139.8 144.7 200.1 228 399.8 205.4 332.9 276.6 383.4 540 2155.1 2624.5 2857.3 352.9 358.1 316.3 201.45 455.2 392.5 296.9 283.4 416.6 267.6 268.8 436.9 359.7 218.7 181.9 367.2 250.2 279.1 313.7 116.7 272.6 483.7 214 412.4 353.9 349.2 301.1 200.3 190.3 233.3 420.6 320.7 302.7 514.5 467.6 228.7 298.85 238.4 460.1 189.1 194.4 128.9 241.7 441.1 211.8 149.7 270.7 258.3 181.5 2168.5 2233.2 2599.3 349.7 520.9 440.4 508 355.6 664.7 421 283.3 391.2 364.9 264.2 346 348.4 270.4
207 103.6 131.35 104.1 107.8 124.5 83.85 93 124.8 99.6 139.3 132 104 86.6 144.2 71.1 201.3 223.3 133 234.6 156.3 90 124.15 103.9 109.9 64.4 210.2 150.7 88.1 192.7 83.4 288.4 225.9 364.3 313.5 2471.9 2245.7 2570.9 372 159.5 223.7 113.05 472.8 264.6 225.3 209.1 404.5 111.8 62.3 333 554.2 217.7 113.4 98.4 106 94.3 152.7 96.5 142 95.6 72.5 114.6 142.2 145.4 89.4 93.1 93.4 93.5 305.5 259 134.7 182 170.4 70.5 93.75 91.1 189.6 136.8 198.7 142.6 60.5 198.1 138.8 66.9 218.5 158.3 181.6 1037.4 2676.4 2494.3 197.1 432.3 428.9 442.5 391.6 394.4 295 168.2 445.7 194.6 185.7 244.1 464.1 143
194.5 300.6 268.75 264.1 305.8 351.7 316.2 304.4 185.5 442.8 418.5 364.4 326.5 60 369.7 153.9 479.9 419.2 466.6 828.1 380.9 332.4 315.95 301.3 255.7 263.8 402.8 580.9 293 532.9 356.1 154 193 86.6 230.4 1001.5 3341.8 2226.3 263.7 211.5 190.1 116.7 203.4 252 183.1 434.3 223.5 462.7 306.8 169.1 204.3 134.6 390.5 295.9 294.7 270.6 453.6 218.1 451.85 489.4 194.7 348.2 367.1 462.1 247.2 83.2 269.5 218.1 590.5 383.6 522.1 694.2 463.9 236.9 262.65 359.5 454.7 453.5 498.4 431.1 286.6 603.1 385.5 228.5 195.8 333.4 192.9 1937.3 2401.4 2860.3 330 295.4 274.5 271.2 182 480.8 210.5 558.1 248.8 196.8 428.7 114.6 214.1 134.2
78.7 214.7 63.9 32.3 173 70 68.05 56.2 54.1 59.7 22.1 173.7 168.3 396.4 29.8 249.6 75 34.4 12.1 170.9 158.4 96.5 48.3 204 364.4 114.2 24.7 202.4 57.5 34.7 179.8 300.5 116.8 340 169.7 1113.6 1374.5 4548.9 258.3 115.9 79.1 164.35 211.7 65.8 327.2 149.3 384.5 156.7 1.6 106.2 258.9 132.9 64.3 192.6 92 47.2 338.4 59.2 125.4 47.8 23.3 63.2 15.2 165.2 60.6 333.5 44.9 228.6 49.1 112.5 29.4 121.2 122.3 141.85 62.45 169.6 311.2 164.2 25.4 251.1 45.9 41.3 156.2 10.5 87.3 44.7 66.3 738.3 933.1 2153.9 275.5 181.6 190 547.6 229.8 139.5 301.2 53.3 362.6 62.8 67.8 54.5 213.3 85.4
235.7 338.5 208.7 281.8 231.5 231.4 219.05 244.7 309 214.9 268.2 288.6 267.2 265.7 350.1 142.5 234.8 337.2 425.7 778.7 320.3 218.35 231.05 221.1 302 115.1 264.1 175.7 263.4 381.7 230.7 256.1 289.4 488.6 296.7 2285.9 2843.6 2119.3 187.3 237.3 213 128.2 304.5 361.5 221.5 313.4 382.2 214 158.2 239.2 307.6 169.5 180.9 430.5 197.7 325.7 325.2 172.9 230.75 297.7 212.7 190.3 337.4 294.3 188.9 201.9 208.7 181.8 328.5 365.6 440.3 472.7 528.5 203.9 230.25 220.3 376.1 197.3 282.3 154.9 249.9 472.2 322.4 164.2 307 343.5 199.6 2031.3 2521.8 2635.8 224.7 358.3 342.7 408.5 273.1 593.5 236.2 251 390.1 234.6 239 185 285.9 130.8
358.5 271.7 266.2 203.7 305.4 194.7 202.45 196.8 315.6 378.9 390 416.9 299.2 192.6 317.8 195 492.6 351.2 347.7 462.4 363.8 193.35 168.65 157.5 161.3 211 449.7 299.4 214.3 362.1 188.9 268.1 485.2 348.5 410.9 2581.8 2303.5 3344.9 413.8 176.3 405.9 218.45 426 181.6 328.9 370.5 434.1 475.5 164 343.8 501.8 193.7 496.8 257.3 220.7 254.6 293.8 174.4 255.2 220.5 255.8 648.8 248 482.8 212.8 176 270.3 259.4 446.3 439.2 425.4 453.8 415.3 186.2 149.05 181 244.8 348.9 537.8 258.4 217.1 369.7 230.5 280.1 382.9 265.9 173.6 1840.6 2658.1 1419.6 332 312.1 375.1 468.3 428.7 252.3 569.3 293.8 402 228.5 236.1 317.9 470.6 236.8
240.7 210.3 186 119.8 209.4 158.7 178 280.2 326.3 446.9 204.4 335.9 218.8 271.3 186.9 117.8 223 400.9 175.3 432.4 281.8 120.8 158 150.7 309.8 182.7 419 214.4 194 209.4 176.3 273.3 457.7 354.7 267.7 2939.8 1713.4 3189 394.6 265.9 277.6 128.6 583.1 251.7 371 349 463 269.8 101.2 482.3 381.8 209.7 203.5 214.9 142.1 137.4 371.4 129.2 207.1 282.5 209.4 518.8 246.7 357.9 143.2 243.8 154.6 153.6 354.7 434.5 229.7 350.6 283.6 119.6 168.45 183.4 403.5 285.4 408.4 176.5 164 270.1 198.4 105.4 407.5 146.7 131.4 1194.5 2069.9 2591.8 244.5 452.2 441 455.4 490.8 330.5 531 234.6 409.9 211.6 129.4 381.9 365 246.1
356.4 311.5 214.4 276.7 160.1 285.6 213.5 261.9 275.2 153.3 288.9 281.8 267.4 161.4 331.7 149.3 488.4 472.7 396.8 549.2 559.4 279.1 212.2 284.9 164.1 89.1 172.8 220.9 171.2 238.2 223 264 205.4 249.5 245.3 2347 2780.3 1887.6 437.8 155.9 165.6 111.85 358.8 172.9 197.6 288.2 291.5 653.4 192.8 247.7 485.1 140.5 459 309.7 236.7 299.3 204 168.8 295 287.3 186.2 147.6 286.7 351 217.1 154.1 258.3 194.5 402.5 552 366.9 537.3 530.4 293.8 175.25 290.4 294 138.3 166.9 225.4 198.1 277.4 287.9 180.7 198.4 267.2 234.7 1491.3 2351.8 3170.9 390 320.9 345.8 310.5 343 327.7 238.6 249.7 325.9 292.1 329.1 188.6 368.8 161.3
266.2 374.8 217.5 243 180.2 277.4 254.8 409.1 397.1 283.9 306.1 260.1 356.2 251.1 359.3 260.8 327.3 268.7 393.8 787.2 623.8 271.15 212.35 250.6 366.8 187.9 242 186.3 307.1 440.8 244.5 228.3 311.9 336.5 337.3 2526.6 2319.1 3725.9 300.8 183.1 330.5 244.75 442.4 283.2 277.2 401.5 398.6 331.3 184.4 475.1 491.8 274.1 317.5 297.4 179.8 332.3 243.7 190.4 324.95 372.7 215.7 247.6 336.7 324.7 183.9 230.2 241.2 314.7 697.5 284.6 321.8 535.4 673 243.5 205.85 323.7 494.9 262.3 289.5 166.5 251.4 458.9 229.7 142.6 258.8 264 128.8 1621.8 2050.1 1622 253.8 345.2 440.6 432.8 473.5 404.5 511.3 344.9 393 195.4 235.5 510.9 359.7 187
86.6 121.4 178.85 115.4 64.7 154.2 162.4 415.4 132.8 41.1 120.7 127.8 158.5 406.6 70.5 224.3 154.4 163.4 248.4 299.6 192.3 231 139.1 260 394.6 78.6 33.2 103.4 150.4 536.3 68.7 329.3 272.8 463.3 384.5 1826.5 1790.6 1660.7 237.7 136 182.7 31.3 370.2 19.3 166.6 275 208.3 229 65.3 498 372 201.1 176.9 111.2 161.2 154.2 100 100.4 240.55 411.6 142.4 27.2 285.9 119.7 205 358.9 37.6 313.7 206.4 162.2 379.9 180.1 225 234.7 147.55 314.7 461.9 106.8 44.6 122.7 165.6 535.2 81.8 116.7 218.2 173.8 263.7 1459 1939.8 4043.5 136.5 716.9 346.7 300.4 373.3 35.6 248.5 137.7 191.1 147.4 132.7 438.7 288.4 209.9
260.2 50.6 47.45 333 33.5 28.3 115.2 5.2 3.5 1.7 90.9 35.1 76.9 2.6 38.1 3 68 148.9 45.2 17.1 4 14.75 494.15 14.7 36.4 1.3 1.6 42.6 33.7 67.1 9.5 44.6 21.3 6.4 11.7 324.8 4764.4 104.9 61.1 17.2 18.9 87 50 8.9 14.6 1.3 72.7 57.9 71.3 1 5.2 34.3 24.5 70.8 84.9 407.3 54.1 7.4 151 161.2 24 1.7 156 111.6 31.2 2.7 17.5 6.9 93.8 23.6 8.9 17.5 3.2 23.55 947.5 65.6 26.2 1.6 41.3 64.2 34 64.4 34.4 208.9 20.5 765.3 51.4 1721.5 686.3 456.6 56.7 39.1 67.6 107.9 133 26.5 1.7 1.1 240 460 83.4 2.1 37.3 7.1
