"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60"
-0.086 -0.093 -0.754 2.17 0.053 0.346 -0.17 -1.376 -0.78 2.015 1.815 2.855 0.155 -0.45 0.218 -0.134 1.91 1.398 2.733 -1.244 -0.339 0.339 0.129 -0.864 -1.458 0.313 0.41 -1.426 2.311 1.027 -1.083 -0.833 -1.44 -0.058 3.358 -0.267 -1.152 -0.61 1.478 -0.265 0.94 -0.246 -0.668 -0.634 -0.048 -0.61 -1.645 0.073 2.375 0.852 0.594 1.422 0.369 -1.631 1.601 1.952 1.176 -0.727 1.968 -0.543
0.388 0.85 0.424 0.247 4.04 0.848 0.498 0.693 0.678 0.401 0.17 2.038 0.479 0.43 0.35 0.698 0.345 0.224 0.629 2.861 0.41 0.63 0.158 0.24 0.076 1.077 6.573 0.141 0.236 0.479 0.805 0.311 0.703 0.029 0.71 0.095 0.616 0.082 0.309 0.227 0.169 0.283 0.116 1.084 0.45 0.327 0.523 0.325 0.257 5.492 2.982 0.501 0.277 0.336 0.44 -0.099 3.188 0.07 1.204 0.569
1.595 0.427 1.024 1.378 1.343 0.25 0.945 2.655 0.022 -0.222 -2.384 0.885 0.902 0.355 2.804 1.36 1.498 -1.958 0.733 1.241 1.65 0.603 2.205 1.455 1.515 -2.704 -2.462 0.848 0.861 0.393 1.696 0.081 1.456 1.458 -0.07 0.368 0.773 2.481 2.036 0.508 0.474 -0.446 3.035 0.554 -0.091 -1.86 0.077 -0.355 0.052 0.672 1.695 1.015 0.42 0.216 3.742 0.328 0.944 1.143 2.191 1.07
0.59 -0.383 -1.579 -0.739 1.298 -2.013 -0.641 1.501 0.757 0.049 -0.418 -0.025 2.413 -0.83 0.242 -1.629 -0.743 1.599 1.166 2.102 -0.502 -1.898 -1.669 -0.27 0.286 -2.182 -3.825 1.958 -1.062 -0.789 -0.593 -1.18 0.661 0.074 -0.767 0.027 -1.822 -1.379 -0.483 -0.606 -0.077 -2.749 1.81 -0.431 -1.833 -2.972 0.397 0.549 -0.199 0.607 0.485 -0.264 -0.513 -1.085 -1.153 -1.276 0.258 -0.587 0.855 -0.576
1.549 1.806 1.738 2.146 0.131 1.238 0.649 0.515 0.398 3.043 2.623 0.036 2.131 0.857 3.042 1.326 2.702 0.123 4.994 0.295 0.654 1.433 1.764 2.022 1.931 0.412 0.39 3.062 0.651 2.264 1.771 1.153 0.331 1.971 2.368 2.388 1.309 1.885 1.359 0.222 0.789 3.942 1.227 1.313 -0.037 0.156 0.921 1.178 2.168 2.617 1.13 0.45 2.125 0.164 1.437 4.598 0.351 5.917 0.326 2.721
0.106 1.914 2.042 2.244 -0.454 2.307 2.569 0.06 0.126 -0.032 -0.337 2.076 -0.284 2.168 2.334 1.348 0.727 -0.116 2.677 1.814 -0.249 2.536 -0.255 0.731 1.542 1.32 1.131 -0.129 -0.299 0.099 2.339 1.413 0.033 2.746 3.054 -0.043 -0.066 -0.449 -0.076 0.723 -0.384 0.473 -0.482 -0.296 -0.569 1.708 0.002 -0.514 -0.156 -0.526 0.154 -0.041 1.572 3.775 4.193 -0.19 -0.298 -0.106 -0.268 2.306
0.335 -0.661 -0.211 0.96 -2.08 -0.565 0.086 -0.974 0.145 -1.337 -1.101 -1.708 0.778 -1.899 -0.714 0.46 -0.043 -1.925 -0.467 -0.736 -1.048 -0.919 -0.696 -1.587 -1.655 -0.176 0.102 -0.087 -1.799 -1.38 -1.069 -1.725 -1.108 0.993 -0.772 -0.376 -0.048 -2.531 -1.995 -1.828 -1.764 0.743 -1.161 0.372 -2.561 -1.342 0.178 -1.749 -1.494 -1.998 5.122 -1.564 -1.904 -1.375 -2.01 -0.672 1.3 -0.854 1.856 -0.714
2.015 -2.201 0.554 1.45 -0.01 1.359 -0.332 -1.015 1.458 0.451 0.653 2.034 0.373 0.521 0.307 1.616 2.467 2.03 -0.121 -1.405 0.599 0.449 -0.204 0.925 1.67 1.892 0.202 -1.356 -0.875 0.879 0.137 1.356 2.618 -1.626 0.701 1.388 0.08 2.5 1.58 0.776 -0.454 0.411 -1.646 1.264 0.875 0.182 0.696 2.274 0.331 2.291 0.89 0.356 -0.431 -2.05 2.916 0.484 -2.083 0.627 -1.143 2.22
-0.262 -1.45 -1.318 -1.724 -1.62 0.055 -1.604 -1.077 -1.653 -1.388 -0.708 -1.546 -1.01 -1.22 -0.872 1.03 -0.65 -1.224 -0.499 -1.558 0.088 -1.125 -1.528 -0.613 1.09 -1.129 -2.03 -1.517 -1.923 2.089 -1.234 -1.372 -0.919 -1.834 -0.9 -1.409 -1.847 2.689 1.656 -1.858 -1.608 -1.415 -1.47 -1.3 -1.611 -1.489 -1.985 0.735 -1.852 2.14 -1.72 0.673 -1.12 -1.87 3.567 -1.674 0.641 -1.274 -1.579 -1.526
3.892 1.327 2.332 1.956 2.363 2.765 2.142 3.649 1.493 5.102 2.944 0.891 2.073 3.013 1.362 1.201 2.569 4.835 1.26 2.384 2.932 3.687 3.792 1.359 3.614 3.023 1.267 2.063 2.849 3.297 2.434 1.648 1.825 4.042 4.294 4.716 2.01 1.103 1.639 2.113 4.82 4.411 1.815 4.747 4.499 1.253 3.59 4.082 2.719 4.744 1.547 2.175 5.915 3.34 2.317 3.768 3.575 4.33 1.495 1.6
2.195 1.311 1.884 2.233 2.191 2.011 2.158 2.525 3.52 0.965 1.99 1.027 -0.221 3.65 3.668 2.37 3.444 2.365 0.022 -0.081 2.594 0.949 1.511 2.759 2.065 1.116 1.084 1.368 2.767 2.916 1.593 2.976 3.261 3.212 0.307 0.866 2.381 4.58 1.844 2.508 1.544 4.241 0.177 2.817 4.836 4.285 2.386 2.599 0.745 0.784 1.264 2.615 -0.31 1.509 4.499 2.065 -0.067 1.25 0.667 2.321
2.269 -1.012 1.533 1.433 -0.553 1.756 -1.949 -1.079 -1.348 -0.359 0.138 -0.042 -0.178 0.336 1.085 0.222 1.342 -0.6 -1.045 -2.783 0.187 1.836 1.487 0.347 -1.512 -2 -1.182 -0.702 -1.74 0.191 0.803 -0.771 -0.217 2.055 1.012 0.44 1.465 -2.042 -0.445 -0.308 -1.833 2.109 -1.288 0.104 0.562 -0.981 0.502 0.638 -0.676 -0.99 -0.951 0.737 0.199 0.389 -1.502 2.457 -0.939 1.211 -1.894 -0.9
3.321 1.015 3.355 4.899 2.058 2.701 2.463 1.831 0.679 4.404 3.485 1.184 1.614 2.497 4.194 2.749 2.895 4.039 0.742 1.484 3.026 4.347 3.538 2.379 3.266 1.289 3.309 2.897 2.42 4.622 1.821 1.878 4.335 5.107 4.132 4.546 3.616 2.826 0.882 3.816 3.01 2.951 1.187 -0.108 5.324 4.628 3.379 3.93 2.915 4.152 3.337 4.331 4.995 3.562 3.802 2.903 3.295 3.335 2.735 1.539
0.237 -1.816 -0.967 0.754 0.03 1.678 -1.534 -1.367 -1.51 -2.581 -1.451 -0.735 0.443 -0.658 -1.397 -0.581 -1.727 -1.703 -1.746 1.542 1.516 -0.295 0.568 0.82 -2.268 -1.915 -0.361 -1.114 2.399 0.244 -1.714 -0.802 -1.213 -0.967 0.822 -2.076 -1.079 1.787 -0.458 -1.816 -2.457 -0.565 -0.903 -0.508 -0.298 -1.551 0.335 -0.184 -0.817 -2.126 2.476 -0.737 -2.443 -1.731 -0.573 0.421 -1.198 -0.492 1.794 -1.425
0.559 2.313 0.554 1.609 -0.038 0.597 2.352 2.32 2.524 -0.521 0.317 1.623 2.387 0.891 1.872 0.902 -0.584 3.234 0.644 -0.747 1.784 0.287 0.5 1.716 -0.61 2.484 2.274 0.487 2.062 1.095 0.609 -0.408 1.601 0.203 3.342 0.062 1.997 2.077 0.571 1.699 0.074 4.008 -0.691 3.978 2.177 1.301 0.938 -0.347 -0.004 1.267 -0.469 0.557 -0.907 1.578 0.238 0.447 -0.914 1.046 3.49 -0.169
-1.149 4.414 -0.898 -1.024 -1.605 -1.717 -1.423 0.398 -1.346 -0.158 -1.114 -2.025 -1.48 -0.389 -1.047 -1.274 -1.188 -1.208 -0.984 -1.76 -1.213 0.141 -0.735 -1.615 -1.111 -1.352 -1.133 1.627 0.174 -1.085 -1.513 -0.959 -0.832 -1.71 -0.795 -1.153 -1.322 -1.387 -1.259 0.774 -1.865 -1.568 -1.689 -1.79 -1.329 -1.057 -1.081 -1.737 -1.153 -1.611 -1.326 -1.621 -0.419 2.933 -1.654 -0.697 -0.204 -1.848 3.669 -1.568
0.073 -0.374 0.218 1.712 -1.123 -1.383 -0.043 -0.809 -1.358 0.152 -1.29 -1.834 -0.986 -0.848 1.286 1.61 2.226 -0.33 0.609 -1.15 1.015 -0.424 0.623 1.069 1.127 -1.515 -1.786 -0.263 0.378 2.014 0.494 -1.45 -0.555 -0.033 -0.662 1.28 1.793 -0.518 -0.994 1.044 -1.207 0.163 0.245 3.122 0.522 1.848 0.589 -0.2 0.621 -0.674 -1.502 1.3 2.625 1.901 1.872 -0.018 -1.709 -0.829 -1.559 1.568
-2.218 -2.284 -2.672 -2.539 -2.35 -2.945 -3.238 -3.025 -0.005 -3.312 -1.932 -2.315 -3.232 -2.868 -2.421 -2.686 -3.243 -2.915 -2.084 -3.136 -0.565 -2.681 -1.739 -2.473 -3.106 -3.214 -3.451 -2.024 1.013 -0.153 -3.173 -2.992 -2.722 -0.607 0.386 -3.021 -2.239 -2.509 -2.645 -1.439 -2.694 -1.258 -2.885 -2.09 -1.602 -2.181 -2.89 1.252 -2.168 -3.086 -3.025 -3.157 -3.484 2.784 -1.743 -2.837 -2.597 -2.377 -2.937 -3.112
2.896 3.018 3.313 1.174 2.491 2.685 2.223 5.074 -0.057 -0.73 3.381 3.289 2.338 4.031 1.981 3.281 1.121 2.179 3.607 4.869 2.965 1.616 1.593 3.874 3.444 3.992 3.91 4.814 1.95 1.931 2.31 5.103 4.512 1.65 2.858 0.886 3.368 1.466 2.973 3.588 2.896 2.854 3.957 3.683 4.087 2.853 2.637 2.534 1.69 2.335 4.38 1.495 0.358 3.826 2.142 3.001 2.094 4.426 4.292 2.105
-2.898 -4.307 -3.164 -3.564 -3.391 -2.057 -4.146 -3.461 -3.063 -3.131 -3.645 -3.341 -3.41 -2.131 -2.614 -4.033 -2.29 -3.269 -3.483 -0.994 -1.542 -2.765 -2.777 -3.152 -0.284 -3.588 -3.799 -3.538 -2.593 -0.948 -3.016 -2.762 -2.785 -3.346 0.396 -2.973 -3.648 -0.938 0.845 -3.539 -3.969 -3.696 -4.001 -1.241 -2.761 -3.417 -3.68 0.648 -3.677 -1.944 -3.406 -1.17 -2.98 -4.099 -1.992 -0.405 -4.185 -3.706 -3.218 -4.009
1.377 3.213 1.28 2.138 0.255 1.703 2.027 -1.179 2.593 0.47 0.822 -1.342 -1.227 1.842 0.752 1.396 0.773 -0.43 -0.761 -0.767 1.042 -0.085 0.339 2.16 0.698 -0.312 -0.289 1.824 1.111 0.881 2.941 -0.736 3.501 1.32 1.053 0.872 0.916 -0.233 -0.9 1.354 1.012 -0.502 -0.932 -0.315 1.178 0.972 2.234 1.631 0.553 0.469 -1.025 -0.103 0.373 4.001 1.416 -0.366 0.736 0.745 1.696 3.265
1.356 2.168 2.711 3.498 0.456 3.039 2.785 3.518 0.764 2.332 1.828 2.548 -0.09 2.186 1.922 2.806 2.371 2.34 2.336 0.003 1.997 2.886 2.031 4.057 2.462 2.417 0.659 2.527 1.935 2.354 2.426 2.152 2.227 2.421 0.523 3.426 4.056 4.144 2.671 0.707 0.836 3.678 1.586 4.29 4.729 1.969 3.067 5.102 3.199 3.254 2.41 2.88 1.173 1.384 4.106 1.976 0.683 2.536 -0.313 5.475
-0.612 -0.843 0.281 1.279 -1.192 2.091 0.171 -2.965 3.054 1.295 0.794 1.226 2.233 -0.517 -0.016 1.177 -0.09 -0.591 -0.505 0.017 0.167 -0.115 -0.506 -0.35 -0.906 1.992 0.219 -1.94 1.227 -1.237 -0.555 1.546 -1.927 0.584 0.303 1.467 -0.408 -0.211 1.958 1.247 0.63 -0.273 0.726 -1.034 -1.767 -2.229 2.574 -0.323 1.973 0.157 0.91 0.202 0.774 -1.241 -1.669 0.332 -0.311 0.557 -0.119 1.435
1.589 0.448 0.821 6.171 0.814 0.942 0.191 0.572 0.277 0.267 0.665 0.767 0.02 0.385 0.211 0.807 0.298 0.039 0.962 2.177 0.95 1.423 2.047 0.931 1.348 0.438 0.938 0.704 4.851 0.578 2.012 0.245 0.349 2.77 0.476 -0.224 4.798 -0.096 -0.123 0.327 0.277 0.575 0.146 2.549 0.264 -0.171 -0.085 0.57 0.076 -0.278 0.179 0.659 0.38 0.777 0.668 1.007 -0.286 2.785 0.268 0.12
-0.124 -0.096 2.676 2.028 0.736 -0.663 -0.172 -0.408 -0.97 0.632 -0.593 -0.358 -0.775 0.245 1.734 0.412 1.283 -0.737 -0.867 1.525 2.084 -0.775 2.372 2.386 -0.453 -0.984 -0.624 2.178 -1.22 -0.891 -0.397 0.44 1.414 -0.812 1.106 0.945 -0.388 5 -0.8 0.246 -0.918 -0.822 -0.883 0.125 -1.393 -0.601 -1.043 0.426 -0.883 -1.205 -0.732 -0.212 1.034 0.452 0.352 0.86 -1.146 -0.988 -0.712 0.355
-3.53 -3.424 -2.564 -2.516 -4.954 -2.68 -4.523 -5.309 -5.082 -4.413 -3.859 -3.53 -4.958 -4.663 -3.294 -3.057 -4.045 -2.794 -5.961 -4.966 -3.023 -4.073 -4.71 -1.969 -4.061 -5.671 -3.218 -4.744 -1.542 -3.498 -4.5 -4.612 0.548 -2.98 -4.071 -3.372 -3.181 -1.148 -2.287 -4.759 -4.633 -2.544 -5.228 -2.484 -2.411 -1.806 -3.373 -3.34 -3.074 -5.429 -4.427 -3.924 -3.857 -4.053 -1.1 -4.506 -4.546 -4.327 -4.559 -4.156
-0.246 4.884 0.397 0.175 -0.872 0.29 -0.486 -0.727 -0.662 0.889 -0.667 -0.799 2.217 0.055 -0.43 0.068 0.029 -1.175 -0.795 -0.098 -0.000157 -0.563 -0.5 0.008 -1.109 -1.237 0.134 -0.603 0.802 0.383 -0.724 -0.721 -0.077 -0.872 0.949 -0.78 0.343 -0.593 -0.58 -0.741 -0.45 0.419 -0.866 0.075 2.261 -0.68 -0.053 -0.583 0.000963 -0.833 2.236 0.052 -0.691 4.747 0.22 -0.311 -0.888 -0.347 3.208 -0.611
-0.464 -3.211 -0.893 0.03 -1.452 -0.859 -1.883 -1.064 -0.697 -1.833 -1.713 -1.035 -0.71 -0.921 -0.459 -0.678 -0.551 -0.503 -0.414 -1.936 -0.804 -0.437 -0.983 -0.979 -2.84 -2.353 -2.262 -2.522 -1.684 -1.857 0.193 -0.755 -0.715 -0.751 -1.859 -0.606 -1.377 4.518 -0.48 -2.088 -2.132 -2.398 -1.849 -1.449 -0.932 -1.642 -1.418 -1.28 3.036 -1.794 -0.981 -0.785 -1.723 -3.308 0.094 0.544 -1.194 -1.02 0.697 -2.289
0.495 -1.736 1.304 0.293 -0.708 1.005 0.242 0.185 -0.414 -0.531 -0.478 -1.876 0.086 3.321 0.063 0.097 -0.465 -0.993 -0.117 -1.893 1.53 0.755 0.137 -0.481 -0.962 -0.437 0.756 4.476 -0.654 -0.312 0.556 2.654 0.364 1.029 0.433 0.337 2.982 -0.891 -0.987 0.772 0.064 -0.798 3.061 0.054 0.045 -1.128 1.397 -0.779 -0.584 -0.705 0.489 0.234 -0.341 0.544 -1 -0.363 -0.563 1.284 -1.459 0.346
1.375 -0.905 0.101 0.218 2.714 -0.196 2.556 -0.732 3.3 1.612 1.162 -1.895 2.117 -1.067 0.342 0.099 0.28 -0.114 0.998 0.004 0.278 -0.058 -0.314 1.772 0.12 2.194 0.258 -3.21 0.161 0.293 0.853 0.144 1.7 -0.33 0.331 -0.532 -0.788 1.315 0.621 -0.385 2.704 -1.316 0.205 -0.182 -1.384 -0.445 0.779 -0.311 1.269 1.125 1.615 0.503 -1.443 -0.793 0.509 -0.072 1.837 0.957 2.591 1.733
-1.148 -0.99 -0.462 -0.91 -0.446 -1.742 -1.278 0.702 0.881 1.819 -0.1 0.128 -0.095 0.156 3.289 -0.801 -0.669 0.433 -1.224 0.219 0.055 -0.89 0.041 -1.051 0.922 -0.965 -1.846 -1.537 -1.42 -0.477 -0.249 -1.008 -0.998 -0.772 0.187 0.444 -1.851 -0.793 0.305 0.84 0.396 1.429 -1.4 0.408 0.617 0.862 -0.377 1.748 1.784 3.367 -0.831 1.856 2.943 -1.73 -1.405 1.001 -1.026 0.434 -1.032 -1.226
-1.427 -3.481 -0.796 -0.924 -2.407 -2.095 -2.247 -2.83 -0.799 -2.26 -2.191 -3.45 -0.307 -3.056 -0.182 -1.815 0.307 -3.977 -3.132 -3.062 -1.572 -2.072 -0.755 0.292 -0.676 -1.831 -2.203 -3.491 0.498 -2.178 0.363 -3.13 -1.641 -0.572 -2.343 -2.428 -1.83 -0.391 -1.673 -3.1 0.172 -1.267 -3.836 -0.803 -2.634 -3.217 -1.911 -2.362 -2.081 -0.777 -1.083 0.764 -1.553 -3.93 -1.592 -0.89 -0.49 -2.765 -1.788 0.615
-1.435 -2.202 -2.594 -0.644 -0.661 -0.721 -2.246 -2.418 -0.35 0.37 0.374 -1.857 -0.885 -2.235 0.093 0.08 1.149 -3.222 0.09 0.171 -2.71 -1.744 -2.56 -0.978 -2.375 -0.608 -2.229 0.422 -2.85 -3.148 -1.166 -2.185 -2.49 -1.207 -3.284 -2.302 -2.554 -1.941 -2.458 -3.169 -1.574 -3.383 -2.813 -2.825 -3.171 -0.022 0.772 -3.686 -1.777 -0.656 -1.73 -1.67 -1.666 -1.355 -3.332 -2.727 0.168 -2.604 -2.749 -0.851
-3.891 -4.342 -4.903 -4.339 -5.306 -3.109 -4.517 -5.386 -4.783 -3.039 -5.083 -2.116 -4.266 -5.349 -3.485 -1.749 -3.539 -3.813 -5.374 -5.255 -5.443 -4.906 -5.055 -2.025 -2.835 -3.506 -0.576 -5.949 -4.01 -4.687 -4.333 -5.077 -3.211 -5.177 -4.994 -3.373 -4.202 -3.747 -5.031 -3.891 -5.34 -5.168 -5.354 -4.735 -1.419 -0.301 -4.888 -5.666 -3.319 -5.074 -3.233 -5.116 -4.804 -4.317 -3.279 -4.916 -4.33 -5.509 -4.986 -5.032
0.265 3.443 -0.395 -0.078 1.134 -0.098 2.451 2.335 -0.6 0.609 1.824 -0.653 0.755 -0.155 0.614 -0.326 0.253 -1.045 2.819 0.727 -0.128 2.666 0.083 -0.587 0.248 0.894 0.862 1.355 -1.643 -0.276 1.446 2.956 0.217 0.02 4.945 0.062 0.533 2.954 -1.662 0.313 0.583 -0.389 0.667 -0.03 -0.15 -0.324 0.606 1.541 1.272 0.992 1.3 0.208 0.646 2.559 1.479 0.668 0.523 0.756 -0.291 1.729
1.366 4.819 0.821 1.361 0.623 0.836 2.886 1.809 0.916 0.273 -0.2 2.535 1.301 -0.000261 0.926 1.319 0.984 -0.477 -0.103 1.356 0.219 1.411 1.379 0.364 -0.967 0.019 -0.069 4.864 0.566 0.632 1.322 -0.038 0.328 1.207 0.873 0.206 0.955 0.861 1.189 2.478 -0.768 0.48 0.874 1.532 0.476 0.471 0.873 0.275 -0.58 -0.602 0.087 0.379 0.095 5.699 0.196 1.226 0.46 0.924 1.003 1.95
2.952 -0.493 2.282 2.742 1.089 2.209 1.489 1.147 0.547 0.535 1.112 0.407 2.076 2.561 2.96 2.316 3.034 0.126 1.397 -0.674 1.793 2.81 3.095 1.779 -0.466 -0.159 0.753 1.014 0.578 1.527 2.566 1.039 1.967 3.094 1.868 2.595 2.603 -2.126 -0.074 1.465 -0.138 3.137 0.819 2.573 0.765 -0.706 1.311 0.94 0.265 0.491 0.451 2.873 0.835 1.985 0.09 4.284 1.143 2.781 0.812 1.829
-0.066 -3.321 -0.835 -0.106 -2.167 -1.158 -2.511 -2.286 -2.429 -0.987 -1.744 -0.423 -1.814 -1.172 0.19 -1.885 -0.662 -1.606 -2.735 2.104 1.932 -0.447 -0.777 1.687 2.749 -2.965 -2.1 -2.863 0.521 -0.749 -0.758 -0.839 -0.742 -0.257 -0.334 -1.279 -1.385 -1.24 -1.224 -1.289 -1.991 -0.639 -2.578 -1.048 -0.837 -1.795 -1.692 -0.968 -1.204 -1.558 -2.108 -0.707 1.199 -1.627 -1.871 -0.09 -2.004 -0.987 -1.888 -2.454
2.873 3.148 3.646 3.741 2.764 -0.018 4.636 4.624 2.758 3.334 4.03 3.506 6.49 2.694 1.354 2.47 3.534 2.16 5.458 4.992 3.143 2.056 2.901 4.102 2.923 3.48 3.221 3.716 1.556 3.009 4.729 4.289 5.61 4.606 1.57 3.644 3.688 2.668 3.427 3.73 3.095 1.523 1.932 2.708 1.79 4.214 4.758 1.041 2.492 3.924 5.631 3.33 3.049 1.974 3.54 2.253 0.988 3.674 3.69 3.693
0.905 -0.711 1.197 0.537 -0.375 0.997 1.811 -0.869 2.525 2.546 0.465 1.41 0.488 0.734 1.815 2.45 1.964 -0.108 3.291 -0.169 1.277 1.324 -0.791 0.922 -0.585 0.521 0.715 -0.271 -0.804 0.201 -1.115 2.142 -1.122 1.423 0.021 2.496 1.806 0.03 2.966 0.632 2.401 0.506 1.05 0.57 -0.49 0.329 1.855 2.874 2.761 0.783 1.655 0.632 0.753 -0.499 -0.75 2.069 1.194 3.07 -1.369 3.069
-1.184 -0.805 -0.551 0.45 -0.453 -0.721 -1.7 -0.948 0.348 0.002 -1.157 0.123 -2.171 -1.117 0.521 -0.911 -0.686 0.755 -1.723 -1.406 -0.257 0.037 0.099 -0.364 1.099 -1.388 0.784 -2.019 4.701 1.866 0.048 -0.699 -0.652 -0.089 2.917 -0.218 -1.479 2.244 -0.539 -0.28 0.148 -0.716 -2.383 -0.228 2.326 -1.203 -0.847 0.216 0.377 -0.643 -0.678 0.222 -0.102 -1.163 -0.414 -0.714 -1.442 -0.447 -1.856 -1.021
-3.129 0.361 -3.403 -3.877 -2.902 -3.805 -1.78 -3.124 -0.834 -3.254 -3.001 -1.778 2.848 -2.864 -3.085 -3.556 -3.438 -2.92 -2.25 -3.291 -3.172 -2.058 -3.203 -3.024 -1.762 -2.832 -3.489 -1.413 -3.516 -3.451 -3.224 -2.895 -2.855 -3.5 -0.616 -3.45 -2.731 -2.352 -2.808 -3.404 -2.773 -2.7 -2.781 -3.416 -2.77 -2.803 -3.632 -3.59 1.659 -2.736 -0.746 -3.297 -2.377 -3.213 -3.538 -2.648 -3.265 -3.295 -3.234 -2.866
0.525 -0.703 0.315 1.32 0.774 -0.166 -0.487 -1.376 -1.162 -3.286 -2.363 0.128 0.776 -0.518 1.825 -0.219 0.603 -1.794 -0.885 -0.63 0.735 1.382 1.524 1.077 -0.996 -1.796 1.978 -2.013 -1.427 -0.293 1.48 -1.241 -0.778 0.372 -0.122 0.267 0.437 0.038 0.106 0.355 -1.377 -1.264 -1.461 -1.532 -1.564 -0.013 -0.335 -1.458 -0.7 -1.307 -1.048 0.078 -2.495 -1.247 0.954 2.697 -0.664 1.038 -2.575 0.095
0.481 0.823 1.384 0.693 1 0.722 0.988 0.771 0.589 1.491 1.717 3.617 2.542 2.434 0.708 0.476 0.474 1.549 0.85 1.165 0.923 0.807 2.603 1.808 2.556 1.222 1.313 0.432 1.517 2.568 1.862 1.012 5.772 2.343 4.633 1.815 1.106 5.346 1.087 1.057 1.127 0.981 0.938 4.831 4.099 1.345 1.046 3.358 1.702 3.339 2.199 2.818 1.148 1.715 3.15 2.384 2.064 1.924 1.774 1.349
0.39 3.583 0.419 0.349 0.255 0.542 0.237 4.181 0.614 1.213 0.027 0.119 0.202 0.535 0.302 0.618 0.522 0.347 4.098 0.805 0.258 1.315 0.143 0.38 0.359 3.596 3.201 4.549 0.244 0.134 3.368 3.082 0.86 0.245 0.196 0.235 0.485 0.14 0.347 0.458 0.139 0.183 0.089 0.141 0.227 0.295 1.438 0.113 0.313 0.384 0.323 0.138 0.361 3.542 0.366 0.324 0.312 0.029 0.296 0.387
0.505 -0.357 0.147 -1.689 1.093 -0.822 -0.167 -1.702 0.886 -0.924 0.955 -2.285 -1.463 -1.076 -1.574 -1.96 0.465 -2.129 1.086 1.327 0.09 -0.451 1.081 -1.705 -1.14 1.085 0.958 1.36 0.98 -1.914 -1.396 1.121 -1.772 1.235 -0.414 -0.043 0.294 0.153 0.482 -0.217 0.137 -1.762 0.135 0.577 0.061 -0.518 1.314 -2.42 0.84 0.126 2.22 0.432 0.488 1.541 -2.358 -2.16 -1.845 0.597 0.918 -1.649
-1.113 -1.282 1.911 -0.994 0.419 -1.02 -1.665 -0.044 -1.373 -1.924 -1.27 0.336 -1.001 -1.976 1.73 -0.437 -0.653 -1.157 -0.687 -1.117 2.533 -2.262 -1.74 -0.805 -0.384 -1.187 -2.128 -0.226 -0.025 1.607 -1.514 0.564 -0.98 0.476 -1.077 -0.751 2.484 -1.439 -0.68 1.03 -1.903 2.078 -2.299 1.369 -0.321 -0.865 -2.261 -0.425 -1.528 -1.682 -0.895 -1.713 -2.032 -1.531 -0.605 1.488 -0.853 -1.228 -0.47 -0.14
0.855 0.514 3.501 2.681 3.32 1.603 2.048 1.402 0.446 4.572 1.909 1.523 2.648 3.211 2.991 3.708 4.143 2.318 0.67 1.981 4.291 4.108 3.458 1.159 2.87 0.998 1.08 1.026 1.264 1.248 4.241 1.923 2.634 2.387 1.989 4.474 1.176 2.627 0.979 4.724 3.174 2.268 2.958 2.582 4.327 2.964 1.827 5.193 2.458 3.932 1.313 1.179 2.862 2.741 1.769 3.258 2.5 4.741 3.273 1.044
1.884 5.541 0.372 0.395 -0.179 -0.185 0.928 0.125 0.812 -0.287 1.864 0.738 -0.297 0.7 0.407 3.663 0.611 -0.312 -0.275 -0.297 0.479 -0.223 -0.318 0.52 1.906 -0.118 -0.42 2.166 -0.503 -0.004 -0.339 -0.38 -0.334 -0.331 -0.08 0.584 1.272 -0.231 -0.215 0.454 -0.17 2.367 0.133 0.262 -0.419 4.634 0.676 0.299 1.419 2.594 -0.36 -0.073 -0.209 0.096 0.197 0.978 -0.081 1.085 -0.309 2.025
-0.399 -2.788 -2.117 0.403 -3.968 -3.595 -3.733 -2.829 -3.293 -2.411 -4.374 -2.201 -1.168 -3.661 -2.335 -2.12 -0.419 -3.727 -4.977 -1.348 -2.191 -2.377 -1.062 -1.491 -1.47 -4.274 -4.078 -1.803 -0.691 -2.067 -0.825 -4.26 -0.842 -2.446 -2.231 -1.823 -1.847 -0.78 -3.54 -3.735 -4.167 -4.2 -2.602 -2.674 -2.89 -1.954 -1.585 -3.15 -4.179 -3.285 -1.58 -3.136 -1.462 -1.409 -2.06 -1.814 -4.534 -3.508 -1.697 -3.497
-4.279 1.312 -4.696 -4.869 -3.889 -4.864 -3.969 -3.56 -3.99 -4.049 -3.812 -3.657 -3.963 -3.784 -4.167 -3.798 -4.245 -3.3 -4.24 -4.023 -4.016 -4.557 -4.231 -4.322 -3.869 -3.646 -4.569 -3.722 -3.548 -3.742 -4.498 -3.368 -3.423 -4.45 -3.759 -4.602 -4.416 -2.648 -2.903 -4.551 -4.115 -3.161 -3.984 -3.964 -2.824 -4.325 -4.483 -4.174 -3.62 -3.964 -4.101 -4.092 -4.451 0.68 -4.241 -3.887 1.612 -3.962 -4.18 -3.656
