"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50"
-43.6 24.663685 39.351948 182.46227 -64.89566 21.340319 56.303032 13.925914 49.002132 -6.2787247 97.75435 43.577164 23.64984 7.6505504 396.75958 108.18794 -0.82913595 194.10815 153.4085 370.6069 251.99149 -9.5 27.038002 -42.723755 -9.082512 36.320488 12.762589 21.80121 24.678534 22.920488 23.916899 17.155594 26.73752 19.419083 60.81702 92.08475 88.13931 86.33183 7.093806 32.75915 6.479984 159.22871 93.07275 46.88803 -22.653833 24.44948 -45.152058 8.8951 60.528233 172.55649
157.6 143.52167 -6.7504315 33.927013 5.10186 -31.437935 43.60954 27.68303 86.519394 233.14996 88.23001 124.252396 -74.08788 76.01717 85.520615 86.69271 533.6082 -7.234477 238.46667 67.5014 117.72913 65 13.937489 43.771694 -18.219408 -21.890678 4.647649 130.9431 21.519314 34.035355 -19.814968 37.068336 52.920322 16.802738 42.517754 31.743036 75.880394 80.04732 120.02263 44.549896 20.861002 72.69137 62.115505 45.2787 159.57262 56.86687 196.83052 110.765175 44.763073 4.7959547
2.1 356.96753 31.604294 73.24517 412.0262 89.212944 -31.616915 45.575718 43.85134 115.63318 15.325527 43.159157 12.553469 189.31044 91.96971 287.69452 183.1206 122.98611 216.08826 190.3242 42.17163 74.3 37.154507 139.5374 40.517788 8.116768 -11.139602 59.359066 10.347586 3.0142014 40.357697 35.580353 15.476697 17.44229 53.002113 48.662674 50.681526 101.97432 39.931267 33.205288 2.5578883 241.13298 52.114708 111.17422 1.2447162 47.589165 41.02889 41.29868 15.9435005 131.98663
91.9 325.35077 236.72537 227.54337 268.56192 263.47488 363.90604 310.75888 317.6786 297.7162 354.73834 258.22345 334.34818 384.9692 215.1334 301.36035 138.82104 180.14868 297.90616 239.50912 173.3989 49.9 166.99513 144.69649 167.50978 34.84471 155.14293 33.550777 172.10873 130.99217 204.1041 124.94699 125.08944 99.3629 223.45999 155.64569 157.32272 112.66258 82.60851 202.09975 197.24161 210.2458 137.69942 166.41336 32.611565 70.72886 77.0559 74.44352 238.90283 169.91382
-5.1 627.8745 42.880585 40.24766 180.19771 55.27663 30.91605 34.856983 24.779488 15.3828745 28.83277 11.913181 18.26978 86.10939 12.3374 56.941025 -12.081696 28.836014 11.239831 19.24627 6.309771 -7.2 35.33499 152.59636 5.329857 1.0658382 18.295504 -15.7566395 30.264397 21.97855 22.560614 12.472816 7.710613 26.337856 14.275752 -5.2780285 15.1533785 16.926912 -11.670455 -0.4461363 11.197867 19.331112 6.884971 54.15176 -6.223581 -15.499225 11.355606 -0.4235762 5.3858356 6.9492397
68 173.30176 272.54868 126.97069 124.48539 98.06136 186.3529 140.10313 318.7227 359.9802 346.94568 137.4196 124.30176 148.29047 200.97345 185.62773 115.36835 534.1286 134.87796 178.33015 179.94827 70.7 122.59895 59.410202 169.4677 58.86707 37.402504 45.911587 205.80707 114.037285 108.6019 108.40409 117.21241 91.979004 40.815495 94.25586 100.625244 101.515594 80.89227 73.16635 91.68609 91.59645 136.34253 73.50721 48.212006 97.14303 82.93648 72.749214 66.23508 95.38076
124.7 297.9321 240.94438 407.86774 175.29991 126.16813 174.43816 137.40236 178.5376 360.6081 261.65958 267.6286 157.81505 201.03043 392.62372 339.0838 424.04382 194.00626 364.02875 251.22424 376.19012 104.7 106.805565 120.67445 82.34084 164.54903 87.272514 200.15007 143.26369 127.726776 128.41687 141.88377 104.3429 102.79323 142.33195 182.82191 170.60321 164.17728 182.26506 117.01518 97.427124 182.71362 168.6064 86.94728 163.97061 194.94096 146.06825 119.2367 89.56181 119.65417
28.4 273.3996 359.38376 386.8609 246.31781 195.28995 257.29626 127.52762 206.51894 330.9934 215.76956 204.09161 83.951324 271.35037 326.0999 211.39355 127.80539 191.05133 100.145874 160.01367 213.17441 15.9 62.95524 208.5403 141.07805 160.28568 152.78223 42.583675 97.98156 123.01708 66.2594 118.11976 176.23466 83.78113 167.09206 176.8701 280.42264 128.7638 38.90152 59.144928 115.73024 217.54158 191.52281 133.53085 16.762178 106.52988 -18.790825 48.817158 106.325676 128.26732
103.1 263.95392 109.6178 159.03868 160.81064 105.7647 263.8377 230.74817 217.65579 351.29465 246.68036 272.54013 318.09592 168.31212 350.49432 261.9287 195.2023 384.44623 330.208 227.14316 363.41086 42.9 178.49448 47.157352 58.193333 60.096886 39.24681 98.41107 183.23468 137.64853 189.44962 132.12433 182.17015 229.71495 113.0067 250.50047 141.37479 143.80994 77.00213 239.51144 113.11551 184.04497 164.83727 147.92783 39.084087 81.97125 43.124268 84.60935 173.20277 196.29156
58.5 269.3327 348.41434 87.09482 241.01187 239.63617 285.0195 224.67143 255.79948 165.0258 322.09583 98.545006 383.21704 188.65933 407.6249 152.88664 42.99662 288.97153 217.5059 331.37054 181.30608 87.7 105.67746 139.77922 203.02403 227.26953 102.98599 44.553253 187.21803 160.7574 169.37001 138.25133 45.20971 85.99048 151.96518 131.95071 67.8213 83.57949 71.96781 117.77998 147.33438 149.16376 155.18825 148.40628 153.432 52.719193 100.98378 85.24471 247.17775 65.77309
139.2 250.96614 135.39218 306.55145 233.66519 299.70135 232.45442 137.23357 174.22208 118.98183 220.79149 258.95496 268.77875 57.13496 351.5458 234.02759 184.89732 268.89838 310.46234 531.6433 182.98335 80.8 143.99646 103.74617 130.03763 92.23601 127.47836 135.56143 95.82963 66.06124 279.22894 127.22273 57.524498 110.2934 170.10971 208.2388 193.24814 152.8468 167.0477 161.62881 53.601974 226.4882 120.86391 130.92113 184.54991 55.33878 64.348434 50.405567 136.92863 219.9777
138.9 229.7134 203.51016 388.9058 211.82924 389.9553 235.10214 109.55053 199.97603 121.80726 243.30356 508.19122 65.68154 277.53595 342.99374 275.87927 285.45966 217.64569 207.88623 283.5803 217.32768 136.3 57.86059 117.2888 148.20265 347.46326 161.48734 71.651955 106.36036 123.205475 157.03114 124.728165 134.96346 219.94725 142.64145 144.30354 170.43294 123.62608 134.09583 177.94466 186.21428 162.10442 262.38272 127.78945 138.1635 146.15114 61.915092 76.773186 159.47067 207.79207
85.6 242.96355 218.4685 131.80412 211.42108 188.00302 194.91907 499.64493 357.70166 188.88496 206.50497 202.62859 469.1859 279.81482 165.71371 240.71819 314.95322 246.3798 199.27916 204.08482 201.35358 121 134.0619 119.465294 140.42542 84.61116 95.16614 106.357315 281.12466 97.71036 85.80972 66.21534 120.76262 114.5377 104.41803 263.67682 195.51831 91.331924 167.7342 132.1838 156.82698 92.71478 193.93506 139.35922 93.60266 145.49625 109.230125 87.997955 97.83673 109.76863
113.9 258.57513 329.6205 279.9676 245.50151 579.8321 185.88567 192.7684 137.26166 156.86346 167.71494 150.2733 129.45764 224.4704 154.1474 212.67471 210.60054 285.609 164.54706 112.13043 134.98117 38 90.24797 155.9014 146.57106 104.53414 136.25725 49.57908 97.661064 87.663025 99.53796 107.52881 74.277054 104.01418 80.47036 109.26642 95.85788 75.964676 60.06852 82.025345 78.10085 104.96315 104.12891 107.34663 79.661835 39.402958 70.634575 71.05491 56.67611 84.124954
47.6 204.39375 58.222473 92.300064 252.23596 135.74524 280.58066 55.028458 103.85111 498.5307 86.15197 121.953354 146.27032 337.4381 101.713455 226.19821 130.17435 46.87126 299.32376 89.16508 178.83008 86.9 33.006012 196.77112 128.24289 29.023598 69.49341 80.61694 55.675503 47.0341 37.87669 42.320045 25.40619 43.140594 130.53221 64.27216 44.3818 109.726746 95.07989 82.981346 34.446228 53.307007 31.861837 109.60838 152.02133 71.16545 73.54107 141.89803 48.401184 68.024254
-228.7 -386.61642 -169.06763 -176.97816 -261.62338 -216.73436 -243.74617 -275.39548 -263.8041 -309.85507 -203.90742 -266.16556 -230.33374 -562.0713 -267.56738 -272.32043 -485.5183 -173.52556 -234.72006 -255.87311 -286.3358 -191.5 -161.97328 -215.23099 -108.77259 -151.18506 -97.15798 -255.63788 -159.56343 -158.18277 -75.7203 -165.3414 -125.20038 -152.50374 -129.06207 -201.53835 -141.60179 -129.36014 -236.38394 -122.75122 -164.10275 -120.35348 -123.77872 -166.32637 -280.80798 -261.41296 -309.03473 -210.19969 -155.54721 -114.222015
172.4 260.4118 188.78195 192.40799 183.87103 283.1496 417.0941 180.78368 332.15652 315.92447 209.44885 277.86972 402.83185 153.17378 320.7724 286.5557 235.82997 407.98376 257.1997 355.4516 228.26993 81.5 180.314 75.371155 88.16019 260.3925 130.35547 82.654434 158.60193 167.47656 209.29767 214.35739 168.57951 101.048996 121.90486 179.52783 144.09897 127.708725 110.52608 155.31917 209.74684 131.00423 149.3084 129.09431 68.04449 52.064297 162.96648 49.981995 135.64459 228.7866
-6.2 555.06415 36.20686 76.40549 365.70132 78.07434 26.165722 22.281462 55.1274 29.614649 52.470444 69.70256 102.2211 115.734924 161.22739 173.24306 42.759724 33.828823 83.03298 45.83773 67.490585 19.2 29.840055 157.27179 21.482586 93.711784 40.353394 -1.7658302 20.924099 13.940681 34.469444 56.762257 17.196331 16.570175 40.93156 57.309658 38.479366 50.826607 9.496548 32.185547 8.810504 35.78652 49.400925 83.42416 56.01223 36.67422 1.1490792 49.240734 38.98489 105.021614
79.5 239.29022 208.95653 270.76544 109.17981 127.52142 215.47786 238.59734 214.59314 222.26685 231.70119 115.47426 278.86633 224.79597 331.49753 435.17178 27.12459 235.68092 277.45166 360.7513 300.79236 56.7 149.38222 105.27779 40.735336 47.4708 72.07543 15.213306 142.53111 130.05023 160.63687 119.739044 181.39355 175.81827 95.94543 166.7258 156.4714 153.85599 76.54446 150.92154 203.43738 185.32306 172.72734 126.91954 35.100998 85.79148 35.68905 53.158817 120.1291 215.18176
8.7 41.980743 21.862192 65.99501 7.958902 54.131542 76.47244 30.383812 43.920944 37.14912 40.34856 34.590027 37.43624 35.48553 33.787655 66.05159 7.462224 35.662914 31.187996 89.53699 18.769571 3.7 660.70245 15.638507 9.626374 46.486946 22.426748 0.47541583 31.8669 19.466717 86.405174 19.08122 17.307276 44.245274 21.355597 19.277905 33.257977 22.47747 -3.318071 39.06879 16.427328 35.94628 11.257178 5.8718777 5.559732 -0.32744843 16.492666 0.4235762 7.597238 43.310406
142.8 311.57584 77.39983 111.354965 198.5644 135.12067 140.95226 85.83427 167.19194 257.53235 186.76361 144.31671 175.5244 295.44147 422.90643 271.03925 522.35565 181.4733 304.7918 186.79108 200.31526 118.5 79.36727 150.50047 58.628426 82.64346 72.66561 198.72383 103.47585 76.987724 99.041756 79.257095 81.82125 58.373528 93.005165 188.43684 112.8274 108.9928 134.89674 86.741646 145.85648 82.11729 118.80344 133.48735 156.91722 205.31015 209.26761 110.55339 91.951546 115.00503
-143.7 -454.83514 -81.235306 -129.29446 -321.62128 -169.26517 -183.23795 -170.23375 -206.1013 -349.20175 -145.11629 -268.7781 -367.7494 -291.53482 -192.42139 -193.17241 -416.93695 -109.230415 -329.09412 -173.6813 -256.46423 -201.9 -114.01084 -176.21535 -99.09183 -117.24221 -75.39519 -147.03932 -134.61018 -107.7577 -82.07168 -112.60546 -73.50044 -100.93272 -94.12711 -136.29292 -122.19185 -88.07498 -169.56485 -138.81212 -182.12164 -143.8384 -168.55615 -115.219284 -175.25604 -262.72278 -273.81882 -144.54538 -91.2382 -85.397354
187.3 489.7316 263.34354 367.89893 324.07016 276.07086 223.1874 168.29256 211.73933 343.76016 221.65733 217.78131 174.17937 253.93317 201.46413 186.48186 254.4263 388.4201 221.55629 199.25002 141.05133 61.7 168.92383 172.42662 119.813 306.46948 107.48609 58.544064 124.62889 98.840675 170.16394 159.3457 173.23915 190.64421 120.047844 130.79028 216.17683 86.60707 60.182934 130.39928 130.8502 95.48398 118.15012 146.188 80.15972 135.56363 78.74572 84.291664 106.325676 112.65599
54.6 92.357635 392.9825 243.62384 94.8946 208.19824 542.16003 139.09035 62.227142 96.797005 139.22852 166.15753 109.95493 120.78103 136.48248 111.177345 237.72513 130.73006 115.23358 150.9019 118.28824 52.7 169.17856 82.06186 337.90204 26.481981 144.3722 78.307785 103.15536 93.94261 153.29309 76.32488 145.39221 95.75816 123.80055 93.1703 38.763138 99.3596 71.738976 42.38295 167.00168 102.51347 98.751595 41.886063 72.77441 92.995346 122.88389 59.19478 59.529533 69.34558
55.4 185.5024 187.47789 182.27637 218.15555 378.19208 231.83144 214.88107 100.510056 -4.2904615 301.31543 62.596455 458.3137 121.26937 34.488644 261.0746 157.41737 42.48982 181.86249 113.989975 94.406944 7.1 132.5699 161.54416 88.37773 19.595026 65.731026 49.782833 233.27853 131.30615 110.9175 172.86887 39.385143 99.3629 187.9834 108.630066 124.178246 99.81832 93.24923 192.66714 168.53642 52.135426 31.962347 88.861084 108.95416 60.359653 57.25118 169.64227 184.36679 202.16417
30 249.91661 65.74 152.06738 163.4636 123.87795 490.0622 104.73975 238.18936 60.58969 210.57446 325.31345 375.48322 97.34105 51.803062 138.79375 179.09337 72.65046 261.7564 77.44996 191.92885 37.7 92.17666 102.85946 52.26523 40.419865 74.21483 65.74322 173.4823 80.06472 115.78028 128.05426 89.476395 60.87359 219.55255 74.90308 138.99109 64.863556 158.5809 122.49628 151.08594 93.35383 26.283503 110.391304 106.630684 109.36777 63.7401 165.40651 228.4165 64.745384
-2.7 72.1544 111.53554 424.13412 97.95572 64.33325 154.03513 41.355743 106.70493 290.1817 120.78593 137.52411 111.63621 61.041626 287.89606 112.31617 374.651 89.15729 260.03497 114.82677 289.8501 36.1 68.45018 28.616856 223.7996 14.019873 60.493202 60.853226 66.52673 53.753254 58.254025 132.56197 58.35658 74.88556 141.79033 140.4854 112.146355 99.22198 59.382027 80.36826 33.479916 78.65579 131.92006 63.37278 26.056059 66.90862 12.504685 24.143843 80.25252 120.632935
71.8 244.01308 78.47377 87.28072 336.51868 196.12273 225.67935 201.20836 78.86281 228.23164 74.63618 217.36331 162.07426 344.27478 64.49096 170.96542 481.37265 77.74516 235.3276 209.57048 57.58664 123.6 72.96257 82.38429 124.381454 156.67824 99.37115 228.13168 136.85368 123.64504 18.061724 100.57029 39.496086 23.779655 92.96648 100.394844 86.663704 88.90069 295.5371 94.32596 127.04179 85.84505 56.63768 105.91128 186.12657 158.81247 162.42574 163.18274 42.444664 73.01596
21.1 54.443775 260.50528 126.505936 26.325598 308.0293 155.43686 308.73328 317.33057 40.81171 127.71272 100.53053 410.90195 142.91881 125.68726 101.07031 -6.7515354 186.97557 59.135685 155.8297 133.06429 39.5 257.57062 28.375023 74.07413 -4.1813655 60.640743 17.114971 172.2461 95.889275 93.31891 66.127815 107.22745 184.2487 109.64086 148.90778 154.59851 55.184483 44.393497 124.08962 129.82704 32.64455 70.05583 119.568825 63.978413 91.248955 56.845623 41.82815 254.73933 40.178352
95.6 212.6587 156.87082 202.16782 153.25987 183.11034 269.834 107.18734 178.3288 205.94217 303.913 164.17201 233.4721 176.61377 362.1307 224.63234 286.64413 454.14178 328.8916 238.11447 172.91966 43.1 137.66454 81.255745 98.602356 332.45956 102.617134 44.009926 164.96614 141.22789 140.29262 161.79651 96.24398 74.24601 136.56749 208.27625 136.32365 99.405464 93.706894 124.28082 52.351448 171.95636 97.54547 82.51075 31.61579 49.008114 44.54372 63.96001 101.68886 118.6754
52.3 175.40079 118.66952 189.3406 98.15979 79.01123 180.51234 115.542885 140.39389 214.83702 198.45258 49.22025 226.52287 7.6505504 368.0891 228.76056 80.07085 380.77805 175.28061 451.77594 166.45015 30.8 96.54349 32.486176 63.142487 111.91302 73.403336 33.61869 110.25215 90.363235 144.65918 85.55914 129.02795 89.71151 83.95225 131.05232 133.59944 103.62572 49.656647 125.173096 96.8587 142.34727 150.91655 95.86384 21.326138 47.370872 38.73073 32.615368 83.14161 253.05998
163.4 279.95908 197.60355 206.25764 213.05368 346.12958 380.72684 329.15796 237.63249 161.04927 201.39647 292.70895 384.2258 309.60312 231.04587 278.58395 529.10724 156.20357 230.16338 305.9878 255.985 108.2 221.50783 133.57219 115.57088 212.75772 97.74816 189.35133 159.79236 112.15341 126.332825 150.81168 92.08358 166.92271 116.48859 164.66699 198.98032 93.57967 190.15977 99.23346 241.00992 95.057945 126.39198 178.3746 152.85115 117.66313 231.91122 114.36558 142.02913 100.51929
198.9 347.78424 222.99438 361.3924 355.49762 217.87946 259.47678 228.13179 300.76453 402.15228 265.20953 375.4742 343.87537 398.96808 341.87216 376.2378 567.24744 203.68619 406.96286 250.01553 406.6208 174.7 145.37929 245.62129 189.69939 280.06952 208.70154 220.32127 179.38866 177.58669 147.20636 191.24986 144.78201 162.62029 199.43495 218.90717 215.66606 171.42511 254.11845 192.53969 129.71336 230.90828 179.81332 180.72334 212.92946 193.84946 206.22592 179.91399 180.40765 246.64908
82 438.3052 25.927794 216.20338 210.60478 50.904472 82.54663 64.565605 219.53513 275.11276 64.7655 72.2106 140.55402 157.73157 294.34512 209.82767 192.59645 256.8749 219.73361 247.78409 57.426903 44.2 24.854584 135.74869 170.99051 2.9515522 60.41943 46.04742 37.95641 34.537724 37.67821 81.5766 15.365754 104.59559 153.20319 126.29835 103.292694 150.23207 105.7206 103.05748 13.642071 179.73141 122.92438 102.77961 13.442936 18.992006 29.335318 26.685303 48.401184 89.50816
263.7 44.079777 303.23245 229.49532 107.34313 352.27142 385.0878 378.10968 269.85977 199.66344 117.23595 238.89066 332.10648 102.71271 108.72334 124.98555 123.422806 185.0396 138.42206 238.3004 140.73184 30.9 237.22844 122.931564 145.97281 187.83351 154.40521 35.18077 206.21913 128.04076 141.11963 160.30852 181.39355 140.99184 118.036095 93.84409 141.26126 46.46873 93.0204 130.52673 136.70493 90.637886 74.67932 84.29407 37.673412 47.26172 36.90572 42.675304 154.01349 58.82385
8 527.2519 0.46025673 16.080473 341.82465 -6.6623435 -15.886332 0.33759794 13.503428 2.6161351 -5.887773 -4.075562 -1.2329301 109.87493 45.283867 179.64893 14.924448 36.681854 46.984516 16.363977 7.9870515 2.1 -10.844313 104.7135 0.97895324 17.299376 2.8033435 14.941641 1.831431 -5.6516275 1.1247227 1.7505708 -7.044948 -4.7094183 22.516226 19.951696 2.6674485 56.468906 10.297461 1.1472076 1.1368393 23.910936 31.158262 70.33205 23.15172 29.688656 -2.56853 7.2007957 6.848215 38.025066
97 498.78372 130.6362 211.18404 271.0108 162.91512 195.61993 98.07219 189.95287 237.54507 149.6187 191.96942 227.30746 260.60706 316.91696 255.23814 184.42352 407.57617 212.64543 217.75247 182.10478 68.3 89.08348 140.74657 101.53921 79.773895 111.39602 61.260723 85.298904 56.830254 117.566605 77.812874 46.70745 47.09418 130.99646 169.23381 153.1229 168.39754 76.430046 83.80989 50.646187 145.16974 142.7752 138.96777 67.71256 78.91507 105.37732 71.90206 85.13901 185.623
124.8 83.17435 230.81873 242.32254 87.95607 135.43295 202.31711 133.35118 163.29405 476.65982 169.44664 131.254 215.53857 185.40378 343.83493 111.177345 198.04504 299.67038 250.11154 234.39539 180.6671 64.5 91.15773 99.63502 123.51128 267.19745 72.222984 13.583309 121.24073 116.29793 140.85498 116.58801 148.66505 22.500553 80.12218 211.57033 49.54644 60.413933 57.436947 57.806515 90.66293 107.62584 160.21378 88.252144 36.428696 30.780151 54.68265 8.153842 49.61389 112.65599
414 45.91644 224.22171 226.7068 58.9775 226.93608 206.67807 208.55112 155.70706 63.624405 130.48343 249.2363 92.80601 38.252754 278.22238 57.937492 203.3752 309.1465 125.76459 133.98007 331.6224 12.2 106.15054 29.906628 37.200226 76.16644 41.459976 39.799095 74.08139 40.00096 80.18611 98.64466 69.6174 187.38832 78.381226 111.100624 189.67262 89.13005 51.37289 61.821743 96.06292 67.84528 125.08534 47.714443 33.192432 51.409397 23.251957 13.660333 100.7615 124.69482
211.4 336.5019 475.0616 397.64316 307.132 202.16049 177.24164 304.26013 261.36792 296.56506 322.61533 254.25238 296.46362 293.6509 250.88383 250.5405 349.54004 432.13266 231.47975 293.6218 247.99796 127 211.50049 171.45929 245.71727 173.40369 184.57803 170.53845 170.09416 196.23706 196.628 230.85652 288.89835 181.34166 102.87052 161.37291 119.5244 126.4243 65.10284 104.33216 169.16168 151.4004 123.22591 154.97408 107.12858 132.61661 119.50424 99.43452 123.1252 160.71341
4.3 85.79815 41.80665 145.09608 77.75234 135.74524 97.49847 53.50927 92.22703 14.9642935 335.60306 153.51283 129.68181 76.66828 3.9956353 63.773945 27.83528 29.243591 7.3919606 15.992069 34.663807 5.3 163.86557 26.037308 14.956231 5.0832286 99.297386 9.304567 134.74753 31.586317 12.40503 17.374414 21.578623 15.465496 90.21965 18.94101 118.16229 15.229633 48.626896 86.93284 48.14514 3.674509 1.9599553 128.39839 10.78754 35.14613 529.9283 34.627357 106.18301 4.404448
53.6 129.87793 53.850033 10.4104805 83.87458 48.40609 599.4754 101.785774 6.4732933 8.476278 81.303215 20.064306 246.02557 94.89938 10.795225 18.93289 42.99662 56.551193 49.71853 12.0870285 30.430666 2.4 56.47776 22.409819 -1.1964985 3.197515 16.082338 9.100818 88.595474 87.8514 63.97687 34.92389 56.137695 123.72397 15.978008 35.710915 8.115854 15.55074 15.331775 11.089673 66.78931 6.0709276 5.528079 50.0197 3.4852052 0.76404625 11.69357 19.696295 4.35147 6.5577335
-60.5 -320.10318 167.61015 152.34622 137.138 64.54145 18.06681 15.276306 34.036995 183.54803 14.719432 136.16557 -83.27882 -102.549934 -132.97754 -95.37621 -107.90612 46.158 37.06106 -69.91881 -93.847855 -18.4 64.15612 30.229073 115.19017 163.07326 49.870007 20.374964 16.208166 99.405846 11.346467 8.621561 36.667015 69.82729 -37.21754 26.614738 36.322704 -3.9450254 116.01806 45.824574 4.376831 86.59061 77.54387 34.62233 -25.226248 -36.89252 -77.73183 -43.522453 -29.925274 -15.36663
60.6 177.63101 306.53098 217.78354 123.05686 200.9113 353.23727 172.76573 121.322044 462.3234 281.74725 95.82796 91.909325 89.364944 119.09797 68.186874 140.36087 87.730774 67.236465 171.54283 86.49977 88.4 169.90636 57.636765 230.21718 102.97637 122.01921 29.679533 73.94403 146.50275 126.20051 168.97385 224.55078 192.0396 93.23729 49.935387 194.95076 44.679707 45.079998 54.938496 61.27564 31.472967 60.909378 55.021667 31.366848 107.73052 6.0833607 35.474506 50.75526 40.03154
70.2 422.69363 193.15439 290.74985 307.33606 182.17346 234.86853 90.560646 186.12457 285.89127 139.22852 195.94049 217.78027 195.00766 267.63745 205.55708 399.762 343.17914 313.2976 246.01752 227.07187 99.1 104.44019 173.39397 98.22165 125.52296 92.14148 99.70149 104.39157 60.598003 99.83568 60.438457 66.73286 98.665215 152.62286 145.5014 152.95264 133.5804 87.871666 93.11502 55.591442 151.56018 179.51181 116.78512 89.20466 82.626144 62.185463 80.37359 102.04554 145.29784
116.5 238.76547 230.28177 377.56583 168.15732 142.7199 221.7078 95.87781 279.95255 401.4198 285.29724 277.97424 171.48935 119.31604 396.96988 201.71356 384.83752 199.20285 306.00693 236.06895 299.43457 74 104.840485 111.64604 139.99031 321.0633 89.48568 95.35483 150.77255 151.46361 153.19385 219.7404 168.85687 216.8658 163.91968 222.68788 226.16559 146.47052 61.899178 145.82283 128.6902 201.24593 240.87347 172.89418 71.529686 76.29548 101.86249 50.617355 109.32176 168.69037
116.4 131.97696 147.7424 202.81847 100.81276 197.99652 216.80171 119.25647 163.78128 211.27907 192.73798 118.50481 145.26158 166.52156 413.7235 160.85838 317.67755 192.57974 275.42648 387.34277 438.8885 41.5 126.78384 51.42973 77.60924 89.03849 54.222565 97.79983 113.50294 119.68891 117.63277 115.231316 99.905136 128.37524 184.30807 191.76836 181.44327 116.2865 53.661213 82.47147 104.36185 148.57797 179.71283 89.68749 54.518566 46.606823 32.039032 39.71027 113.28089 211.85394
236.2 123.97438 123.88576 51.029945 25.101152 158.33476 212.28502 624.89374 123.201385 90.93686 110.395744 76.91317 109.28243 131.84991 55.4482 110.60793 125.317986 183.81685 51.541206 123.38067 67.96981 79.5 66.157585 63.198914 64.610916 72.804955 47.435524 80.68486 126.27716 92.30991 60.768105 48.315754 22.688063 113.37488 38.339485 60.64118 30.306757 52.202778 45.53766 28.297789 78.8398 37.59715 21.760529 27.010637 73.77018 36.019325 69.68827 58.55941 52.467316 28.286343
300 421.77527 318.1141 185.2508 353.2528 281.69223 326.83792 335.31912 400.85696 271.2409 258.1096 278.07874 309.91376 293.8137 220.11044 317.7309 472.3706 284.99765 253.14934 242.39142 359.25757 158.1 199.27333 229.74095 240.00671 191.35896 118.035515 216.78963 222.24416 178.9682 137.58005 171.68723 113.82861 115.11911 123.76186 183.49571 156.69843 152.6633 272.42505 101.78281 124.93864 117.05175 160.11327 134.9227 210.44002 178.89597 154.72014 130.56737 180.44333 97.77875
169.7 238.24072 277.4581 477.11603 240.19557 177.59311 108.400856 159.51501 227.53973 296.04184 229.53656 152.25882 194.13043 256.70038 378.04318 272.17807 154.45618 258.6071 259.0224 251.96805 284.89813 72.2 107.93366 242.7193 180.67128 248.5043 154.25768 63.16239 100.179276 150.45888 111.016754 119.95786 132.74458 147.56177 104.8049 213.96602 263.39636 129.45189 50.68639 116.50531 55.591442 91.91598 206.39838 134.70523 51.365288 86.66468 44.54372 65.65431 74.97369 189.78276
-4.4 409.837 4.065601 63.67124 321.2131 9.36892 -2.3362253 -4.81077 22.691328 51.590183 -3.5499806 -13.480705 18.830202 114.43271 85.66081 258.3699 143.44052 100.16185 241.09943 35.610245 19.408535 14.6 -7.496404 155.8208 16.261501 78.13415 16.4512 -3.8033266 -9.615013 7.7866864 8.236939 17.768293 -8.265333 0.8139735 23.328667 86.2078 38.02533 121.65358 61.55593 6.564577 -9.322082 89.146774 20.956446 93.77606 20.74527 12.443039 -7.4352183 19.908081 2.1043994 186.40602
8.4 40.800037 80.31479 83.005 83.05829 43.201134 284.31863 26.923433 155.08061 150.27081 191.95871 335.0321 73.19121 140.31435 262.66046 297.37448 59.224 52.88301 309.95605 263.77615 195.92238 71.7 20.014671 25.069977 26.54051 18.365213 38.066452 74.02904 29.852324 26.060282 66.39172 37.068336 47.2067 49.88495 143.1057 113.309166 46.93574 213.16899 121.73887 103.69482 43.313576 215.78421 83.67501 53.107872 106.21578 70.838005 7.9083686 31.874111 40.161926 236.81248
128.1 159.39563 148.73962 122.13724 112.64907 38.516674 64.40194 155.21063 178.74641 184.69914 355.86392 221.85689 305.2062 205.75098 153.37631 167.97601 5.3301597 293.04727 145.51024 121.98601 102.074524 17.6 210.26321 3.7887104 14.575526 26.23602 12.393728 17.590385 183.64674 157.93158 161.62927 162.36543 333.71976 276.11142 43.02069 70.33627 121.00001 51.835796 19.908424 127.91365 169.78696 50.4313 95.78654 71.20195 -15.268518 74.00334 55.08821 27.850136 77.04242 103.21089
-14.5 182.35385 139.99475 1.5801623 98.97609 103.05813 324.96893 147.19269 47.192398 416.27942 223.30244 55.803852 201.41592 59.413853 15.632047 126.97848 -28.427519 147.135 31.491777 23.523216 15.415009 14.8 30.167568 139.77922 199.86963 -8.936644 129.10135 -1.358331 102.422775 101.60371 101.39044 26.652441 81.93219 34.593872 6.9637814 50.60918 5.051126 45.91826 32.72304 29.317528 194.34267 14.431767 -5.377313 69.63612 7.717241 -12.770488 75.63645 1.2707287 -4.7438154 21.288164
