"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47"
2.548 1.335 3.067 2.885 1.735 2.026 2.927 0.197 -0.227 1.857 2.367 1.51 1.739 -0.513 2.791 1.982 0.689 2.048 0.319 3.34 3.542 1.718 1.88 4.568 0.235 1.359 3.153 4.613 3.726 1.913 1.74 1.529 0.001 1.58123917414999 0.229 2.763 2.524 2.919 2.335 1.415 -2.098 -2.033 1.271 2.959 1.74 1.346 -1.231
-2.376 -3.216 -1.926 -1.727 -0.927 -2.148 -1.59 -2.424 0.413 -1.929 -2.594 0.087 -1.85997167522139 -4.355 -0.825 -3.138 -0.021 0.552 -1.11138997301681 -1.947 -2.983 -1.96201053473482 -0.064 -4.025 1.816 -0.154 -1.83820340843704 -0.731 -1.189 -1.754 1.464 -2.378 0.417 -1.33121959239399 0.262 -2.583 -0.781 -1.938 -3.562 -2.422 -2.73332003903934 -3.68637169460269 -4.366 -3.567 -3.091 -2.272 -2.87535636509749
-3.058 -3.438 -2.794 -2.078 -4.599 -2.84 -1.725 0.805 -2.299 -2.315 -4.765 -2.749 -3.376 -0.454 -2.017 -2.509 -4.643 -3 -2.545 -1.732 -1.796 -1.831 -0.24 -0.528 -2.673 -1.397 -2.435 -4.788 -5.429 -2.868 -3.6 -1.447 -2.622 -4.971 -2.516 -4.42 -3.47 -1.123 -4.018 -3.094 -2.05 -1.164 -5.639 -5.394 -2.053 -5.352 -2.697
0.979 2.996 0.531 0.701 -0.163 0.971 1.75 1.088 2.865 4.819 0.573 0.517 2.569 3.66 -1.165 3.511 2.075 2.304 2.574 1.47230161383385 2.767 2.018 3.417 1.11 4.022 3.028 0.581 2.689 2.674 1.974 2.826 1.622 4.181 1.921 2.531 3.881 1.28 -0.019 -0.834 0.846 2.591 -0.786 2.018 3.355 1.226 4.243 -1.005
-3.962 -3.5337558336523 -3.814 -3.544 -2.283 -4.42 -2.632 -3.162 -2.792 -2.053 -1.082 -3.109 -3.785 -5.45 -4.785 -3.706 -2.261 -0.647 -0.261 -3.505 -3.412 -7.411 -1.336 -3.003 -3.52071204117901 -3.78527367207858 -3.57401436481934 -5.271 -2.233 -3.18620498166622 -3.64974165306935 -2.923 -5.578 -2.606 -5.272 -3.68913464882973 -2.64100578221939 -3.289 -3.85712199626768 -2.962 -5.876 -6.442 -1.66 -3.826 -3.5 -0.599 -4.78194890055592
-4.213 -4.413 -4.835 -3.439 -1.589 -3.975 -0.98 -4.25 -4.583 -4.754 -2.567 -4.272 -3.833 -5 -4.983 -4.576 -3.078 -3.725 0.541 -2.081 -2.237 -3.533 -4.851 -5.329 -5.244 -3.953 -2.659 -3.312 -4.348 -4.727 -4.55 -5.082 -5.867 -4.128 -5.043 -3.241 1.134 -4.767 -2.373 -0.823 -3.422 -4.152 -3.912 -4.179 -4.898 -3.521 -3.823
-1.83 -2.628 -2.721 -2.964 -1.299 -2.584 2.074 -0.825 -2.668 -2.091 -2.174 -2.674 0.019 -2.995 -3.373 -1.905 -2.166 -2.788 0.639 -0.521 0.22 -2.882 -1.972 -2.21 -2.74 -3.426 -1.664 -1.537 -1.221 -3.042 -2.53 0.178 -1.882 -2.865 -1.674 0.437 2.367 -3.225 -2.203 -0.522 0.001 -2.86071889517589 -2.656 -2.28 -0.923 1.571 -3.682
-0.128 -3.127 -3.385 -2.295 -3.028 -0.742 -1.48 -1.91649697219528 -2.406 -1.759 -1.452 -2.714 -3.211 -1.713 -2.873 -2.84129129850744 -2.391 -1.67874555498296 -1.63775642522557 -1.583 -2.92 -2.04811417984965 3.07 -3.171 0.522 -3.701 -3.033 -1.619 -2.754 3.155 -0.341 -2.796 -0.081 -2.5 -2.622 -3.361 -2.494 -0.384053456773243 -2.004 -1.84482921705083 -2.33514416879328 -2.89200058453286 -2.742 -2.726 -3.197 -3.709 -3.299
3.447 4.754 0.628 0.658 2.177 0.6 1.387 3.907 4.659 1.462 2.916 2.384 2.061 2.7 0.968 1.583 4.489 1.505 4.215 2.201 4.116 0.615 4.787 3.113 0.724 2.839 2.204 1.386 4.24 4.676 2.438 3.774 4.326 3.992 0.298 3.882 1.049 3.663 3.456 2.763 1.033 3.078 2.401 2.897 4.983 5.128 -0.071
5.495 1.513 -0.105 2.288 0.594 3.822 1.197 -0.704 -0.137 1.806 0.594 0.039 1.855 -0.005 -0.557 0.474 -0.039 1.35 0.501875173205688 -0.31 0.007 -0.442 0.884 0.074 2.854 2.795 2.04 2.737 2.799 -0.967 2 0.112 0.847 1.257 0.819 2.845 2.364 0.644 -0.772 -0.33 1.074 -1.402 -0.47 0.408 -0.005 -0.78 -2.179
-0.037 -2.834 -3.374 -2.748 -2.694 -2.754 -0.744 -2.076 -4.332 0.398 -0.016 -2.86 -2.924 -3.889 -3.963 1.12 -3.839 -1.989 -1.74 -1.38444882720596 -0.675 -0.574 -3.124 -1.947 -2.188 -3.8 -0.823 -0.934 -0.233 -0.84 -3.137 -1.645 -3.443 -2.542 -3.782 -1.6 1.064 0.292 -2.412 -1.62194084335222 -2.0869784727801 -2.46223920949295 -3.202 0.384 -2.85 -0.113 0.224
1.605 2.47 -0.634 2.191 0.828 -0.138 2.722 0.708 2.968 3.038 -0.857 2.847 0.997 0.352 0.388 2.1 3.532 -0.538 0.187 1.251 1.708 -0.331 -0.801 0.641 -1.562 -0.268 0.604 1.5 1.883 3.217 1.706 0.146 0.126 0.906 0.879 3.188 3.759 0.197 1.749 0.111 1.365 -0.991 4.447 1.705 1.47 4.59 1.362
2.231 2.691 2.107 0.371653112780227 -0.88 1.614 1.231 -0.898 -0.871 0.287 2.673 -1.341 1.706 1.793 -1.495 2.184 1.159 0.365 0.229708514000458 0.121 -0.214 1.02842099478814 2.95 -2.615 0.631 2.288 2.56 2.15 0.623 1.5 -0.074 2.021 0.374 -0.248 1.76 2.044 2.08 -0.298 -2.529 -1.159 0.530196738843591 1.817 1.099 0.922 0.706 4.375 -0.638194443791172
-1.243 2.396 -1.416 1.316 -0.897 -1.078 0.756 1.296 0.53 -3.529 -1.237 1.423 1.234 1.428 -3.969 -4.222 -0.714 -2.622 -0.327 -0.422 0.427 1.336 0.047 0.562 -0.141 0.136 -0.182 -1.186 -1.04647377966683 -0.085 -0.059 -0.422 0.614 -0.989 0.321 -0.396 -0.392321497161048 -1.019 -3.44 -1.572 -0.949040982422674 1.142 -0.976 2.13 -0.022 -1.102 -0.834026953245166
-0.277 2.909 -0.586 -2.088 -0.034 0.698 -0.007 0.781 0.899 1.616 0.186 0.124 -1.852 1.52 -1.058 1.245 0.2 0.43 0.209 0.312 1.243 -3.355 -0.405 -0.296 0.188 -2.036 -0.032 2.31 0.873 0.254 0.687 -3.507 -0.099 -1.013 -3.76 1.123 -0.273 1.443 -1.438 0.561 -1.333 -2.32267669962336 0.659 1.603 -0.534 2.43 -0.27
0.084 3.487 0.058 0.874 -0.205 1.048 0.924 -0.047 -1.84 -1.576 -0.517 -1.607 -0.641 1.23 0.209 -2.68 -0.555 -1.488 0.476 -0.624 0.084 0.534 1.603 2.012 1.235 1.513 0.871 0.634 -0.827 1.185 2.138 0.959 0.099 3.001 2.671 -0.781 0.616 -2.014 -1.56 0.277 0.555 2.007 -0.701 -2.132 1.432 -2.112 -2.486
-2.37 -2.597 -4.253 -2.598 -3.657 -3.035 0.287 1.517 -0.642 -2.425 -4.505 -0.213 -2.274 -2.77 -2.098 -0.422 -0.503 -4.427 -3.162 -1.321 -1.122 -2.096 -2.208 -0.815 -3.304 -3.867 -2.68 -2.913 -2.441 -2.401 -3.007 -4.864 -2.197 -3.232 -2.051 -4.932 -1.993 -2.731 0.161 -2.649 -3.78164453413448 -2.717 -0.723 -2.917 -3.726 -1.277 0.827
-3.206 -3.625 -2.833 -2.104 -4.655 -2.886 -1.907 0.701 -2.082 -2.237 -4.89 -2.343 -3.242 -0.453 -2.042 -2.308 -4.643 -3.042 -2.82 -1.641 -1.498 -1.867 0.004 -0.332 -2.496 -1.255 -2.552 -4.393 -4.951 -2.647 -3.409 -1.448 -2.383 -4.623 -2.514 -4.576 -3.344 -1.012 -4.105 -2.784 -1.918 -1.185 -5.649 -5.425 -1.818 -5.197 -2.464
0.933 1.741 0.783 1.909 -4.109 -1.073 0.363571212363829 1.755 0.676 4.322 0.273 -0.116301866371293 2.259 2.123 0.944 3.326 0.337 -0.904 0.514 0.933492103099718 2.355 -0.34474058010969 3.044 0.408 1.916 2.232 1.906 -0.131 2.038 1.534 0.768 2.464 2.088 0.306830937604883 2.227 1.904 1.004 -0.121 1.406 1.681 0.58466549225697 -0.529644052763817 -0.738 0.917 2.024 4.4 -0.381986453727712
0.344 -0.786 -0.83 1.203 -0.318 -0.462 0.028 -1.065 -0.853 0.581 1.415 -0.3 1.808 2.065 0.631 2.282 -1.181 1.373 -0.484 0.001 -0.386 1.843 1.048 -0.177 -0.131 1.497 -0.331 -0.726 -1.622 -1.204 -0.551 -0.763 -0.068 0.507 -0.998 -1.257 0.152 -0.47 -1.423 -0.594 -7.371 -0.752 -0.967 -0.176 -0.57 -1.029 -2.029
-3.556 -3.493 -3.451 -0.385 -1.893 -3.101 -1.631 -3.226 -3.157 -4.458 -1.345 -3.411 -3.53 -3.752 -3.796 -3.765 -2.72586844208149 -2.348 -3.354 -2.647 -3.655 0.193 -3.989 -2.39 1.363 -4.149 -1.021 -2.922 -3.219 -0.287 -0.902 -1.34 -3.756 -2.952 1.354 -3.168 -3.555 -3.308 -3.623 -2.304 -0.089 -1.445 -3.789 -4.042 -0.827 -4.275 -2.26683141690966
0.05 0.0907218120293217 0.45 1.169 0.758 -0.553 0.239 -1.814 1.197 -0.50910186880569 2.519 -0.918 1.48 -1.329 -0.689 -1.286 2.27 -1.339 0.0666341058116193 -1.516 -1.593 0.52 0.697 -2.485 0.555 -1.545 1.766 -3.386 -0.186 -0.142 -1.59 1.57 -1.105 3.636 -1.189 0.297 -0.034 -2.596 -1.876 0.507 -0.696580648136774 -1.57122375158284 2.91 -0.771 -0.357122463013448 -0.534 -1.09010013066044
-1.45 -1.35 -0.958 0.855 -0.138 1.096 1.633 -1.682 -1.305 -1.886 -0.542 -1.424 -0.331 -1.457 -1.301 -1.779 -0.709 0.023 -0.272 -0.991 -0.93 1.661 2.321 -0.929 2.877 0.738 1.115 -0.757 1.08 1.165 0.32 2.235 1.964 -1 1.318 -0.258 1.615 -0.666 -1.551 -0.098 -2.533 -3.373 -1.596 -1.445 2.176 -1.054 -2.404
2.081 4.798 3.753 4.354 3.941 3.384 1.534 2.769 1.441 4.445 2.67 -0.815 3.13 2.394 4.365 3.899 -0.074 4.009 3.937 3.739 4.638 2.098 3.908 2.588 4.062 3.324 4.014 3.176 2.839 3.037 2.71 3.888 2.789 0.451 3.442 4.107 1.435 -1.352 3.285 3.194 2.543 2.278 0.123 3.685 4.464 3.40129188644843 0.179
0.416 3.231 -1.447 0.662 -0.464 -0.763 0.446 -0.27 1.75 3.349 0.319 0.224 1.922 -0.254 -2.078 2.905 1.995 1.333 2.06 0.446 2.106 -1.138 0.942 -0.01 -0.963 -0.302 -0.086 2.465 2.345 0.313 0.952 1.37 0.869 0.844 -0.943 2.438 1.365 -2.331 0.188 0.719 1.355 -2.884 1.927 2.243 0.657 2.997 -0.625
1.267 0.77 -1.457 0.789 1.984 -0.728 3.862 -0.022 -0.877 2.357 0.226 -1.103 2.178 -1.71 -1.268 0.203 0.594 -1.15 2.863 0.96 1.816 -1.337 0.715677206870391 -0.616 -1.148 0.236 0.744872403405473 2.012 2.511 0.599 1.401 1.696 1.552 -0.587 0.175 1.969 3.034 -1.644 2.324 2.055 0.278 -1.769 0.004 0.876 1.597 3.015 -0.613
-0.363 -1.832 0.333 -1.063 0.055 -1.138 -0.632 -1.09 2.936 -1.593 -1.05361606816595 -0.493592017516319 -0.001 -0.154 -0.007 -2.337 3.602 -0.917 -1.211 -1.312 -1.494 -0.119939730390124 1.093 -2.436 1.751 1.816 -2.285 -0.225 -0.95 1.667 0.232 -0.042 -0.66 -0.382 2.065 -1.072 -0.65 -0.28 -2.054 -1.454 -1.21773229977933 -0.696788667740076 3.457 -2.357 -0.77 -1.61 -2.14106747111061
0.572 3.351 -1.452 0.741 -0.768 -1.191 0.197 -0.181 1.715 3.283 -0.463 0.0292335996501567 1.904 -0.295 -2.148 3.077 1.849 1.187 1.74 0.561 2.085 -1.085 0.887 -0.157 -0.879 -0.139 -0.389 1.576 2.337 0.22542203722018 0.865 1.342 0.849 0.489 -0.781496668957107 2.397 1.193 -2.469 0.165 0.455 1.415 -2.814 1.826 1.798 0.454 3.214 -0.483
2.476 0.152 0.503 1.353 -0.357 2.417 0.542 0.338 1.239 -1.526 0.382 1.172 0.243 1.881 -0.427 -0.755 1.863 0.14 -1.114 -0.175 -1.335 2.455 1.757 -1.428 2.99 2.18 1.948 -0.191 -1.957 3.079 2.602 2.509 0.704 1.279 3.512 -0.763 -0.783 2.297 -0.481 0.712 0.427 2.851 1.495 -0.968 2.475 -1.44 -0.117
2.411 0.171 -1.27 -0.545 -1.516 2.931 0.286127279752061 1.857 3.056 4.655 1.462 1.018 1.761 3.545 -0.189 -0.962 1.946 -1.462 1.482 1.327 2.135 2.211 3.251 0.887 2.082 2.907 -0.326 1.88 0.196 2.586 2.855 1.757 2.726 0.580422521936562 2.648 2.753 0.349 1.756 -0.389 1.919 0.046 -0.0814770474686787 -0.347 2.402 1.807 1.705 -0.718
0.106 0.626 -0.337 -0.99 0.224 0.304 -0.692 -1.188 -0.613 -0.658 -0.002 -1.156 0.494 -0.052 -0.527 1.181 0.295 1.912 0.154 -0.383 -0.761 -1.184 -0.362 -1.597 0.702 -0.077 -0.965 -0.466 0.173 0.661 0.246 -0.7 0.808 2.061 0.244 0.694 -0.35 -1.792 -1.038 -0.653 -1.78703571255967 -3.302 0.213 0.702 -0.984 -0.88 -7.878
1.01685094213472 -1.203 -0.291 -1.123 -0.287684423894375 -1.908 0.366 -0.653 -1.338 2.374 -0.66 -0.643730195484412 -0.284 -1.526 -1.056 1.218 -0.759 -0.118540401560738 1.27924493869356 1.079 1.707 -1.23900004011804 1.787 -0.248 -1.323 1.05 1.213 2.579 4.39 -0.936 2.178 -0.432 2.77 -0.851109810093081 0.211 2.978 1.499 -1.385 -0.44 0.431 -0.382395228363399 -1.62110906145869 -1.374 0.635705635385299 0.657 2.432 -0.509211131497848
-0.377 -0.273 2.095 0.606 1.208 1.094 1.921 -2.239 -0.946 -1.946 0.567 -0.376 0.612 -0.587 -0.718 -1.04 1.235 0.399 -0.272 -0.86 -0.477 0.123595126180695 1.007 -0.32 -0.266 -0.149 3.71 -1.096 2.381 0.358 0.349 3.564 -1.51 -1.745 -0.357 3.505 3.522 0.805 -0.72 1.465 -1.30744560698903 -1.5328190493063 -0.173 -1.118 0.585 -0.452 -0.774814305884636
-1.84 -1.928 -2.078 -1.622 -0.926 -0.743 -2.003 -1.585 -1.205 -1.007 -0.479 -2.95 -1.016 -1.034 -1.564 -0.999 -1.07 -0.009 -1.056 -0.818 -1.488 -2.238 -2.606 -2.19 -0.966 -1.409 -1.888 -2.185 -0.844 -1.249 -1.109 -2.389 -0.492 0.369 -1.615 -1.57550063994684 -0.347 -2.977 -1.743 -0.991 -7.512 -7.811 -1.569 -0.946 -2.225 -2.705 -2.734
-0.632 -0.863 -1.082 3.283 0.943 -0.578 1.211 -0.909 -0.887 -1.113 -0.913 -0.996 3.751 -1.3 -0.868 -0.823 -0.442 -0.679 0.952 -0.12 1.466 -1.652 1.198 -1.398 -0.376 -0.503 -0.417 -1.22 0.292 -0.114 -0.779 1.741 -1.07 0.586 -0.755 3.476 2.606 -0.165 0.116 1.578 3.118 -2.415 -0.837 1.04 -0.72 -0.514 -2.094
-0.782 -2.067 0.842 -0.65 -0.898 -0.602 -2.073 0.679 -0.557 -2.425 -1.672 -1.523 0.59 -1.09 1.711 -2.315 0.586 -4.678 -2.817 -0.282 -1.253 -1.82081448093887 -1.664 -0.226 -0.571 -0.288 0.203 -2.32 -1.929 -0.624 -2.225 1.354 -1.531 -2.367 0.892 -1.837 -1.526 1.407 1.747 -0.612110802720819 -1.2926045383993 1.383 1.015 -3.324 0.915 -1.869 -2.76468981820136
-1.28 0.752 -1.057 -0.039 -1.313 -1.281 -0.695240998753307 -1.826 -0.478 0.849 -0.805273271485383 2.65 0.297 -1.37 -2.428 -1.603 -2.141 -0.764 -0.809 -1.678 0.523 1.841 -0.459 2.956 -2.039 -1.526 -0.199 -0.534 -1.552 -1.688 -1.007 -1.457 -0.821 -1.21603994110172 -2.859 -2.312 -1.365 3.037 -2.101 -3.775 -1.33242167065015 2.279 -2.349 -0.224 -1.163 -0.973 -0.532
-1.13 0.799 -2.836 -0.8 -1.656 -3.183 1.401 -2.906 -1.546 0.01 1.213 -2.487 -2.209 -3.669 -1.087 -0.983 -1.763 -0.603 -4.126 -1.145 -2.234 -0.864 -4.27 -2.84 -2.637 -4.788 -1.145 -1.992 -2.517 -2.622 -1.665 -2.084 -2.872 -2.02 -2.348 -0.8 -2.351 -2.587 -2.812 -1.95 -2.79786020176966 -4.14044784821214 -3.066 1.652 -1.785 -2.401 -4.718
-2.129 -1.83 -3.642 -2.958 -3.384 -2.059 -3.423 -2.528 -1.167 -2.1 -1.444 -2.761 -2.786 -3.668 -3.152 -2.603 -1.507 -2.462 -1.76095863709528 -2.151 -3.285 -3.486 -0.644 -3.643 2.422 0.726 -2.022 -0.745 -2.962 -0.032 2.547 -1.678 -1.946 -1.84112353420582 -1.589 -2.299 -3.195 -2.883 -2.274 -5.509 -3.29209019913865 -3.81414450058665 -2.991 -2.40895462606357 -1.815 -2.358 -3.49125198760909
-1.837 -0.206 -2.549 -1.507 1.502 0.079 -0.964 -0.722 -1.583 -2.264 -1.06 -2.05 -0.893 -0.025 -2.674 -2.44 -0.949 -0.309 0.357 -2.095 -1.016 0.009 0.443 -2.473 -0.024 0.222 -1.659 -2.163 -7.036 -0.534 -0.433 -0.721 -0.696 0.866 -1.342 -1.452 -4.511 -3.087 -1.325 -1.089 -2.876 -2.08069173345783 -1.16889440601017 -1.64348056520239 -0.601 -2.702 -3.50411364505693
4.061 1.648 0.98 0.939 0.88 4.157 1.002 1.343 0.272 -0.084 1.036 -0.204 4.135 3.927 0.22 0.008 -0.035 1.38319453509155 0.902 2.829 1.353 1.954 2.957 4.181 4.624 3.332 2.261 2.673 -0.04 2.446 2.98 3.195 3.294 1.7634883855937 3.726 0.689 0.405 4.572 0.791 1.799 3.297 1.158 0.274 0.88 2.293 -0.15 1.287
-0.312 -0.502 -0.817 0.187 0.448 -0.055 1.309 -1.274 -0.402 -0.122 0.619 -0.084 2.159 -1.28 -0.489 1.617 -0.502 0.154 0.777 2.263 1.687 -2.052 -0.834 -0.542 -0.834 -0.224 0.59 2.11492518879151 2.856 0.143 -0.146 1.269 0.73 0.035 -0.666 2.023 5.144 -0.523 0.02 0.354 -0.241345934857292 -3.074 -0.255 -0.088 1.746 3.739 -1.247
-2.358 1.222 -1.581 -1.959 -0.175 -2.152 -1.082 -0.24 -3.11 -1.485 -0.964 -1.229 -0.785267215988084 -1.943 1.59 -0.319 -6.888 -0.119 -0.837130393503039 0.048 0.059 -2.604 -1.392 1.236 -1.915 0.335 -0.726 -2.408 -2.23 -2.395 -2.402 -1.014 -3.549 -0.698 -1.589 -2.122 -2.832 -3.12 1.039 -0.358 -2.12716401414442 -1.95513170342066 -1.731 -1.002 -1.205 -2.645 -2.098
0.753 2.2 -0.06 -0.371 -1.664 -1.66 -0.0665914774773572 1.839 0.047 4.02 0.00561561307814421 0.554471201166403 -0.4 3.071 -1.09 0.302 -1.663 -0.663 1.054 -0.854 2.365 0.423027641932628 2.842 1.756 1.489 1.518 0.498459970551453 0.973 0.983 -0.627 1.586 -0.014 2.363 0.072 -1.386 2.214 -1.246 0.17 0.566 -0.07 0.184002295985646 1.54 -1.324 1.286 0.972423894224754 4.537 -0.791
2.404 3.409 0.251 0.496 1.20543831922704 1.116 1.738 2.24 2.592 2.18 0.544 1.185 1.411 1.761 0.857 3.537 2.114 3.248 3.413 2.54479656014777 3.941 -1.243 3.039 2.46 1.015 1.29 2.794 3.317 2.182 1.303 2.16 1.188 2.782 1.469 -0.664 3.916 1.21 0.345 0.006 2.549 1.8 -3.304 2.19 2.889 1.056 3.717 -1.11
2.568 3.447 0.974 -0.681 3.191 0.347 1.594 1.052 2.466 2.495 0.949 1.365 0.975 -0.89 2.548 1.29 1.286 2.136 3.776 2.647 1.878 -0.109 0.192 1.253 1.195 0.383 1.692 0.196 3.263 0.74 1.516 2.642 0.787 0.378 -2.258 3.104 2.276 1.27 0.607 3.95 1.524 -1.91 2.086 -0.918 0.489 3.27 -1.537
0.248 -2.968 1.325 0.719 -0.958 0.788 0.314 0.262 -3.329 -2.74 -2.066 -2.263 -1.068 0.749 -2.398 -0.875 -2.857 -2.339 -0.778 0.126 -0.775 1.393 0.029 0.672 0.936 0.411 1.164 -0.516 -1.662 0.749 1.141 0.903 0.046 -2.647 1.267 -0.237 0.317 -0.186 -2.366 1.016 -0.928 0.236 -3.056 -1.48 0.145 -2.505 -2.776
-3.69146519218619 -3.607 -4 -3.041 -3.2993702064137 -3.316 -2.181 -3.39 -3.159 -4.221 -3.055 -3.983 0.899 -4.17 -4.532 -3.746 -4.368 -2.804 -2.874 -3.336 -2.324 -3.602 -4.859 -4.336 -4.392 -4.40252556981404 -2.482 -3.311 3.382 -4.768 -4.17341700454688 -4.712 -4.723 -3.64267875467724 -4.559 -3.715 -2.365 -3.519 -4.299 -3.368 -5.778 -4.428 -4.511 -3.712 -4.293 -3.609 -1.85
-0.041 2.499 -1.147 0.097 1.172 -1.13 -0.102 -1.068 0.182 1.364 1.514 -0.315 0.835 -2.563 0.882 1.212 0.691 1.574 2.592 0.8 2.061 -1.603 0.579 -0.456 -3.52 -0.669 1.707 1.822 2.768 -1.248 0.502 0.237 0.11 1.084 -1.634 1.938 1.231 -2.523 0.213 1.225 1.04 -1.818 1.343 1.525 1.064 2.504 -0.894
-2.03429276176566 0.522 -3.397 -2.587 -3.783 -3.258 0.32 -0.751 -3.546 -2.921 -0.13 -1.56891178743561 -1.864 -0.704 -2.363 -4.924 -2.22838181383459 0.944 -0.815299616666973 -1.37875449243418 -0.859 -0.334190348772069 -0.104 0.468 -3.378 -1.782 -0.689 -1.605 -1.843 -0.878 -1.173 0.508 -0.800323352549808 -0.472813597621121 1.125 -0.459 -0.677 -0.891 -1.457 -0.987 -1.75752815894009 0.239 -5.013 -1.81 -0.793533159618474 1.052 -0.611927179317759
2.202 2.59 0.922 3.14 1.592 2.413 0.925 3.072 2.148 1.125 -0.775 0.38 2.315 2.874 3.073 2.467 2.776 1.068 1.999 1.087 -1.221 3.606 4.101 0.509 2.95 1.999 0.428 0.741 -2.409 3.628 1.083 3.005 2.912 1.662 2.211 2.198 1.266 -0.299 1.98 1.371 2.308 1.551 2.529 -1.081 2.853 1.838 -2.124
1.115 -1.015 -0.259212265931044 -0.297 -1.308 1.585 -1.278 0.831 -1.808 0.349 -0.283 -0.465 -0.546 -1.107 0.863 -0.776 -1.16 -0.588 0.517 0.161 -0.047 -5.747 1.574 0.273 2.248 2.08 0.37 -2.661 -0.469 0.672 0.188 1.793 0.168 1.532 2.436 -0.239 -1.264 0.109 -0.575 0.802 -1.42406574434576 0.871 -1.049 0.17 1.368 -0.041 -2.947
1.255 2.179 1.153 3.55 1.646 -0.321 -0.58 0.415 2.039 2.823 0.259 -0.535 0.749 -0.629 1.935 3.279 3.334 -1.159 1.633 0.91 3.17 0.688520016740099 3.464 1.51 -0.568 2.152 0.893 2.48 4.611 0.969 1.876 1.559 1.875 -1.185 2.788 3.501 1.643 -0.908 1.009 1.192 1.16165278671383 1.913 3.019 2.318 2.305 4.629 0.271
2.455 3.176 0.579 0.643 1.303 1.219 2 2.363 3.201 2.182 0.327 1.49 1.645 1.403 1.167 3.703 2.327 3.351 3.37 2.917 2.95599699353206 -1.66 3.29 2.759 1.267 1.551 2.8 4.019 2.194 1.86 2.666 1.376 3.263 1.415 -0.406 4.059 1.21 0.251 0.697 2.747 1.85 -2.943 2.189 2.505 1.303 3.953 -1.112
-1.7 -1.489 -0.167 -1.623 -0.821 -2.74 -2.523 -0.5 -0.422 -0.658 -0.792 -1.638 -0.235 -2.652 1.063 0.13 -0.795288276349931 -1.128 -1.646 -2.485 -0.856 -2.028 -1.653 -1.591 -5.328 -2.899 -0.333 -2.661 -0.808 -3.761 -3.429 0.706 -1.841 -0.551 -3.657 -3.403 -2.762 -1.864 0.82 -1.653 -2.96595696639341 2.152 -0.328 -0.804 1.201 -1.037 -2.56812415822415
-2.451 -0.955 -3.537 -3.293 -1.501 -2.6322555546172 -2.587 -2.724 -2.943 -0.999710666226256 -0.489 -2.324 -3.389 -3.339 -3.634 -1.79792260101503 -2.50638359803796 -2.227 -0.328 -1.958 -1.36 -4.274 -3.013 -3.121 -4.239 -4.236 -1.185 -0.31 2.174 -3.885 -1.479 -1.998 -2.739 -3.90644281045791 -3.185 -1.178 -3.382 -3.524 -0.484 -2.974 -2.87448972633717 -3.72889885034959 -3.764 0.587 -0.816 0.693 -3.65333260135676
1.125 1.239 -0.849 2.047 -1.541 0.756 -0.717 -2.37 -0.971 -1.191 2.151 -0.473 -1.71 1.529 -2.052 0.236 -1.487 -1.584 -0.889 -0.155 0.156 0.623 2.41 -2.125 -0.207 0.224 1.018 3.593 0.401 2.472 0.693 0.457 2.003 -0.316 -0.815 1.395 -0.651 -0.385 -2.114 -0.836 -0.229 -1.658 -1.417 0.053 -1.434 1.349 -2.583
1.991 3.351 0.328 -1.444 2.823 -0.112 0.698 0.577 1.706 2.098 1.091 0.787 0.166 -1.29 1.887 0.34 0.273 1.418 3.315 1.892 1.143 -0.053 -0.493 0.289 0.52 -0.455 1.696 -0.653 2.751 0.209 0.879 1.741 0.553 -0.321 -3.17 2.838 1.86 0.548 0.3 3.279 1.605 -2.297 1.684 -0.924 -0.198 2.377 -1.291
2.304 -0.398 0.186 0.948 -0.564 1.854 0.342 0.047 0.856 -1.954 -0.176 0.94 0.126 1.639 -0.797 -0.87 1.978 -0.168 -1.546 -0.597 -1.721 2.398 1.642 -1.47 2.532 1.844 1.514 -0.647 -2.018 2.65 2.01 2.43 0.788630789069842 0.599 3.215 -1.363 -1.477 1.898 -0.817 0.403 0.546 2.087 0.997 -1.035 2.099 -1.667 -0.473
0.864 1.343 -0.724 0.167 -0.425 1.758 -1.864 -3.268 1.485 -2.156 -0.475 -1.413 -2.376 -0.347 -3.017 -0.779 1.168 -0.258 -0.695 -1.519 -1.728 -0.851 -2.417 -2.274 -3.306 -2.995 0.481 -2.048 -3.002 -2.407 -1.259 -0.924 -2.663 1.705 -1.082 -1.706 0.072 -2.228 -2.593 -0.81 -0.501 -3.591 0.884 -2.249 -2.225 -2.68 -0.459
-1.205 -2.317 -1.64 -0.581 -3.194 -2.788 -2.823 -5.25 -4.265 -2.451 -3.786 -4.406 -0.791 -4.247 -4.086 -3.943 -4.195 -3.623 -3.206 -4.209 -3.881 -0.859 -3.3964944672365 -4.366 -1.01 -3.041 -2.014 -3.877 -1.348 0.599 -1.709 -3.763 -2.248 -3.312 -2.962 -3.214 1.429 -4.231 -4.876 -3.771 -3.828 -4.064 -4.199 -3.864 -3.047 -1.906 -4.734
