"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65"
1.006 0.992 1.066 1.368 -0.544 -0.471 0.005 -1.349 -1.106 -1.319 -0.759 -1.613 0.544 2.171 0.224 -1.326 0.083 0.388 -0.387 -2.189 -0.886 -1.278 -0.432 -0.71 -2.452 -0.236 -0.715 -1.945 0.118 -1.354 2.111 -1.289 -1.145 1.448 0.052 0.987 -0.08 -0.686 -1.413 1.168 -0.026 0.38 0.496 -0.342 0.424 0.755 -0.204 0.59 0.098 0.16 0.186 -0.963 -1.374 -0.924 -2.115 -0.964 -1.87 -1.248 -1.681 -1.633 -0.542 -2.257 -1.177 -2.08 -1.653
0.542 0.848 0.841 1.082 1.475 1.005 1.327 0.55 1.895 -1.497 0.068 0.065 -0.888 -0.095 2.177 0.268 0.961 -0.62 2.046 -1.534 0.906 0.444 0.46 0.177 0.5 -4.513 2.091 -1.001 1.146 2.375 0.402 -0.401 1.627 1.105 -0.378 0.650921148045838 1.298 1.532 1.188 0.668 -1.397 1.455 1.466 1.224 0.268676855125743 -0.179 0.827 -0.007 1.091 0.497 0.769 1.481 0.958 0.576 1.338 0.344 0.496 0.455 0.808 0.019 -0.283 0.320776598419719 -0.997 1.651 1.625
-0.619 0.551 2.132 0.417 1.246 0.234521809057507 1.173 -0.033 5.417 1.277 0.204 0.01 0.454 0.249 1.204 3.398 0.015 -0.116 0.609 0.927 -0.262 1.541 1.06 2.803 -0.117 -0.393 0.587 -0.431 2.041 0.569 0.902 1.738 1.86 -0.184 2.199 1.554 0.88392909667452 -0.609 3.474 0.764 0.779 -0.325 0.549 0.411 1.545 0.141 1.05 0.481 1.794 2.01 1.105 1.825 1.314 1.424 1.42 1.861 2.085 1.642 1.403 -0.767 2.169 1.04 1.428 2.142 1.304
0.511 -2.354 -3.13 -2.846 -2.539 -5.274 -2.728 -3.635 -2.508 -2.827 -1.379 -3.343 -2.691 -2.406 -2.779 -2.626 -3.396 -2.871 -2.808 -3.558 -3.23 -2.246 -1.399 -1.686 -2.99 -1.816 -2.31584034800994 -1.81325087967347 -3.338 -2.351 -2.887 -2.302 -1.783 -2.713 -2.282 -2.519 -4.126 -2.458 -1.821 -2.173 -2.056 -2.134 -0.986 -1.605 -2.939 -2.738 -1.472 -3.392 -2.145 -2.282 -2.616 -2.211 -3.037 -2.176 -2.906 -1.797 -0.952 -2.969 -7.596 -5.127 -3.408 -1.352 -3.234 -1.993 -2.154
-2.069 -4.724 -3.681 -3.971 -1.871 -2.45 -2.478 -3.871 -1.644 -3.277 -1.637 -4.409 -3.517 -5.126 -3.682 -1.837 -3.834 -2.718 -4.445 -3.125 -3.964 -2.585 -2.135 -3.297 -3.971 -1.804 -2.236 -3.456 -3.347 -1.317 -2.758 -1.778 -0.878 -2.483 -1.757 -3.668 -3.418 -2.908 -3.328 -2.509 -3.876 -2.629 -3.585 -3.418 -1.818 -2.96 -1.492 -3.425 -2.092 -1.556 1.113 -2.247 -1.931 -0.86 -2.274 -1.96 -2.04 -3.057 -1.724 -2.202 -1.747 -1.513 -1.939 -1.669 -1.318
-2.265 -0.0303911222205119 -0.079 -0.736 -0.507 -1.253 0.692 0.191 0.088 0.328 0.313 -0.009 0.198 -0.518 -0.186 -0.022 -0.726 -0.275 -0.99890584299174 0.246 -0.15 -0.423 0.094 0.989 0.702 -2.371 0.245482054306718 0.262 0.144 -0.201 -0.064 -1.342 0.824 -0.299 0.82 1.246 0.458 0.15 0.163 0.354 0.707 -0.117 1.273 -0.579 -6.006 -0.145 -0.211 0.203 2.035 1.019 0.433 0.04 -0.161 -0.392 1.63 0.793 -0.344 0.579 0.529 1.424 0.0895791910120041 -1.248 0.581 0.692 -0.854
-1.301 -0.15603233411868 -1.219 -0.126 -0.116 -0.934 1.613 -0.238 -1.323 3.553 -0.242 -0.635 0.515 0.03196302381236 0.221 0.181 -0.314232902557561 0.456 -0.151538728940052 -2.875 -0.212 -1.26 -0.904 0.616 -0.248 0.19 -3.796 -0.802 1.036 0.079 0.181 -1.582 -2.341 0.738 0.239 1.774 0.837 -0.962 0.741 0.585 -0.081 -1.533 -0.294 -0.445 -0.99 0.122 0.439 -0.985 0.707 1.281 -1.057 0.308 0.59 -0.639 1.433 0.109 0.381 -0.639 0.672 0.617 -0.158 0.011 -0.404 0.167091812864797 0.814
-1.08075242087954 -1.457 -0.737 -0.501 -1.015 -0.44 0.024 -2.421 -0.547 -0.418 -1.051 -1.071 -0.612 -0.518571192939147 -0.004 -1.093 -1.294 -1.853 -1.32644745860396 -2.162 -0.992 -1.145 -0.559281937503602 -0.739661431178998 -1.939 0.401 1.787 -0.156 0.609 -0.931390280889238 -1.193 -0.396 -0.065 -0.918 -0.599 -0.198 -0.467 -1.071 -1.026 -0.485 -0.503 -0.129 -0.6 -6.041 -2.488 -0.438 -0.579 -1.221 -2.592 -0.509 -2.226 -0.726 -1.279 -1.534 0.898 -1.132 -0.859 -0.792 -0.108 -1.933 -3.984 -0.056 -0.919 0.299 -0.104
-2.522 -4.732 -2.191 -2.046 -0.729 -0.737 -1.071 -0.82 -2.551 -2.229 -1.36 -0.874 -0.95 -0.524 0.907 1.255 -0.842 -1.264 0.172 -1.681 -0.629 -1.029 -0.325 0.136 -1.714 0.149 -0.604 -0.309 1.551 -1.463 -2.842 0.541 -1.048 0.373 -1.381 -0.122 -0.615 -1.548 -0.114 0.432 -1.259 -2.94 -2.267 -1.837 -1.334 -1.012 -1.614 -0.846 -1.044 -1.09 -2.476 -0.514 -0.099 0.188 -0.76 -0.098 0.086 -1.998 0.058 -1.169 -0.475 -0.913 -0.224 0.683 -0.124
-0.97 -1.41364060888635 -1.16287111555065 -2.202 -0.188 -6.657 -1.235 -2.461 -1.984 -1.469 -2.193 -3.781 -2.446 -1.06568821556151 -1.90686064913547 -1.643 -1.905 -0.21 -3.27370598281951 -2.45419720280478 -1.775 -3.126 -0.887 -0.182 -1.93621678816927 -2.521 -2.18006033639197 -1.766 -1.541 -1.557 -2.796 -2.524 -1.251 -1.607 -1.376 -1.98318694497331 -1.81652805608763 -1.402 -2.408 -2.44 -1.518 -2.179 -0.09 -0.619 -0.891 -0.751 -1.539 -1.258 -1.569 -0.277 -1.019 -2.516 -2.214 -2.275 -0.653 -2.45017831062669 -2.147 -3.14162175218808 -3.481 -3.298 -2.826 -3.91841110483227 -2.909 -3.667 -2.293
1.921 3.169 -0.343 0.061 0.857 -1.189 0.673 -0.161 0.197 2.52 -0.415 -0.21 1.369 1.281 -0.706 1.016 0.448 0.121 1.515 0.062 -0.287 1.241 1.974 0.135 -0.74 1.464 1.785 0.603 0.754 0.695 -0.113 -1.259 1.01 0.189 0.711 1.208 1.312 1.17 -0.153 0.02 0.018 1.272 2.031 1.311 -0.136 -0.085 0.679 -0.064 0.683 2.206 2.422 0.804 0.854 1.208 -3.668 0.196 0.539 2.567 0.679 2.15 1.943 0.336 1.789 1.424 0.723
1.134 3.148 1.749 1.996 2.582 1.276 2.973 1.641 0.675 2.447 1.441 1.707 2.431 0.842 1.686 2.58 1.147 2.055 2.148 2.318 2.4 2.053 1.387 2.9 -0.836 0.496 1.35827475201774 1.68101030840958 0.253 2.886 1.107 2.272 2.259 1.507 1.657 2.19023844322964 1.83036750350618 1.167 1.833 2.258 0.579 1.219 1.884 1.934 0.049 0.691 1.214 0.353 1.108 0.679 1.509 1.406 1.754 1.635 1.543 1.929 1.747 1.843 1.831 -4.312 -0.43 -0.019 0.807 1.829 2.365
-1.584 -2.878 -0.343 -0.276293593093846 1.021 -0.588 0.135 -1.043 -0.965 -0.534168368402553 -0.305 -0.881 -0.267 -0.42 0.782 -0.407 -1.244 -0.056 -0.665032256422311 -1.30853702968682 0 -0.141 0.585 3.038 -0.46817724205627 -0.036 -0.545121642796178 -0.001 -0.826 -0.865 -0.086 -0.322 -0.04 0.022 -0.975 0.557 -0.939 -0.182 -0.097 0.067 -0.012 -0.134 -1.187 0.293 -3.619 -0.136 0.933 -0.49 -2.049 0.439 -0.53 -0.273 0.168 -2.046 -0.493529810785798 -1.295 0.571 -0.817 0.004 -1.671 -4.984 0.718 -0.82 -0.259 -0.178
-6.004 -1.52603405302221 -1.98 -0.942 -1.982 -1.644 -0.454 -1.936 -0.59 -0.59 -1.656 -1.886 -0.637 -2.056 -1.917 -1.402 -1.512 -1.961 -1.96479137788411 -3.06 -1.683 -0.737 -0.668 -1.498 -3.533 -1.123 -1.475 -2.535 -0.317 -2.443 -0.798 0.093 -1.569 -0.971 -0.64 -0.589 -2.085 -1.646 -1.841 -0.593 -1.136 -2.014 -1.479 -2.158 -3.434 -1.277 -0.911 -0.848 -1.638 -1.183 -1.315 -0.374 0.372 0.811 -1.9 -0.936 0.139 -2.052 0.284 -0.757 -2.995 -0.144 -1.014 -0.171 0.727
2.014 0.383912498704694 0.994 0.413 0.515 -0.287 0.599 0.271 -0.357 -1.057 -5.228 0.73 -0.316 0.058 0.857 0.954 0.138 0.599 -0.499 0.447 -0.184 -0.263 0.663 0.343 2.163 -0.763 -0.486 -0.212354430177916 1.988 0.229 1.617 0.832 0.967 0.34 -0.506 0.037 -0.394 0.379 0.79 -0.063 1.474 0.119 -0.243 -0.121 0.671 0.217 -0.48 1.03 0.977 0.553 0.261 1.275 1.948 1.531 1.213 -0.031 1.396 -0.243 2.086 -0.826717559394696 -2.024 -0.585 -0.857 1.067 0.351
-0.715 0.210966934615815 0.931 -0.118 0.447649854302936 -0.27394405717144 0.872 -0.146 0.162 0.152 0.0176437290977866 -0.976 0.32 -0.103 -0.258 0.249 0.02 1.14 -0.0868668296666782 -2.69 -0.058 0.353 1.13 1.658 -0.281 0.152618783830499 -0.281881475245537 0.124 -0.349 0.115 0.596 0.001 0.173 1.12 0.732 -0.0501564447325646 0.0214007684972591 0.391 1.833 1.702 0.255 0.291 1.516 -0.301850180879698 -0.312342704691032 -0.51 -0.088 0.68 0.275 -3.957 -4.889 0.923 0.841 -0.193 0.149 -0.427 0.551 -0.0264013447425843 0.883 -0.430479155162261 -0.921476361374482 0.00188930758470646 -0.255 1.754 -0.765
-2.301 -3.06 -1.225 -1.842 -2.334 -1.376 -1.215 -1.561 -1.041 -1.4 -0.751 -1.402 -2.212 -2.244 -1.931 0.725 -1.933 -2.034 -4.45 0.547 -1.398 -2.3 -2.334 -1.35 -0.159 -1.116 -0.389 0.19 -1.23 -0.645 0.925 1.297 -1.974 -1.756 -1.872 -2.537 -2.842 -1.915 -2.653 -0.69 -2.252 -1.128 -2.293 -0.235 -0.876 -2.438 -2.036 -2.207 -0.516 0.727 -3.09 -1.714 -1.563 -1.642 0.669 -2.579 -1.325 -2.441 -1.977 -2.381 -2.724 -2.181 -2.36 -1.616 -1.683
-1.901 -0.452 -3.905 -1.266 -1.101 -3.472 -1.091 -1.649 0.563 -1.976 -1.293 -1.939 -0.958 -1.26940530397472 -1.987 -1.458 -2.178 -1.948 -1.88312904228131 -2.829 -1.999 -1.53596571789255 -0.799637018992637 -0.237 -2.516 -2.345 -0.637 0.497 -2.912 -3.562 -0.909 -2.669 -1.11082053307553 -0.763 -0.116 -0.119 1.335 -1.059 -2.382 -0.347 0.933 -0.235 -0.727 -1.262 -2.24 -1.191 -0.913 -1.009 -2.029 -0.151 -2.119 -0.878179796668311 -1.302 -0.966 1.238 -1.38295171128707 -0.696 -2.844 -1.185 -1.66 -2.28706525486944 0.146 -2.372 -1.034 -1.33
-0.793 0.926603439834774 3.068 0.846 0.749 0.258 0.45 2.337 2.23 -0.68 0.886986411500611 1.052 1.755 0.439662315567097 0.926 1.674 1.478 0.278 0.567255155034842 0.569 2.624 2.108 1.101 2.269 3.118 1.022 1.18 -0.09 1.525 1.938 3.003 -1.772 1.394 0.399 0.394 1.00711879670661 1.133 0.715 1.981 0.822 1.213 -2.463 -0.005 1.04 -0.642 -0.191 0.368 1.683 -0.781 -0.341 -0.157 0.198 0.422 0.513 0.902936037056408 2.152 -0.136 1.031 1.186 -0.431 0.553 0.321211824991762 -0.298 2.01 1.684
-1.284 0.828 -3.845 -0.318 -0.665774828506053 -0.522972644213636 0.087 -0.474 0.518 0.642 -2.312 -0.062 -1.927 0.348 0.349 -0.673 -0.174 0.067 0.978 -0.36 -1.197 0.251 0.874 -0.728 -0.626 -1.208 -0.315 -1.577 -0.561 -3.567 -0.713 0.378 -4.43 -0.104 -0.264 1.842 -0.456332460035214 -1.469 -1.141 -0.116 0.048 1 1.404 -1.044 -0.319686859946216 -0.249 -0.215 -0.346 -1.441 0.392 -0.408 -0.769 -0.179 -1.201 -0.976182641618772 -0.525 -0.869 -0.385322381068391 0.203 -1.238 -1.326 -0.381 0.39 -0.396057113092736 -0.252
0.174 -0.598 1.123 -0.863 -0.924 -1.844 -0.228 -0.621 -1.297 0.611 -1.764 -0.571 -0.496 -0.488 -0.006 0.488 -1.717 -1.724 -0.417874070064084 -0.233 0.686 -3.695 2.479 0.287237633996102 0.21 -1.803 -0.264886730065178 0.47 0.299 -0.594 0.317 -0.884 0.613 2.711 -0.479 0.278432445630149 0.131 0.294 0.074 -0.454 0.224 -0.121 -0.002 -0.605 -3.072 -0.59 -0.387 -0.814 -0.779 0.02 -0.859 -0.085 0.197 0.273 0.203806964905532 -0.639 1.169 0.915 -0.09 1.458 -0.349363473477121 0.17659408014714 1.616 -0.691 -2.413
-0.761416865984402 -0.318 -2.77 0.198 -0.598 -3.036 1.181 -0.471 2.592 1.221 0.158392836987776 1.051 0.655 -0.205091502008682 0.981 -0.705 -0.173 -0.041 -2.386 1.762 -1.486 0.745 0.828 1.247 -0.03 -1.131 0.447993923662953 0.474 0.462 -0.805 -0.42 0.144 -0.0647871617864155 -0.59 -0.51 1.0700600763524 1.29508287403731 0.17 -0.242 0.596 0.451 1.562 0.542 -0.68 -0.418446932946634 -0.415 0.211 0.009 -0.412 0.417 1.021 1.376 0.0639239226619565 -1.149 0.168906144769995 0.406 0.727 -0.299500417866893 0.190460272805469 -0.0196330953494444 -0.889 0.419 -1.489 1.426 -3.103
0.397191361137595 0.827 -0.657 0.565 -0.408 -1.178 0.163 -0.062 0.983 1.037 0.370231002210047 0.12 0.587 1.858 1.241 0.489 -1.386 -0.618 3.517 0.011 -0.888 1.55 1.523 1.378 1.116 0.538 0.846 0.102 -3.526 0.012 0.231 0.28 0.359 0.7 1.792 1.798 -0.919 -0.336 1.798 0.244 0.024 1.399 -0.951 -0.207 0.164 -0.58 -0.316 -0.311 -0.653 0.36 1.089 0.935 1.067 1.834 2.005 -1.531 1.68 0.249823034394772 1.361 1.481 1.023 0.174 0.661 1.327 1.866
-0.039 2.704 1.071 2.532 3.017 -0.654 1.586 -0.017 0.028 1.596 0.258 0.353 2.469 0.992 1.244 1.892 2.491 2.16 2.723 1.888 1.776 2.077 1.64 2.088 -0.457 0.496 0.561214746109704 0.753 1.304 2.137 -1.086 2.591 2.303 1.409 0.309 1.504337989204 2.261 -0.31 0.518 2.321 0.954 -0.304 -0.886 1.992 0.363 1.281 2.241 0.639 0.845 0.324 0.984 2.013 2.022 1.782 2.214 0.632 2.12 0.798 1.708 0.456 -1.531 -0.503 1.397 2.706 2.494
-0.157 0.559 -0.121 -1.27 0.316 -1.636 -0.374 -0.277 0.412 0.160568759726319 0.018 0.27 0.587 0.363 0.782 -0.407 0.047 -0.883 -0.638 0.659 0.272 -0.445 0.056 0.625 -0.101 0.27 1.535 0.281 -1.261 0.170951955833719 0.452 -0.525 -0.329735597744144 0.127 0.263 0.594399205953699 -0.641 -0.274 0.182 -0.36 -0.047 -0.115 -0.068 -1.049 -1.459 -0.179 0.048 -1.151 -2.72 0.188 -0.529 -0.322 -0.364 -0.557 1.016 -0.014 -0.15 -0.497 -0.418 0.121 0.363 -6.782 -0.234 -2.269 -0.117408987398825
0.343 0.701 0.174 1.025 0.561 2.337 1.39 2.712 -0.383 3.489 3.144 2.78 3.297 1.655 0.589 0.424 1.649 1.053 0.345 2.526 2.069 0.921 1.909 1.909 1.813 0.464 0.46 1.067 1.361 1.098 3.057 -0.032 0.924 1.374 1.138 0.982 0.245 -0.593 0.065 1.094 1.202 -1.806 -0.51 -0.159 0.225 0.561 0.221 0.837 -0.046 -0.576 -1.309 1.863 0.389 0.087 0.834 1.61 0.268 -0.825 0.249 0.731 -0.385 1.007 0.838 0.571 0.736
0.988 -0.112 1.26 0.623 -0.325 2.876 0.32 1.136 1.026 0.738 2.021 0.96 0.432 1.223 2.133 -0.369 -0.722 -0.526 0.669 0.728 2.412 -0.901 -0.149 0.561 1.872 2.357 1.06617957158808 0.465 1.45 0.141 1.568 -2.362 0.941 0.061 0.914 0.703 1.376 0.923 -0.191 0.277 1.315 0.695 1.914 0.127 0.704 0.119 -0.015 1.183 0.105 1.034 0.689 0.476 0.82 1.485 2.788 3.691 0.328 3.67 1.129 -1.314 0.241 -1.215 0.631 -0.016 0.041
-1.387 0.398 -0.047 -0.08 0.756 -1.154 0.604 -0.307 0.567 1.24 0.236 -0.376 0.348 -0.29165464670582 0.881 -0.813 -0.962 -0.954 -0.436651861460333 0.021 -0.607 1.033 -0.62 1.184 -3.03 -0.599700044244169 -0.534648658088576 -0.123 -0.245 -2.334 0.073 -0.709 0.601 0.695 -0.346 -0.48 0.989 0.29 0.665 1.277 -0.483 1.425 0.505 -0.281 -0.621272225022337 -0.041 -0.018 0.065 0.242 0.723 -0.263 -0.049 0.382 -1.754 -0.185005239958524 0.06 0.161 0.106 0.277 -1.191 -5.493 0.539 -1.519 -0.819 1.341
-4.938 -2.25761890532441 -1.931 -2.665 0.091 -2.698 -0.517 -1.639 -2.575 -2.819 -2.869 -1.938 -1.247 -0.737 -2.156 -2.08 -3.549 -1.785 -4.04426201001505 -3.046 -1.156 -2.12 0.047 -0.634 -3.056 -2.965 -5.159 -1.262 -1.489 -1.951 -2.018 -1.964 -0.621 -1.692 -2.027 -1.29 -3.899 -1.45 -2.268 -1.056 -1.793 -0.94 -1.807 -3.784 -2.328 -0.781 -1.703 -2.121 -4.251 -2.293 -2.068 -1.824 -1.46 -1.443 -2.51762339320084 -1.847 -0.62 -1.822 -1.348 -2.645 -2.69888995021441 -1.8938857321367 -2.115 -2.353 0.168
0.074 -1.146 0.712 1.235 1.337 1.144 1.663 0.478 -0.392 0.805 -0.169 0.636 1.56 2.062 2.394 0.555 -0.285 1.293 0.109 0.426 -0.064 0.759 1.06839505668405 0.652687535318393 1.397 0.348 0.743551919677612 0.61597913431065 0.588 2.001 -0.03 1.093 1.43 1.163 -0.158 0.935 0.626364945338588 0.804 1.02353187875182 0.237 1.363 -0.133 0.049 -0.136 2.516 1.411 -0.401 1.051 1.299 0.051 2.016 0.543 1.18773984870365 1.013 1.163 1.953 2.417 -1.37 1.25357198292009 -4.841 1.447 -0.517 -0.418 1.757 0.478
2.263 3.929 0.157 0.176 2.958 0.215992253389591 -0.17 0.381 0.823 -0.477 -0.0271156072394305 0.901 -0.243 1.058 0.849 -0.67 0.009 0.483 0.399 0.58 -0.127232417852074 0.771 0.009 -0.065 -0.983 1.094 -0.381 -0.26 0.723 -0.227 -0.042 -0.739 -0.398 -0.169 -0.26 -0.366 -1.079 -1.335 0.292 -0.044 -0.258 -2.426 -1.557 -1.222 -0.280062284274497 0.967 -1.072 0.942 -0.0605102601799189 -2.504 1.734 -0.892 -0.508 -0.49 0.511 1.278 0.565 1.213 -0.827 -0.37574372145177 -1.868 -1.207 -0.489 0.273 0.275
0.499157696270025 -0.658 2.039 2.794 -0.832 -0.852 0.97 0.556 0.676 2.34 1.235 0.956 1.19 0.882686940852432 0.334 0.57 1.22 0.905 0.716098348749614 -0.119 1.335 0.296 -0.043 0.635 2.684 0.588131062644181 0.635 -0.556 0.264 1.836 0.934 -0.959 0.29 1.395 1.348 2.599 0.775 1.819 0.832 1.202 2.381 1.036 3.345 -0.946 0.294726465198916 0.781 0.303 2.3 -2.693 -0.081 2.175 -0.01 0.645 0.233 0.860465371970244 1.116 -0.49 1.046 0.793 1.575 1.176 1.706 1.607 1.088 -1.743
1.156 2.301 1.619 1.483 1.019 -0.817 0.554 -1.159 -1.164 1.522 -1.525 -1.396 1.253 0.435 1.265 0.807 1.189 1.237 2.07 1.352 -0.177 1.366 1.853 1.184 -0.805 0.825 1.346 0.054 -1.307 1.112 -1.27 1.186 1.506 1.677 1.798 2.585 2.389 0.983 1.782 1.724 2.558 -1.002 1.006 0.423 0.81 1.864 0.197 0.73 0.987 0.316 1.668 0.463 -0.125 -0.868 0.787 0.869 1.27 1.836 -0.158 -0.512 0.567 -1.104 -0.77 1.258 0.609
0.422 0.277 1.268 1.085 0.284 1.153 1.526 -0.728 0.866 2.141 2.758 -0.594 1.669 0.296519386862256 0.625 0.342 -1.279 0.2 -2.856 -0.212 1.16 1.218 1.165 1.515 -2.03 1.131 0.449263114038109 2.151 -0.012 -0.022 0.023 -0.063 -2.173 0.578 0.798 -1.399 1.903 0.620992086399717 0.176 0.363 1.447 0.756 0.926 -0.247 -0.031 0.714 0.419 1.408 -0.74 -1.275 1.466 0.861 0.759 0.741 -1.856 0.663 0.085 0.798 0.168 0.52 0.267 -1.543 0.587 0.839 -0.697
-0.351 -1.069 -0.466 -0.526 0.095 0.0355401719871083 -0.529 0.397 -0.279 -0.37 0.784 0.518 0.675 -0.322 -0.018 -0.507 -0.274 -0.129 -0.698 0.392 0.144 -0.161 0.328 0.312 0.469 -0.277 -0.17724943535463 -0.283 -7.558 -0.547 0.372 -0.009 -0.265 -0.225 0.316 0.477 -0.562 -0.51 0.081 -0.199 -0.218911938303626 0.205 -0.374 -0.411690688649791 -0.807 0.382 -0.632 0.282 -0.865 0.147 0.0445426886231351 -0.342 -1.136 -0.461 -0.514180673222147 -0.368 0.056 0.641 -0.745 -0.724 0.005 -0.289 -2.069 2.181 0.116
-0.242 0.663 1.635 0.38 0.608 -0.849 1.132 -1.14 1.252 -0.714 0.375 -0.546 1.316 0.176 -0.633 -0.313 -0.573 -1.13 -1.502 2.66 -0.009 -1.938 0.587 0.164 2.506 -0.536 0.36 1.131 -0.192 1.096 0.709 -1.321 -0.213 0.113 0.285 -0.886 -0.298 -0.557 0.398 -0.538 -0.239 0.059 -0.43 -1.097 -2.084 -0.188 -0.639 0.37 -0.168 -0.089 -1.595 -0.047 -0.671 -1.181 1.706 3.683 -0.076 1.669 -0.345 0.33 -0.227 -0.06 -1.349 -1.56 -0.431
2.866 4.162 -0.726 -0.681 0.831 -2.647 -0.141 -0.861 0.08 0.906 -2.933 -0.164 -0.01 -0.059 0.346 0.133 -0.544 0.198 1.982 -0.109532443991081 -1.358 0.113 -0.167 -0.055 -0.157 -0.097 -0.0257529126378095 -0.269416944117867 -0.86 0.261 0.49 0.816 0.59 -0.123 -0.608 1.577 0.096 0.555 0.807 -0.124 1.448 1.108 1.713 -0.477 1.812 -0.231 0.529 -0.103 1.604 -0.63 -0.855 0.542 0.998 0.271 -0.419 -0.824 0.095 0.802 0.182 -0.449913412543902 -1.097 -0.699 -0.541 0.462 -0.373
-3.059 -2.62543789595147 -2.479 -1.576 -2.428 -2.926 -1.041 -2.273 -2.399 -5.047 -2.62304146324144 -1.938 -1.509 -2.109 -2.569 -2.015 -2.403 -2.72 -3.08790652112225 -6.565 -1.261 -3.471 -0.86 -0.86 -3.355 -1.861 -2.24900130238321 -1.847 -1.4 -1.414 -1.907 -1.544 -1.471 -1.886 -3.937 -4.337 -2.27320244379298 -1.437 -2.379 -1.556 -1.377 -1.453 -1.887 -0.246 -3.978 -1.852 -0.285 -2.191 -0.306 -1.556 -2.271 -1.5 -0.85 -1.516 -2.18975501438501 -1.605 -3.487 -2.263 -1.656 -2.33429696502189 -2.77944843275391 -2.50580495970657 -1.787 -1.19 -1.231
0.373884250019644 2.796 1.372 1.341 0.523 0.191 1.285 1.309 0.016 1.532 -0.373 -0.497 -0.482 -1.09 1.834 0.431 0.11 0.568 0.263683259722671 2.353 0.593 0.365 0.331 1.87 4.128 -1.905 0.702868276509028 -0.519 0.441 2.257 0.076 -0.089 2.198 0.104 0.209 0.918462884052036 -0.734 0.825662692234772 1.275 0.015 0.033 0.75 -0.941 -0.574 -0.994 -0.096 0.196 0.942 -0.562 0.638 1.586 0.827 1.176 -0.309 1.533 0.148 -1.049 1.036 0.442 0.495 0.829 0.0930641395634957 0.045 -2.24 1.72
0.118 0.0218011776501094 0.086 1.436 0.424 -2.658 -0.227 -0.029 -1.578 -0.901824889599612 -1.254 -0.157346541732765 1.605 -0.054 0.248 -0.164 -0.229440936125693 -0.802 -1.17844086918903 -1.11637065911485 0.21 -0.127 1.427 1.301 -4.14 0.198 -0.11493520434766 1.72 -0.687 -3.306 1.548 -0.986 0.35 0.575 -1.342 -0.321 -0.611 -1.109 0.962 0.385 0.451 -1.758 -0.237 0.634 -1.15361547592646 -0.045 0.5 0.987 -1.385 -0.275 -1.322 0.612 0.057 0.328 -0.0820845603972738 -0.592 0.815 -0.638713612838254 -0.015 -0.491252916855788 -0.423 0.261 -0.322 0.738 0.526
0.97 0.442 -0.112 0.77 -0.028 1.089 0.442 0.449 -0.274 -0.11 -0.6 1.067 1.74 2.161 0.043 0.764 0.347 -0.076 1.593 0.024 0.98 0.598 0.207 0.261 0.262 -0.083 -0.691 0.657 1.748 0.555 1.619 1.262 -0.389 0.186 1.019 1.447 1.461 0.718 1.299 0.986 1.326 -1.657 -2.06 -0.078 -1.78 0.302 -0.215 1.024 -1.491 -0.536 -1.487 1.875 2.436 2.656 2.632 2.805 1.942 0.521 2.243 0.899 1.14 1.416 1.694 1.231 1.398
-0.907321250480689 1.776 -0.344684416078302 -0.073 -0.089 -0.465 -1.664 -0.966 0.715 0.281 -0.175782358560865 -1.001 -0.317 -0.841 -0.342 -1.198 -1.486 1.778 0.346 -0.827 0.043 1.722 0.078 -0.279 -1.168 -0.463528297803276 2.304 -0.064 -1.206 -1.138 -0.541 -0.018 -0.245 -0.349 -0.877 0.188 -0.349428775593577 -1.435 0.011 0.407 -0.371 -1.681 1.665 -4.016 -0.810435692044141 -1.491 -1.168 -0.993 -3.646 -0.659611663744845 -0.91 0.335 0.043 -1.654 0.569 -1.978 0.441 -0.438747902243507 0.22 -1.122 -0.759 0.2 -0.039 -1.428 -0.189005580171943
1.216 0.51 0.191 1.302 0.809 1.418 -0.416 1.851 1.823 0.207 1.707 2.002 1.256 -3.017 0.85 1.005 0.162 0.346 1.35190560674593 0.776 1.63 0.921 1.106 1.091 2.01 0.303334680094898 -1.107 1.73 0.563 -0.502 1.412 0.911 2.7 0.473 1.579 1.81 1.288 1.473 2.015 0.736 1.464 0.679 1.076 0.242 -1.142 -0.282 0.015 0.326 0.799 0.241 0.057 1.163 1.016 0.7 0.894090843238446 1.524 1.307 5.083 1.067 1.375 2.834 0.562629324567873 1.576 0.566 -1.047
0.777 0.661 -0.807 2.267 0.612 -0.493 0.363 1.236 1.034 -0.199 -1.853 1.533 0.91 1.352 1.49 1.734 0.993 1.073 0.813 -0.254 0.345 0.537 0.642 1.022 -0.434 1.353 1.434 1.794 1.709 0.055 -0.479 2.357 1.809 0.63 -0.637 2.106 2.068 0.231 1.33 0.634 2.187 -2.207 1.604 0.181 -2.691 0.333 0.038 0.403 -0.801 -1.683 0.847 0.883 0.293 1.199 -0.48 -0.427 0.797 1.571 0.421 0.007 1.365 -0.622 0.276 1.867 1.422
