"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84"
1172.4 806.2 1213 1499.3 2015.7 1847.5 1629.9 932.4 1577.7 2142.5 2462.8 1899.8 1946.4 2455.5 768.3 7072 7853 9086.7 9736.2 7400.2 9338.1 10847.3 7768.5 8983.3 959.3 479.6 1573.7 1626.1 835.7 527.4 941.5 686.4 894.7 87.5 436.6 983.3 858 455.7 683.3 1006.4 708.3 479.8 437.6 457.3 2295.2 836 4432.2 2153.4 1525.6 3227.6 854.8 1281.5 1550.8 4332.1 3118.9 1143.1 1027.3 983.9 1804.3 1986.9 702.1 1181.1 719.9 1424.8 2079.7 1574.1 660.9 2827.3 1755.1 3745.8 1228.7 1416.2 762.9 573.2 1031.5 1653.6 1840.8 2229.6 1291.6 2565.8 303.5 1756.2 636.3 767.2
1724.5 983.7 1002.3 1899.1 1447.5 1141.1 1025.6 475 2225.7 1135.3 1841 1290.7 1372 2481.2 395.9 7440.7 9202 7293.1 7156.1 9389 7844 11951.7 7848.3 8652.8 1103.4 546.6 906.5 1099.8 1098.1 342.3 570 932.2 1013.7 233.4 455 470.9 814.3 417.5 466.2 1375.2 731.6 834 556.5 400 1439.7 941.3 5344.2 1901.3 830.1 1773 416.3 1305.1 2214.7 2705.8 1883.1 752.3 1413.6 1868.5 1402 1775.8 724.5 1715.3 186.1 1143.6 1312.2 1584 413.2 2245.4 1033.5 1865.6 2097 1443.8 557.7 889.7 884.2 1647.2 1486.4 1205.8 680.9 1440.5 488.7 1259.2 404.9 549.4
1420.6 300.9 1117.1 1096.5 560.2 1772.7 1063.1 309.9 1571.6 461.4 2338.7 1210.9 1523.5 486 122.3 7807.7 4743.4 4345.8 15017.6 8155.7 2742.2 11552 3434.8 5502.5 256.1 506.3 1591.3 817.9 1116 219.3 451.2 457.5 536.4 525.3 254.3 295 231.8 64.9 123.9 547.8 418.2 289 211.4 273 1399.7 221.2 2643.8 3909.2 1583.8 2111.2 486.1 1277 1018.8 1364.2 4289.1 241.5 1142.9 616.2 864.4 4279.3 330.2 1179.1 161.8 932.8 437.4 379.9 394.6 1668.1 374.2 3627.3 726.1 720.7 490 701.2 1004 489.6 604.1 628.3 1157.1 756.3 375 1801.3 368.5 177
2136 1065.4 724.8 1435.6 1625.9 1172.4 853.4 720.6 2438.4 1117.9 2219.4 1498.9 1470.2 2260 500.7 9570.4 6447.5 9828.3 7029.6 10614.7 8461.2 9436.3 7846.7 7356.2 889.6 511.5 1071.3 1447.4 1298.4 457 804.2 779.4 806 186.8 208.8 453.6 904.3 282.1 336.5 1377.9 593.6 635.9 293.2 400.1 1565.5 692.2 5618.4 2198.8 2484.6 2257.5 108.3 1170.7 2227.4 3134.8 2498.2 298.9 1666.7 1395.2 1563.3 2032.6 557.7 1441.7 407.1 1596.4 2460.2 2290.4 568.9 3193 1846.2 1783.1 2164.1 1486.5 774.8 813.5 1370.6 1979.3 1779.8 1856.5 870 1701.4 244.5 1387.6 488.1 380.7
1711.1 969 777.7 3020.6 766.6 2612.3 1342.8 2655.7 1246.2 2533.8 1033.6 2143.2 4302 1972.7 102.9 9253.8 6509.3 10533.9 9598.1 4713.4 5625.3 7254 12414.3 8718.7 861.1 557.6 1216.5 1412.1 1385.1 845.7 879.2 543.3 1123.9 705.4 722.3 1120.4 1073.6 503.9 614.2 1951.8 531.2 618.4 623.5 717.9 2444.8 776.4 4514 4498.8 1490 3134.9 624.1 1566.4 2020.9 3795.5 1784.9 982.8 736.2 1480.8 2486.5 2351.9 615.7 1855.1 378.3 1289.9 1374.7 1272.6 673 2079.9 979.5 1553.2 1171.9 2799.6 525.1 811.2 742.2 2513.9 1952 1593.7 1229.7 2514.5 86.1 1986.8 1634.8 800.8
2216.4 578.9 3367 472.6 4249.9 2237.1 681.5 1139.7 1764.6 318.8 1589.6 2075.3 3348.6 5077.5 1495.8 6193.8 5916.6 8185.6 10046.6 5955.8 9573.6 12855.4 1282.3 1224 1629.8 4267 1344 401.5 1431.9 1199.3 791.3 561.2 2950 1222.6 1230.2 788.4 245.7 64.2 49.9 3418.8 319.6 298.5 680.5 571 3906 186.7 3939.2 5953.1 841.1 4594.4 3911.5 1902.2 1868.5 4192.1 3533.4 640.4 3904.9 434.6 1065 4942.4 101 177.8 601.9 329.6 3489.1 4510.1 1449.2 1774.1 3306.2 1386.4 1622.8 2466.7 284.2 180.2 1397.5 2490.1 2550.9 1199.4 1768.9 1437.8 308.7 883.5 2339.1 553.3
884.8 907.7 607 1733.2 990.7 1324.1 883.3 393.1 1332.1 1234.6 2155 1098.8 1955.9 1586.5 172.4 5464.5 11624.1 6934.1 3225.3 6314.6 11181.7 9611.4 9628.9 6091.3 712.9 662.6 727 1034.2 704.9 173.6 530.9 510.1 855 271 385.1 541.6 1107.7 321.7 444.4 1196.3 803.6 639.3 468.2 344.7 1998.5 863.4 5831.1 1134.5 566.6 2216.8 380.9 841.4 2258.8 3315.2 2536.6 680.1 844.8 1690.9 1060.2 1257.4 562 1309.5 171.4 502.7 689.2 1241.9 381.4 2258.6 509.6 1411.7 1815.8 1466.6 302.3 405.9 325.4 1521.3 1637.8 881.7 657.3 1588.1 68.5 697.9 326.7 506.4
1032.2 1035.7 845 684.6 1077.2 959.7 1003.5 551.5 1718.3 1220.9 1249.6 780.1 871.1 1884.6 240.5 4550 11315.4 6753.4 7165.3 8748.5 7155.5 11256.7 7424.3 8898.7 1031.2 569.1 904.2 1000.8 1355 286.2 426.9 492.1 1083.7 808.7 370.8 444.7 953.4 321.8 449.7 1252.9 594.2 703.9 307.2 200.8 1606.9 1408.5 3263.5 1337.1 762.1 1950 499 1055.6 1608.2 1805.4 1197.4 446.7 796.7 1181.6 902 814.3 522.2 994.3 216.1 887.2 558.8 988.6 274.5 1687.6 446 896.3 1004.7 462.3 286.1 243.2 859.9 969.8 793.5 679.9 760.6 978 160.9 523.4 238.5 439.1
1188.8 996.8 1178.1 1068 1028.6 1231.2 828.8 767.9 1407.4 1118.5 1101.3 1653.4 1253.3 1520.8 504.7 5040 5001.4 7907.2 6612 9354.3 15074.2 7843.9 7747.4 6942.3 763.3 548.5 838 911.6 799.9 411.5 556.3 541.2 765.6 697.1 379.1 562.6 920.4 264.6 598.3 928.6 586.3 533.3 469.7 396.2 1299.7 1008.9 3374.1 1652.9 1431.5 2045.4 675 977.3 2354.1 2403.7 1944.6 629.7 827.7 936.9 1037.4 1094.2 357.6 643.6 432.4 1156.1 1422.6 1203.8 320.2 1711.5 1223.1 1576.1 955.1 1252.9 454.2 334.3 940.8 1590.5 1657.4 1654.6 881.4 1542.1 436.6 854.5 444.2 323.7
1309.7 587 1102.6 1226 1569.3 1260.8 707.3 528.6 2069.5 776.5 832 1503.6 1191.8 1443.7 170.1 10677.1 5190.4 6063.8 12481.6 9922.2 5234.4 7413 8572.4 5875.7 989.4 526.6 948.7 1164.6 1202.3 417.4 665.5 631.8 1786.8 1291.1 366 517.5 562.5 309.2 358.8 1489.6 425.4 428.8 486.2 348.1 1187.6 381.2 5131.5 1569.8 917.5 953.1 440.5 1104.3 2034.4 4246.7 2544.9 540.6 1542.9 998.8 978.5 1809.9 343 894.8 458.1 1326.4 2357.5 2210.8 440.2 2507.9 1868.1 2124.5 2485.5 664.5 459.5 308 914.2 866.5 904.2 2433.3 1535 1060.7 101 1294.3 753.6 384.4
1024.5 875.5 1182.5 1461.9 1626 2003.5 1109.4 659.3 2069.8 1135 2254.4 1646.2 1019.5 1861.8 313.5 7537.7 4838.4 2960 10779.6 9703.3 6755.5 12568.9 7916.6 5456.1 1200.3 493.8 850.2 1081.4 1239.2 328.9 391.6 632.9 953.8 492.6 274.3 483 473.9 229.3 280.1 791.4 597 423.8 355.6 371.1 1572.4 561.1 6579.1 2179.6 794.7 1626.3 516.1 1254.1 1741 4055.6 4182.4 608.9 1325 1213.1 797 2134.5 486.7 1382.6 588.8 1796 3030.7 2219.3 672.8 4032.9 2480.8 3842.9 2273.3 1771.6 565.8 729.7 1256.7 1128.4 1473.9 2494.4 1938.6 1126.1 194.9 2029.9 429.3 401.2
1454.6 1107.3 935.3 1157.1 1284 1317.3 1350.6 687.7 1273.8 1139.3 1963 1614.7 1745.2 1648.1 496.7 10035.7 7635.3 8461.5 8444.8 7580 5191.8 8749.3 7559.1 11013.6 834.1 893.8 1035.2 1166.7 1134.4 345.2 558.5 511.7 901.2 438 412.8 669.3 610.4 437.8 666.7 1268.4 802.5 568.5 388 427.4 1291.7 778.1 5279.3 2090 1287.7 2305.7 579.1 829.8 2811.1 4436.4 2553.5 1269.1 907.9 1230.1 1147.2 1568.9 335 1085.2 273.3 1263.6 1613.5 1035.4 473 2774.9 1178.8 2667.7 1401.9 1797.6 474.3 538.9 1316.4 1424.9 1272.5 1498.5 944 1705.7 29 1148.6 398 476.3
1305.3 942.6 712.5 1379.4 709.9 1280.8 941.8 1346.8 1232.8 1466.8 1157.4 1485.4 1158.5 1866 313.1 8167.8 7056.2 8646.8 7179.1 11166 8875.5 6941.3 11553.4 4467.4 632.9 802 1071.3 897.1 740.8 592.6 585.8 399.9 965.6 544.2 270.5 701.8 535.5 279.2 390.5 1216.8 594.7 695.8 523.3 408.9 1393.1 1016.6 2359.1 2278.9 1396.5 1618.6 470.2 1245.3 1739.3 1287.1 2264.4 661.3 1037.4 655.8 1336 808.4 300.7 582.8 642.2 767.4 1830.1 1256 409.5 841 1466.2 1083.7 720.5 1454.1 449.4 511.2 833.3 763.3 729.4 1695.6 974.7 1897.5 142.4 1260.8 813.2 567.3
1517 945.7 838.9 2228.6 1177.3 1367.4 1227.6 989.2 1576.7 2499.2 2888.4 2142 1448.9 1654.5 461.8 6032.7 8182.1 9574.5 8463.1 9381.1 9026.3 7656.2 5675.9 11043.3 786.4 663.3 1329 1617.6 2152.2 564.8 745.9 641 910.4 510.1 562 541.3 676.4 440.5 774.6 1141.8 666 712 414.6 522.3 1836.8 1279.3 4916.4 1493.5 800.1 3887.5 610.1 816.6 3735.5 3354.3 1816.9 1094.2 957.7 826.8 1399 1527 407.3 1152.2 402.2 1481.9 1252.5 1678.3 521.4 2962.1 873.8 2735.1 1661.2 2112.2 550.9 602 826.6 1525.4 1873.8 1002.4 1298.4 1992.2 228.5 1128.6 495.4 874
824.8 922.7 1523.6 802.4 1696.2 2338.3 1186.9 999.4 3529 2291.7 1030 1995.8 2016.4 2391 907.7 5906.1 10232.3 11920.5 11698.9 4183.9 4418.9 7753.2 2209.6 9677.3 522.6 1916.2 2718.7 1851.6 1156.4 767.8 428.7 611.9 1194.2 1094 560 1390.1 741.8 199.4 307.5 1432.4 664.8 560.5 491.7 451.3 1704.4 352.3 4413.7 1352.5 1892 3213 347.4 2209.8 2257.2 5186.7 5014.7 4864.1 700.3 1169.7 1610.8 3073.4 383.4 734 975.5 1964.9 2972 2026.5 1340.3 3973.6 2591.8 3340.9 2744.8 3264.9 1577.3 1234.5 2217.4 1121.8 1495.9 2400.1 3559.3 1800.6 250.3 2901.3 1793.3 512.6
1113.2 681.9 1028.6 1375.6 962 1639.1 827.4 1359.1 1125.7 1860.2 977.3 1161.3 1309.7 1703.7 327 7098.5 5790.1 15155 6251.9 8844.1 7587.6 7477.6 8075.4 3721.9 752.8 991.7 1010.8 536.1 689.6 512.3 910.2 820.4 889.1 1025.4 350.3 922.2 441.2 229.4 284.3 1205.8 397.4 740.8 433.2 296.6 1102.7 536.7 4028 2655.9 3376.3 1654.6 370.7 1050.6 2694.4 3725.2 1777.1 1135.5 965.6 577.2 741.7 1348.7 345.4 423.9 280.9 1253.6 1438.3 1352.1 327.4 1269.6 1279.4 1539.8 1107.8 2449.1 734.3 639.1 1619.3 1269.4 1129.2 1784.4 1216.2 1392.5 24.8 1161 1080.4 339.7
1713.8 803.7 778.7 1432.1 937 1891.8 769.3 771.6 1142.8 1394.6 1010.9 1303.8 2120.7 1103 223.6 7756.1 5050.5 9992.2 8102.5 6198.5 11332.5 7396 11291.1 5245.6 572.3 686.2 1135.3 1245.8 693.3 753.5 819.5 668.2 582.9 609.8 359.7 442.5 648.4 232.3 383 1071.3 379.7 339 353 268.1 2138.3 756.8 3564.6 1847.9 1283.4 2825.1 419.5 1313.6 835.5 3793.9 2227.2 573.5 684.8 508.5 1488.5 966.1 390.8 923.6 350 751.5 1058.7 1016.2 374.1 1608.7 837.2 1638.8 1178.4 1346.2 556.9 518.2 576.4 1510.8 1372.2 1635.9 1120.4 2165.3 44.9 1132.7 821.8 289.8
738.4 441.2 412.5 1161.9 567.7 1155.4 1312.6 496.1 909.3 996.9 1440 1381 2043.4 802.4 263 10858.2 8921.4 8703.1 3724.7 6923.9 10012.3 8478.6 7915.8 7026.8 939.9 669.9 859.9 1004.2 1073.1 468.1 457.3 354.9 884.2 492.9 714 614.5 1081.4 399.9 609.8 1155.4 369.8 416.6 291.7 353.1 2422.9 725.3 2796.1 1690.5 502.8 834.2 626.2 1723.4 1692.8 2177.7 1697.1 250.1 647.6 615.5 1007.3 1515 136.3 427.2 125.9 236.7 1111.2 748.9 649 1706.6 828.8 693.2 649 1156.5 360.6 458.3 326.3 184 685.6 699.8 702.2 1094.8 77.4 578.1 411.7 339.7
1361.5 1268.2 846.5 1067.8 774.3 990.6 913.9 989.3 949.9 1110.9 1459.1 1472.9 1621.7 1041.1 91.8 6435.7 5679.4 15215.1 4896.8 5493.1 3110.3 3888.7 5707.2 13307.9 588.4 468.7 942.4 1209.3 805.5 228.1 593.3 523.6 638.5 496.8 257.9 954.5 451.1 298.8 795.8 560.3 465.3 486.3 230.1 455.5 1602.3 878.8 3011.5 2114.9 1279.6 2748.7 633.7 428.4 1480.7 1389.4 825.2 1015.3 361.4 1054.6 1018.1 1177.2 90 397.5 280.4 1258.9 1071.8 595.3 196.9 3236.4 808.7 846.4 627.4 982.3 474.4 438.3 1240.1 520.7 441.9 877.4 638.1 1311.8 84.3 1484.2 567.4 588.9
1462.3 738.4 801.9 2230.3 935.9 1813.2 932.6 553.7 975.7 1860.6 978.9 1809.6 1632 1043.8 301.6 7010 7547.6 12101 4379.6 7769.4 7748.1 7093.6 9640 10138.3 1114.5 494.8 1172 961.3 384.7 414.7 709.6 929.7 999.9 578.1 303.7 1040.8 665.2 736.3 1098.6 1346.8 1261.6 664.3 545.3 468.3 1383.8 1552.8 3386.7 1207.6 1661.9 2271.3 832.9 1027.9 2004.7 2472.7 1580.1 708 499.5 1155.1 1016.7 1107.2 264.3 633.1 252.9 521.7 1307.4 1156.8 285.8 2278.1 1114 1974 886.8 973.9 372.3 344.9 618.3 975.4 1272.2 1345.9 727.7 1403.2 79.7 932.4 315.8 396
854.3 601.7 828.2 1681.9 533.4 596 796.1 490.4 1535.5 450.1 1225.9 1170.1 572.2 303.1 570.3 5050.8 7523.8 180.1 5597.9 16797.1 8810.1 4891.7 7478.7 4058.9 560.7 1484.3 1226.4 564 895 481.9 435.2 668.5 471.3 524.2 150.6 635.4 1052.5 253 217.8 1642 340.3 398.8 248.8 320.3 1134 798 2520.8 1345.6 4243.6 1304.4 103.5 1203.7 2271.3 1755.9 1975.4 99.9 990.8 288.9 1133.5 66.9 146.5 107.5 640.1 835.5 1393.8 2282.4 438.2 944 1059.4 391.7 1237.4 347.9 742.3 785.4 1119.4 1937.2 2068.1 2466.3 981.7 1934.6 204 1155.4 345.1 216.5
801.4 897.8 1041.8 1228.1 849.3 804.8 1168.6 442.4 2800 1823.3 2340.1 1366 668.7 1478 368.9 4035.4 7738.9 3066 18696.5 3957.7 3592.7 7175.7 4845.9 5468.6 685.6 261.1 807.4 807.1 868.8 210 308.5 1006.1 1093.9 425 154.5 704.1 492.5 431 347.4 761.7 482.1 629.5 457.5 460.2 1127.1 902 4188.5 1407.8 576.4 1915.4 598 1075.2 2069.7 2764 1464.9 758.7 414.7 697 1632.9 704.3 555.8 552.2 484 1814.7 1297.5 1265.2 271.3 1434.5 1112.7 1199.8 592.2 1287.2 202.3 142.9 480.4 274.6 327 440.5 1266.6 1862.2 327.1 1413.4 589.3 273.4
1147.7 1021.4 1097.3 1425.6 1227.7 1376.6 913.5 627.6 1739.8 1280 1273.4 1718.2 1921.6 1774.6 526.7 8075.8 7527.6 6151.2 8101.1 8810.5 7800.4 11347 6717.7 10190.6 793.5 521.4 840.3 919.8 606.4 350 409.3 481 897.3 506.9 395 457.1 752 428.7 528.4 1178.8 688.7 638.6 575.8 423.1 1518.8 951.7 4242.1 1722.3 638.2 2024.2 597.4 753.4 1708.4 1634.4 2056.1 1214.7 847.8 1103.9 920.1 1334.7 549.5 1031.5 432.2 1089.9 1361.1 1481.8 334.5 2692.2 995.9 1483 1842.6 1588.2 461.7 469.6 1134.1 1264.6 1603.9 1033.2 1221 1125.2 496.2 925.4 428 514
1326.5 659.5 656.4 597.8 1179.5 2463.9 791 432.6 1191.3 532.3 1194.4 1652.6 814.8 1386.1 766.9 4577.1 8956.2 14338.4 4480.3 3490.3 6216.5 5587.8 10922.9 8967.2 633.9 582 1345.5 409.6 476.5 240.9 348 353.7 703.6 873 373.1 450.6 547.7 257.4 311.8 1333.1 431.8 626.8 495.3 226.7 857.9 614.5 1860.8 2305.1 2288.2 1813.7 261.6 824.6 1039.6 1937.4 1539.7 1407.7 1034.4 948.9 589 1298.9 421.5 845.9 440.2 1049.1 1224 1020.6 475.2 1852.7 912.1 1348.5 1459.6 1828.6 936.4 1168 2919.6 1023.2 1488.4 807.8 816.5 424.8 434 890.6 637.9 413
897.6 487.2 681.4 1625.2 821.8 1931.8 1102.1 549.7 1232.1 1227.3 1812.7 1562.6 2864.9 1558 206.9 6090.6 8743.9 8680.3 6878.3 7776.4 7628.4 9853.4 7334.4 10423.8 1133.4 806.6 1108.3 1065.8 764.8 512.9 842.5 486.7 1296.9 600.7 677.9 984.6 970.3 394.1 704.8 1215.9 748 406.3 529.8 397.7 787.6 1136.6 5836.9 2091.6 344.1 2098.8 784.7 1483.2 2702.2 3388.5 3077.5 515.1 895.4 963.2 1717.1 1123.3 357.4 881.3 201.8 691.7 879.9 914.8 431.4 2556.1 698.3 1780.7 1252.1 1007.1 337.7 351.5 507.9 807.6 1074.5 1101.1 1074.4 2321.1 105.9 1157.8 884.7 312
1184.4 657.8 896 1501.5 948.3 1848.4 769.7 164.8 1442.2 674.3 2533.2 763.1 1101.3 1960.6 231.2 5167.8 12715 7243.4 8567.2 7539.2 6132.2 10268.1 6660.1 6226.3 443 497.2 1624.7 527 850.4 274.6 265 194 1327.9 249.9 439.3 1101.2 788.6 279.9 434.2 661.4 756.5 640.1 501 335.6 2183.2 722.1 5870.9 1190.1 161.7 1494.8 1023.5 1057.5 1232.4 3100.6 2220.6 361.1 883 1984.7 406.8 1352.3 467.3 1102.5 443.9 890.2 1224.5 1348.4 412.2 2280.1 1034.2 2532.7 1105.5 1416.8 468.2 492.2 711 1310 1676.6 996.9 1014.1 511.8 932.1 944.4 268.1 641.4
1277.8 907.4 540.5 1383.7 492.4 696.8 731.6 348.1 1277.8 1175.5 793.3 1444.2 2699.2 382.2 167.1 7326.1 7314.4 10889 2395.3 3723.6 10646.2 4693.3 10188.7 10543 909.5 327.7 735.8 903.3 1089.8 419.1 381.7 492.9 789.5 384.1 393 832.3 1147.7 249 862.5 1255.5 521.5 668.6 500.9 295.3 926 770.8 2090.4 881.1 1264.2 1200.6 306 1175.3 2571.6 1522.9 2064.4 963.5 868.2 1485 1023.9 713.8 170.3 566.6 357.4 378.7 834.3 986.4 472.6 1804.8 609.6 111.3 1138.7 1139.4 183.1 238.7 353.2 627.3 808.9 471 647.2 1340.6 99.7 250.9 278.7 739.2
803.7 423.9 34.6 273.5 117.6 139.3 309.8 33.5 195.1 218.5 824.7 7471.4 429.4 329.4 197.2 1006.9 830.5 1267.2 15432 1429.6 4534 2180.2 1534.7 1471.1 859.5 19.1 6919.6 2635.3 3560.7 64.3 353.5 211.2 1444.5 6266.8 1852.6 2548.2 4755.4 472.8 171.1 209.2 456 100.2 66.1 133.2 125.5 140 8651.2 133.4 1181.6 4223.4 37.2 863.9 117.8 3062.1 2374.3 2448.8 218.7 194.7 75.2 112.1 10.5 48.6 60 219.6 143.6 131.5 23.6 130.6 112.3 374.2 802.8 58 66 57.2 56.7 18 122.8 121.3 144.1 134.7 163.8 279.1 37.9 130.6
2141.5 1182.8 896.9 1896.8 987.8 1812.4 969.9 908.2 1163.9 2438.3 1798.3 1715.1 1590.3 2036.8 240.3 5732.8 8950.5 13618.5 5184 6414.4 7538.5 8683.2 8655 8303.3 1618.6 743.5 1098.3 1247.2 1238.2 352.6 874.2 366 844.3 578.4 739.1 1185.7 769.8 543.1 715.8 1267.2 807.9 791.2 396.8 377.1 2130.7 1415.4 3908.9 1463 1484.1 4643.1 752.9 1441 2049 2960.1 2483.6 1175.1 1151.7 1139.8 2577.5 1742.9 482.4 811.5 488.6 681.2 1617.7 1160 504.2 1658.7 1104.8 1680.8 1636.8 2494.8 653.6 583.8 834.5 1308.9 1557.7 1749.7 1507.7 2560.8 782.4 1546.7 848.9 523.2
1753.1 778.1 737.2 1439.7 1334.7 1018 836.9 1031.9 1680.7 1637.2 1546 1762.5 2383.8 1846 429.9 9395.5 5318.2 9357.2 9498.2 9660 7780.3 7679.2 8299.5 7676.2 792.4 366.3 1022.3 1551 620.9 426.9 1027.1 554.2 762.7 318.3 478.7 431.8 968.3 415.3 353.5 1706.6 481.2 613.9 364.4 454.8 1468.1 634.4 3656.5 2786.1 1618.2 3839.5 630.6 837 2681.5 3411.4 2573.6 651.5 1019.9 983.6 1259.2 862.3 595.2 1714.6 332.5 1255 1080.8 1872.8 707.6 2648.5 884.9 2376 1302.3 1309.8 623.7 346 815.6 1406.2 1244.4 1281.7 1334.2 1791.9 335.5 1611.5 603.4 781.7
1411.9 1077.8 1008.7 904.7 667.7 714.2 1160.3 1457.5 1772.9 561 860.6 1679.4 2003.1 1382.9 668.4 9967.5 6556.9 6043.5 9279.9 12554.8 6715.2 7734.2 8707.4 4948.4 907.9 550 1332.5 992.9 1126.7 568.8 294.3 349.1 1736.7 524.7 843.2 809.2 965.1 192.9 240.5 1326.5 668.7 634.1 385.3 347.5 1092.1 726.6 3263.7 2790.9 1958.7 1819.8 362.7 1219.8 2460.7 1639.3 3541.6 410.3 812.6 2119.6 994.2 898.5 583.9 769.9 844.6 663.6 2458.9 1547.4 653.5 2463.4 1969.5 1954.8 997.5 893.2 900.9 725.2 2302.9 544.3 613.3 2388.2 1086.6 1136.2 187.8 1467.6 800.4 784.4
1671.4 735.5 845.9 1611.8 676.4 1536.9 901 614.9 2173.8 974.2 1587.1 1478.7 2064.4 1970.4 276 9115.6 7417.3 7445.5 8159.7 11502.3 8607.5 8515.6 7063.3 6037.4 1198.6 684.2 734.3 783.4 1143.7 452.6 587.1 612.9 982 433.2 456.4 851.1 1544.2 184.3 248.4 1644.3 437 556.9 651.8 274.6 2018.3 583.5 4420.5 2601.8 951.6 2321 243.4 1298 1778.8 3467 2534.4 993.5 755.4 915.8 1299.5 1608.4 269.9 1080.8 343.2 1140.2 1048.8 1408.6 473.6 2346.2 787.2 2826.7 1618.6 1208 389.6 455.5 612.8 1724.5 1646.5 1053.1 1802.3 1887.9 65.7 1085.5 764.1 404.1
997.7 407.6 491.6 1604 395.8 1323.3 946 822.2 1104.6 1294.7 2598.9 1224.8 1753 1345.6 303 5184.3 8317.6 9238.2 7157.5 8792.3 8866.6 9318.7 7486.4 8195.2 795.4 446.2 877.1 1056.9 487.1 262.4 475.4 479 830 462.6 269.3 580.1 854.1 414.2 504.1 1143.3 662.4 440.1 458.3 434.2 1106.8 913.7 4385 1782.1 999.3 4766.8 497.6 1066.2 2577.7 3039.3 2327 612.7 836 753.8 1178.2 950.2 336.7 1077.3 190.3 425 674.9 1074.7 364.5 2438.7 521.9 1413.8 914.6 903 477.4 401.2 638.1 1201.1 1293.9 738.8 1159.4 1453.5 397.4 907.9 717.8 209.9
1152.3 534.1 610.6 2170.4 771 1469.6 928.8 355.8 1003.9 440.2 1045.3 1718.2 2145.3 1598.3 209.1 5070.7 8462.9 8282.5 3471 11820 10967.2 6397.3 9913.1 3790.9 1128.2 312.1 726.5 424 655.2 342.5 377.8 264 1605 230.6 377.5 798.9 719.6 249.6 361.4 734.3 409.6 458.2 491.2 366.2 1521.4 738.1 3465.1 1340.9 413.6 1338.9 777.2 1213.3 785.9 2826.1 2127.4 871.9 769.4 1894.1 555.4 1189.2 492.2 839.1 239.9 541.4 994.9 1318.2 380.9 3126 643 1040.8 941.7 1076.3 552.1 339.6 452.7 1021.9 1771.9 857.8 1010.6 791.4 50.8 912.9 407.8 522.7
1213.7 1317.1 1019.4 1879.5 914.1 2886.5 1286.4 1000.2 1988 1129.9 365.2 1718.7 2656.7 1929.5 168.6 6077.2 5374.5 14980.5 8195.6 4778.4 3306.1 11370.9 2706.7 4701 985.2 357.7 667.2 647.4 334.4 432.2 760.3 561.2 605.5 1210.2 393.2 562 462.6 134.3 229.5 851.6 454.2 338.1 429.2 185 498.8 553.9 6691.7 1718.7 1137.2 759.8 195.4 586.3 1812.6 2186 903.4 1495 588.1 1044 1649.9 1777.9 212.2 173 107.9 1622.5 2545.8 965.7 234.4 1615.4 2113.2 469.3 824.8 1660.9 679.3 940.4 1161.2 598.4 421.1 1539.7 1033.2 2239.4 68.2 1339.5 2391.6 583.7
2046.6 1014.6 1186.3 1784.1 1620.5 1966.2 1637.9 584.4 2071.2 1355 1934.8 1969.5 1844.2 2631 542.4 8383.7 6409.2 8828.9 9322.8 9795.9 9855 8743 7450 6590.5 1748.9 715.3 1327.6 1366.8 1466.6 431 889.6 880.4 1201.5 535.2 490.9 600.7 587.2 396 443.4 1304.7 663.1 664.3 485.6 478.9 2314.2 1098.5 4798.2 2267 2034.5 2670.2 361.9 1816.8 2258.2 3578.8 3906.5 432.1 1367.7 1852.1 1083.4 1839.7 402.7 1038.7 394 1273.1 1682 1683.7 588.4 3040.7 1304 2348.6 1845.5 1054.5 771 744.4 704.1 1298.4 1290.5 1483.6 1009.8 1386.8 121.9 1304.1 846.8 882.6
906.1 525 1356.8 1148.5 988.2 2857.2 925.6 866.7 971.6 1275.8 649.4 1421.8 1614.4 1444.5 204.7 4162 8838.2 7277.6 14257.6 5863.1 9458.2 8610.9 5900.1 4988.2 839.7 426.7 1052.8 1129.2 543 456 871 752.1 774 1905.2 831.4 513.8 706.3 431.9 443.9 1654.3 461.2 599 373.9 295.4 1135.7 723.6 3406.3 1449.9 1551.1 2203.4 672.2 1097.1 1437.1 2176.1 1465.9 654.8 790 1009.2 1370.7 2054.1 291.5 648 486.1 1742.3 1453.8 693.2 240.3 1150.4 1199.5 905 653.8 1567 295.4 543.4 720.8 835.9 777.9 1189.9 558.3 1896.3 140 2318.5 1210.8 842.3
