"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72"
339.3 168 226 -20 368 253 -114 412 4 38 48 174 351 390 73 183 161 -37 382 333 -181 118 71 297 29 -79 233 418 -74 177 169 359 296 223 527 393 7868 153 2148 654 1002 435 670 9472 19723 4106 906 793 710 926 607 1216 781 1860 973 497 2264 309 94 155 313 106 424 -94 518 340 3538 870 653 344 597 287
7669.5 13685 8314 10276 7033 9180 5054 6006 4451 8894 5945 5796 4565 6771 7179 7647 14353 11730 5871 5838 9139 5468 6489 5655 13973 4170 3895 8883 2644 10591 8398 5810 8713 7530 9508 6544 15185 5608 3867 5842 4159 2534 5502 7759 7931 6484 4597 6345 6827 6399 4207 3077 9467 6542 5205 7367 5707 8529 5685 6059 10514 6973 7154 8865 6136 8194 6977 5427 3909 4075 2874 2568
4481.8 7226 1950 9181 8046 9995 7802 4738 3664 8883 9288 5424 6366 8052 3895 9879 3909 4762 9462 5112 4148 3464 3326 3455 1070 2751 3004 2550 1168 5779 1598 3875 3721 2680 1527 3337 2250 853 229 908 1058 756 1105 1275 1696 1084 2252 2190 497 1342 215 1068 374 4440 1066 1544 923 4944 3012 6002 3562 2625 4130 4972 580 2087 264 262 2561 820 758 586
2114.5 8998 782 6280 3536 2334 1695 2329 4998 7854 2221 3418 2574 6040 6471 6990 12443 7399 4923 3770 9012 10730 8065 2755 3462 7616 3682 5862 3301 3362 8594 7800 9606 2459 7324 7995 7727 2155 1594 5166 7074 1279 3771 7977 2863 7437 6140 8276 4923 4218 1597 1726 6427 886 4083 3393 2897 2628 4695 1893 2014 1687 4711 7108 3798 1531 2098 1898 2616 3088 4172 1778
6018.2 8349 2438 10992 7715 6320 5124 5128 4404 6749 10224 8772 4688 9586 6264 9683 12195 13704 5608 4481 6232 5928 7834 4942 8201 5874 3214 4540 3311 6462 2019 4524 6304 6615 9613 4039 8242 2923 3372 8956 4420 2577 2374 4878 5671 6448 5974 3152 4495 5196 2126 3937 6238 2317 7288 3236 2790 3905 5013 4083 7602 8167 9107 12970 3989 2669 6074 3683 2621 3097 3309 2420
8401.8 9987 5143 5714 4961 6344 6798 6895 5850 7049 8037 4511 4076 9545 6320 9052 4661 7601 6546 5002 5540 4210 5426 4267 5416 5652 4561 7701 4773 9218 1108 5451 7250 8429 2872 4933 9919 2441 1990 4490 3358 2167 3549 5405 14447 3216 4376 3343 3038 2222 754 1803 1972 1788 2260 2877 2224 5400 6200 4157 3221 8672 6466 12221 5134 1787 3441 1986 3886 1548 3131 2566
7847.8 10870 6374 11122 2490 6742 8405 7342 6507 7082 8470 4948 2992 17128 7510 9715 8661 7203 8398 6603 10601 2804 8714 2578 7363 9793 3448 10883 6786 11001 6729 9411 8514 9699 6636 10479 10477 9127 5879 5051 9847 1977 5839 8039 4999 6275 4743 5859 5924 8250 4191 4298 5564 6297 4453 4159 9033 5217 7039 5677 7744 10014 6831 9637 6687 5192 4686 2441 5591 5125 3641 3160
71 -7 71 -71 418 48 37 628 157 121 5652 1621 3244 -24 -161 47 75 461 146 130 567 34 166 232 5299 -23 14495 208 849 247 139 138 23 119 1126 25 91 244 38 142 258 145 -70 229 127 201 -7 230 16264 26 84 85 51 -15 -3 119 -40 1124 110 54 21 3323 19 49 -2 177 -4 19 192 -88 -58 44
4256.5 10095 2093 7476 5938 3629 2438 5651 5985 11956 5285 5969 3931 6285 9498 8580 11157 9481 7000 4723 7197 6035 9235 3893 3042 6924 5469 10485 4644 5856 8405 9078 9481 2854 7176 8772 12142 2629 3290 5669 9593 1991 4479 10202 8094 7737 6705 12337 6525 5776 2567 3744 6581 2789 3764 3755 5921 5634 6393 3067 4611 6827 7627 9259 9442 3341 3313 2736 5786 5921 3286 3404
4077 10423 4764 10337 4140 5628 6549 7661 4007 9015 6899 7895 4444 8048 6388 12335 8465 6377 7014 4599 5833 3345 6717 5728 8972 3346 4653 3775 1737 12161 1809 5041 7588 9306 5320 5928 8560 5932 2363 4936 2230 2033 6744 3292 3304 3157 4344 3734 5339 4321 1623 2760 4358 6357 3401 5594 2833 4019 5415 5153 1929 11419 8060 11786 2411 5007 5653 4207 3417 1969 1785 2491
9119.2 6901 -389 6889 6516 -146 -152 1563 -374 -541 7513 -216 8723 282 1586 5972 8238 -177 -132 -595 1951 -339 2003 2449 -417 1151 2658 -355 420 347 1517 1294 455 3616 -470 227 -427 -732 -427 -631 -942 -75 458 -528 -292 -476 -892 -819 -309 945 41 -1365 448 537 -543 5881 1073 2334 -382 4029 3564 3402 5384 5409 -457 53 -53 -658 2511 4 -166 -754
6328.9 6584 3726 11525 5581 3941 5984 5286 2778 7600 5909 8147 8522 17337 4365 7756 4980 2996 5542 2949 3881 2595 5484 2707 1845 3239 3832 2580 1018 9922 1964 4110 5638 4165 3673 2183 6870 2565 2205 4641 3982 1192 3560 5480 4752 2966 4061 2572 3787 1986 1811 1778 3797 2615 4085 4372 3874 3114 4626 2708 1886 5998 6442 7302 1660 2364 2145 915 1689 1254 1747 1005
2129.9 4953 633 9526 477 4880 5681 10103 117 4314 8531 2927 5301 12597 106 2559 233 555 7676 393 500 2089 -161 199 195 256 421 301 183 529 130 291 462 -126 155 158 123 218 228 173 176 204 238 109 122 200 506 377 41 754 52 566 368 345 56 404 442 4240 229 3582 2649 560 38 284 95 299 -241 888 167 584 194 1071
7889.9 6756 9221 10408 2880 4112 3470 2972 3292 4693 6948 6822 3120 9281 4471 9610 10428 5178 3834 3472 4803 4856 4556 4537 13183 2966 3190 2967 3426 5061 3597 4030 4158 8017 11111 5411 3850 5768 2610 5182 3568 3149 4365 3334 7336 5618 3958 2049 8417 6266 1051 1602 2785 3374 4455 7212 3135 4609 5891 1881 5703 7367 3895 12321 2628 5458 9110 5342 1817 1826 1452 2240
4247.7 5701 3541 7013 3593 4468 4501 4704 5307 9969 5045 4926 2453 9066 7538 10681 9961 7292 4198 5154 13062 5880 11643 5927 7643 7224 4644 4799 5617 4013 2916 7105 5885 7127 7819 8158 5104 10610 4122 8017 7205 6698 7361 7301 147 11023 10150 7666 8497 10516 6218 4743 7470 10812 10357 13289 6265 8039 4431 3716 6925 5107 4965 8360 1682 7941 5516 7667 3276 4742 10655 3852
5858.2 10516 1499 7004 5661 9649 6531 7226 10193 9846 9774 5118 3981 12215 11150 12692 6119 6025 7792 5253 7384 4141 7015 5088 4922 4366 5194 4270 1340 6578 4764 6633 6089 6348 3960 5381 8954 2697 1644 3992 3615 1757 4754 4350 4821 4333 5355 4306 5304 2371 825 1691 2938 2849 2847 4889 2519 4441 6826 6450 4213 5881 4814 6260 1858 3512 3471 2925 2625 1175 2622 1385
19840.5 18547 23488 22503 21433 22861 22443 20579 22064 22381 21629 23099 15229 24380 20025 23642 22517 19977 18511 22270 22078 26592 22879 21596 23661 24144 18217 22422 21416 23957 25775 18741 21580 27015 19235 23682 20685 27222 17506 24480 22116 23889 21119 23623 18756 27667 29042 20972 25612 24309 19301 22758 20653 23428 27398 25301 20783 24127 21110 20439 24473 20724 20246 20769 21388 21683 24842 24168 21536 24857 24462 16117
3869.8 11130 3306 11992 5226 6601 4555 6965 3910 9978 8500 5350 6519 8482 7239 9886 8326 8400 9499 4967 6293 5383 6543 3930 9394 5152 5448 5970 1877 12226 1459 7011 6942 8505 5629 4777 11121 4154 3320 6828 4066 3388 10754 6938 11597 4401 6085 5573 5943 3496 3262 2734 6109 9322 3866 7986 5677 4229 7739 3691 1312 10509 9331 11472 6629 6613 7574 6046 4962 3060 4004 4686
374.4 4117 473 502 1672 2191 922 2334 941 3090 235 1492 2622 -105 3542 709 2099 1279 386 3293 3701 600 4486 4903 7255 3530 2101 5968 2231 10794 4216 3090 6865 4728 5720 7488 5997 2273 983 4060 904 3973 1241 3203 1120 3596 5418 4396 3508 2070 4106 2693 2459 3334 3228 8447 5058 125 2792 2147 1179 11122 11507 9350 -145 4181 6518 5245 4212 670 1321 1754
-36.2 48 -36 865 2594 405 552 608 108 180 912 318 1383 54 161 66 430 -4 37 -121 85 273 -26 708 221 -117 797 157 586 6324 458 437 767 346 495 -94 17263 307 689 1192 1684 77 234 7581 8715 845 1118 -417 1835 1724 1067 536 545 3976 2930 1908 2166 193 275 45 -3 2356 2165 328 9050 677 1101 193 2459 -243 2021 260
5250 10994 2684 2675 6399 5130 5312 5844 4231 6410 4458 2629 6906 6887 7344 5179 13257 5133 4185 5363 12027 6938 8553 6338 3344 9242 5902 7127 3199 5256 4025 5912 11084 1402 10794 6254 13363 4765 4907 7698 5026 5650 7683 6693 627 6951 5839 6633 5426 8949 4120 4778 9675 3342 6670 6078 5754 7821 5601 5115 4225 4028 7699 10099 10215 5928 5272 5416 12728 7332 8426 2677
4634.1 8076 3007 9410 3520 6172 5730 6029 6820 10144 11433 4659 4106 13737 6629 10259 3032 5554 7202 2696 3713 2508 3629 3106 4081 2960 4410 2827 1498 12263 1435 5864 4669 5807 1955 5751 7424 4721 1269 2326 1246 1682 2585 2634 3715 3547 4134 5245 3642 2754 1315 1767 1480 3971 1875 3480 2502 4347 4105 3861 2019 6103 4494 5156 1498 2331 3625 2520 2981 2588 3096 2148
1318.9 344 289 -14 145 102 47 422 9848 142 1635 149 111 8051 11728 4270 -1 336 73 3264 159 333 90 149 80 280 14 116 268 123 167 -220 -344 -80 567 261 239 376 52 788 19 110 -30 131 42 73 170 -90 -57 627 433 -250 134 -207 -12 620 109 57 15163 703 325 14 -9 208 375 152 303 239 34 633 667 382
1209.1 2162 4932 8443 2767 2141 2163 2738 3601 2965 7695 5918 6259 7700 2556 2620 5420 4132 5427 2814 3032 1979 3450 4063 16989 2391 1904 2796 4843 6142 534 3198 3639 6290 4797 4167 4827 2189 1049 2934 429 2960 2140 667 3460 1128 1765 904 2436 1575 1447 1502 819 1882 2182 3323 2960 3546 5640 2198 399 11146 5311 8181 1532 2736 2356 2030 3694 1700 1587 802
5925.8 9014 1669 7331 4496 7154 4647 7597 5688 8582 9846 5570 6824 7156 6121 12124 5134 8033 6739 4634 5277 2828 5963 4249 2785 3459 4099 6287 3765 11567 4374 5390 7092 5888 3817 4890 7069 1393 1229 3503 3673 1169 2172 4319 7293 3596 4172 4101 2888 1116 743 1832 2697 974 2556 2491 1571 6954 4400 3601 5839 7698 5517 9799 2812 1084 1946 408 2600 1098 2211 1180
4260.6 4907 746 1769 4122 1950 9279 5022 2891 3578 10996 1169 678 8151 1867 3895 205 2791 3571 1316 2405 1879 3183 1753 1521 2242 2558 2478 2118 2638 0 2406 2606 2395 -13 3291 -421 -1052 -1505 -1408 -1172 -272 390 -1423 404 -328 116 -736 -1047 -961 -1897 -2519 -1844 -342 2270 -1178 -1462 5228 694 3980 336 7080 -3 3571 -561 -1151 -4 -154 -250 -1777 -994 -608
6316.9 7699 2141 5638 3883 8066 6514 5882 5094 4963 9157 7384 4256 5868 5658 8627 3190 6806 4657 3307 4518 999 5236 4486 1607 2443 3972 3284 999 7695 3773 4479 3042 7900 4168 1727 5888 1162 686 2514 823 621 763 1028 4900 965 1960 1957 3176 623 224 1312 647 316 1541 1708 1178 10781 4693 5629 4052 7643 3623 8836 3612 821 274 1673 2866 117 1241 -27
10358.4 10999 2006 3542 2363 8181 8134 5714 2208 2008 9155 3198 2578 6084 2451 2992 2713 5150 2125 2220 1032 87 1065 636 520 885 265 600 580 223 423 1141 1587 2171 299 631 28 13 194 205 -80 183 -140 123 31 76 -66 1025 44 -2 85 -208 30 -256 -81 45 -118 1798 2705 7600 4509 603 1033 2194 53 -60 96 -26 151 -30 79 -20
4142.3 3917 1433 -545 4906 1105 1851 133 -140 -288 250 -248 3584 -313 1690 -291 1515 -341 -21 3315 1680 704 2891 1729 -307 1185 2928 1062 -37 2104 2402 2574 3113 -308 4628 4411 6654 3882 1800 3207 4971 2880 5368 6178 -692 4131 3235 3119 8619 7446 6327 4726 6554 6874 5802 8218 7398 1506 375 3159 1231 573 2565 373 -57 10614 5505 7767 2019 502 4963 2015
7346.9 10753 6054 9424 3184 4614 4014 5818 3570 7741 6418 6794 2765 6828 4525 8656 9792 6481 5194 3886 4065 3983 5989 3402 13770 2684 2987 4284 1301 9927 2422 4228 4275 10556 8279 4215 7805 2431 2407 4348 2053 2242 3752 4780 3917 3440 2227 3469 7748 4928 2601 2162 3977 6448 3948 5415 5252 5195 4660 2770 4274 10833 5318 10608 1173 4170 5897 4627 1869 1985 2010 5281
2021 2749 382 2548 5975 2570 4500 4355 14570 5688 5795 3391 2292 8153 13977 5882 1509 1950 2534 3280 1583 1066 2135 1854 764 1439 1433 1529 850 3646 459 1690 2719 1147 1003 2253 2007 1079 694 1391 1243 437 908 1254 1189 975 1992 1896 1010 1036 874 1371 1636 937 721 1087 871 1855 8652 2063 740 4712 2798 4469 770 879 1524 918 1251 792 841 1211
2455.7 11641 -351 3774 1010 7683 1889 2678 1804 1695 1470 19 -158 11612 3894 7429 1388 6391 6168 1674 3937 3313 806 -47 691 727 1814 269 -318 2619 1589 7433 3006 652 -489 4873 2323 -173 323 -89 609 -674 14 2768 -3 939 -1028 667 2740 1911 -686 -1340 765 -542 28 -750 3708 600 1601 -212 1883 -341 -47 1108 836 1966 -507 1979 -284 -510 714 -635
953.5 366 413 167 295 732 197 1669 553 163 501 452 521 289 833 265 452 91 758 397 391 470 812 986 5992 184 145 1794 619 2604 3209 868 695 1389 4128 764 4411 1496 6467 1871 1443 540 628 8988 19050 3520 1038 257 2025 4418 3100 1746 2137 3851 1952 2985 3760 1682 870 321 129 1451 623 1329 3973 2273 1935 946 1383 1893 597 994
1897.5 2858 1455 6 5699 1100 2316 1198 946 798 1050 894 1785 390 1849 441 2467 401 1119 5316 2062 682 2621 1613 723 608 1935 819 620 2130 1094 1865 2675 1154 2705 519 4200 4202 2316 2644 1674 801 2697 6312 709 2365 3974 2606 4952 3328 5729 5043 3395 10190 6467 16956 8572 1767 803 2113 949 2602 1797 1726 2676 6589 3274 6359 4264 1327 4126 2941
5813.4 10269 4902 5367 5416 8040 5836 5886 4636 6245 8536 5535 5474 7792 5121 7376 4931 5309 7028 6973 5397 3838 8005 3237 7705 5468 5137 4867 3939 10454 3443 5926 7795 7994 5425 6711 5147 1123 1472 1349 715 862 980 2025 5061 2622 3985 3472 1657 1259 1309 1335 2464 604 2151 4365 2124 6857 6819 5064 6478 8503 6563 11373 4634 1137 2876 1323 3361 816 1336 757
3893.6 3125 672 2661 1621 1692 4729 2206 8311 4781 5446 4745 1189 7322 5318 10905 1508 3078 7148 2724 1696 4861 6317 2803 4364 856 1420 2596 5878 2091 1663 6574 1682 8440 2628 2209 2000 423 638 1165 409 823 494 1733 3402 873 1421 771 951 371 -64 491 442 298 986 589 -54 4158 12069 1878 1037 4128 2708 5539 94 372 583 856 676 91 490 -192
1211.6 6019 826 4837 4713 2324 3180 4550 5050 6644 5818 3178 4570 17733 6564 8478 5769 7738 3815 2714 4692 2733 5113 1646 3115 2593 2133 3050 1516 6039 1242 3620 5311 4145 2415 4709 7048 957 793 1549 785 778 1897 1439 1634 1706 1689 1803 2060 2152 1105 1296 2663 684 2558 1813 1657 3647 6367 2368 1062 3669 2732 6964 1222 1446 1752 1045 1676 1509 1655 374
27.3 -100 28 -146 160 -56 3 98 -176 -26 -148 -144 -73 -25 -194 -34 -153 5 -47 27 -12 -168 -104 -84 86 -110 -34 -33 -91 805 -95 -110 -77 -99 -50 78 2310 33 1900 990 -79 -426 -336 10221 19554 -18 81 44 311 -85 1013 -527 84 -532 -45 210 2493 1 53 30 -140 -22 111 -219 3088 133 54 -35 -91 58 -132 -280
7930.4 67 234 4114 100 194 724 456 2370 177 8936 166 187 5766 5594 6 85 108 339 37 34 51 233 1763 7145 91 423 86 69 155 435 14476 808 7506 1362 671 6 81 128 345 74 61 93 64 69 132 148 5644 56 178 43 -37 224 81 78 -3 -57 106 3031 621 44 1574 168 786 115 -99 48 -64 137 37 46 -66
195.9 331 -17 39 61 413 250 271 242 77 422 137 276 520 257 242 821 334 181 599 52 605 334 435 174 133 175 1203 6728 20878 220 485 443 6252 338 450 920 475 568 513 498 303 324 275 299 364 312 459 1369 329 695 158 579 485 217 689 616 310 304 396 159 338 1961 377 547 647 789 387 4056 601 559 212
409.7 623 3244 1276 196 264 265 3941 1595 416 229 1460 661 6479 270 115 1836 714 336 137 457 1305 239 4759 13473 151 241 1577 566 3949 995 704 438 5885 1733 392 1785 4104 2914 1516 509 1117 495 664 6432 1846 353 679 6358 2587 3052 454 779 1051 119 767 1116 3507 1378 340 411 5056 1868 1586 1258 8295 1580 12751 406 666 368 379
1304.8 1638 937 2502 3369 2247 3862 1051 6038 4611 2183 2574 2724 2570 5182 2112 4672 1324 2985 6218 4505 428 7218 3644 4780 1995 4927 1610 1051 3961 558 3354 4802 3844 5819 4703 570 1404 422 732 387 530 1450 512 282 373 763 1958 722 586 556 466 378 1941 1125 758 670 1060 6085 2458 305 14583 3970 12415 346 364 886 1199 287 532 563 575
6880.1 6242 6124 6481 5086 5159 6888 3902 6407 3192 12125 3024 3589 5770 3851 6208 4472 2904 6731 6013 6444 1694 5171 4037 3088 8489 5658 3382 1776 14160 3913 5976 4832 6465 4590 7169 8138 1672 626 2808 1821 1779 1873 2179 5589 2766 2347 2667 2086 3127 1239 1373 1284 3004 3532 6419 1939 5840 6399 4675 1740 6338 7306 10089 1757 3235 6479 2573 1618 1416 1567 883
7237.3 6073 2198 1537 220 4983 11798 6112 588 1567 7851 2173 1632 183 79 3962 188 515 7622 788 576 651 832 55 358 156 1821 373 300 682 217 177 83 114 76 655 208 6747 1572 640 160 2186 6202 135 280 789 129 -72 4592 1452 316 606 672 6466 390 864 -17 7978 74 2550 1998 596 94 7405 542 920 2330 3486 783 65 201 2088
1102.7 2335 2391 14874 3005 549 395 554 342 1643 2237 2953 3238 906 277 1624 1063 8484 1235 1273 896 8468 277 1323 2149 634 428 1419 1393 962 383 1749 262 2466 620 2227 1428 556 1790 914 776 1670 3252 1073 1575 890 525 681 912 670 1010 363 844 604 438 1379 10945 1722 3301 2947 1131 2675 2529 2024 1137 1430 560 769 11050 1410 381 415
6853.6 5461 5166 6663 5651 4860 6587 4673 6289 4528 7161 5376 4467 7626 5758 5618 6001 4020 5830 5170 3474 7092 6518 5317 6716 2639 3435 2777 4642 3682 654 4331 3975 7138 5006 4557 1637 5892 3648 4289 1167 4359 4183 9902 5876 7576 3244 1470 3728 6779 2153 3519 3686 2240 5467 6267 10877 6020 5325 3562 1070 8326 5343 12140 5806 3443 4875 17777 2810 8090 1713 3115
477.4 856 243 -27 169 188 1938 626 5698 159 4167 95 11 20067 5706 823 1419 435 110 297 28 0 71 -5 23 -56 7 62 74 163 53 52 -73 127 66 125 85 241 143 136 -214 7 -40 82 64 88 -39 242 12 42 106 54 93 -182 45 156 -73 206 5821 167 113 14 98 134 116 170 17 -40 121 160 1 -31
-3931.7 -4256 -3318 -1241 -7309 -4038 -3565 -6316 -5916 -5723 -2913 -4066 -6911 -3301 -2892 -4297 -1752 -3391 -6272 -7923 -5204 -2816 -5173 -2723 -3107 -4340 -5833 -2920 -623 -3221 -1890 -7915 -2223 -3361 -695 -3570 -2292 -10848 -7238 -4672 -5545 -7351 -7299 -7052 -5469 -8425 -5540 -9791 -7715 -3553 -7142 -10356 -3938 -2120 -2841 -915 -6125 -5322 -6266 -5956 -2073 -3264 -7023 -2435 -6751 -8475 -7953 -9612 -5069 -11143 -8740 -11099
5482.4 9893 5450 5773 5551 5948 6517 11578 6737 10940 7091 3523 4875 10016 8361 10635 6120 4341 7479 7167 5883 2359 5735 4629 5430 4054 5063 7369 2330 9872 2073 8316 9303 4384 4075 5602 7675 4951 1428 2414 2217 1395 1946 2906 1170 3427 3605 3375 3868 5241 3354 4635 2643 7782 2152 4277 5556 7582 5845 5339 1575 5151 5774 8036 1550 10101 9659 7948 4035 3637 2727 3393
8891.6 8819 5269 10024 5476 10051 4680 8178 5168 9122 10975 9042 4695 8847 6248 10261 14012 10762 7776 6608 9847 4431 8463 6174 11881 4239 4306 5364 2310 8381 6445 6511 7877 7556 9964 5682 14072 7587 5448 6667 4237 3559 8020 10496 8834 7393 3788 5002 10350 6442 4264 2146 6540 5067 6884 7183 4863 7857 5939 4346 10530 9619 7443 10191 7031 6423 5950 5307 3545 3891 3580 3290
369.3 483 142 69 3792 1014 263 740 45 763 1075 506 1427 303 244 523 1465 601 878 1168 928 465 1471 687 810 622 1116 435 153 817 544 974 1831 809 4228 1523 236 2499 3309 14195 2381 2986 3449 1882 412 5348 3166 -989 3825 1312 1247 2834 13884 2122 6659 9526 2060 416 1901 428 297 1665 2459 2692 2494 1962 598 925 1257 2074 882 1043
2612.5 2284 215 1062 4523 2726 6104 4809 9102 4972 2575 1932 3264 8024 7679 2730 1219 3926 6371 8829 3640 2908 5886 3830 509 5658 7894 4121 3688 4092 691 5897 6345 1602 3476 8579 7156 1037 1556 4195 1567 3698 5220 2768 775 3434 12488 4461 1857 1556 503 3803 2691 -121 2768 2327 1051 3949 6919 2751 317 6584 5823 7383 541 381 1609 1407 3726 610 4385 732
2602 6393 2247 4462 3988 4131 7552 6722 8727 4969 10522 4322 4562 12434 4136 10218 1802 3839 7190 4695 2032 2086 4421 3997 1468 2880 4048 2706 3079 5896 376 6871 6047 3698 1688 4444 2010 2622 752 2197 725 1517 1368 822 318 1799 4726 2694 2258 941 623 1909 1560 2351 1947 2817 1992 5018 2707 3497 1049 6283 3374 8679 509 1112 6764 2558 1163 811 1063 689
6089.6 8471 1557 8286 6481 6278 5568 7854 7768 9615 7231 3936 5492 7377 4953 10594 5826 11006 7164 5427 6185 5548 7920 5656 4581 6338 4805 6978 3540 9853 6608 6470 9080 5198 6241 5050 7782 3804 2982 5298 4074 2399 1411 7227 11396 6426 5414 10811 4342 4667 1881 2423 4487 2149 2384 2776 2443 7214 5576 4839 3302 6790 6531 11663 12497 3966 2262 3090 4145 3155 4665 1553
935.3 -17 20 1348 139 14 -14 119 934 252 222 10 740 2518 477 102 550 466 27 1696 322 138 106 289 -3 -12 8 44 -1 44 244 -12 -120 60 59 94 2810 126 138 1718 536 1975 7038 162 71 6462 19945 -34 3995 3280 833 1151 1637 1467 1065 1804 3 50 716 68 428 -224 261 -100 15 777 237 529 305 240 224 719
3220.5 7356 3644 5466 3972 4669 3993 7225 6033 6146 6912 2955 2398 11660 8552 6572 8438 8702 4486 3889 5482 10745 4798 3829 11002 3846 3725 2745 1079 5348 1472 8288 8277 3555 6861 8873 10308 5855 3346 4280 7389 1252 3658 3740 3594 3484 3730 7233 7353 5950 6013 685 5320 3939 3158 1920 6621 3956 6230 3885 1528 9874 7428 9477 2159 8341 6239 9269 2155 3021 3901 5013
1766.1 2754 1596 720 1356 1243 1678 1239 2125 2584 1926 -568 2471 1397 1757 2714 3708 2585 1414 1900 2575 3473 2514 2933 2543 1771 2656 4333 1522 5260 2087 2852 5138 3671 4452 3948 5422 6364 3187 6507 2663 2906 2990 10087 6173 3183 4704 7759 6977 4066 6406 4243 5013 6352 1871 6153 7613 5536 2646 2260 1082 4077 3841 2340 5407 8973 17517 3667 4367 2973 2779 2761
2379.7 8315 2150 3793 4452 5312 4035 7067 5431 6755 7122 3744 4536 6675 7415 5572 3787 7504 6547 5101 10137 4654 8058 3771 8956 5905 4781 5169 3461 10699 2904 7965 12553 7554 4435 6526 14298 2796 1961 2955 4121 2057 3474 7696 9849 5688 7358 5625 6098 3306 3374 3955 5465 5435 2948 7120 4257 6242 6208 3448 1872 8972 6860 12276 8084 3250 4322 3411 6033 3052 6407 2501
1043 2219 1007 2180 4534 1824 1786 2564 2686 3685 2139 2987 3651 2067 2533 2346 1998 1256 3749 4555 1459 2091 1501 1793 2314 1111 3055 1619 1052 5384 1136 3714 3154 2588 1834 1235 9168 1969 2332 2942 3580 2994 3863 6980 21249 2045 3594 1743 3038 3331 3395 3569 3534 5032 1787 3138 4568 1637 3087 2513 566 5119 2994 3345 4418 1059 2608 1883 3939 996 3240 1635
10221.1 2761 1307 2693 1432 8169 2677 2081 3284 460 3193 6081 3222 6119 1417 469 1876 6981 5994 1461 1631 3196 4733 623 575 1524 7229 5417 874 2754 3087 3722 1542 894 3632 820 1494 696 422 110 434 181 464 3039 607 2707 1719 465 543 1252 2066 145 794 -95 2416 2324 1033 8031 2267 5433 12329 2085 1388 8754 938 360 568 1410 929 1319 1293 5395
3260 7065 2268 2688 7369 4844 4966 4319 3437 4535 6435 4106 7553 6427 5916 2338 7485 2210 3906 8837 5799 3808 8387 7836 2364 4528 6766 4099 3005 7553 2648 7365 8812 4578 8044 8197 9447 9534 4414 10427 5797 7342 5657 9098 3298 6763 10004 8618 9244 10763 7701 11586 11574 11076 4771 10253 11253 4702 5718 4519 2391 7345 8798 6449 4015 10534 8366 8041 5185 8002 7165 5950
9978.7 9784 5202 6473 7810 5551 8861 6493 5083 5410 8977 4577 4006 8167 5429 7983 13131 4876 5937 9444 4980 3477 7243 4497 8333 3517 4756 7592 7011 8712 1239 6487 7799 9163 5612 6757 7214 3524 1813 3488 3006 1457 4095 3186 1665 3117 4457 4043 4742 5765 2939 2614 3554 4291 3026 4538 3011 7777 6740 6652 2923 9318 6162 10250 1342 3827 3568 2903 1482 2178 1678 2455
10835.5 3825 1437 2998 2025 9523 3730 3669 4010 887 3505 7089 3654 4869 856 289 2308 5608 8420 2368 2141 3186 5057 834 510 1398 5723 5075 1418 3504 4048 3340 1799 917 4705 1021 1298 1311 501 51 316 207 435 2847 370 3685 1259 275 484 1658 2051 662 1967 181 2735 4972 794 6067 2559 6937 11982 3691 1931 8241 554 1675 645 2194 1002 972 1944 3717
6214.1 9786 5574 7297 4538 5417 6520 4165 3393 8248 12215 5697 3803 6439 4389 9310 7542 4108 3516 3155 4053 2940 5827 5083 10154 3386 3420 1965 471 8148 2994 3398 5494 8595 9672 4118 6138 3238 1486 4892 3364 2326 4039 4370 12185 3927 6112 3980 3292 1444 1550 2218 2382 4503 3261 7052 2879 5876 4590 4293 4102 9031 6305 9893 4212 3391 3280 2808 4294 1809 1679 1277
3768 3801 1583 3330 2918 2272 3752 3579 3926 3229 4918 3095 1368 5266 3287 3169 886 636 3418 2753 1140 643 1634 6928 7332 1376 1693 987 367 12213 7607 9720 1280 10360 7966 1367 9021 679 2290 3681 1243 1063 1046 3275 2912 986 1624 1450 1250 1805 817 1079 1972 1043 1323 1586 674 1983 4007 2830 2337 7854 5463 4169 1012 1521 5118 1523 488 501 855 1114
3188.1 4352 1707 5850 11806 5322 6536 5997 3300 6694 7020 4089 4623 7597 4235 7125 1389 2267 10305 3127 3526 1435 3066 1937 800 5728 3528 1546 960 9390 1641 4833 3715 2882 1288 3433 2718 930 580 931 440 751 633 830 1902 1294 4990 2451 599 525 676 1021 328 1065 1056 1108 446 1697 3517 3461 1210 5796 3845 6931 172 739 1369 347 1240 492 1118 552
1436.3 2831 3518 2332 708 557 327 280 873 1254 4502 2792 1738 149 -6 421 3561 5292 1097 112 772 18967 183 123 3841 -117 462 2964 2251 2756 1351 92 168 5783 1105 -24 255 2638 1391 991 2325 775 1611 5854 6177 908 -437 -171 1392 2582 2299 192 111 1558 1237 1505 4531 1727 470 258 1534 2298 1376 5182 2276 2896 1809 54 3503 1725 -56 408
