"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58"
2.091332 2.166005 4.228366 1.849642 1.096065 1.946782 1.567493 1.35445 2.028123 1.412347 0.926729 4.533222 4.32083 1.657895 1.383856 0.732663 2.924652 2.617541 1.414362 2.56942 1.855735 2.952937 5.368898 1.388752 3.735476 2.694955 2.018067 2.310792 2.431899 2.058718 4.145327 2.004786 1.765493 2.227874 2.269826 1.909107 3.867017 2.740528 1.151641 1.887901 3.475468 2.223569 0.937565 1.922743 2.545728 2.053297 5.166465 0.558801 2.803008 2.253048 0.7348 0.79779 0.992034 1.399152 0.306812 2.325083 1.319833 1.51226
0.651487 1.697236 1.125808 1.890434 1.065205 3.060248 1.301457 0.963263 1.409253 1.234028 1.605348 1.176339 2.879532 1.323949 2.181032 1.060326 1.593948 6.53054 0.921329 2.115762 1.577504 2.750711 1.498679 2.213764 1.791118 1.138548 2.344605 2.016632 1.388082 2.417953 1.332779 1.388529 0.786725 2.062679 1.771719 1.367527 1.4981 2.633198 1.453387 1.107026 6.486715 2.807404 1.893162 1.29944 1.267076 2.263208 1.560989 2.944626 1.923186 2.863175 1.83337 2.949269 3.820962 3.961723 2.41838 1.782867 1.635517 2.997049
0.926582 1.579462 2.329247 2.17129 0.524487 4.274029 1.860522 1.11259 3.520982 1.185523 1.037903 5.684806 3.275145 0.769022 2.208734 1.554835 2.940314 4.045193 0.955369 5.65599 3.314983 3.156991 2.367715 2.356673 3.524782 2.150657 2.300134 3.351318 1.631209 2.386463 3.195818 4.275989 2.162947 2.096351 2.545866 3.039664 1.741654 1.404033 2.571694 3.289753 3.165776 2.939356 1.44366 3.75723 2.76123 2.653173 3.122541 5.010012 3.91954 3.111145 2.25316 1.758966 2.577478 2.049322 1.703547 2.501426 2.68206 3.516447
1.242783 1.527997 2.525555 1.342246 0.803007 2.734115 1.553699 1.18171 2.22483 1.030802 0.925006 3.228958 1.914199 1.38906 1.426415 1.149764 3.2886 2.674623 1.146582 3.727906 8.258146 2.588015 2.523271 1.732152 3.981343 3.002356 2.313518 1.871932 2.312547 1.918002 2.726443 1.852556 2.596691 1.65836 2.844424 2.042526 2.165607 1.588625 1.712623 1.563318 1.215084 1.16605 1.144933 2.423397 1.607599 1.558051 2.441913 2.773081 1.70169 3.279361 2.837009 3.412528 2.44363 1.18352 0.991528 2.566167 2.772406 1.366844
3.094883 3.409929 5.338403 2.158254 1.467278 1.630298 2.976484 2.268185 2.524085 2.271449 0.927994 4.404022 4.457445 2.25153 1.56567 0.92843 3.035935 2.593274 1.089785 2.661359 1.154547 3.863891 1.755669 1.171525 3.370982 3.594655 3.601626 1.329486 3.549708 2.204014 2.012872 2.98727 2.192736 1.989366 1.33069 0.807863 3.695826 3.066344 2.325807 1.547232 1.900019 3.491278 4.479239 1.867163 1.084895 3.452554 3.444931 2.019598 0.902629 1.810432 5.16363 2.488583 1.623102 3.449659 0.864889 1.723015 1.713992 2.234686
1.268572 1.464153 1.92778 1.015687 0.687407 1.550992 1.535173 4.704651 1.827464 1.564583 1.261652 1.649302 1.552869 1.106013 1.552983 1.872262 1.445668 3.108128 1.13436 1.626877 4.417468 1.751427 2.086468 3.588296 2.373219 2.357776 2.049535 1.592296 0.950002 1.559924 3.14126 1.829187 2.033657 0.937622 2.743084 0.900686 1.604842 1.682193 7.75944 3.510221 1.892789 2.191841 2.405894 2.24386 1.772142 3.078531 3.752765 1.689579 1.910173 1.883918 1.658649 2.466187 1.737598 1.720593 2.107232 1.244048 1.451691 2.525887
1.301422 2.249055 3.807639 1.306057 0.772675 2.103508 1.57217 2.712212 1.811846 1.819336 0.780178 5.012391 1.524595 0.868843 0.973778 1.037232 4.291987 2.377848 0.956702 2.431765 2.670937 2.683433 3.20242 1.221534 5.894928 4.266895 2.468973 2.022664 2.45752 2.085353 2.46486 2.767975 3.023855 1.352286 2.123586 1.996227 2.328001 1.879058 2.900578 1.511514 1.720697 2.461253 4.497212 1.570982 1.48001 1.069835 2.353798 0.753117 0.476244 0.962301 1.165976 1.301794 1.572259 0.803796 0.760981 1.691327 2.187084 1.575412
0.358557 2.574522 3.533976 2.427781 0.981227 2.542827 2.906138 1.234875 2.561707 1.366733 1.198628 2.999394 3.555325 0.583214 1.056842 1.090555 4.468635 2.078979 0.639031 2.223341 2.599737 1.810173 1.056209 1.014253 1.718269 3.232302 3.51634 3.374578 4.929415 1.055901 0.967657 2.570189 1.367903 2.52228 1.583681 1.880638 2.104804 4.626661 3.415357 2.097523 2.546055 4.734958 3.127902 2.969148 2.685715 2.503624 2.333876 1.535251 2.351724 1.616873 3.688121 1.588167 5.002367 1.514733 1.761905 2.853054 2.06566 2.122978
0.614176 0.733009 1.211851 1.047929 0.708008 2.66429 1.153767 0.523241 0.94651 0.445379 0.739838 0.951866 0.381246 0.429248 0.820384 0.362654 1.477195 0.646356 0.386321 0.817025 6.069731 0.507598 1.223351 0.213986 1.524222 1.876629 5.002022 1.086067 1.149205 0.675713 0.844782 2.891761 3.930435 1.643664 0.891626 2.617064 2.878499 2.195281 1.526994 0.674788 1.599421 1.242687 1.174479 0.80474 0.435966 0.329426 1.460227 0.486827 0.510511 0.553386 1.595142 0.39273 1.888155 0.27223 0.976812 2.025908 0.548529 0.51544
1.198496 1.905092 3.150796 2.506097 1.629382 3.77195 2.322574 2.66698 3.268102 2.768125 2.504274 3.673634 2.086119 2.296075 1.948765 3.002856 5.471064 6.252357 1.369451 3.083441 6.711944 3.317059 3.36509 2.676668 3.908223 1.893461 2.407591 4.156312 2.779061 2.774679 1.393129 4.705317 1.727991 1.902089 3.6408 2.486334 1.464166 2.308572 2.109493 2.337517 2.711838 2.647568 2.258471 2.941393 2.89557 1.787656 3.752584 2.925991 2.864007 1.392971 1.866066 2.489862 2.586223 1.521616 1.794526 1.855466 1.317167 2.641669
1.167177 2.083397 3.627541 1.330336 1.2601 4.373313 1.50831 1.146921 3.336406 1.049277 0.840295 2.712753 4.326659 1.144985 1.007024 0.725533 2.474347 2.25148 1.12933 3.011334 2.356028 2.22134 3.344306 1.382636 7.901336 4.08004 2.601707 1.952663 3.240721 2.088269 2.43836 2.655317 2.948911 2.062024 1.708833 1.821035 2.208136 2.589637 1.983269 1.312744 2.227578 1.842996 1.506907 1.998911 1.266438 1.614657 2.720871 1.968472 1.618082 2.207348 1.773809 2.602796 2.566482 2.447567 2.227454 2.615912 2.17328 2.389513
0.407286 1.175473 2.060707 1.12754 0.245498 1.658349 0.838814 1.51244 0.776328 0.808383 0.949616 0.63766 0.96916 1.22372 1.905792 2.146265 1.42377 1.364704 1.237708 2.847308 1.331209 4.246361 1.662936 0.983282 1.998005 2.861678 1.979689 1.863198 1.687852 2.570549 3.036427 2.865307 2.699957 1.279121 3.166785 0.922975 3.093802 1.414732 2.93976 1.813946 3.27915 2.594596 0.638114 1.520605 1.198798 3.038184 3.748354 4.124082 1.659816 5.307498 2.908632 3.178815 4.453318 2.613268 0.987045 0.99842 2.355232 3.485207
2.383605 2.40468 3.021468 3.152963 1.315237 3.635292 3.428725 2.573083 2.567017 2.393239 1.253286 3.121655 3.708184 1.852199 1.952203 1.895407 2.416069 6.502171 1.962218 3.921134 3.28076 3.045356 2.913247 1.665901 3.704495 2.266379 2.455696 2.279695 2.729416 3.086284 3.630007 4.027965 2.65489 5.153316 3.29879 1.605707 2.716336 1.782193 2.640745 2.427518 3.233871 3.125156 1.507789 4.426256 2.170495 2.258524 3.125931 3.424424 3.767626 2.058151 4.072689 2.458769 3.111535 3.292406 3.044632 3.522327 3.792098 7.557631
1.524809 2.150284 4.441454 1.76783 0.881884 3.42477 2.021778 1.8285 3.241693 1.604295 0.922623 5.669851 2.444864 1.085978 1.543506 1.252875 4.712349 3.877994 1.001265 4.103631 2.846713 1.633187 4.540044 2.020405 5.148354 2.302863 2.610013 2.113515 1.97946 1.660562 1.846979 2.861677 1.38916 1.292682 2.201031 1.575346 1.673102 1.579555 1.522967 1.271945 1.585672 1.959989 1.314909 1.786857 1.467262 1.623709 1.069322 1.509371 0.93243 1.348497 1.480415 2.091226 1.788221 2.022247 0.816374 1.561325 1.03209 1.797391
1.454534 2.760022 3.454145 2.465539 0.843143 2.7256 2.088144 1.077565 5.091471 1.897946 0.792962 4.58686 3.294024 0.621662 1.028895 0.653656 3.969613 2.340729 1.020109 5.053613 1.869668 2.583925 3.008775 1.088013 3.773341 4.432884 3.215458 2.706867 2.920878 2.08951 2.436285 2.961044 2.411707 2.34444 2.603706 2.143166 2.058603 3.8855 2.56667 5.001678 2.777875 4.300082 1.938501 2.590021 2.362444 2.421262 2.594126 2.441379 1.620293 2.053522 1.968293 1.58443 4.283967 2.912743 1.602949 2.688577 2.266238 1.344638
1.460755 2.384872 3.786265 1.608784 1.239462 2.316582 2.380231 2.420398 2.699432 3.161909 1.271048 6.820424 3.62176 1.045183 1.408457 0.967432 3.079601 3.237295 1.094552 2.165457 1.410162 2.526573 5.410509 1.019026 4.47087 2.845051 2.869322 1.329069 2.37265 1.801273 1.854263 2.323 1.755813 2.239799 1.98133 1.182838 2.480553 2.67992 2.638911 1.424876 1.923619 2.653204 1.441732 2.077276 1.397749 1.19612 1.959455 1.314822 0.730345 0.806182 1.123458 1.368595 1.57857 1.562461 0.781112 1.246444 2.280565 1.996896
2.568636 2.210276 4.042759 1.997618 1.772128 1.225235 2.121238 1.712577 2.558842 2.583432 1.479985 4.359536 4.237689 2.107977 2.729985 1.33879 2.832955 4.777219 1.260567 4.642802 3.025544 3.70726 4.274909 2.602742 2.411333 1.811678 4.234214 3.041524 1.178588 2.3557 0.60511 3.619622 1.003654 1.705191 1.405789 1.919306 1.295539 1.339751 1.751418 1.36471 1.703806 2.009138 1.686747 1.656438 1.446733 1.049475 1.971853 1.030947 0.880219 0.59495 1.081107 1.289732 1.066095 0.553188 0.89387 0.912977 1.033896 1.809715
0.903358 2.085948 5.11844 1.824995 0.805424 2.722094 1.94055 2.229268 1.352667 1.642695 0.968482 3.364441 1.42032 0.898153 1.195081 0.967901 3.819459 1.575494 0.955302 1.803812 1.832878 1.552855 3.708371 0.557382 4.121311 0.91448 1.628893 0.603335 1.91301 1.015426 0.414284 1.438522 0.40317 0.426645 1.956061 0.352911 0.638123 0.971347 0.581196 0.188185 0.281531 0.425853 0.406481 0.35094 0.695263 0.224083 0.545226 0.091187 0.112885 0.124091 0.34549 0.160426 0.211032 0.155018 0.214865 0.262177 0.199758 0.224079
1.247313 2.30406 2.42185 2.4974 0.666599 3.653401 3.509619 1.778934 2.658875 2.151142 2.001488 2.848601 2.984629 2.286863 2.131666 4.091818 3.363007 6.21818 1.740715 2.85177 5.112819 3.569171 4.052131 2.933475 3.495531 1.488515 1.293926 4.106261 0.820595 3.806791 2.749719 3.460441 1.334228 2.072708 1.996501 2.716074 1.105521 4.401681 1.5155 2.141942 2.70596 3.306793 2.103971 2.553116 1.956214 2.232431 5.55456 2.486248 3.318297 1.836709 2.211158 2.0318 1.804446 1.816536 2.073674 1.941055 1.652163 2.588704
1.741188 2.11421 3.583354 1.829773 1.485295 2.294966 2.400496 1.102249 2.688438 1.045974 1.125067 5.663306 2.345324 1.375585 2.218486 1.032903 3.622055 4.954517 1.041183 3.228984 3.949971 3.313452 3.145741 3.807465 4.311028 1.385104 1.527531 1.352728 1.08673 0.922946 1.153529 2.069863 1.162657 1.180552 1.353177 0.999648 0.907443 1.609625 0.892597 0.849485 1.614256 2.208187 1.077118 0.950564 1.408424 1.31296 1.275729 1.225213 1.189739 1.382811 0.848107 1.085423 0.870152 1.464488 1.534211 0.852132 1.088054 1.794577
1.845237 2.570544 3.034332 1.814396 1.07353 3.367579 1.460627 0.824735 3.37152 1.108005 0.888021 4.160681 2.80885 0.866182 0.886891 0.974144 3.546729 3.172739 1.08385 5.109938 2.299609 2.717602 4.285892 0.974117 4.551142 4.883999 2.491158 1.410156 1.941735 3.119929 3.398557 2.761877 1.93619 2.423779 3.476697 1.70083 2.545446 2.402638 1.803937 3.406844 3.700479 3.809345 1.669364 3.265189 2.079001 2.442254 2.963973 2.330839 3.890282 3.700195 1.467332 2.55055 1.754625 1.499792 3.554156 1.804973 1.785025 3.88487
1.682369 2.114742 4.94527 1.170992 1.510404 1.76407 1.555212 1.804585 2.217671 2.737151 0.917081 5.042648 5.20077 0.919255 1.297203 0.630193 2.977417 1.275752 0.873294 2.683396 3.306901 3.706346 3.207417 0.878218 2.281034 1.813648 1.820701 1.341072 1.081746 1.044588 1.010201 1.437191 2.27229 2.098556 0.621414 1.032691 1.407586 1.304405 1.526192 0.920485 0.846147 2.027843 2.40778 0.760792 0.617563 0.994208 1.480976 0.383209 0.363116 0.959891 0.558135 0.75029 0.930281 0.585779 0.802541 1.263153 1.19825 1.17495
0.660546 2.868255 4.384215 2.116244 1.079497 2.985528 2.02454 1.743126 2.679946 1.432643 1.202123 4.574589 3.735379 1.121469 1.556794 0.843005 3.576656 2.322646 0.886458 7.074689 2.099599 3.397312 2.347695 1.313272 4.036684 3.475644 3.723074 2.323372 2.901848 2.818454 2.710913 3.157444 2.491765 2.15183 1.579791 1.429567 2.782655 2.777706 3.014255 1.771628 2.507302 3.519034 1.84269 2.059777 1.511375 2.147958 2.868053 1.314619 1.314809 1.497396 1.788828 3.121865 2.550063 2.495575 1.349963 2.164781 2.344342 3.228207
0.177511 0.385613 0.955316 0.32822 0.318058 0.861861 0.817629 3.164317 0.417989 0.482125 0.871647 0.597235 0.460963 0.34558 0.28566 0.750423 0.497426 0.98493 0.521924 1.284162 0.456272 0.503636 0.87532 0.280633 0.823602 2.961019 2.231789 0.963937 1.850899 1.255968 1.418422 1.304894 2.490227 0.994589 0.538231 0.722107 0.980721 1.088036 7.751914 0.656428 0.963396 1.554682 2.152456 1.685282 0.701482 0.645666 1.304504 0.293434 0.909345 0.139365 0.833982 0.945209 0.975967 0.538636 0.300951 0.80263 1.328637 1.316167
0.926949 2.611336 4.356736 1.646898 1.812546 2.225258 2.319283 2.420974 2.994091 3.139051 1.422256 4.674957 3.656653 2.538197 2.17628 1.303107 3.309972 3.685245 1.701228 3.516146 3.135432 3.658875 4.665637 1.536921 3.788872 1.842209 4.085619 1.940298 1.169558 1.926827 1.001061 3.339758 1.101298 1.501555 1.273349 1.087749 1.752484 2.020629 1.585262 1.328071 1.174044 1.796248 1.246584 1.36415 1.272994 1.489962 1.735232 0.877413 0.620067 0.543248 1.730349 1.047241 1.290318 0.767319 0.612934 0.866745 0.741472 1.364101
0.991066 3.444344 2.882546 3.86022 0.616152 3.769343 1.392074 1.718575 2.377411 1.866849 0.679337 7.278232 1.780515 0.841668 1.321942 0.622494 1.984783 2.51973 0.907801 2.840563 1.450467 2.283454 2.031085 0.860376 3.710914 1.661065 2.374025 1.44014 1.680735 2.877611 3.356585 2.259502 1.474095 1.955798 2.561192 1.443188 1.457045 1.933992 1.523083 1.682375 1.473983 1.844597 1.592044 2.118296 1.34766 1.584869 2.151106 2.027337 2.392344 3.99944 1.967035 3.638182 2.533729 1.001024 0.825786 3.05676 2.492082 2.061186
0.847646 2.073662 3.759671 1.518165 0.892315 2.484038 1.884725 1.277386 3.077985 1.157407 0.862091 2.576196 1.758644 1.506284 1.263471 0.839027 2.965954 2.143275 0.926015 4.893349 2.111048 2.724159 3.61474 2.117566 4.366573 3.924064 4.14937 2.274445 3.483924 1.946002 2.852872 2.978803 3.082528 1.652762 1.327461 1.855664 2.56108 2.366262 2.648678 1.817505 2.563331 5.123604 1.92574 1.924457 1.28673 1.835608 2.719392 0.813525 1.206266 0.747838 0.936256 0.981726 0.988845 1.217917 0.766662 1.007306 0.886454 1.109721
0.806205 2.203949 4.992644 1.854804 0.99765 3.416403 2.723864 1.504123 2.606503 1.337727 0.905477 4.00179 3.451043 1.515083 1.429917 0.750753 4.344992 2.910509 1.181689 4.159964 2.779208 3.51812 2.998381 1.391781 4.593765 2.507447 4.677985 2.868271 2.200383 4.592398 1.973011 3.15205 1.805137 1.86964 2.669596 2.048783 4.044322 2.466503 2.967796 1.183918 1.924867 2.65379 1.430203 1.220407 1.250009 1.53636 2.984046 1.401803 1.550686 1.594841 2.001334 3.414088 2.227233 1.573882 1.87338 2.473475 1.439184 3.406
1.036291 1.863796 2.432619 1.370385 0.888505 4.62691 1.375624 1.424667 1.768471 1.02981 1.145966 1.583195 1.937204 1.352724 1.376088 1.304734 2.668279 3.148309 1.279527 4.681271 1.995919 2.479326 2.018734 2.332329 3.927579 2.840405 1.718227 2.289934 2.251859 2.226246 2.99061 1.93458 2.093501 1.740372 1.865263 1.789715 2.191507 1.3772 2.514459 3.749697 2.159081 7.88174 1.726045 2.303797 2.624048 1.609523 1.783394 2.145139 2.739413 2.110108 2.372198 2.453708 1.689988 2.972874 1.487363 2.267631 2.287926 3.323756
0.953811 1.778188 3.199061 1.39826 0.650247 2.4842 2.029024 0.744073 2.215057 0.711925 0.866297 4.637373 2.580318 0.616896 1.003702 1.531277 2.8924 2.814675 0.748189 3.764593 2.681127 1.281592 1.702556 1.780139 4.014417 4.817464 3.5888 2.708687 1.869595 2.592759 2.364327 3.918888 3.639813 1.969769 3.265173 3.200904 2.33557 0.974011 2.206958 2.755271 2.75114 2.265551 1.335805 3.211626 1.681128 1.117075 3.045482 2.276734 1.746401 3.335498 3.3214 2.552376 4.890428 0.90805 2.235117 2.490476 3.915026 2.133337
0.820335 2.172632 2.865107 1.258697 0.726059 1.804646 1.728493 1.405004 1.750117 1.183425 0.856249 3.430642 2.403691 1.152578 0.969895 0.660398 3.848167 3.174083 0.922203 2.969504 2.218893 4.149583 2.086087 1.667126 3.58638 5.292007 3.591677 2.098287 3.248983 3.494087 2.391247 3.568305 3.56779 2.813472 1.746144 2.434508 4.434352 1.500343 3.096544 2.168738 3.047883 3.334165 1.765332 2.777812 1.57067 1.640147 4.157181 1.710326 1.112111 1.39306 1.043174 1.737077 1.59691 1.462597 0.90542 2.622767 1.959275 0.681907
0.743986 1.910337 3.411483 1.529164 0.648567 2.753641 1.492811 2.441527 1.373976 2.733392 1.064074 3.451549 1.790921 1.785471 2.811668 1.384732 3.205622 1.828813 1.340859 2.14061 4.002616 1.820912 6.852525 0.706125 4.146811 2.57623 2.313459 1.415026 2.044807 2.534952 1.791854 2.47714 3.11861 1.353432 2.314294 0.939532 1.538091 1.074487 1.733954 1.079784 1.464263 1.197041 1.455385 1.161078 1.892696 0.863594 2.182938 1.032399 0.98772 1.007115 1.024961 1.175352 1.232114 0.734455 0.333839 0.800273 1.241983 0.723802
0.684346 1.218489 2.562005 1.861235 0.504621 2.782612 0.737198 1.253207 2.980659 1.132632 0.859401 4.416191 3.557762 0.81747 2.341751 0.74655 1.886383 2.728605 0.852155 3.784803 1.20409 0.343799 1.151807 1.476467 2.873802 2.506607 2.999413 1.616573 1.490416 2.518829 4.550179 2.195108 2.810909 0.976342 3.147214 1.717678 1.760172 1.209012 2.202109 1.363107 1.120262 0.808903 0.917439 1.763343 1.531325 2.012947 3.134659 4.054331 3.912461 4.0151 2.784844 3.947341 2.358044 2.242143 1.19487 2.854275 2.182696 1.044944
1.121032 1.321898 2.370458 2.030646 0.884573 2.619076 1.922254 0.865245 3.405391 0.842101 0.903936 2.023953 3.473411 1.499816 2.127614 0.778273 2.806986 5.581798 1.077203 3.846701 2.21893 5.166639 2.609487 2.690231 2.634317 1.336899 4.865743 2.246562 1.097515 2.318973 0.793938 3.098576 0.948371 1.590776 1.091189 2.15526 1.145353 1.155265 1.084746 0.664387 1.181122 1.622195 1.411653 1.282941 0.786988 1.04867 1.581287 1.247582 1.138687 1.489723 1.55426 2.370959 1.156291 2.173865 1.361795 1.432579 0.725468 1.973838
1.46748 2.042877 3.112718 0.965602 2.396128 2.661052 1.722344 1.328229 1.555922 1.827687 0.911384 3.997105 3.343273 1.789723 1.289908 1.772611 1.494468 4.148657 1.08367 4.46795 1.265549 3.372742 4.295785 1.236842 4.472272 4.322981 5.767335 2.768789 3.262321 4.469626 2.329942 3.679131 3.198928 2.455295 1.925185 2.064274 3.901663 2.81289 2.886709 2.533142 2.132261 3.631998 2.42017 3.323256 2.971213 2.320645 2.814054 0.960527 2.278489 1.758263 1.339061 3.501271 2.528595 2.513347 2.627275 1.785633 2.294415 3.712888
1.417442 1.154046 3.635241 1.905414 1.072634 2.844363 1.12019 1.037273 2.429716 0.976446 1.024074 4.42871 1.140566 1.720186 1.990997 0.857779 2.152955 3.125271 1.077686 1.816589 2.774632 2.035462 2.547321 2.033323 6.910422 0.762191 1.119971 1.383635 1.137548 0.565815 0.679176 1.292209 0.708913 0.651754 1.304624 0.931854 0.599786 0.505886 0.802678 1.021179 0.934597 0.78614 1.091092 1.15849 0.881587 0.837789 0.843337 1.050035 0.727991 0.654963 0.844804 0.810708 0.838841 0.687149 0.912844 0.603671 0.578882 1.411023
0.996869 0.735559 2.153639 1.162066 0.292678 2.064385 0.647383 0.984979 0.977958 1.373683 1.137053 2.361017 0.849986 0.892264 0.843507 1.704521 1.86149 1.152087 0.691189 2.291982 1.105538 1.016006 1.774978 0.453764 2.180655 4.990933 2.892635 1.876927 2.13898 1.707733 3.938022 4.218862 4.889416 1.016758 2.994693 1.629983 3.017162 1.082139 2.929576 2.968506 3.334608 2.894268 0.933322 2.304006 1.534234 1.229228 2.279726 1.998855 1.568822 2.52699 4.204814 1.376012 2.459355 0.881561 0.855525 1.582636 1.691481 1.364112
0.864674 1.534234 2.656413 1.343866 0.750178 2.589486 1.512701 1.282852 2.63428 0.976769 0.753434 4.168561 2.001014 0.987541 1.978106 0.737273 3.70038 3.734185 1.153815 4.775549 3.72214 4.071486 2.811148 2.125427 2.586355 2.092319 1.388843 2.398551 2.526461 3.340551 3.592584 1.928146 1.709725 3.426201 1.408112 2.665643 4.0552 1.934556 2.016397 1.631987 4.048065 2.006974 1.874313 1.609809 2.349416 1.604409 2.529117 0.596319 0.763444 0.580968 0.974114 1.178803 1.168844 2.047521 0.595224 0.898908 0.828586 1.71532
2.017461 2.662615 4.121096 2.051879 1.103249 3.395225 1.759619 2.598277 1.922478 2.68638 1.061872 7.250352 1.071831 1.12436 1.849301 2.289929 3.707769 3.280116 1.091564 4.244802 2.678525 3.281514 2.193033 1.828225 4.19264 2.748617 3.935943 2.111547 2.414088 2.894222 1.498621 4.58809 3.312242 2.620657 3.511262 3.394765 1.905196 1.710014 2.73909 3.515666 3.568999 2.893361 1.482806 2.191055 2.965083 2.396628 1.021557 2.567591 2.410554 3.443999 3.334186 2.096398 2.845734 2.986754 1.469133 3.648299 2.502185 1.884147
1.239757 1.029083 2.446105 1.134147 1.060602 2.274385 0.639891 1.187676 1.358575 1.416587 1.071649 1.116542 2.669827 0.694802 1.754812 2.484379 1.811279 0.624944 0.648081 2.492525 2.026672 1.649118 1.673865 1.132571 2.436685 3.273886 5.543147 2.756904 2.991443 2.049026 1.267813 4.206092 4.116554 1.662493 1.127592 1.658547 3.270517 1.919291 2.79509 2.297482 3.173927 3.177658 1.512481 2.045486 1.323322 1.355555 1.52519 0.743575 0.73197 1.177052 3.348649 2.77574 5.238341 1.441063 1.518104 1.791547 2.922466 2.637025
0.9673 1.44768 0.828832 0.983298 0.446787 1.545645 1.340763 0.465964 1.431402 0.549533 0.371828 1.796168 0.536412 0.678721 1.237494 0.660555 2.854994 5.629601 0.737382 2.263816 6.705884 1.853388 2.123345 3.12395 2.897814 2.070365 1.598895 1.726663 2.190541 1.20548 2.133736 2.46706 1.504344 1.040696 3.308099 1.029157 1.191803 0.827472 1.352544 1.902797 1.667476 1.770871 1.282025 2.361158 2.1329 1.940992 1.650263 1.546637 1.724517 1.282222 2.692554 1.871344 1.769558 2.474454 2.05546 1.520448 1.736977 1.995424
1.317489 1.910992 4.040037 1.535414 0.737036 2.475479 1.908831 1.515889 2.503844 1.468959 0.844813 4.67619 1.706495 0.679639 0.835367 0.84476 3.315364 3.318901 0.866205 4.610573 2.969055 2.155703 3.35761 1.347681 5.405572 4.607025 2.842923 1.797153 2.81718 1.683767 2.158748 2.485728 3.470395 1.762145 2.009933 2.215727 1.859963 1.544457 2.542197 2.525358 1.646501 1.345009 1.187042 2.032821 1.272412 1.325685 3.720878 1.086054 0.996209 1.49756 1.402216 2.664797 1.490751 1.675682 0.923505 1.829344 1.86993 1.790366
1.391554 1.597962 3.413685 1.091071 0.906761 2.474586 1.378831 1.584922 2.830218 1.284296 0.992857 2.870728 4.603449 1.411499 1.90248 0.795163 2.859554 2.664907 0.839187 4.133317 2.340263 2.525115 2.461985 1.45165 4.122762 4.258158 4.578482 3.172732 2.947445 2.027142 2.165027 4.651622 2.650045 1.23209 1.419198 1.689068 2.007062 1.192031 1.793056 0.844521 0.988707 1.531377 1.747446 0.625916 0.898335 1.447581 1.36622 1.060424 0.863639 1.040791 1.326096 1.108271 2.112882 1.111506 0.803271 0.840723 1.341626 1.523641
1.854557 0.878818 0.502061 0.990969 0.445313 0.855742 0.451268 0.492816 0.382047 0.523297 0.904309 0.555794 0.644196 0.937261 0.687083 0.823885 0.369132 2.405697 1.390766 1.18925 0.851369 1.903947 0.540974 1.630453 1.009071 0.826125 0.931511 0.500108 2.878704 1.124379 1.176155 0.502086 0.766703 1.268642 1.62813 0.764467 0.413691 2.644087 1.098022 3.840157 2.01262 3.651249 2.597695 1.223412 1.148513 2.267658 1.735869 5.237419 2.551234 3.227147 2.36904 1.285439 3.23676 1.730113 1.575714 1.91917 1.391374 4.523298
1.287117 1.45357 2.002345 1.193269 0.630964 2.289113 1.151737 1.289401 1.796832 1.019998 0.880499 3.641845 1.927893 0.961633 1.074625 0.935598 2.607219 2.377033 0.855962 3.654115 2.411432 2.091759 1.458708 1.339706 3.571945 2.608114 4.079887 1.798795 1.977467 1.936048 3.840164 2.046606 2.599822 1.906892 2.479175 1.997469 2.435698 1.456268 3.834666 3.034292 2.415317 2.335454 1.541342 1.802439 1.260655 1.600449 3.973305 3.050377 2.54073 6.200974 4.046284 1.182391 2.508375 0.527445 1.623765 2.305248 1.204657 0.73789
1.911581 2.100069 3.695652 1.941075 1.278993 3.290336 1.588373 2.748189 2.5309 2.113558 0.789701 3.494133 2.790766 1.197336 1.551821 0.599255 3.206515 2.396065 0.994829 3.486033 3.52898 2.491734 3.742063 1.436763 4.899746 1.900339 2.184935 1.27029 1.782967 3.61026 1.85427 2.759315 1.24752 0.775818 3.017272 0.574642 1.223163 1.355839 1.61138 0.794567 1.001273 2.490893 2.179487 1.317199 1.059517 1.485172 1.105955 0.624023 0.520778 0.344131 0.434889 0.46023 0.699218 0.531029 0.640985 0.717568 0.688459 0.601913
3.372718 2.447618 3.034294 1.52899 4.143307 2.798249 2.459841 0.561329 3.401788 0.451872 1.125987 2.909778 4.32056 2.065051 1.739501 0.948494 3.734527 1.907133 1.484418 3.610886 3.305763 4.60188 4.848765 1.254236 4.614559 1.994657 2.640266 1.037989 2.259198 1.791013 2.035059 2.186326 1.315317 1.393566 1.3198 1.066195 1.834493 2.845379 1.533216 1.109932 1.415007 2.430238 1.578275 1.464112 1.058997 1.337468 1.730324 1.231867 1.207205 1.095872 1.227687 1.358434 0.990514 1.579291 1.25971 0.950733 1.444291 2.149298
