"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130"
2954.7 4098.5 2024.9 4306.8 1696.1 4833.4 4884.6 6579.5 2689.5 1868.3 2454.8 3164.8 3962.6 1507 2867 4327.6 2375.2 3181.1 3098.2 3668.4 3161.5 1698.3 1588.5 2727 2042.6 5795.3 2726.1 2774.9 2967 2700.4 2101.1 2591.1 2883.1 2613.4 2163.5 2918 4031.4 1217.6 1829.7 2006.3 7452.4 2588.9 2109.5 3386.2 2984.5 5126.2 2557.8 2954.4 4754.2 2962.7 7274.3 1757.1 3474.1 2242 2559.3 3045.2 3009.2 2302.6 2576.7 1641.1 1479.1 1302.2 3295.5 3395.1 2984.2 2947.2 2928.6 3382.7 1489.4 2621.1 2820 3352.4 4780.5 4502.8 4412 3383.9 3716.1 4166.7 3987.7 2294.9 1667.9 7940 3017.7 1916.6 1553.8 2677.8 2592.6 6021.8 1887.3 3834.7 3127.4 2470.9 3112.4 1437.5 3180.6 2027.1 2490.7 3211.9 4430.9 2534.4 3723.2 2344 2540.6 2169.6 2171.2 3073.6 3550.1 3300.8 1723 3217.9 2387.2 1765.8 2023.3 2757.3 3467.2 3094.6 1838 2869.4 2330.5 1647 2948.6 2870.4 1981 3355.2 1393.1 1306.7 1682.5 6361.6 2354 2444.6
3147.8 2622.6 4551.3 4913 3808.8 4836.8 5054.8 4633.3 2780.2 2422.2 3253.9 5095.2 2865.2 2345.8 2684.8 4013.8 3364.7 4088.7 4278.1 2308 6092.5 4217.3 5145.5 3734.4 4581.1 5617.9 3053.6 5180.9 5174.4 5507.6 2042.3 4171.2 4319 3282.4 5159.6 3382.3 4455.5 1758.8 4311.3 5438.4 7119.1 5380.5 3992.4 6465 4245.4 7692.3 3939.8 2176.7 3848 5627.3 4346.4 4177.8 3493.6 3758.5 4406.5 5582.4 4570.7 4721.9 4330.8 3334.7 4253.4 3997.8 3837 5650.8 2627.4 3555.3 4840.4 4613.9 3037.7 4194.9 3144.1 3568.3 5419.7 7952.3 3585 4665.3 6417.3 5082.8 5295.9 5535.3 2573.6 5680.7 2934.1 3238 3855.3 2934.5 2701.1 1135.9 3498.2 3950 4516.2 5226 5068.6 2493 2132.8 5840.5 4321.8 4110.3 4773.3 4517 6083.4 3179.9 4598.2 7339.3 4382 3205.7 5311.8 2782.5 4321 3979.9 4148 3109 2800.6 2815.3 3747.8 6265.5 5892.3 4192 3660.3 2541.2 5397.1 4503.8 2936.2 2872.8 3111.9 2609.9 4978.9 3052.8 2565.8 3008.6
2624.3 4025.9 2131.8 1271.8 2831.8 2272.4 1988.1 3756.8 3349.7 4337.8 3148.2 2194.4 1507.5 3392.5 2560.3 6784.5 4032.8 2967.4 3167.1 2690.5 4091.6 2842.9 2925.4 1407.9 4556.5 2375.6 2106.5 4116.9 3268.3 1824.2 6416.1 1766.9 5418.8 2416.4 3529 2232.9 1583.3 2435.2 1678.8 2327.4 2752.3 2692.2 1638.2 5350.6 3001 3000.8 4918.8 1762.8 1645.1 2199.3 1975.1 3658.4 3394.1 1774.3 3904.3 1813.1 2126.2 1899.7 3622.8 1783.3 6762.1 2932.5 2324.1 4436.1 5338.6 2288.3 1305.6 2005.6 1911.4 1206.3 2254.8 3857.4 1909.6 2981.6 1709.5 1840.4 2242.8 1211.1 2851.9 5056 3055.4 2803.4 2445.5 4894.8 3990.1 2647.2 1808.7 2390.3 3010.6 1916.7 3336.1 3079.3 2582.4 2490.1 882.8 1679.7 2479.9 3285.5 2507.7 2352.5 1270.1 6410.2 4201 3045.8 1275 3023.2 2046.7 3421.2 3224.5 2209.4 5669.7 2397.4 1677.2 1861.9 1256.4 1829.6 3741.7 2408.8 2613.5 3523.6 5769.7 2587.9 4747.9 3687.7 2269 2406.7 1935.3 521.4 2500.3 1372.7
2310.7 3501.1 3767.6 2368.3 3568.7 2362.9 4737.8 2051.2 2459.4 5896.8 4113.3 2516.5 3630 2952.7 6034.5 1728.9 3500.4 2672.7 3438.7 3298.5 2707.2 4716.4 3229 4222.7 3928.2 3344.6 4568.7 2218.4 4580.7 1876.3 4315.1 3074 4607.6 3289 2810.6 2055 2971.6 3422.4 2282.5 2340.3 3774.5 2591.2 3859.2 1464.2 3402.2 1432.5 4366.4 2218.6 2640.8 2817.2 2582.9 3934.5 2741.2 3047.6 2378.2 3330.4 7341.8 5628.2 2277.5 3519.9 1893.7 2309.8 3116.9 1978.8 1778 6222.5 3552.3 4397.7 1922.1 2420.5 2061.9 2250 2472 3116.5 2540.9 1783 2336.5 3922.2 3426.2 2694.8 5339.2 2729.5 1852.5 4507.6 2431.3 3642.2 3734.8 3443.5 7053.2 4352.9 3813.7 7724.5 3213.3 4164.6 3863.2 2043.4 2414.3 2872.3 2524.8 2902 5199.7 3367.2 3313.3 4426.2 5691.1 6079.5 3647.3 3502.3 4103.7 2009.3 2659.8 3647.7 5059.8 2955.4 6310.8 3924.4 4439.3 2739.9 3050.2 4397.7 2107.9 4830.3 3847.3 3749.2 1923.9 4948.1 1917.3 2147 2267.5 3011.7
157.9 141.2 77.4 758.1 19.7 1592.4 2574.8 193.1 168.7 1766.2 125.2 1201.7 1043.4 88.5 171.1 167 148.9 788.8 2138.3 2777.7 1202.9 2327.2 81.6 49.2 147.1 2849.1 3736.2 972.6 25.2 645 60.5 323.8 43.5 212.9 210.7 13.7 1354.1 647.9 3436.4 111.5 199.2 130 66.6 1734.2 297.1 1487.3 3772.7 2483.4 555.7 83.3 163.2 99.8 377.9 109.6 60.7 412.4 70.6 1102.2 128.5 2451.8 96.5 72.2 81.7 271.3 32.2 133 5492.3 1455.7 137.8 173.2 153.2 860.6 3825 1450.3 15.3 4144.9 2060.9 1579.1 1326.8 110.4 138.6 142 3849.6 24.6 101.4 63.9 2580.7 50.7 514.8 1591.2 72.4 144.1 4102.9 151.5 37 144.2 57.9 217.6 4236 2277 1260.9 146.6 175.6 268.7 187 5162.9 1226.4 1746.8 66.2 1821.5 273.5 2373.7 179.8 402.8 859 72.8 157.3 43.3 79.5 98.9 503.4 49.5 416.2 82.4 182.2 436.5 85.9 114.6 4310.5 110.6
1808.2 1848.6 1460.2 1664.3 1761.5 1247.1 813.1 4120.3 722.2 1121.5 3472.7 683.7 196.7 1892.2 561.6 3730.2 1322.6 1002.5 5423.6 781.9 1252.5 1097.5 3959.2 1795.5 853.5 1218.5 936.5 1069.9 1417.1 1507.8 3607.5 520.5 3354.4 1096.5 7365.1 2190.3 1187.2 1254.7 1263 617.4 2639.5 750.1 835.6 4441.4 1737 3948.3 2363.8 529.6 552 1231.1 1233.1 1191 1189.6 1945.4 2346.8 1288 1170 447 3223.3 1012.9 1699.8 1693.4 2421.8 1778.3 1949.8 2597.8 1116 1036.7 592.9 1224.4 1388.9 2921.3 324.5 814.7 1499.8 503.1 495.8 578.8 914.9 3458.7 2241.1 1166.6 599.9 3556.1 1254.3 965.8 2168 1078.2 1698.1 379.2 1675.9 2835 822.2 1145.7 422.4 563.9 1421.8 2537.3 1549.7 898.5 494.2 1614.9 1649.5 2167.3 451.8 714.3 2100.1 2078.7 3621.9 815.9 2522.4 4894.1 1202.7 731.1 523.3 1259.5 4063.7 5537.4 3434.8 4713.9 1598.7 2148.8 571.3 978.8 595.1 3269.1 1373.6 655.7 1335.3 923.3
2797.9 5564.3 4609.1 1305.3 1881.3 3093.4 1714.4 3608.6 2540.1 1211.8 1299 1921 662.2 1486.5 1500.8 3137.4 3338.3 1569.3 3128.3 2720.5 2154.8 2495 1207 2841 1902.8 1755.4 1995.2 2038.5 3767.1 2507.6 2167.9 1015.2 3339.3 1795.5 2276.2 1974.5 3951.3 5613.9 2386.9 2925.5 2682.8 2302.1 3213.9 2724.4 1363.8 1610.2 1500 1409.8 2635.6 1719 3840.4 839 2659.1 2043.3 3814.9 2372.3 1082.9 1849.6 3912.6 2155 1936.4 1206.6 1598.9 3967.3 1114.6 2233 8277.8 2054.7 2219.9 1552.1 1923.3 1365.3 3755.9 1847.6 1750.9 1362 3171.1 1052.2 1565.2 2863.8 1931.6 852.9 2141.7 1362.5 2216.1 2368.7 2334.8 5118 2356.6 1834.1 4363.9 1394 6432.6 1609.7 711.9 1757.8 4967.2 3311.9 3077.2 2062.3 2975.9 1652 2819.6 1996.7 3944.3 1933.5 1414.5 3353.1 2352.5 3063.5 4514.8 2501.5 2467.2 3156 1413.2 2604.3 1511.6 2592.9 1945 1503.1 3967.3 2002.3 1353.8 2089.2 2520.6 1588.7 5400.9 1736.9 6183.3 1372.6
3275.9 1650.9 3674.1 2229.4 3925.7 4832.1 1816.4 2439 1479.4 1668.7 2524.9 2212 1021.3 2561.7 3320.5 3216.1 1982.8 1934.8 1498.4 2469.9 1727 1164.2 2429.7 4953.8 4303.3 1150.1 2049.7 2103 3996.8 2707.9 3377.4 2147.2 2806.7 4253.6 2750.6 3034.9 2862.9 1951.8 2667.8 6040.9 3151.3 1817.2 2283.4 1145.1 3461.5 2688.8 2014.9 3437 1752.4 3567.5 4495.3 9173.1 2300.3 2980.3 6210.5 1981.7 3240.7 2303.6 3683.6 3267 1787.5 5211.6 2301.8 2027.8 949.7 3709.2 2031.5 2496.4 2657 2233.6 2728.8 1803.3 1441.5 3054.4 2270 1284.8 1839.5 2701.6 2758 3014.2 4030.8 2660.4 2676 2234.1 2956.3 2408.2 2291 7761.4 2328.9 2598.1 2624.2 2377.9 2731.2 4219.8 1984.3 1093.9 1904.7 1904.2 1895.9 2082.3 2789.9 3332 3258.1 5015.2 2468.2 1994.2 3493.7 2074.6 3853 1038.3 2214.7 2438.4 3277.6 2492.1 1670.7 3949.6 2019 2778.3 2485.2 4940.5 5029.4 4019.4 2835.6 1454.8 2441.7 2910.4 1540.8 4070.3 1543.9 3112.1
1717.9 32.6 639.6 40.4 1512.3 806.9 1347.4 340.1 1246.4 264.7 1407.7 881.9 1736.7 1911.4 857.6 3192.3 1781.6 1016.9 218.3 758.2 1108.2 484.6 576.4 743.7 3799.9 1142.5 773.4 1746.1 890.2 839.3 53.3 865.8 441.3 1964.4 1271.2 1123.3 203.3 949.7 258.4 119.6 1455.8 1159.2 46.9 769.4 1368 618.9 1243.1 1126.6 802.9 1023.1 1407 38.1 477.7 1068.4 1030.4 701.9 5942.9 952.3 496.8 1135.5 836.7 973.1 554.3 917.8 2852.5 1428.5 656.3 1401.2 4787.4 1333.9 971.5 708.2 1449.4 668 812.4 40.4 1205.2 231.1 710.5 942.1 1067.7 1809.3 1007.1 10630.9 2422.4 1368.6 1290.3 2682.3 341.5 1239.4 418.1 219.4 397 33.9 1881.4 211.5 145.5 681.5 1112.1 750 773.8 1149.8 694.1 878.9 2296.6 856.6 441.5 1710.6 868.4 972.2 1549.2 1049.4 900.3 1113.2 1615.6 767.6 753 1206.3 2473.4 648.5 1097 631.1 3238.6 489.7 5367.1 798.8 1295.2 559.6 702.2 538.6
3321.3 5440.4 5532.5 7318.5 5725.9 6900.5 6452 5005.8 5638 7017.9 5646.8 9097 6399.1 5287.3 6314.9 3891.3 6959.4 4700.2 5760.7 6170.3 6268.6 8045.8 5366.7 4490.9 6001.3 4519.3 7311 5477.4 6815.3 4682.3 6807.5 5678.7 6811.9 6867.3 6877.2 5915.3 4565.7 6237.2 8401.2 7413.9 7299.9 7276.1 5812.5 3863.5 6085.7 5781.3 7364.2 6664.6 6328 7737.5 6157.6 8690.7 5703.3 5405.5 5386.2 5534.4 6822.2 6286.9 9500.8 5047.4 5736.5 5420.5 10755.2 4128.3 4958 5094.5 4137.5 4547.2 5439.2 5593 6570.4 5068.9 4763.7 5006.2 5793.5 5285.9 7338.7 7270.9 4500.4 5900.9 6768.2 6853.3 6704.2 6962.5 5311.6 6726.4 6863.5 6052.2 6621.7 7041.1 6509.1 6570.9 5249.2 8430.3 4805.8 5870.8 6706.5 7461.6 3524.2 5174 7768.6 7316.6 6727.9 5651.4 8549 6634.6 4697 7031.1 5429.5 5006.1 7909 5756.7 10105.1 5684.4 5948.7 5518.7 7124 5869 5949.5 6155 4184.6 5742.1 6790.6 6866.5 5852.3 6266.6 5413.3 6377.2 5732 7250.3
189.7 3286.3 1519.8 239.3 736.9 991.5 438 753.2 559.1 918 297 1439 875.3 760.8 1947.2 3384.7 586 1129.2 455 1961 787.5 2996.6 323.4 198.6 799.1 1300.1 1962.1 309.8 755.9 675.6 309.6 643 215.2 686.7 671.3 417.7 375.5 4409 1397.5 4927.7 3836 1172.1 4004.3 484.6 1410.8 1135.9 3754.8 1961.6 3763.8 1754.5 184.2 3102.4 820.4 1172.7 894.2 298.3 787.5 2701.3 308.7 2496.7 1604 1343.6 156.8 1889.7 384.3 634 2220.5 557.1 1889.6 607.5 951.8 1848.3 2569.9 519.7 749.1 1983.8 1421.8 1674.4 746.7 286.3 606 5300.4 2440.7 141.1 3838.5 795.6 1486.4 195.2 226 943.5 1112.9 936.6 2285.2 247.9 461.8 1285.1 474.5 362.1 647 763.4 1156.7 2400.2 593.3 218.9 393.2 1622.7 2548.6 1647.8 6122.7 862.2 1539.2 1432.8 496.5 1259.6 1103.5 372.4 2898.3 381.4 681.8 1028 1770.9 303.2 698.9 1676.2 1716.5 423.7 6406.2 257.5 3003.6 2708.1
3504.3 3148.6 4208 3942.4 2697.1 4007.8 3969.4 3381.5 7075.2 2531.4 3804.6 2423.4 3825.6 2543 3579.6 1974.1 2554.2 3133.9 3793.4 4673.2 2874.3 3957.6 2813.1 5165.2 3442.3 5684.3 3915.6 6607.2 4661 2991.5 3078.9 3912.2 2498.3 2566.7 1809.6 2460.4 6884.9 2802.8 3447 2268.3 1814.1 7387.6 4168.3 3989.8 4449.8 2156.3 4421.2 3669 3005.7 3761.9 5814.8 3766.2 4454.8 2132.8 2818.1 3859.6 3417.6 5099.1 3213.6 2317.5 4881.2 2714.7 2554.5 3499.4 2166.3 3326.9 2299.8 3784.1 3310.9 4734.7 3440.8 3075 7016.4 3372.3 3340.1 4287.1 2929.4 4141.2 3292.8 2449.5 1579.9 5445.4 1817.5 1871.4 2051.8 3048.9 2366.1 5861.3 2371.9 4928.7 4601.6 6222 3573.1 1858.5 5621 3310.8 2753.2 3284.6 3777.4 4011.7 2842.6 2099.4 3120.4 2248 5389.6 4513.8 2743.8 3840.3 2117 3565.8 3431.9 3002.7 1397.3 2762.4 2494.3 3534.2 2427.7 4386.6 2881.6 2406 1901.5 3758.7 3318.9 3691.1 2992.8 1854.3 4821.6 6375.3 2572.9 4027.6
1745.8 2298.6 3448 1430 7100.9 2446.9 1484.6 1748.8 1273.3 3981.4 1711.2 1898.9 1350.6 1582.1 1800.6 1747.1 3456.2 1988.5 3030.8 2061.3 898.9 829 3162.5 1832.3 1327.2 1149.3 1745.9 2312.2 925.2 2901.1 1440.4 3705.9 1671.6 4213.7 3664.3 2270 2492 1318.3 972.5 932.1 3347.2 2350.8 1935.8 2426.6 2096.7 1647 1332.5 1955.1 2358.9 4014.6 1908.5 1748 1940 2598.2 2497.5 1368.7 1664.8 1546.4 3918.5 2501.2 3928.9 3398.7 1738.5 1120.7 4234.7 2186.3 1974.1 1804.6 874.4 835.4 3205.2 767 987.1 972.8 2240.9 3089.2 1536.4 859.1 1109.1 3551.3 2958.3 1751.2 8240 2175.3 4027 2522.3 2842.2 1652.7 1941.5 1892.3 4834.2 870.4 972 2580.8 877.5 2339.1 1637.9 2772.4 5513.8 1222.3 3695.2 454.4 3886.5 3956.4 1535.6 1654.3 3225.1 825.7 2322.4 1222 1113.6 1714.5 1458.7 1527.7 739.3 2754.6 4015.6 4108 4123.1 3305.4 1350.5 2380.7 1957 1317.6 1134.4 1099.5 1825.1 820.4 2781.6 852.1
4113.2 2197.9 3504.8 3122.5 4092.9 4768.7 3972.8 2499.5 5724.9 3080.9 3635.8 4110 3209.6 2607.7 3476.1 5041.1 3742.6 3799.7 4623.7 3455.1 3194.8 3352.5 5468.7 4189 7331.3 4137.3 2671.6 5939.8 4101.3 6057.9 4688.6 3933.3 3592.3 3729.1 4607 7095.3 2952.5 4008.1 4038.9 3338.8 2781.8 4355.3 2976.6 6258.6 4497.9 4782.4 3521.9 1899 4745.1 4094.7 4725.4 3954.9 5341.4 3386.8 3649.6 3728.6 2771.2 3650.9 4447.6 1893.1 4566.2 4878.5 4345.5 4319.8 4187.7 5041.2 2963.9 4627 2588 3526.1 4413 2977.4 5716.8 4263.5 4907.7 2965.1 5948.9 5048.4 4988.5 4504.2 4545.8 5859.4 3063 4125.7 3130.6 4712.3 4352.4 5389.1 3675.2 4150.8 4938.3 2573.6 4296.9 3232.8 6252.4 7830.8 3204.7 7292.2 5346.1 2992 2990.5 5080.3 3829 4210.5 2610.5 3936.1 4727.2 3221.1 4348.2 6054 9465.5 5310.3 2952.7 4439.3 6499.5 6506.3 3722.7 3582.7 4620.5 3923.8 6183 3666 3441.8 4248.6 2160.6 3672.2 3595 2266.6 3844.2 4439.6
1854.2 1502.8 1592.2 1826.5 1996.9 2431 1886.2 1791.8 2288.7 5886.3 1838.9 2902.3 1345.7 8299.1 1672.6 1284.6 1667.9 1877.5 5743.7 2068.5 3415.8 2384.6 1835.9 1125 715.7 1839.9 4727.8 1574.1 2896.5 5245.1 2640.8 3529.4 3633.6 1560 2335.3 2058.4 3167.8 1822.3 4263.6 1869.8 2380.2 1554.1 2661.4 2854.3 2314.8 2004.9 2431.5 3269.5 1491.4 2318.4 1584.8 4063.6 2347.7 3324.5 3061.3 1894.4 2163.7 1517.4 5317.4 3070.2 4673.3 4397.3 1788.1 2269.7 1109.8 1578 4948.5 1967.7 1298.4 2078 2360.8 1364.2 2084.3 1966.2 2629 1634 1765.9 1431.8 1910.4 1752.8 2365.1 2191.1 5439.6 2443.5 3794.6 2304.8 2113.1 1672.4 3005.7 2136.1 2147.4 2966.8 1904.4 1928.6 1742.3 4015.4 1649.3 3369.8 3149.3 3475.6 2408 2863 3833.7 1951.9 1108.9 2262.8 1645 1652.8 2867.8 1203.7 2514.6 2139.4 4310.8 2738.7 992.6 1315.3 1485 1377.2 2182.7 2114.1 1534.4 1806.4 4404.2 2114.2 899.3 5869.2 2170.3 2484 5776.1 1723.7
850.3 30.9 195.5 69.3 6285 1169.8 192.6 383.1 2234.9 477.2 6183.5 2689.5 1077.1 1382.8 638.6 1993 1073.6 826.4 1913 645.6 695.5 4849.9 292.5 4052.9 410.3 2728.2 2638.1 389.8 337.3 577.1 1375.3 442.1 1000.2 1067.5 1490 44.9 143.6 144.7 561.1 1347.6 359.8 145.2 412.6 164.3 356.1 839.6 474 513.8 335.7 504.9 273.6 176.3 409.5 1226.9 1617.6 96.6 156.6 166.5 90.6 7741.5 619.6 3711.1 1480.4 650.2 1234.3 151.6 284.5 694 529 2603.2 490.6 1142.9 292.5 1060.1 665.6 437.7 496.6 517 1267.9 3737.6 699.3 202.2 315.6 832.4 1921.6 438.8 1082.3 412.9 567.9 1103.3 242.1 222.8 1735.4 230.1 195.6 1687.8 456.6 666 377 1822.8 1479.9 70.8 1090.3 265 79.7 539.9 467.8 1270 673.1 489.8 1878.7 64.9 2726.8 73.3 136.2 309.9 489.1 681.8 1373.5 572.6 165.1 37.3 140.6 99.4 359.8 1333.9 493.5 77.3 48.5 402.2
1611.2 2066.1 2609.1 2001 3163.3 1866.6 2797.5 1851.7 2201.5 5993.1 2949.6 1817.5 2464.8 2719.7 2464.5 2058.1 3583.7 1877 5932.7 3658.7 2369.5 1914.2 1845 9125.2 2049.9 2709.5 2305.7 3318.9 3352.8 1773.9 3227.4 2813.8 2839.4 2899.8 2102.5 2377.8 2019.4 5666.7 2625.5 3750.1 3570.9 2100.2 3365 2082.6 2204.8 2153.9 1710.9 3455.1 3948 2380.9 1912.8 3813.1 2731.3 1827 1706.3 1306.6 9381.2 2590.2 2459 2816 1190.3 1945.1 3307.2 2484.2 2042.4 2214.6 3928.7 3419.5 2152.7 1869.5 2469.7 2301.1 1648.4 2146.3 1680 3381.1 2450.9 3389.1 1588.7 2562.2 3795.6 2361.7 1587.7 2917.1 2856.3 2476.8 2301 3821.8 4645.5 2992.2 2292.9 6326 3353.1 4004.4 1974.9 1786.3 1436.4 4009.7 2434.8 2758 2544.6 2221.3 1824.9 1873.2 2397.3 2307.6 2076.9 2308.2 2249.9 2085.2 3069.4 3246.5 3163.9 3395.1 1895.6 1564.2 3773.8 1865.5 1911.9 3723 1108.1 1542.1 2176 2303.3 1980.8 3802 2230.1 2445.7 4599.3 2985.6
1920.1 1509.1 928.3 1862.9 760.7 1580.3 3239.3 1716.8 1574.9 749.1 925.1 2134.2 1140.8 1037.8 2270.8 1873.2 1140.3 1314.2 1334.3 1399.9 1771.2 2202.7 1694.4 2211.6 1226.6 830.2 862 1979.1 948.1 2074.2 1223.9 2354.1 1058 829.8 1079.1 7420.6 1919.8 2168.6 2041.6 4242 1490.8 2618.1 1902 1925.5 2095.8 1796.3 1106.6 927.5 1854 1389 1284.8 791 1118.4 880 1162.7 1637.4 545.8 2033.3 1027.5 530.8 861.2 889.4 1123.1 1816.7 1295.2 1734.8 1430 1420.5 1070.3 1312.4 1240.2 754.1 1614.4 2771.4 2348.8 2341.1 1442.3 1319.4 1593.9 1158.6 882.6 2205.5 599.7 1111.9 1031.5 1131.1 1132.2 1401 880.9 1465.2 1688.4 1859.2 2254.8 878.2 2442.6 1583.5 2537.2 1672.1 2024.3 1357 1431.8 1647.1 1153 3346.3 2039.6 1035.4 11428.6 1261.1 866 2108.3 983 792.1 1693.3 1822.6 6143.6 822.2 925 1821 1192.9 871.2 2121.4 1310.8 1024.8 1912.9 1034.2 711.4 2005 3222.1 1657.4 1602
3880.2 7211.4 2359.3 5869.2 3639 4247.5 3322.6 5304.3 2163.9 2496.5 4215.3 1785.7 2561.9 3609.2 3367.5 5266.6 2673.3 3524.1 3849.8 4141.7 4725.4 2842.8 3406 3929.2 1508.3 3628.5 3075.4 4092.7 2875.5 3356.3 3593.4 3571.7 4090.7 2611.8 3257.6 3714.2 3628.7 3940.2 2393.1 581.9 3751.1 3369.4 1170.4 3462.5 1874.5 1498.2 827.6 6038.4 4883 1239.1 6373.9 1745.1 2514.8 2532.6 5234.8 3707 2129.5 3522.3 3012.1 1368.1 4108.3 4289.2 1914.3 3785.3 4517.2 2098.1 4397.3 2020.3 2400.8 4397.1 4112.1 2528.2 5914.7 5601.2 6068 6079.7 3826.6 2050.5 4865.3 2199.5 3753.7 3335.5 2184.2 4248.3 2354.6 2934.2 2681.6 3931.8 2622.6 2023.2 4283.6 4573.4 4239.6 4068.4 3322.6 5129.9 3764.2 3794.5 2688.9 1864.6 2669 3416.9 3755.9 2823.2 2888.4 2682.4 2973.6 5360.7 2985.8 2766.9 4358.1 2038.9 3093.8 4448.6 5007.2 2922.2 2824.3 4895.7 3595.3 2814.8 4029.8 2144.2 2561.5 4186.3 2429.9 2535.5 4632.3 5537.5 4543 1650.9
2059.6 541.4 499.3 1251.4 395.8 1860.5 2259.6 673.1 1493.9 1072.3 1374.2 1285.6 1004.1 772.1 1782.3 6557.5 1096.4 1125.7 777.7 2561.2 1822 1010.4 1723.6 682.7 1894 661.5 748 1995.3 3295.7 1217 579.1 2674.4 586.1 562.7 936.2 1308.3 1249.6 1922.5 2630.3 5870.6 830.7 4392.2 1043.7 1846.6 5167.1 594.8 1796.1 757.2 4807 2241.3 686 1020.7 923.9 732.8 5285.7 1714.6 499.7 1998.8 1259.9 1002.5 1260.5 440.1 1150.5 1316.7 2617.1 3297.5 810.6 642.4 844.1 937.7 1573 580.1 3025.2 1326.1 6553.8 1128.8 3011.9 2895.3 2760.3 683.3 408.2 1404.1 982.4 902.1 1042.1 1628.7 928.9 1890.6 1206.1 1966.5 305.9 487.6 4011.9 303.7 1903.4 2553 300.5 1420.6 1057.1 1125.6 645.4 2258.4 656 1620.7 632.6 719.4 763.2 1319.7 476.4 764.8 627.7 1998.9 447.8 777.6 3702.1 1130.1 889.8 626 621.8 1006.6 1981.3 1030.8 1592.8 414.8 1047 428 1983.7 627.8 850.8 3224.8
1841.4 982.1 2529.5 1552.6 1487 2073.4 879.1 1802.2 1887.7 5711.3 2545.8 1236.8 2015.7 3576.8 3645.8 815.7 999.7 1093.7 2094.7 2703.5 788.9 1299.5 1603 2202.8 866.8 1818.8 2909.1 1059.2 2819.1 2826.8 1422.9 2977.3 4143.7 1412 1670.9 2900.5 2657 1701 945.2 578.6 2752.3 1757 2581 324.2 1461.9 898.5 2460.6 1048.8 1052.5 3001.7 2028.4 1170.2 2351.2 1859.1 2694.2 1826.3 651.5 2206.6 2038.3 1825.4 1450.8 2140.5 1120.3 1898.4 635.9 3525.4 2446.9 4796.5 2295.4 1554.8 1146 1384.7 1189.5 1689.4 2310.7 445.8 941.4 3077.5 2027.1 2323.6 6580.4 1982.4 1671.1 1051.9 1560.1 1617.2 702.6 3134.9 6008.1 1974.9 2479.2 548.9 518.1 4253.6 1570.8 1136.1 1636.9 2030.5 1357.5 975.1 4201.1 467.9 2325.2 2831.1 715.2 2701.2 3573.2 1462.8 2630.1 1009.5 2363.9 3906.8 6726.2 3194.8 1057.6 2753.8 4813.3 2650.3 2293.9 4149.9 1504.5 2715 1114.2 879.2 2218.6 4738.8 837.7 528.2 2156.7 1140.5
3090.8 288.6 893.2 764.7 1177 842.3 3176.5 480.9 2194.6 1169.3 835.7 754 2446.6 1274.6 3196 2090.3 520.9 572.8 420.6 3198.8 1317.6 686.3 1193.7 459.4 3523.7 1811.9 570 1018.6 1324.7 2294.8 3509.7 1923.9 2091.1 854.5 2411.9 4364.7 465.6 3601.7 2205.5 5258.7 425.9 3776.5 278.6 551.1 3343.7 361.4 1040.7 446.7 2016.2 2771.7 2571.3 769.9 819.9 487.5 1508.6 797.5 322 5314.2 1146.7 1743.7 738.1 581.4 502.9 1626 566.3 3006.5 1078.9 975.7 709.7 1420.8 480.8 488.2 359.9 4642.7 955.7 1517.3 5156.3 4268.5 2438.6 970.4 1633.8 2657.8 1361.8 622.3 486.3 2353.4 2866.7 1061 1081.9 2302.5 741.5 555.6 4338.6 1481.5 5605 1269 302.5 2114.2 556.6 478.4 709.1 285.3 833 594.1 677.5 1783.7 503.5 1013.5 498.2 1889.6 447.5 818.4 750.8 2642.8 2564 905.2 1027.2 1151.2 947.7 673.4 2787.5 1169.6 1383.5 385 645.8 566.6 430.2 2112.3 1698 2941.6
