"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103"
441.85 210.2 1013.2 484.46 478.14 655.67 267.25 223.69 402.39 582.09 213.49 716.77 404.34 363.24 93.57 98.66 778.64 393.95 239.71 746.66 272.14 1042.26 321.34 526.68 315.16 611 1362.77 1797.47 1403.38 3057.94 2207.55 1515.4 1029.44 2467.06 1085.18 2204.88 1429.2 115.28 1660.74 1808.39 548 1298.61 3217.79 2020.9 2129.11 1203.41 1799.39 2176.88 1515.1 1985.45 1810.74 1429.2 844.88 338.94 131.13 689.31 244.67 548.82 498.59 547.45 734.76 120.23 34.3 77.7 39.23 369.29 136.48 108.98 115.14 254.7 174.48 271.16 362.9 228.27 62.06 82.91 93.34 9.04 189.39 232.81 260.78 268.95 92 302.82 76.54 240.17 226.13 133.38 140 271.18 139.19 85.68 313.05 -22.51 -115.55 171.74 141.86 -39.29 81.04 0.98 21.15 47.12 52.47
194.58 165.71 199.27 166.47 107.58 396.91 224.32 238.82 202.82 217.16 124.36 284.31 105.92 134.77 159.84 292.91 171.4 159.74 111.86 155.74 110.35 130.69 40.98 180.98 138.59 158.56 87.27 6.04 38.82 34.61 77.61 133.09 56.55 39.16 75.55 48.46 6.84 -102.67 6.16 17.99 92 114.44 -50.93 -59.87 30.24 -17.06 112.93 -81.37 34.7 33.49 -16.48 6.84 125.17 31.27 47.5 37.53 144.99 185.86 151.32 117.54 126.58 58.11 79.08 76.72 85.69 30.61 125.6 160.49 86.86 114.4 105.78 165.49 162.75 61.89 106.24 74.03 9.93 71.28 8.23 57.69 178.21 121.33 107.02 -12.32 61.63 117.23 139.48 66.69 173.94 48.73 85.01 118.32 198.59 47.95 -65.61 61.62 43.29 -23.57 125.84 83.95 87.48 75 38.42
1425.52 1078.01 1285.83 848.34 506.03 1488.97 1102.29 1127.12 1313.47 769.03 695.39 648.14 1478.84 3224.25 859.65 1084.28 1281.36 737.17 606.26 1192.89 588.2 1300.39 1218.49 583.04 963.95 481.73 608.02 498.46 678.4 1022.46 758.84 792.49 747.73 851.26 477.83 762.74 662.34 815.97 1136.94 939.68 492 748.72 605.21 668.4 580.24 995.89 550.55 606.34 596.6 687.01 785.89 662.34 2867.37 2516.83 1385.66 3247.08 1957.37 1840.1 1648.07 1637.05 1816.63 1455.76 1859.73 1291.38 1315.23 1307.33 1586.36 2332.1 646.37 1343.65 2501.66 6137.97 1515.26 2119.34 1919.6 2071.87 946.29 2240.93 1730.28 1211.44 3976.07 2261.78 1407.23 2680.2 2883.51 3331 2208.47 3813.15 4115.21 4240.33 1804.86 1393.35 1657.2 2673.38 2187.68 2599.3 2878.62 2729.51 5585.77 2195.31 1508.26 2566.5 2175.68
277.36 364.57 193.32 388.42 246.04 399.11 466.89 325.28 219.09 315.67 111.93 515.25 107.96 513.42 104.29 371.02 222.62 214.78 101.88 222.01 389.99 313.22 197.33 301.27 273.07 233.29 93.98 98.68 95.11 70.26 100.6 80.66 127.76 153.84 108.91 69.78 50.8 105.37 95.52 160.95 139 117.35 64.92 88.33 90.72 85.28 91.29 78.75 126.26 120.56 66.95 50.8 123.08 140.22 76.41 80.98 113.78 32.11 269.67 160.95 143.39 109.21 18.1 71.8 319 148.11 79.12 67.37 65.65 154.33 254.09 318.01 213.29 158.27 67.32 36.52 65.54 95.38 195.57 137.01 405.76 210.3 114.53 293.58 79.52 127.71 350.82 113.47 194.09 180.08 179.36 264.19 311.09 128.19 134.16 105.06 183.31 135.54 95.34 108.35 72.1 70.2 57.16
1115.91 1224.54 1153.97 1142.86 1367.68 930.88 1049.7 1301.1 928.43 1519.03 1805.32 1284.3 944.14 39.79 648.15 1385.41 1866.64 1658.9 3137.19 1055.93 1224.62 1427.84 2207.3 1461.93 1570.65 1544.15 2100.26 1761.22 1823.62 1875.03 2277.49 1611.19 1597.04 1632.59 1773.97 1871.48 1487.81 1975.09 1993.5 1186.6 1648 1662.3 2120.23 2193.65 1792.69 1393.87 1519.88 2301.13 1868.82 1995.01 1737.61 1487.81 999.25 1092.47 1602.49 1045.82 1631.14 1370.1 756.62 1189.14 860.35 2737.19 1199.49 2057.55 2036.85 1202.66 1410.31 1392.92 2719.81 1823.9 980.38 1380.72 2592.83 1380.77 1578.8 2112.34 1180.63 1820.25 1496.62 1863.51 2520.15 1803.76 1829.68 2162.84 2796.04 2561.87 2437.78 2528.17 2281.4 1961.8 2655.91 1544.32 1830.36 2384.71 2081.92 2412.41 2286.32 2047.87 3223.33 2815.15 2225.38 2439.57 2100.72
309.62 279.1 150.69 220.89 376.53 206.13 173.88 624.61 504.35 517.16 369.98 392.15 285.18 351.69 293.37 421.38 287.42 535.34 713.13 458.38 201.42 636.15 903.63 304.52 526.63 438.3 247.43 158.1 182.46 198.2 190.67 165.35 226.2 220.97 157.97 201.59 171.93 271.09 242.38 205.93 134 158.08 197.74 170.78 232.47 174.35 167.52 195.11 190.83 222.94 212.18 171.93 312.92 331.88 393.39 107.64 356.43 287.06 210.49 169.42 184.93 482.92 345.84 284.24 219.89 610.22 174.06 273.43 884.72 418.74 261.73 231.28 206.21 264.79 573.25 463.93 234.34 872.48 547.6 318.31 603.11 558.11 557.63 588.19 425.42 464.15 549.48 607.16 697.89 512.69 614.7 430.45 561.53 575.38 449.48 153.55 499.27 262.24 547.23 427.54 682.51 519.26 410.4
158.03 830.32 313.28 201.68 225.12 124.99 124.5 373.9 365.52 214.92 268.41 197.17 432.86 189.96 338.21 181.91 244.57 119.8 287.65 663.82 593.56 88.56 334.28 402.06 127.29 501.93 253.18 278.94 274.66 174.08 279.78 259.12 304.75 219.11 217.82 284.94 329.21 351.25 184.87 248.92 264 209.49 326.57 216.91 185.22 355.34 421.61 242.36 352.75 160.75 214.24 329.21 288.93 277.41 161.07 284.42 273.87 63.25 106.7 200.13 302.61 157.3 195.31 201.62 153.82 81.95 90 150.59 139.37 317.29 131.95 205.36 186 171.45 42.07 193.47 153.91 209.84 271.74 115.38 281.92 461.05 439.35 345.93 468.16 395.53 297.99 428.99 515.46 157.83 425.06 694.64 277.83 565.6 731.51 615.22 222.92 617.8 344.16 414.85 322.99 466.37 371.05
2887.59 3440.75 2108.68 1766.04 2686.54 1592.04 2936.58 2480.09 3161.65 2788.43 4256.29 3099.1 5128.08 1592.87 3976.59 3744.11 3624.58 3493.73 4775.2 2946.88 4360.62 3109.49 3632.83 3914.37 4639.05 4413.31 3572.36 3240.49 2561.22 3040.11 2926.15 2710.19 2582.49 3658.63 2684.5 3465.78 2621.99 5719.92 3551.53 2963 2094 2670.94 3285.7 3055.4 2687.62 2703.4 2471.34 4716.87 3752.1 3270.48 2909.75 2621.99 2504.38 3909.91 5404.27 1586.01 5449.22 2971.79 2018.61 2875.96 1630.71 3323.31 2915.35 3697.1 3352.07 2574.17 2439.86 3952.89 3252.06 2939.83 2910.61 2781.38 4115.17 2775.74 2663.24 1938.62 4341.23 3062.2 2257.29 2371.37 6478.1 6236.33 6500.1 7286.12 9053.08 5967.2 7510.93 5744.12 5790.99 4033.77 7311.91 5916.14 4420.84 6695.2 6625.7 5565.31 5374.04 6296.82 6179.71 7521.06 7382.67 4609.89 5557.25
411.75 503.25 501.64 495.13 524.96 497.79 407.86 636.5 421.92 486.94 532.68 771.24 397.21 143.76 553.6 698.87 484.95 841.86 1237.5 580.98 664.27 787.36 791.48 773.77 583.09 497.89 732.69 770.35 596.87 742.46 801.96 590.84 559.23 701.14 659.35 611.55 676.99 783.55 692.23 395.87 585 702.16 725.05 699.81 837.28 558.12 639.01 738.46 799 810.44 669.5 676.99 441.21 451.92 629.84 396.01 902.16 497.25 502.47 517.8 428.2 899.71 521.14 731.75 569.86 567.76 611.2 515.16 1019.05 650.78 454.75 608.11 769.26 516.39 565.89 734.39 511.38 705.81 803.89 847.8 854.82 630.91 781.06 645.67 1041.68 952.12 986.95 1043.12 745.62 702.31 828.63 789.5 789.47 999.09 940.09 711.2 777.46 748.43 1138.32 821.9 1077.6 1195.26 863.9
922.4 1255.07 1014.19 891.03 1324.84 514.23 1198.89 913.15 1544.49 958.21 870.53 1222.21 1053.11 404.31 675.44 976.37 540.34 1351.3 2144.4 1681.09 1914.6 1346.83 1725.3 1024.11 1354.04 786.72 538.97 427.97 428.97 527.48 491.52 449.68 559.23 641.47 387.57 388.64 859.67 383.67 454.98 350.88 304 381.15 569.26 561.42 542.44 439.67 301.15 606.34 497.32 612.38 409.94 859.67 450.6 1178.22 546.21 607.35 1114.61 633.48 399.65 1206.08 637.85 831.58 383 830.1 694.78 692.17 1127.46 1394.9 1643.2 665.89 1010.92 783.57 1420.24 692.92 1354.76 1011.75 997.93 1109.42 1798.21 795.26 2335.9 920.08 1348.08 1698.86 2310.98 2118.69 1838.63 1329.78 2506.25 1365.42 1635.77 1439.25 1028.17 2304.47 1197.64 1525.43 2186.83 1324.97 1344.25 1483.71 1113.17 1383.74 1823.37
932.07 191.88 732.63 1024.41 377.53 196.26 997.11 700.26 312.37 786.94 257.01 477.12 953.3 -64.18 1544.83 382.33 715.93 385.31 1065.71 193.29 1158.19 388.82 516.51 676.24 1129.22 341.35 219.62 242.68 59.2 17.83 564.34 444.64 307.89 212.58 142.27 64.93 211.99 117.98 410.82 262.91 290 777.81 632.17 421.06 208.85 -38.85 27.29 254.61 193.73 392.3 511.91 211.99 501.71 244.12 1772.86 845.35 992.78 1665.92 434.57 1447.51 798.05 960.82 251.52 281.29 789.75 62.21 1341.08 23.78 625.16 249.3 834.25 1152.43 1186.74 1045.97 582.72 784.73 953.24 242.97 496.13 2019.06 -19.13 80.89 -15.02 151.92 10.93 487.97 -60.23 146.32 -129.4 -113.34 227.94 536.53 810.01 -22.51 315.32 120.22 96.72 89.38 598.71 -145.44 -99.97 202.9 62.78
220.39 293.92 345 140.86 52.79 470.37 91.23 111.31 244.04 143.28 220.74 127.45 67.22 214.35 105.26 78.11 136.91 125.2 174.79 204.34 142.5 150.13 423.78 502.84 156.04 282.78 94.94 82.57 99.96 102.77 77.61 60.5 102.63 21.44 61.81 66.87 129.93 142.3 93.46 55.98 95 115.41 116.85 63.8 119.07 66.33 72.46 125.99 83.85 118.65 108.15 129.93 93.88 56.49 54.72 65.18 127.87 45.73 78.57 61.42 -4.94 101.19 88.6 137.69 148.66 150.09 96.92 165.45 5.05 76.63 117.78 32.9 84.91 88.26 69.42 94.76 114.19 136.54 103.96 27.81 128.88 99.09 127.67 176.56 71.57 162.98 162.73 84.6 84.85 51.91 85.95 74.46 86.09 109.6 157.66 118.2 128.96 87.41 54.34 92.73 91.32 117.31 95.57
308.54 280.84 343.02 404.43 195.24 298.23 241.49 371.74 197.4 291.04 241.47 266.88 266.84 306.77 233.92 227.13 211.12 356.17 150.82 231.95 314.99 144.73 222.13 302.36 217.63 303.98 65.21 52.36 123.26 106.96 78.57 112.92 119.39 100.7 51.02 116.3 119.18 228.76 78.06 80.97 61 176.51 126.83 80.48 72.77 116.55 164.69 139.12 76.14 74.63 62.83 119.18 353.6 248.15 90.86 145.17 173.18 64.22 258.03 210.72 195.8 99.19 282.96 45.24 50.59 242.9 162.2 85.2 119.17 86.34 326.07 69.78 174.88 182.61 236.66 172.74 137.03 147.59 271.74 147.31 343.34 270.97 189.63 375.7 189.85 155.35 274.74 145.32 296.97 179.02 153.21 257.05 96.85 157.55 189 298.02 305.82 113.93 112.5 134.71 368.17 174.05 231.44
-11.83 -13.08 -17.84 -9.6 46.82 -82.23 -8.59 12.97 -33.62 1.12 -12.44 5.45 -18.33 10.27 -9.75 -9.25 -26.13 -12.95 -48.94 -12.15 -8.57 -10.8 -15.1 -48.77 -27.72 -13.13 529.38 315.19 428 244.34 170.55 300.46 567.6 165.96 393.45 235.51 258.88 412.49 146.87 323.89 391 126.08 63.92 407.32 484.79 215.1 206.1 117.24 95.42 218.16 482.04 258.88 -44.85 -7.06 -6.2 -32.59 -24.17 6.81 -45.59 -4.24 3.96 -14.03 -33.35 -5.9 0 -14.81 -20.77 -6.93 -7.07 -36.69 -52.35 -10.97 -16.17 -2.03 -25.24 -18.75 -10.92 -21.08 -38.08 -6.18 -42.29 -43.48 -26.29 -73.91 -13.92 -16.2 -32.76 -12.94 -47.73 -51.91 -26.16 -10.2 -45.98 -35.23 -20.56 -19.19 -19.34 -18.66 -1.91 3.9 -20.19 -5.77 -6.56
74.18 80.24 263.71 181.41 169.34 154.6 362.78 127.52 138.83 105.22 207.27 183.01 154.81 112.95 323.59 240.49 769.23 174.85 74.91 136.96 131.78 360.74 64.7 418.31 117.03 169.67 476.63 399.77 420.24 382.77 240.49 317.6 347.68 423.3 322.81 565.03 385.87 232.36 586.44 382.87 275 231.79 704.08 455.41 480.07 305.12 469.61 370.11 546.48 397.09 187.46 385.87 133.51 144.25 129.07 148.13 135.93 37.95 34.92 178.95 205.69 89.17 46.68 14.75 54.72 15.8 86.04 134.73 33.33 433.85 32.72 92.71 95.02 174.5 66.27 48.37 105.25 62.25 41.17 90.65 14.1 110.21 141.76 2.05 194.82 155.35 36.98 180.16 226.97 84.74 85.95 270.31 67.5 229.96 332.95 148.5 29.48 282.87 136.33 127.87 206.68 102.89 133.05
234.36 232.87 262.72 240.1 113.56 412.26 184.61 86.45 215.84 225 178.25 216.77 2.04 109.1 29.24 22.61 96.15 96.06 127.84 145.8 140.35 23.76 71.17 143.05 150.91 158.56 26.85 25.17 79.58 -8.39 41.2 103.85 75.4 42.89 -0.98 33.92 44.94 169.32 18.49 -7 -1 148.39 48.94 5.89 -13.23 78.65 -3.76 -13.12 32.77 -7.65 -44.29 44.94 107.44 -28.24 -12.39 16.79 15.1 -156.67 -179.45 -32.83 51.42 -99.19 3.81 -120.97 -55.75 83.93 -13.85 -50.53 -71.71 -71.23 113.41 -1.99 6.07 107.54 -59.95 -10.86 32.77 53.21 83.37 -23.69 5.03 107.17 -104.2 6.16 -12.92 174.41 92.99 109.49 61.52 43.43 127.05 -8.16 133.05 -13.7 30.36 2.02 199.89 47.15 17.16 -90.78 -28.84 30.77 88.08
105.36 -89.83 -90.22 20.27 -8.97 52.63 59.03 42.15 -113.88 -111.94 149.23 -96.95 110 -62.89 3.9 15.42 2.09 -105.77 -18.98 49.7 -45 -101.53 -107.83 -87.78 -71.86 8.08 -32.61 -50.35 -34.94 8.39 -15.33 -36.3 -2.09 -47.55 34.34 -2.91 -53.73 -69.35 13.35 14.99 3 -53.34 -56.93 5.89 -50.09 -109.92 33.88 -21 -30.84 -0.96 -35.02 -53.73 148.11 163.42 132.16 214.3 109.75 136.23 209.52 220.25 133.5 6.01 64.79 59.01 36.13 235.99 36.59 89.16 146.44 118.72 1.09 57.82 33.36 179.57 43.13 -3.95 3.97 6.02 137.93 442.96 48.33 -6.07 99.51 105.73 -26.84 -80.06 -30.64 -16.92 127.27 58.26 45.78 20.4 67.5 38.16 -2.94 -7.07 -44.22 26.52 4.77 -62.47 32.68 -10.58 51.53
284.89 133.44 170.52 455.65 115.55 404.59 420.74 230.18 575.93 351.49 124.36 191.72 285.18 680.28 311.89 225.08 141.1 343.22 61.92 44.18 245.35 65.88 69.01 123.54 108.82 65.64 127.55 191.33 295.04 174.08 68.99 119.98 225.16 140.79 149.14 227.76 372.2 112.58 162.27 284.9 99 301.62 234.69 109.93 295.79 267.21 196.69 297.48 231.31 385.61 136.99 372.2 218 173.5 191.02 187.64 101.69 234.51 146.47 217.07 329.31 115.22 130.52 238.02 132.14 48.38 104.83 183.28 298.95 309.74 305.35 -13.96 76.82 197.83 342.9 242.82 246.25 232.93 267.62 209.12 388.65 642.03 572.65 842.76 269.37 130.57 533.63 399.13 792.28 1145.09 263.44 402.91 482.29 406.1 273.21 388.93 101.33 604.05 370.86 572.01 476.8 479.84 518.15
11786.89 325.32 10422.44 316.93 927.39 532.87 2158.43 4634.9 2158.38 1608.58 286.03 2083.86 1529.77 2899.51 26465.8 2427.56 3072.75 8855.75 17637.59 11322.5 6176.65 1698.93 11011.72 244.92 13800.12 550.4 347.17 535.72 898.71 269.51 3333.36 5379.03 213.64 628.42 273.75 180.27 633.03 6966.4 603.9 897.7 1259 14482.6 150.8 716.49 532.99 123.18 1179.2 1369.3 406.73 222.94 1226.73 633.03 7051.08 13587.83 12670.19 10873.97 20751.75 10489.83 50118.08 1357.5 17418.67 16480.27 1352.88 14922.17 3021.72 20125.31 21213.06 9041.11 15031.18 3169.71 10767.83 25133.08 11337.69 20629.33 4515.52 11680.08 13394.06 4669.61 15825.71 18397.17 7404.4 1281.03 124.86 2044.79 1882.58 8929.36 432.18 3811.16 1674.72 1140.85 2018.79 717.08 816.86 402.18 314.34 543.5 4162.72 748.43 7963.46 540.77 809.4 882.75 429.14
832.09 632.33 632.5 433.24 346.65 1268.59 664.38 622.45 792.85 434.33 357.54 553.37 592.76 2457.98 368.42 295.99 495.4 521.31 392.52 438.5 236.78 231.13 402.21 355.46 584.12 299.94 122.76 167.16 352.3 376.47 218.46 453.71 325.69 329.13 155.03 350.84 252.04 541.28 300.93 226.92 114 370.48 232.7 175.69 205.07 251.1 271.04 261.61 245.77 266 194.67 252.04 541.35 347.01 254 279.48 364.49 253 829.37 439.44 230.42 222.42 411.58 312.76 229.18 835.35 411.42 286.31 72.72 383.13 693.57 384.81 225.42 490.02 442.82 334.62 331.65 583.32 758.6 397.63 1001.82 1391.24 803.59 2169 1651.98 1147.5 1560.73 808.22 2299.43 1618.59 1243.41 1899.28 641.75 1096.95 958.7 1481.99 761.8 1191.4 341.3 1351.94 1397.71 1207.77 554.69
156.96 17.44 88.23 301.99 27.89 8.77 26.83 153.45 184.38 257.46 -3.11 127.45 335.08 -160.44 278.75 38.03 121.24 2.16 223.73 16.57 215.35 44.28 187.63 52.02 228.92 9.09 51.79 37.26 -4.85 6.29 63.24 78.64 32.46 71.79 31.4 10.66 3.91 -12.61 49.3 45.98 19 96.01 41.95 63.8 24.57 17.06 54.58 21 12.53 60.28 82.4 3.91 610.19 79.69 192.05 445.39 210.44 675.32 228.92 1178.55 76.15 223.42 70.5 18.69 162.08 88.87 269.01 59.44 229.26 65.83 143.95 138.57 200.15 435.23 106.24 123.38 172.78 2.01 63.82 543.91 48.33 15.17 9.39 105.73 -24.85 145.82 60.23 40.81 67.88 -31.78 20.55 122.4 72.39 14.68 155.7 -5.05 11.98 21.61 203.07 -19.52 -2.88 5.77 -0.94
132.23 404.69 -146.73 82.17 123.52 197.36 182.46 300.42 184.38 127.61 164.78 135.08 113.05 273.39 89.67 216.86 -50.17 111.17 73.91 142.48 45 19.44 106.75 145.22 27.72 135.33 30.69 12.08 75.7 131.08 36.41 145.19 68.07 20.51 131.48 40.71 106.48 19.81 85.25 98.97 73 77.59 100.87 147.22 20.79 167.72 335.97 112.87 297.82 150.22 27.81 106.48 395.32 307.67 300.47 584.63 325.22 745.38 227.95 332.49 838.6 406.77 1024.18 816.33 1000.36 196.49 774.39 590.46 654.45 643.22 235.55 462.57 337.62 363.2 643.72 1032.48 435.91 722.88 593.91 379.09 249.7 1055.56 1262.66 546.1 855.81 919.72 880.22 1219.29 570.61 740.44 338.18 1657.54 1197.41 591.04 1166.3 1701.21 361.09 2150.02 433.78 806.28 630.6 976.02 688.68
-77.4 -77.62 77.33 -32.01 100.61 -179.82 -180.32 -23.77 50.98 -30.22 -80.84 -131.81 -44.81 -287.51 -18.52 -90.44 -29.26 28.06 -35.96 -13.25 -8.57 -9.72 -1.08 -18.42 -19.5 -38.38 294.42 322.24 220.31 265.31 188.75 428.51 242.96 268.52 290.43 568.91 443.51 46.83 177.68 438.85 301 192.03 507.34 365.12 551.89 207.52 412.2 273.86 293.96 134.91 591.22 443.51 -143.94 68.59 415.08 52.34 15.1 -83.69 -49.47 186.37 253.16 -13.02 80.98 288.18 47.49 -102.69 61.32 127.8 -26.26 9.71 -46.89 -3.99 56.61 128.84 113.6 -6.91 -82.42 201.8 -32.94 -202.94 95.65 16.18 53.51 -60.56 26.84 -8.58 3.17 4.98 43.49 170.55 -15.88 91.8 27.39 123.3 -14.69 100.01 -21.19 -118.85 -65.78 103.47 -121.12 56.73 -65.59
-433.25 -125.59 -562.12 -386.29 -51.8 -1253.24 -288.72 -182.63 -390.46 -411.94 -398.99 -416.12 -415.54 -773.97 -426.9 -246.66 -282.19 -591.46 -134.84 -219.8 -85.71 -281.9 -274.97 -419.4 -129.35 132.3 -89.19 -212.47 -270.78 -352.35 -122.64 -190.56 -161.27 -396.26 32.38 -364.41 -251.06 -307.12 -103.73 -233.92 172 -368.54 -347.55 -164.89 -371.39 -214.15 -332.21 -388.48 -406.73 -256.43 -196.73 -251.06 -146.03 -293.55 22.72 -199.49 -43.3 19.46 -421.96 -244.6 31.65 89.17 113.37 -245.88 -110.46 -95.78 -91.98 84.21 -63.63 -227.72 -81.79 -190.41 -258.78 -230.3 167.24 -175.7 31.77 74.3 124.55 66.96 -339.31 -474.2 -235.63 -273.05 -21.87 -120.09 -322.29 -301.59 -662.89 -139.83 -137.33 -275.41 -434.36 -250.51 -304.55 -430.35 -7.37 -414.48 20.02 -349.45 -291.27 -447.14 -358.86
249.41 283.46 238.92 261.44 122.52 274.11 122.36 124.27 249.46 254.1 132.65 181.92 135.46 447.96 119.88 100.72 163.04 178.09 239.71 146.9 184.28 158.77 215.66 213.49 174.52 161.59 43.16 64.45 95.11 92.28 30.66 81.67 91.11 104.43 57.89 74.63 84.99 121.59 87.3 75.97 45 113.47 88.88 70.67 54.81 105.18 76.23 87.5 81.92 81.33 76.22 84.99 144.99 116.01 82.6 136.28 112.77 103.15 107.67 111.18 118.67 88.17 111.47 102.29 119.75 197.48 183.95 97.09 147.45 121.95 183.21 91.72 89.97 155.22 134.63 103.64 42.7 119.48 161.6 104.04 174.19 121.33 149.27 254.57 85.48 149.63 210.28 108.49 258.79 242.58 99.02 73.44 166.31 80.24 130.24 55.56 162.12 74.65 132.52 90.78 97.09 70.2 115.25
113.96 242.47 146.73 175 174.32 275.21 172.8 285.29 199.57 180.22 252.87 106.75 226.1 209.22 176.41 133.61 173.5 144.63 185.77 184.46 56.78 152.29 161.75 152.8 259.72 186.83 181.26 102.71 138.79 159.4 98.69 92.76 141.38 173.42 135.4 125.02 159.23 165.72 110.92 133.95 94 136.75 158.79 139.37 170.1 113.71 79.99 160.12 105.05 149.27 191.58 159.23 179.41 105.92 79.5 71.1 154.05 77.85 224.07 152.48 176.03 156.3 181.02 219.33 135.24 157.98 148.35 93.13 145.43 109 124.32 54.83 80.87 125.8 167.24 93.77 165.82 125.5 137.93 181.3 283.93 165.82 187.76 306.92 198.79 348.83 271.57 232.91 226.97 279.65 275.59 346.81 158.48 293.56 286.92 424.29 95.8 343.77 201.16 324.07 329.72 364.45 122.74
168.78 650.65 32.72 -5.34 -27.89 -58.11 -122.36 -74.56 -7.59 -39.18 1219.78 -37.04 -98.79 71.88 285.57 -33.92 -98.24 123.04 586.29 104.93 64.28 11.88 60.39 37.93 160.14 35.35 -38.36 -81.57 -28.15 -24.12 52.7 25.21 96.35 -23.31 21.59 -15.51 -64.48 -24.32 -38 -19.99 14 -51.4 -26.96 -1.96 -7.56 61.59 -62.11 -131.24 -107.95 -55.5 -60.77 -64.48 19.82 -125.08 -13.42 60.24 -48.33 833.93 -102.82 314.49 338.21 -6.01 1103.26 202.61 2773.95 -109.6 1356.91 1123.45 -43.43 96.05 -89.42 -93.71 174.88 -224.21 1473.62 843.95 533.22 1324.28 2000.99 843.68 -202.38 62.69 -47.88 -244.31 -96.42 -134.38 -116.24 -96.55 -9.55 -174.78 -81.27 -52.02 13.7 -194.73 -236 -208.11 -81.98 -276.98 -133.47 -192.3 -108.63 -82.7 -55.28
833.17 348.87 568.06 1318.93 512.01 1235.69 899.43 628.94 850.34 859.7 362.72 574.07 415.54 1203.96 736.84 1172.67 844.48 501.88 559.32 1486.69 351.42 1168.62 803.34 493.09 663.16 201.98 390.32 242.68 353.27 361.79 250.07 564.62 369.68 899.74 213.9 481.68 465 394.48 551.52 369.88 253 482.98 671.12 472.1 307.13 327.86 360.44 305.36 485.76 327.24 507.79 465 325.43 738.4 194.12 161.96 203.39 250.08 350.18 301.78 343.15 395.75 399.19 636.35 177.57 451.24 263.07 144.64 164.62 505.08 666.31 317.02 254.73 218.12 524.86 206.3 974.1 604.41 474.51 329.64 376.56 255.8 248.78 377.75 240.54 318.33 250.43 279.69 468.79 476.68 320.43 200.94 321.85 259.31 191.94 206.09 227.53 122.77 192.58 145.44 203.79 128.85 154.6
339.72 204.96 302.37 225.16 160.38 440.77 401.42 340.4 399.14 277.61 253.91 227.67 545.91 477.48 230.99 133.61 178.72 297.89 265.68 342.4 185.35 232.21 519.75 287.18 383.94 263.59 109.33 110.77 173.72 156.25 109.23 154.26 146.61 173.42 88.31 151.19 205.15 204.44 400.55 122.96 78 148.39 186.76 124.65 130.41 209.41 143.05 138.24 174.45 145.44 150.38 205.15 250.33 174.51 213.73 75.05 129.89 108.99 272.58 208.6 191.85 203.39 123.85 154.41 58.84 211.3 174.06 120.87 127.25 233.11 266.09 223.31 163.76 270.88 166.19 133.26 179.73 153.61 181.16 242.08 262.79 226.48 209.35 345.93 196.81 209.68 304.33 228.93 440.16 237.28 156.94 200.94 203.48 162.44 210.54 160.63 227.53 159.11 140.14 143.49 162.46 127.89 133.05
-27.95 -175.31 -150.69 -86.43 3.98 -232.45 -24.69 83.21 -134.49 -94.03 -78.76 4.36 49.91 16.69 -11.7 -21.58 -186.04 -118.72 -127.84 2.21 -70.71 -108.01 -145.57 -98.62 -155.01 -120.18 -45.07 -64.45 -37.85 -93.33 -82.4 -124.02 -16.76 -74.59 -33.36 -63.97 -88.9 -154.01 -64.7 -44.98 -20 -91.16 -112.85 -83.43 -78.44 -120.34 -75.29 -120.74 -47.23 -133.96 -43.26 -88.9 -7.3 -18.16 14.46 54.32 123.85 -54.49 -32.98 -78.36 61.31 -15.03 -30.49 -9.84 -13.42 96.77 -24.73 -11.89 -34.34 -47.49 -99.24 -166.48 -33.36 -57.83 3.16 -45.41 9.93 -134.54 -50.44 43.27 -59.4 -73.81 -61.96 -201.19 -22.86 -56.23 -69.74 -102.52 -45.61 -133.47 -42.04 -9.18 -68.48 -108.62 -158.64 -168.71 -137.25 -106.08 -59.11 -89.8 -82.67 -11.54 -36.54
68.8 7.85 127.89 125.92 71.72 76.75 70.84 56.19 96.53 108.58 109.85 105.66 76.39 282.38 211.5 177.8 124.37 42.09 48.94 60.75 108.21 27 38.82 87.78 55.43 49.49 87.27 137.96 129.08 115.35 99.65 138.13 111.01 157.57 99.1 138.59 131.88 127.89 121.19 94.97 96 132.87 141.81 113.85 99.23 125.08 88.46 181.12 154.21 144.48 124.63 131.88 117.87 85.74 143.52 167.88 100.69 45.73 152.29 76.24 160.2 216.41 25.72 13.77 52.65 162.92 65.27 34.67 63.63 167.28 166.85 148.54 153.65 201.89 64.16 174.71 110.22 81.32 213.07 161.73 185.26 198.17 506.94 259.71 286.26 356.45 241.98 226.94 189.85 374.99 170.96 93.84 104.68 251.49 258.53 360.65 259.77 498.95 318.42 346.53 337.41 321.17 239.87
