"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86"
944.4 914 1134 2824.4 1423.9 1219.5 803.2 1230.9 1667.7 243 1044.4 849.2 1127.5 1071.1 1043.3 1326.7 791.6 1038.6 1089.8 1297.4 1591.9 721.2 1143 480.6 874.3 522.2 1375.9 1296.5 2329.5 733.7 993.2 384.2 527 647.4 2647.5 497 311.8 755.5 958.6 912.3 758.1 480.8 773.7 396.8 378.7 1272.1 503.3 950.7 292.7 888.3 521.6 855.2 1259 1945.4 1191.9 1423.4 1257.9 493.2 2101.9 2163.5 539.5 874.2 926.5 957.4 1150.8 776.7 1315.9 326.6 346.8 497 2053.7 889 602.4 665.5 885.9 806.5 1612.9 714.4 774 1220.8 118 476.5 538.5 1009.1 1419.3 1259.9
1500.8 2410.3 2075.4 1602.1 2238.2 2796.9 1723.4 2084.8 1982.8 1681.9 2680.4 1920 1688.6 1581 1593.7 1474.4 1930.8 1583.7 2402.9 1568.2 1556.6 1501.4 2286.8 1298.9 1614.5 2007 1972.3 2290.1 2777.4 1953 1604.3 2013.4 1407.4 1074.1 1342.9 2289.8 1223.4 2023.6 1577.3 1825.7 1174.1 1416.6 1045.7 1452.1 1398 1692.1 1265.8 1721.1 1822.4 1625.1 1497.2 1550.5 1657 1490.2 1026.6 2187.8 1407.4 1821.2 1727.7 1130.7 2318.1 1497.3 1442.9 1953 3397.6 2154.9 1877.1 1563.8 2326.7 1301.8 1976 1362.6 1798.9 1840.2 1767.3 1507 1991.4 1339.8 4108 1355 2315.2 3320 1634.4 1023.6 1953 1717.1
1169.1 1195.8 915.5 1643.5 1331.4 1673.6 1275.7 790.4 826.1 514.9 932.5 265 827.3 501.7 746 1654.9 567.7 1134 1083.9 971.1 1513.9 802.7 583.4 660.3 848 626.7 1052.7 1326.8 1424.4 808.6 2813.6 438.2 463.3 2582.2 840.9 817.2 541.3 1513 1029.9 309.8 1007.4 789.2 824.6 966.6 926.4 222.1 857 251.4 396.2 695.8 862.3 553.4 1108.1 2869.7 1320.7 1831.4 1678.8 408.2 985.6 534.4 704.9 651 919 957.4 1179.2 352.9 554.2 431.7 298.4 776.7 1635.9 444.5 695 431.1 740.6 1562 873.7 744.9 642.5 1541.2 319.6 572.7 463.7 693.5 1381.5 1209.3
605.4 95.8 576.7 353.1 1632.4 385.1 2815.1 291.5 1166.8 535.1 336.7 135.1 536.3 945.6 865.1 527.6 367.5 72.8 339.1 791.6 350.3 1765.7 733.4 395.7 902.3 79.9 378.7 248.3 570.6 1127.8 1897.9 1238.6 300.9 -56.4 262.9 65.9 17 62 835 24.3 863.6 318.7 958.7 216.8 307.7 217.6 487.7 872.4 375.6 1092.2 1134.8 690.4 483.3 106.5 907.9 325 156 202 322.5 1214.6 1366.5 442.5 549.2 325.7 617.4 12.5 1821.8 1002.3 1392.1 214.1 490.1 493 653.8 772.4 262.2 71 944.6 282.4 359.8 151.5 492.3 252.7 1103.7 1945.9 434.4 871.9
563.8 465.5 640.9 638.6 285.1 620.5 627.4 612.1 672.3 1097.7 1050.9 1195.7 961 1360.9 414.8 891.3 -37.6 929 646.6 573.4 805.5 636.8 1162.5 2002.7 844.5 547.3 708.3 494.4 813.8 666.4 540.5 380.7 1609.8 1277.7 730 856.7 1326.4 562.4 905.9 1605.1 560.5 689.5 1299 884.7 784.8 1515.6 1074.5 1079.6 834.4 880.3 614.3 746.3 983.9 428.1 636.4 568 779.6 1350.9 890.1 703 1641 1083.4 1066.4 1056.3 405.4 1027.8 703.2 961.9 1291.6 -6.3 637.2 896.1 774.9 704.9 690.9 725 723.6 623 484.5 697.2 4118.4 1510 1925 1249.9 533.6 -7.1
797.8 1004.8 1450.6 1202.7 1262.1 1116.6 828 1063.3 426.3 3847.6 751 1368.4 875.9 1595.9 668.4 489.4 94.5 730.4 983.9 654.6 397.2 881.9 875.6 1790.7 573.7 800.7 1403.2 1272 857.7 828.7 475.1 737.6 931.5 1147.5 622.9 1380.8 1156.3 432.6 497.7 1364 797.3 785.5 926.5 1085.1 544.7 588.2 961 2205.5 1997.9 770 1331.1 744 1315.6 552.8 1083.6 738.3 460 1509.6 657.3 503.2 1220.8 922.3 544.7 550.9 796.9 912 619.5 924.4 1924.5 516.1 1039.6 171 391.9 655.7 451.3 970 954.6 1603.7 534.6 781.8 993.6 1877.4 1383 823.2 530.8 734.4
193.4 211.7 935.6 109.8 114.4 179 389.5 111.3 1577.8 142.7 12.5 297 278.3 23 -9 98 190.9 54.1 108 95.3 224.9 310 42.3 39 58 108.8 209.8 430.1 69.4 439 3764.3 1378.9 258.3 59.3 245.1 52 69.7 297.2 79 334.4 939.5 1644.1 172.1 81.6 74.3 196.6 1210.6 7 783 1508.9 590.3 392 179.9 128.2 463 212.8 95.3 140.5 203.3 230.6 180.4 130 484.7 45 437.2 94.2 79.9 267.5 262.7 66.2 369.8 986.9 748.9 269.6 88 72.9 44.5 19.6 200 202.6 124 73.8 723.7 71.5 426.1 96.2
70.2 172.9 154 197.2 75.9 199.3 64 -206.5 123.5 26 132.3 104 115.3 78 -27.5 225.1 191.9 116 98 126.8 311 196.1 105.3 2530.8 66.8 148 112.2 122.4 231.7 32 141.5 100.5 155.2 163.3 204 33.4 141.2 24.9 89.2 167.1 75.5 86.9 101.6 133.8 132 121 96.9 162.9 70 93.6 82.6 205.1 74 210.5 118 137 30.2 -1983.8 120 213.2 118 70.4 102.2 21.7 59.3 59.7 125.4 114 58.1 124.6 112.2 225 208.7 93 135.4 99 -1211.8 -3155.7 -284.4 89.1 177 128 136.5 114.4 143 66.8
-52.6 -137.9 34.8 233.5 -8.6 113.8 -289.3 190 540.6 -275.4 579.8 -122.7 -157.6 487 461.8 157 -1399.7 -386.6 -167.1 519.2 104.7 156.2 -350.3 -289.2 752.3 -148.1 106.3 240 -60.6 130.9 -384.9 -340 -104.7 66 384.9 -160.5 -343 -312 -112.9 307.7 382.1 315.1 -227.6 -171.6 -225.5 450.1 473.9 832.9 93.5 36.2 -301.3 -81.8 298.4 114 -248.4 -134.4 -181.2 -2256.6 -23.5 -279.9 -103.9 -498.1 -214.3 -208.8 379.6 -402.2 -302.7 -258.9 -222 -679.8 684.5 -303.7 14 318 -45.5 122 -98.6 -1904.2 -57.4 -232.4 -148.8 -98.8 -167.6 -251.7 323.4 -2286.1
528.4 150.5 65.9 2137.2 39.9 235.5 44.3 66.8 24.3 312.5 144 755.9 84 77 1237.5 120.2 43.5 287 155.7 119.6 290 205.2 895.5 42.6 499.5 702.5 174.8 181 754.8 1706.8 11.5 162.4 82.4 18.9 1016.9 2608.4 223.9 237 150.5 268.8 901.2 460.1 17 549.4 224.7 40.2 96.9 142.6 221.1 48.5 643.1 107.1 534.5 152.8 1365.7 371.2 206 48 7 113 210.6 69.7 308.4 344.1 485.1 50.6 660.7 310.6 77.2 98.5 910.1 -20.2 50 370.5 98.9 879.4 634.1 574.4 90.5 307.3 1635.5 686 372.6 2111.3 1209.1 66.8
622 228.2 149 510.9 134.3 188 449.5 226 140.3 322.8 677 367.2 375.1 259.3 2175.9 885.5 335.2 652.7 655.1 737.4 1006.6 377.1 1411.1 322.3 3106.2 267.2 222.1 156 2194.2 615.3 332 144.9 42.8 130 703.3 290.3 477 213.6 373.7 340.2 129 230.9 707.7 148 247.6 391.8 13.7 546.6 174 231 438.7 228.4 634.4 463.1 449 283.9 205 4 336.1 307.7 321 306 306.3 989.5 524.6 197.6 535.6 412.3 301.9 1074.1 667.6 401.2 920.2 447.9 820 456.6 411 149.6 445.2 354 126.6 323 401.3 539 2573.8 353.2
1481.4 2292.5 2028.8 1741.4 2492.9 1184.1 2335.6 612.1 1664.1 1439 930.4 1246.1 918.1 1174.7 1643.6 2315.5 1636.8 1067.1 1135.6 1572.7 1465.2 1552.1 1093 904.6 1517.3 2663.7 1322.9 1461.2 2028.8 1080.4 3343.1 2117.2 2015.5 1429 1791.2 847.3 1300.5 1409.9 1435.2 1476.8 1382.7 1255.7 783.2 1305 1160.7 983.3 1468.5 829.5 992.4 584.5 1543 1327.3 1886.3 1774.3 1450.1 2213.6 1305.7 709 1083.8 1734.4 506.8 1344.2 1019.7 1311.9 2127.7 2119.5 1063.3 785.6 1013.8 1439 1253.2 1033.9 1417.7 1041.1 763.5 1452.9 1090.5 1160.4 699.3 845.1 498.8 1100.4 892.3 1167.2 859.4 1610.8
739.9 889.2 698.3 616.1 334.6 659.4 897.7 428.6 813.8 731.4 700.8 788.8 526.9 748.8 142.8 970.1 126.6 460.4 471.5 369.1 517.6 266 330.6 1110.4 415.7 1149.1 750.1 687.5 619.4 689.9 944 885.2 517.7 3140.7 421.3 510.9 2919.5 955.8 589.1 680 1214.4 693.9 1432.1 1144.4 914.9 907.6 465.5 580.1 1015.1 628.2 1305.1 1058.5 512.5 773.4 631 648.1 355.9 261.2 788 829.3 891.1 1698.8 603.1 659.5 485.8 521.2 545.5 409.4 273.3 254.4 1084.5 407.4 922 491.5 561.9 331 442.4 391.2 364.4 405.1 2764.9 787.5 563.8 717.5 1536.5 337.7
727.3 800.7 538.4 646.2 548.5 505.9 956.2 638.9 560.4 604.2 532.3 567.3 683.1 493.9 1305.1 978.3 3062.2 892.7 1029.7 758.5 556.9 936.2 1247.3 580 746.6 1066.8 552.8 549.3 685.2 604.4 1019.2 1621.5 568.2 653.3 767.9 551.9 396.1 915.4 700.6 635 341.6 457 429.9 364.8 504.6 471.6 516 1096 422.8 550 785.1 577.1 615.1 573.7 660.6 886.3 944.8 1165.1 493.4 541.4 499 1001.4 710 681.7 594.3 538.6 759.6 824 952.1 4082.7 502 778 720.3 1028.1 710 642.1 1034.7 538.5 1413 498.7 781.8 519.7 567.8 1125.4 378 1833.6
1196.9 1079.1 1065.4 1344.3 763.3 923.8 827.2 3964.2 1067.3 899 1033.3 728.7 1101.7 1018.7 1455.1 808.9 764.5 880.3 1133.9 1409 1074.7 858.1 1177 769.8 1080.9 1187.5 622 1220.4 1586.7 1187.5 689.4 884.1 2503.2 1846.3 1448.6 3019.5 1145.4 1479.6 1150.8 1698.3 1392.7 1159.6 2378 1766.2 892.7 1249.3 1651.8 1850.6 1360.2 1062 1144.4 1122.5 827 1053.8 1001.9 927.3 937.1 1032 1441.4 1639 1484.4 1218.8 1740.5 1528 1275.5 1212.4 1221.8 2446 1305 755 689.6 1038.7 1129.2 1353.1 964.9 1137.5 980.8 608.6 1037.1 840.4 1398.7 1739.9 1340.9 914.7 941.7 1251.3
1900 2332.1 1652.1 1691.2 2131.6 2651.3 2233.1 3430.3 1594 3320 2769 2419 2004.1 2543.1 1244.1 1416.4 1994.9 1797.6 1458.5 1869.6 2197.4 2306.2 1328.2 1834.4 1336.2 2179.7 2812.7 2007.8 1677.6 2462.9 1977.3 1985.3 2546.5 3186.7 1983.6 1733.1 2382.7 2126.6 1548.4 2084.5 2299.9 2480.3 2338.6 1675.6 2497.7 1901.9 2727.1 847.5 2552.5 1841.5 2263.2 1940.5 2309.6 2685.5 2165.7 2181.6 2239.2 1973.8 1738.8 2772.3 1758 3146.2 1283.6 1550.1 1788.9 1938.9 2284.8 1682 1733.9 2135.2 2814.3 1936.7 1586.5 1592.9 1975 2450.2 2194 2314.8 1455.4 2097.4 3010 1286.5 1352.4 1376.7 1670.2 2983.7
413.7 1347.4 1646.3 983.4 3247.4 334 281.8 913.7 225.7 1364.5 506.2 292 802.9 586.4 295 643.1 257 875.2 750.4 501.3 661.2 636.8 2138.1 1086.8 534.9 296.4 358 586 803.3 310 421.7 326.6 549.2 348.9 1362.8 746.6 184 70.2 482.7 318.9 601.8 258.5 942.6 1452.8 516.7 1442.9 1035.8 384.9 694.4 473.3 265 381.5 1038.7 398.1 1659.8 411.9 300.6 266.8 526.6 262.8 847.6 290 378 416.6 1360 195.9 411 729.7 378 889.3 368.2 253.5 374.7 439.5 261.3 523.9 290.1 280.9 286.1 400.7 709 2055.2 1080.2 752.6 1002.2 309.1
-239.7 -277.7 -198.5 -125 -229.2 -150.5 -322.9 -175 -142.2 -326.6 -158.4 -173.5 -177.7 -170.5 -322.5 -250 -957 -157.9 -113.1 -299.1 -167.9 -90.4 -259.9 -139.4 -243.7 -354.4 -150.2 -236 -210.2 -221.2 -370.8 -403.9 -155.3 -90.8 -108.6 -183.3 -269.3 -316 -224.7 -141.3 -169 -127.1 -117.8 -155 -181.5 -274.8 -90.9 -273.1 -165.2 -199.1 -195.1 -175.1 -169.9 -236.8 -248.4 -273.2 -294.5 -1740.4 -133.4 -182.6 -174.7 -389.9 -100.2 -130.6 -158.1 -196.5 -272.2 -145.3 -152.9 -452.5 -154.4 -95 -163.7 -197.4 -192.7 -175.7 -495.2 -2754.5 -2987.2 -186.3 -16 -261.9 -229.3 -251.1 -205.7 -2642.4
1240.3 1363.2 960.1 1216.7 811.3 1243.7 1486.7 1380.8 1033.9 1553.4 1244.4 1430.9 1494.4 1220.7 2815.9 1702.4 1302.6 2445 2184.1 1604.1 1130.8 2583.3 2655.2 1711.1 2139.6 1077.7 1591.7 1156.5 774.2 1359.9 1185.9 1719.6 2072.9 928.2 1532.9 1298.2 1184.1 833.5 1272.2 948.4 687.1 1459.4 702.7 1005.6 1629.5 1528.8 919 1820.8 1770.1 1123.1 1732.6 1410 1285.2 1108.6 1098.9 1242.2 1283.3 2353.5 1515.1 1177.5 1524 1668.9 947.9 1084.8 1208.4 2300.5 1406.5 1801.1 1366.1 546.8 1053.4 2141.6 2324.9 2251.1 1666 1561.1 1655.9 1230.3 856.6 1227.4 3366.1 1510 1356.2 1338 1190.9 866.2
1068.5 1150 1249.4 2597.5 1185.4 938.5 740.7 1767.1 1711.6 1462.4 1107.4 1234 1209.5 866.8 820 1267.8 824.3 1015.4 1252.9 3486.5 2059.2 751.8 1843.3 932.8 1773.9 1523.2 931.7 1503.4 2198.5 1712.7 1013 605.3 974 973.7 1963.2 1333.1 1886.5 1172.6 970.6 2377.6 1131.7 964 1139.9 1959.8 860.8 2381.1 1752.4 2080 1204.1 2438.3 1101.9 1899.2 921.3 1408.7 817.6 1383.8 689.4 1484.3 1818.9 1651.4 1529.1 1592.8 1987.8 1409.8 1463.8 1244 1718.7 1308.5 1517.5 1868 1027.2 1146.2 872.3 1376.4 1278.4 1823.5 1172.6 596.4 1078.7 1150.7 525.7 1383 2039.8 1326.2 1579.2 1696.7
166 879 575.2 759.7 3812.9 468.3 815.3 361.6 400.2 671.7 493 389.3 249.2 698.3 96.7 526.1 87.4 199.8 663.6 588.2 420.2 896.2 608.4 1499.5 329 946 318.6 772.7 749.5 537.4 810.2 113 770.4 895.3 282 436 815.2 147.2 2038.7 550.9 766.4 350.6 617.8 1010.1 199.8 753.5 561.6 408.4 761.3 442.2 176 330.8 580.4 227.5 194.7 558.5 409.5 118.9 554.6 426.8 665.1 381.8 314.9 546.7 778.2 503.7 410.3 531 723.9 118 434.6 180.4 213.2 497.8 196.1 478.6 838.2 218 413.7 551.7 182 248.3 744.6 211.4 613.5 2467.7
1050.9 868.7 622 587.3 760.2 666.7 1118.3 883.7 735.6 834.1 762.9 799.4 967.4 572.3 1587.2 1221.6 3375.7 1027.9 1198.6 930.2 744 978.1 1329.2 672.8 1045.9 993.6 665.1 535.4 809.4 847.9 1155.5 1561.9 963.4 819.2 778 634 819.3 1144.8 749.8 872.9 420.5 441 504.3 421.6 836.8 695.6 758.1 961.8 592.9 816 913.4 682.2 783.3 755.6 955.5 1238.1 961.8 1512.2 548.6 704.7 609 901.7 788.1 915.8 719.2 655.8 1017.8 933.9 1372.8 3858 621.2 1075.2 1138.8 912.6 1099.1 764.5 1219 1180.2 1420.4 693 918.5 690.2 808.7 1532.5 661.6 2288.7
996.8 820.9 837.5 502.6 446.2 849.4 733.3 519.7 722.3 496.1 1349.3 1264.3 741.4 1399.4 519.1 560.3 538.4 572.2 1248.2 731.9 1044.3 659.9 641.7 585.2 979.3 644.5 658.7 961 520.6 1185.8 493.9 560.4 1704.4 1319.4 664.6 973.2 1488.6 548 1099.5 851.9 792.1 1776.5 897.4 958.9 1047.4 1335.6 868.4 875 600.6 863.6 1065.9 778.9 720.6 530.3 768.8 703.2 691.2 1618.8 738.4 1316.9 988.6 783.6 775.8 1000.1 622 678.1 833.4 1585.2 3199.6 421.6 636.4 1496.2 1095.7 813.5 850.9 1045.2 732.5 737.3 554.6 1080.5 793.4 2271.3 3512 1319.7 1265 690.8
102 299 135.2 112.5 85.8 158 59 145.1 130 61 98 54.9 153.6 69 115.3 1447.1 5.4 122.8 196 64 178.7 77 30.7 39 42 16.6 58.3 89 57 127 261.5 39.5 64 -19.9 74.3 -8.2 47.8 67.3 128.2 52.8 29 47.3 91.8 29 121.4 17.2 27.7 34.6 9 198.8 105.3 154.3 76 343.9 50.8 82 120.8 211 14.2 46 55.6 -2.4 48.5 19.1 78 33.2 34.6 80 67.6 4504.4 153.3 29.4 104 94 104.4 369.2 18.9 55.5 0.1 65.9 208.8 62.7 11.3 109.4 196.1 967.6
1082.2 769.5 1095.9 1257 937.9 1736.3 1214.8 1243.6 1192.7 782.5 4025.7 1149.1 1160.7 1446.8 2641.5 1115.5 1217.5 1805.8 923.5 1149.2 1196.6 913.4 1177 1116.6 980.1 1039.7 1308.9 1126.7 2202 1632.6 1119.5 531.4 940.7 1230.6 1113.7 2058.9 1039.3 1800.9 1134.8 1355.2 1702.4 832.6 1909.8 881.2 1030.4 1129.4 794.5 2561.2 1090.4 819.2 1294.9 940.1 1352.8 1001.6 1375.4 1456.8 904.6 838.2 1046.1 794.7 1107.5 878.5 783 1481.3 2455.1 1097.2 1356.9 1100.5 1602 1394.9 1804.9 1965.9 1100.1 1353.1 1152.9 1830.9 1760.6 1084.5 2001.4 1216.8 1425.9 1068.1 928.9 1271.4 1179.9 1081.3
1050.9 1678.7 1725 1109.4 1027.8 1562.8 1233.3 997.6 896 1573.1 1524 1839.9 1175.2 1207.5 869.3 1028.2 1185.2 852 709.9 965.2 998.6 522.5 1199.1 963.1 1132.5 947 1210 948.1 856.9 1408.2 1287.1 1137.5 1937.9 1570.4 991.7 1825.9 2366.2 1471.4 983.4 2266.5 1568.5 2406.2 1176.9 1854.1 1433.6 1436.6 1546.1 739.3 1214.5 1419.2 1599.5 1844.6 1530.9 1132.6 1403.6 735.2 948.2 1239.5 1550 1439 2009.8 3546.9 1211 1239.2 1172.1 1848.7 841.8 3421.4 1305.8 738.8 1039.6 1359.5 1579.8 1451.2 1247.6 1134.8 1083.8 1404.1 1174.8 1079.7 1897.6 1707.8 1265.8 737.5 1069 751.8
1487.6 2619.1 3147.4 2071.3 1872.1 1957.3 1428.6 1229.1 2113.6 2751.5 2436.1 2778.4 1783.7 524.7 1368.7 1315.8 1027 1327.2 1353.9 1732.3 2044 1472.2 1335 2223.3 1657.7 1674.5 2270.3 1696.7 2457.8 1562.5 1641.4 1804 1531.1 2073.6 2029 3010 2569.3 2030.5 1800.3 1476.8 2378.1 2333.8 2190.4 2508.5 1758.2 2190.5 2388.3 1139.4 1912.3 1932.2 2031.5 2391.4 2154.8 2273.9 1800.8 2199.2 1782.8 1708 2785.6 1815 2039.7 1075.7 1719.2 1874.5 2208.9 1553.4 1580.9 1457.9 3032 742.8 2256.1 1716.9 1493.1 1620.8 1384.7 1722.6 2049 2052.5 2355.2 2284.2 997.2 1820.1 2148.9 1426.1 2128.7 2467.7
586 381.7 550.7 528.4 658.2 532.8 640.1 734.5 470.8 864.2 999.9 587.4 400.3 1477.3 75.7 606.6 471.4 3443 451.5 480 563.7 432.8 401.9 1527.3 1487.6 617.1 739.4 701.8 415.3 600.2 717.9 504.4 876.2 578.1 278.6 510 242.1 837.6 718.8 220.2 709 912.3 1060.5 378 853.7 703.1 437 393.6 523.1 772.4 460 475.8 788.7 919.1 1196.7 440.1 2391.9 296.9 425.1 565.8 297.4 400.6 938.6 1198.2 725.2 184.7 924.9 504.1 182 415.1 606.5 2349 945 274.2 643.5 1590.7 599.7 812.4 1439 706.5 557.6 321 453.5 93.4 626.3 471.4
1623.6 1254.9 1140.9 1015.2 1054.2 1066.9 1439 1231.8 1173.8 350.6 955.3 1156 1104.2 1138.7 1878.9 2468.4 3608.9 1478.5 1620.2 1409.9 1340.3 1527.8 1861.9 1077.7 1628 1335.7 1225.6 1413.6 1144.8 1365.7 1714.5 1744.4 1151.6 924.4 1266.7 1740.5 771 1066.9 1253.8 976.4 730.1 816.2 893.6 937.6 1400.6 911.1 1227.2 1640.1 779 1260.1 1656.1 1186 1619.6 1154.1 1636.6 1264.4 1471.7 2183.3 917.9 1194.8 948.1 954.1 1247.7 1193.4 948.5 1097.9 1436.4 1339.2 1546.8 3933.7 1124.5 1476.2 1567.3 1281 1612 1243.7 873.7 1103.1 1899.5 1269 1462.5 1060.1 1047.3 1597.6 1076.5 1715.7
1443.4 1909.9 1507 1444.3 1046.7 1159.2 1036.1 1815.9 1275.3 3326 1285.4 1440.7 1022.1 1757.1 495.9 1110.9 403.9 1439 1436.2 1752.1 1492.2 584.9 1331.1 1032.6 2859.7 1255.8 1138 2476.9 1012.5 2008 1030 1164.8 1323.2 1953 1255.3 2241.1 1395.4 970.3 1317.6 1575.6 2028.9 1025.2 1426.6 1791.8 1215.1 1013 1292.5 996.2 2241.5 1535.1 1702.7 1097.9 1432.2 1191.8 2082.7 1154.9 1329.6 2718.5 1705.5 2603 1108.2 997.1 1558.6 1419.3 1785.7 2028.6 1318.4 1284 1728.8 528.8 1425.8 2063.2 1362.6 1661.9 1264.4 1673.5 1322.5 1447.1 1068 1461.4 1286.1 967.6 1460.2 995.7 1135.8 915.9
368.7 809.9 1177.6 1637.4 1079.1 665.1 664.6 815.9 846.7 654.3 969.3 1022.2 578.6 971.6 515.8 941.1 59.4 794.7 1116.9 1081.7 1147.6 1311.4 1190.5 1622.8 903.2 593.8 650 683.9 1310.1 750.7 445.5 659.4 627.4 2190.6 891.5 765.4 991.7 415.5 1427.5 769.9 941.5 992.7 750.5 560 530.3 967.6 812.1 1628 480.9 489.4 881.7 532.6 857.9 443.2 1014.6 709 551.3 584.1 802.3 993.4 1429.8 645.4 4148.4 442.2 721 989.7 753.9 939.5 1007 307.3 817.5 1192.3 686.5 846.8 448.7 1624.3 1177 755.8 1735.1 1096.7 1390.2 1384.4 1115.5 752.6 729.3 1292
1418.2 1195.8 1165.9 1150 834 1094.4 1670.4 981.2 1428.5 740.9 926.8 891.2 1832.9 890.5 1490.6 1361.1 349.5 1732.6 1903.9 964.4 1339.5 1082.7 2905.1 965.2 1322.3 1517.8 1336.2 1675.3 1852.9 1368.2 1796.2 1022.3 667.7 1000.7 2363.7 2470.1 792.8 1079.4 778.3 900.6 855.6 1368.5 920.4 1430.4 754.3 2706.5 880.5 1962.2 1161.9 1157.7 3010 1309 1346 900.3 1473.3 1368.2 736.3 770.5 1473.9 935.4 1160.4 1369.3 1020.5 810.8 1375.8 1161.2 1138.8 1575.3 1496.8 1842.3 1153.3 885.9 1829.7 1218.4 1257.8 680.6 516.6 425.4 1115.5 1116.1 1398.7 761.6 1170.7 1659 1532.5 652.9
686.3 1493.3 929.5 609.3 885.2 743.3 653.7 1089.5 870.4 993.9 782.7 1149.1 664.6 1362 383 505.2 327.7 906.5 470.6 572.6 703.9 566.9 897.5 710.5 443.9 788.4 480.6 897.7 950.6 714.7 533.9 438.2 691.1 1206.2 2801.4 1282.3 759.4 1133.4 622.8 1674.3 1598.7 826.3 1605.8 1139.3 720.1 1036.1 1146.7 1479 1419.1 566.5 573.1 763 589 914 1170.9 808.9 570.2 333 1386.3 839.4 842.1 728.6 745 867.9 2399.8 621.2 761.2 1395.7 642.8 274.7 739 1103.9 728.9 1077.9 946.6 874.7 1430.4 216 902.2 1083.8 3307.3 1231.9 2015.5 605.2 744.7 690.8
754.4 1042.4 833.1 669.7 1016.3 1052.6 1147.3 1490.4 1177.3 686.6 1480.1 1322.1 1075.2 1519.2 1487.3 1190.8 854.2 1060 1745.5 1117.1 1380.6 1538.5 1673 2008.5 1234.2 1074.9 1579.1 903.1 979.9 1325.7 424.8 1473.8 1295.7 1687 847.8 1843.5 1563.1 1197.4 704 1503.6 932.8 1384.5 1700.5 1064.2 1735 1229.8 1394.1 1596.4 1387.3 1102.8 1218.5 1075.6 1030.4 890.9 648.9 874.7 1118.5 1170.6 1104.6 1317.5 1463.3 1180.7 1160 1386.1 773 2857.2 1197.9 1483.3 2993.1 287.1 883.4 1315.1 1564 3064 1677.9 2427.4 1907.4 1062.3 1182.2 1062 2290.6 1438.3 2518.4 1467.5 1123 937.3
948.3 1908.1 1430.6 1269.4 967.1 1053.2 1150 1198.2 1044.5 1966 1002.7 2804.3 764.5 1394.8 419.5 837.4 590.1 1345.5 700.5 1386.5 956.1 522.5 929.2 1317.1 1475 1497.2 920.5 1796 1354.1 1550.8 1073.9 898 1444 1054.7 1251.1 1813.8 3253.7 946.5 1058.7 1683.5 1426.9 1889.2 877.5 2167.7 1011.9 1493.2 1630.2 747.3 1600.3 1418.4 784.2 1439 1329.1 1033.1 1278.8 733.2 1108 1478.9 675.3 1543.7 1805.3 3321.4 817.9 1215.5 1788.1 1485.4 1444.8 1161.2 1222 580.9 1475.2 1030.1 1402.8 1450.4 1016.5 915.1 758.3 1603.7 1001.4 1023.2 1031.5 1366.2 1323.2 1152.1 1063.8 992.7
206.8 151.5 274.2 299.8 83.5 163.1 208.7 -301.7 167.1 167.8 207.9 128.3 190 196 -36 217.1 18.6 49 366 252.6 77.4 -304.2 59.4 155.2 234.4 192.8 193 104 249.4 152.4 123.5 205.1 206 164.4 158 224.9 85.8 33.3 114 214.5 107.2 84.6 80 140.2 153.6 258.3 210.2 355.5 108.8 136.5 372.6 206 223 228.5 165 141 84.7 -2562.9 220 272.9 239.8 62 335.8 156 343.3 225 179.3 217.3 261.5 16 210.6 115.3 219.4 105.3 240.1 235.7 -1123.9 -1700.7 -2798.4 144 100.1 155.2 158 329.4 177.8 133.2
1899.1 1542.9 1927.3 3032.9 1636.8 1752.6 1549.4 638.9 1852.5 1446.5 1791.6 1377.8 1269 1631.4 3099.6 1839.4 1040.5 1688.2 1634.6 1986 1845.9 1611.6 1289.7 1883 1560.5 1451.5 1893.2 1947.8 2432.8 1653.4 1580 1213.3 915.8 1086.7 2006.8 1104.7 601.6 1426.1 1586.6 1192.3 2076.7 1357.6 1232.8 1454.9 1482.8 1066.6 1565.5 2386.4 1087.3 1439 1997 1196.1 1317.3 1875.1 2662.8 1215.9 1262.5 741.1 1233 1532 1589.9 1158.4 1290.3 2258.6 1725.6 1117.3 1733.5 1272.2 821 1417.8 2447 1587 1129.9 1425.2 1261.5 1212.2 2873.7 1388 2756.2 1506.9 1703.6 1133.5 1223.6 2086.3 2335.9 1570
