"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130" "V131" "V132" "V133" "V134" "V135" "V136" "V137" "V138" "V139" "V140" "V141" "V142" "V143" "V144" "V145" "V146" "V147" "V148" "V149" "V150" "V151" "V152" "V153" "V154" "V155" "V156" "V157" "V158" "V159" "V160" "V161" "V162" "V163" "V164" "V165" "V166" "V167" "V168" "V169" "V170" "V171" "V172" "V173"
897.7 142.6 290.1 206.6 623.4 173.8 859.2 545.8 489.4 364.1 775.2 290.7 116.2 146.1 328.6 503 139.4 674.1 113.2 116.2 121.4 229.4 147.9 3907.3 1116.2 551.2 451.8 619.3 528.8 92.4 16858.3 589.4 102.6 568.3 544.3 438.2 364.2 494.7 211.3 205.2 302.1 183.3 540.4 199.4 137.5 473.6 208.1 357.3 241.3 923.2 587.4 440.7 364.3 481.6 134.2 659.1 352.2 158.4 242.7 800.3 620.5 813.1 131 330.2 423.4 362.7 141.1 279.5 359.8 170.9 565.3 303.1 163.5 546.5 1649.2 346.4 151.5 368.8 173.5 254.7 590.7 526 359.2 465.7 218.5 136.3 677.5 295.3 523 7406.9 542.3 228.8 1006.6 899.2 598.6 343.1 595.1 560.4 293.3 250.1 330.4 259.4 512.4 485.6 2273.8 474.6 297.9 296.4 637 400.1 1019.6 229 636.2 341.7 128 333.7 365.5 143 395.2 238 425.3 467.2 335.4 783.3 255.4 428.2 161 460.3 1282.4 263.5 294.3 816.4 159.6 947 484.2 199.4 578 200.1 860.7 1088 141.4 237.5 605.4 137.9 133.2 308.9 789.8 207.8 416.8 292.6 698.9 321.4 645.4 427.1 585.5 423.2 813.3 374.8 152.1 707.5 255.3 339.6 317 131.3 526 180 813.1 377.6 338 278.5 738.9 580.7 256.8
3558.2 3571.7 3930.8 5645.1 4022.9 7014.9 5660.2 4397.6 4764 5530.4 4266.8 5565.9 6973.3 7054.8 4144 5662.9 7444.1 6079 4445.5 4245.5 8102.2 4303.5 8314.1 4226.2 3786.7 7392.7 6434.5 6097.3 7796.4 5392.4 7014.1 4412.7 4229.9 6854.2 8070.6 5734.5 5803.6 5499.2 5146.6 5026.4 9124.8 6425.3 5822.7 5738.3 6034.1 4438.6 5848.1 6643.6 5392.7 4375 5234.3 8589 6757.7 4314.3 7042.7 6058.4 6216.1 4279.9 6473.2 2445.8 4959.9 9232.4 11634.4 3291.1 4171.1 6644.3 5275.4 3811.4 4123.8 5529.8 6151.3 5223.5 5652.4 6990.4 6587.1 7809.3 6241.7 7719.5 7519.1 4993.3 4158.6 4372.8 4533 5846.3 6429.6 4504.5 5649 6157 5272.4 6933 6826.4 6062.5 5805.2 5917 4233.8 5958.7 6548.2 4401.3 3599.3 6378.7 6247.3 4804.1 6524.7 4896 4198.9 7032.3 8882.8 5106.7 7992.9 6687.1 6252.6 4540.8 6708.2 5849.4 9142.1 5994.5 4920.6 7863.7 5357.4 6714.7 2319.3 6510.3 5062.6 6902.9 6584.8 4339.1 6998.7 5942.8 8316.4 3775.8 4598 7631.1 3771.1 5973.9 5271.2 8398.7 6807.1 5761.5 4321.4 5690.6 6324.9 5036.9 5492.2 6451.5 5620.7 7247.1 4915.2 4879.1 4930.2 4789.4 5003.5 5621.5 4101.3 6065.7 4883.9 6758.9 6191.7 5827.1 5860.3 7349.8 5825.3 7225.1 7027.2 6271.7 3732.8 4358 5149.4 5492.6 5043.8 4592.1 5681.3 6411.1 7623.8
1169.6 143.1 13528.7 466.7 365.1 2389.4 155.2 486.4 75.9 738.2 2385.2 325.5 77.4 2707.3 190.2 346.6 410.5 213.1 1355.4 249.8 220.8 85.7 198.2 104.3 1025.1 211.9 75.2 732.7 61.7 143.2 1058.7 66.3 1815.7 1415.5 234.1 211.5 157.2 75.8 42.3 90 65.4 70.9 92.2 195.9 134.3 129 484.7 76.9 116.3 235.3 52 126.9 316.1 7904.8 720.1 63.1 86 896.4 89.9 66.5 104.2 155.4 61.6 161.7 65.7 39.3 218 9137.7 162.9 55 53.3 729.2 164.1 263.8 316.3 71.9 505.1 273.8 353.9 50.4 125.8 172.8 196.6 381.5 80.5 239.5 1603.8 437.9 85.9 40.6 196 112.1 174.5 131.5 75.1 1441.3 455.1 442 89 34.8 62 37.2 167 242.1 808.7 34.1 211.5 332.6 1163.7 106.6 101.3 116.8 64.7 96.9 56.4 94.5 139.1 32.2 269.5 888 161.4 114.8 155 208.5 56.5 56.7 356.3 207.2 98.7 49.1 73.7 257.4 31.2 352.8 134.9 46.3 39.2 120.8 609.8 362.8 239.9 40.6 108.6 71.2 66.3 128.9 663.1 28.9 55.7 64.3 1003.6 604.4 156.1 177.8 49.1 40.7 411.9 82.8 2258.8 213.6 1114.7 430.3 419.2 52.2 834.6 539 542.1 98.1 114.4 228.7 754.9 244.5 193.1
4691.1 4413 5356.6 3988.7 3657.8 7504.4 4658.1 4374.4 4533.6 3519.4 5543 3623.1 4038.3 5021.6 5549.3 4518.5 4123.7 3915.1 5773.8 4453 3637.3 2965 3405.5 8356 5032 3725 2400.7 3440.3 3707.8 3617.7 4299.1 2697.4 3616.3 4130.2 3264.7 2899 5345.1 3414.2 4719.1 4146.2 3108.9 3626.4 2377.5 8351.5 4602.2 4136 4211.8 4675.4 7403.6 3440.6 3439.6 6696 4361.1 5062.7 3914 3943.7 4389.2 3906.9 2633.6 7955.4 3153.7 7276.4 3728.3 3884.6 4799.3 4741.7 4771.9 8099.1 6253.7 4779.2 3646.3 5280.2 3162.6 6939.1 5443 4743.3 3137.4 3045 6673.8 3308.3 2911.4 3247.5 4562.2 3563 2952.2 3447.2 3635.7 3188.2 3097.5 4756.7 5857.7 6434.9 3017.1 5297.8 5581.2 5107.1 3860.9 3237.2 4426.8 5909.6 4166.4 8170.9 4785.5 3710.4 5839.1 3354.1 3824.9 4055.4 3800.6 5794.5 3978.5 4532.1 3964 4373.4 5014.9 5711.9 9303.1 3200.6 4608.4 3981.5 4815.7 8258.7 3120.5 4505.3 6280.9 3322.5 5891.8 2474.6 3402.6 7313.9 3311.8 3762.4 1878.3 4339.6 3936.3 3395.7 3411.6 3083.2 4604.5 5580.9 3622.5 3773.6 6274.5 3423.8 7230 4206.8 7397.6 4581.8 8808.5 4503.1 3439.3 3493.3 5020.8 3873.1 3949.9 5540.7 3822.6 3208.2 5421.5 3180.4 4175.5 3366.2 2096.2 4681.4 4309 4243 3622.6 4428 3587.5 3728.7 3843.7 4294.8 4855.4
10122.1 4639.5 6196.8 3137.1 4843 2490.3 7142.6 5043.8 4937.8 7531 5236.3 5677.8 4803.6 5405.3 3878.3 3973.5 4476.4 6331.7 4727.7 3483.3 3743.9 5686.3 6962.3 3426.6 4630.9 4091.7 4631.3 7541.3 4428.4 5958.2 6618.7 4449.3 4723.8 5594.6 4090.5 5566.9 6295.3 5346.8 5719.6 5029.8 3746.9 5089.9 3876.5 2424 5918 6005.5 5806.2 3157 4203.5 5073.8 5899 2632 4435.6 4251.2 6040.8 6211.6 4343.1 3678.7 3932.7 5668.8 5201 5150.7 5668.9 4924.4 2611.7 5649.4 5908.1 3959.3 5746 10255.6 3238.9 4101.1 6169.6 7404.1 5783.9 4935.9 5860.8 3467 5138.3 2547.6 2325.2 3868 3678.6 5142.1 3145.5 4935.9 3727.1 4801.1 3967.3 4620.9 2322.5 3216.8 3273.8 4400 4373.1 4495.2 3580.2 2447 3459.6 4674.8 3323.5 3153.9 5584.9 6269.9 3974.5 5751.1 6171.5 5523.9 4625.2 6043.8 8041.7 4517.5 3654.4 3459.1 3571.8 4974.6 4715.7 4780.8 5692 7064.7 7431.3 3721.1 7071.4 6020.8 5229.3 2988.7 3910.7 6353.2 4310.8 3516.4 4669.4 4949.3 4538.9 4948.5 6050.7 8837.5 4024.7 5822.2 5112.3 5851.5 6116.7 4526.4 3463.4 5124.4 7875.5 4927.5 5688.3 8066.2 5598.3 4466.1 5360.1 7115.7 3353.5 2790.9 6053.9 6026.1 6343.4 6126.9 4205.9 3757.7 4805.7 7051 4835.7 4632.2 6059.7 6474 6404.8 5558.6 4161 5202.4 4915.6 3110.3 4661.3
138.7 93.5 1556.1 1593.6 1071.1 675.5 2317.7 335.7 71 173.2 292.7 2444.6 66 2279.8 78.5 826.8 153.1 143.5 119.9 2138.8 873.5 194.6 136.6 2397.4 114.3 145.7 165.1 2727.1 829 1741.4 6247.7 68.3 270.8 2218.5 93.2 454.3 226.6 668.6 721.9 1303.8 1268.9 104.6 163.8 957.8 905.9 1194.6 563.2 1265.3 201.8 166 1957.7 3613.5 735.6 1155.6 96.5 1189.7 508.8 1293.9 124.6 2117.7 262.9 1293.2 1670.6 218.2 239.3 218.2 1316.2 6337.1 601.6 448.6 665.4 119.1 173.9 7058.4 312.3 3914.5 402.4 1331.6 157.4 2579.8 254 146.7 100.6 1883.6 2147.7 97.9 512.3 1111.1 739 3726.1 276.7 583.6 133.5 110.6 1481.3 335.4 105.4 775.9 1258.2 1660 1975 196.5 217.8 134.7 7858.4 1778.7 461.5 1061.6 6317.7 180 125.5 252.2 296.9 2109.6 724.7 74.4 3088.9 1328.2 6096.3 2163.1 207.6 577.4 998.5 79.2 2543 1151.5 2922.1 116 1532.8 144 1665.7 245.6 275.5 2368 95.5 434.8 2328.2 1244.2 407.6 126 349.5 317.5 150.3 2347.3 131.6 5646.7 84 85.9 1168 914.5 605.8 1024.1 337 1269.8 549 345.8 142 204.8 1780.5 283.6 207.6 1681.6 447.2 1483.4 320.2 183 766.9 1032.1 394 1219.2 121.9 2105.2 37
6914.7 5045 8119.8 3338 7670.1 3638.1 6747.1 6246.3 4772.3 7554.1 7944.9 5196.1 6167.3 5589.1 5323 5579.7 5900.9 7372.7 5407 5592.4 6136.6 8561.9 9383.2 7855.9 7510.5 5247.2 7371.3 5610.8 4465.3 7366.3 5540.1 5947.7 4491.9 3613.5 4278.7 3742.5 5772.2 5358.4 6527.8 6204.5 3240.7 3871 7182.6 4039.9 6104.1 6053.1 6034.6 5715.7 2423.9 4411.7 6103.2 6059 4076.5 4834.9 6093.8 6701.6 5073.7 4018.5 6267.6 7693 4451.3 7424.2 4426.9 7563.9 4594.6 5626.2 5504.8 7579 5036.2 5681.4 3617.3 5377.3 4450.5 4796.4 7790.5 5422.4 6324.7 4932 6577.9 3845.4 3518.4 6570.6 7087.7 7579.1 4881.3 4882 7800.1 3469.2 5499.3 4940.3 4485.3 3386.4 6776.3 6744.2 6753.9 6109.9 4751.5 4740.5 4600 6367.2 4291 4596.5 6127.5 3936.7 6691.3 4252 4117.8 5506.3 6670.8 7806 4466.9 6905 5384.5 5896.6 7560.7 7515.2 5943.5 5143.2 7116.5 6691.8 7129.4 4689.1 5424.8 9892.1 3822.4 3475.6 4459.4 8723.3 5428.1 4810.2 5500.9 4057.6 4146.6 6056.1 5993.2 3349.2 4565.8 4293.1 6208.8 7377.8 6944.3 5231.5 6941.2 6222.7 6271.3 5873.6 6600.1 5484 4625.9 3743.8 7366.6 3082.3 3606.4 4762.8 4653.5 6512.7 5075.4 7789.9 5595.9 6429.2 5389.6 5115 4881.1 4790 3952.9 7375 5975.3 3538.1 5588.4 4673.5 3984.9 6314.8 2435.6
1997.1 2779.1 1616.1 4499.4 1376.5 2866.5 3212 3946 1537.2 3474.7 2533.7 1491.9 2686 3812.8 3570.8 4138.8 6442 2558.9 2159.3 3960.5 3258.2 1609.7 2730.8 2166.3 5024.8 4062 3948.2 3876.9 2105 3581.7 3751.1 3849.4 3227.9 5433.7 3556.3 6699.9 2565 3498 2032.6 2731.2 3844.9 3241.5 3156.2 1899.4 2757.5 2710.2 2114.5 2976.7 2070.7 1838.3 2449.6 2578.8 3105.4 1054.6 3549.1 2463.5 2918.6 2462.5 5830.3 2028.4 3075.9 2624.4 3498.3 2860.7 2910.2 2712.5 2630.3 1258.4 2343.5 2794.5 3802.5 1256.7 2722.6 3018.3 2292 3195.1 2771.5 2199.5 3483.1 4994.3 2942.8 2271.3 3686.4 3579.6 2778.2 1713.2 3446.6 3678.1 4296.9 4993.9 4916.3 3726.9 4505.1 3815.3 2586.2 1546.8 3931.3 3578 3008.4 8514.8 5500.4 4916.4 4666.4 5132.2 1671.6 4528 1343 5165 4448.5 4529 2387 3360.5 4070.5 1893.2 2023.4 4489.6 3896.7 7069.4 3078.1 3114.9 4685.7 3274.2 5607.1 2573.3 4467.3 6229.9 6254.1 4309.7 2969.7 3167 4018.5 4801.8 5469.9 1647.7 2693.8 5575.2 7985.8 6712.9 2426.4 6752.2 4669 6120.7 2108 5484.3 3595.7 2797.8 3686.3 3764.1 4467.3 4679.3 4840 6492.7 3589.8 2680.2 3572.9 5809.6 3005.3 5043.8 2409.8 5035.6 4269 4710.6 2248.6 5247.9 3749.9 3086 2991.6 3652.8 5224.9 5130.6 5547.9 2411.2 5035.9
970.5 4012.5 1608.2 3002.7 4555.6 2179.1 1719.2 1418 4413.5 3067.9 2006.4 2510.4 3542.3 2719.3 978.4 1171.1 3801.3 1395.4 3060.6 3222.3 1837.8 1902.6 4143.1 775.8 939.2 6082 1985.8 1524.8 3349.9 806.8 2029.4 1846.6 3165.1 1247 6983.1 4205.9 1795.4 1884.8 2004.8 3609.1 2251.4 3781.3 2751.5 1030.9 2562 4149.9 4406.8 5538.9 4025.7 2277.4 2448.4 1614.5 3081.2 1454.8 2786 3458.4 2024.2 1298.8 4205.5 2582.6 2051.9 1554.1 3171.3 2672.9 6884.8 1521 1200 781.1 2623.4 1777.1 1482.5 3728.4 2907.6 3173.3 2299.1 619.3 3894.2 2276.9 1687.8 2521.2 5017.7 1914.2 1214.3 2551.2 3693.9 2392.4 2331.5 2114 1768.2 653 2634.5 2617 3001.9 2053.4 2601.9 2966.9 1623.9 4422.3 1878.1 2208.2 5969.3 712.4 2311.9 2939.8 2367.1 2623 1858.5 2774.5 1424.7 1417.3 1751.6 2997.7 3584.3 3534.7 1097.8 2638.7 1295.6 3687.9 1051.1 1826.1 4414.7 1051.9 5659.5 1501.3 1604.5 6055.4 3573 3321.8 3487.5 1482.2 2801.6 1545.4 1496.2 1839.5 1213.4 2245.3 3673.6 3539.9 2315.6 1602.3 3225.3 5188 1739.6 4331.6 9281.6 1912.9 1261.8 2733.3 1989.8 1791.3 2345.1 3362.6 1385.5 2106.6 3032.6 4955 3285 4850.3 3458.1 4416.7 1428.3 4425.5 2399.2 1605.4 2388.3 1794 1201.1 6060.9 2356.9 2900.6 2774.8 2720.9 5642.7
4319.9 4859.7 4406.1 6055.2 7391.8 5077 4491.9 4287.2 3484.2 4333.7 4127.8 5907.5 4455 4308 4221.8 4299.9 6644.7 5992.8 3828.7 5697 3600.3 3432.2 4950.5 5730.5 3718.5 5968.3 5239.8 4432.8 4308.2 3896 5004.3 4782 5136.5 4402.7 4884.6 4237 5418.1 6029.4 6779.1 8342.9 4598.8 4282.9 4331.6 6131.3 4185.5 4407.4 4802 5363.5 8053.3 6128.1 4866 4900.6 6457.2 5161.7 5881 4900.3 3318 8575.3 5794.8 5693.1 5101.5 8246.9 9313.2 5344.9 7747.1 4266.5 3762 4470.5 4154 5562.9 6017.5 8384.2 4844.2 5703.3 4991.8 4425.1 5105.2 4203.9 6735.1 5832.3 4197.4 4248.3 4876.8 7148.7 6163.9 3972.8 5799.2 4958.1 4798.5 3814.4 4813.7 6141.1 3918.8 4217.6 4472.1 6179 4847.3 7953.4 4023.5 6176 5604.2 3659.7 3326.8 5378.7 6142.5 5771.8 3872.1 3573.8 4175.5 4195.4 3727.8 6370.1 6240.9 7414.8 4009.3 5844.8 6586.1 5331.5 6370.6 6152.5 9950.5 8239.1 5233.1 5782.8 6024.3 7320.5 8035.2 5503 5914.8 6686.4 3968 4885.6 4157 7205.1 4775.9 6313.4 3511.6 5346.4 5231.9 4226.9 5656.2 3489.3 9185.8 8100.7 2939.4 5256.4 5303.3 8608.8 4253.5 4764.5 4849.6 3988.6 6164.1 3982.9 4054.5 7389.8 4498.9 4461.8 4255.1 2948.8 3039.5 3280.3 5906.9 4326.4 2378.6 5655 4109 4739 6880.5 3191.6 4133.6 5880.8 5940.1
2475.3 2207.7 2298.9 2357.2 1464.9 2279.9 3554.2 1895.1 2257.3 2175.7 2752.6 3307.6 2180.7 2113.6 3943.3 6271.3 2830 2933.5 2381 3835.2 3068.4 2877 2622.4 2767.2 2765.6 3377 4593.5 4569.9 3297.1 1909.7 4362.7 3682 4081.1 3732.3 2988.6 1914.5 2304 5014.9 3142.6 3617.5 4668.9 3465.7 3311.1 3468.6 3014.9 5566.3 2493.1 3289.7 5414.9 1992 2685.1 3139.8 2568.1 2764.3 3227.3 2081.2 2973.5 2190.6 3272.4 2079.3 5151.1 2879.9 3139.4 2325.1 4078.2 4357 3049.2 2116 2374.1 4288.4 4964 1464.4 1074.5 6616 3197.7 3169.7 1864 2769 3962.5 4480.6 1841.2 1674.7 2550.3 2260.2 2986.6 2702.8 1788.8 3919.3 3468 4009.8 3995.3 3619.6 3894.7 4635.8 4194.8 3106.6 4828.7 4711.8 3499.3 3369.7 7880.8 6008.2 2871.2 4086.8 3263.5 2848.5 2989.8 2272.8 2753.2 6344.7 1870.6 5413.4 3309.5 4198.5 4296.9 4377.7 3688 4755.4 4126 4047.8 2521 4413.4 4228.1 2313.6 7211 5895.8 5576.7 5243.4 4480 5010.8 2325.6 3263.3 3837.2 3704.5 3558.7 4730.1 6677.1 7839.4 3792.2 5755 6489.4 4824.8 4370.6 5961.3 3147 2322 3424.5 5268.6 7935.8 4329.9 2080.3 2583.4 3930.7 4347.6 8322.3 4752.7 2672.6 3136.9 2238.1 3634.8 3708.2 2379.4 3945.4 3255.4 4425.5 3046 3022.1 2767.9 2967.9 6364.5 1907.1 3842 7032.5
1680.6 4673.9 2500.2 1576.8 1822.2 2125.2 3134 2297.5 2345.8 971.6 2086.2 3461.9 1631.2 2275.5 6235.1 3408.8 2949.2 2738.2 4503.4 4375.9 2159.4 2371.2 3542.3 2353.6 3335.6 1637.7 3789.8 3192.1 3643.6 1592.7 3096.6 3551.6 2925.9 2740.7 4027.6 3236.5 3728.2 3446.9 2385.3 3078.4 5152.1 4484.3 4273.5 4605.2 1440.9 3778.4 3850.5 1680.9 3465.5 2534.9 2232.3 2110.2 2575.8 2264 1986.8 1600.8 1645.8 2872.7 2772 2275.3 2919 1488.1 1852.6 4118.4 2525.2 3377.7 1986.9 1639.2 2558.7 1938.6 3247 1251.4 3193.5 1641.6 2050.5 2141.2 1880.1 4056.8 2526.6 4444.7 1496.4 2150.6 1966 1555.5 2916.3 2198.5 1398.4 1825.2 3783.9 2765.8 4354.7 2314.6 4219.8 1222.3 2679 1611.6 3973.3 2729.7 5999.7 3428.1 7011 1411.6 4389.4 3818.5 3321.8 2368.5 2860.7 1797.2 3229.5 3297 3637.2 5301.3 2900.3 3056.2 2788.5 1732.7 6432.3 4583.5 4153.1 2216.9 2455.9 3727.2 2208.7 1862.1 5493 5508.1 2816.8 4066.7 4232.8 8072.8 5617.2 5008.4 10116.6 1451.4 4200.8 3016 1706.9 5643.2 4027 1780.1 1793.8 3416 4359.4 2452.6 2215.4 4985.6 1927.9 4502.2 5884.3 1908.1 1696.4 2626.5 2762.7 1575.4 3909.8 3280.1 2481.5 2858 4483.4 5625.8 3461.2 2400.4 3867.7 2410.4 4163.4 1614 1565.2 2459.2 2474.2 5902.7 2256.1 1738.1 4294.3
2108.5 3364 1526.1 4265.4 1724.4 1975.5 2449.1 2889.5 2176.6 1841.1 1043.4 1217.3 3780.7 1144.9 2780 4609.7 6188.8 3948.1 2523.7 2628.9 1784.7 2103.2 1742.7 1765.3 2159.2 5630.7 3623.9 2924.3 3351.2 5817.5 4824.8 2209.8 4964.8 5857.9 3558.1 3037.7 2486.3 3853.7 2058.2 1333.3 5086.5 7625.9 3788.6 5753.8 3261.7 4131 1790 1765.3 2135.8 1722.7 1724.3 1816 2335.3 1824 2423 2173.1 2114.7 1983.7 1606.6 691.7 2759.4 1076.2 3636.4 2428.9 4242.2 2006 1921.2 1383.5 2240.1 1131.5 3672.8 1859.6 2956.9 2329.8 1046.2 3365.3 1335.7 3310.7 1944.7 2964.9 2786.5 2259.1 2117.6 1877.2 5667.2 2213.5 2000 2719.1 4201.8 3987.7 2350.2 2650.8 4960.4 2931.7 3173.4 2672.4 3324.4 1744.4 2009.9 3742.7 4360.3 4984.8 2843.5 3643.3 2615.1 3378.1 1463.6 2392.7 4267.9 2533.5 1899.5 1915.9 1492.3 1430.7 2040.6 4156.1 3418.5 6416.1 2537.8 1881.8 2657 5488.8 3572 978.4 5595.3 5419.9 2579.6 2241.8 3372.7 3455.5 5220 3099.8 5612.9 6874.2 3626.4 4272.5 7106.6 4964.2 3760.1 1742 5189.4 4582.6 3565 3357.5 3282.2 4651.5 1545.2 2588.5 2635.4 2994.5 2473.6 2587.8 4413.4 5295.3 3541.9 2015.2 2883.8 4417.9 4848.3 5786.2 2637.8 1989.1 4603.5 3044.5 2627.2 2109 2331.2 2706.8 4746.2 5107 4080.6 4454.9 3613.3
5320.6 4339.5 5108.8 4428.3 2745.6 4155.5 6140.2 1915 2979.2 4132.2 5455.8 2804.7 7546.6 4536.2 5012.4 3777.3 4614.8 4622.5 3256.5 4562.8 4817.2 3365.8 5310.5 8118.8 5078.3 4518.8 2508.9 5675.8 3126.8 4923.1 8383.3 7117.6 6765.2 6203.9 2555 4771.7 2502.2 5381.9 6694.1 6059.9 4952.6 3203.4 2752.4 3135 4735.8 3631.5 3309.6 3245.6 6261 3970.3 4413.4 1512.3 3121.2 3929.8 5272.8 3255 6373.4 7213.6 4229.4 3872 1920.7 7902.9 5223.3 3073.6 3914.8 5914.4 4690.4 6631.7 5141.4 7379.1 4491.8 4129.5 3796.7 6524.7 5537.9 4443 5515.7 6224.7 5538.4 1393.5 3779.6 3959.6 3554.9 2764.8 2492 2695.9 2327.5 5740.4 3907 5908.7 4199 4626.4 2739.3 5370.3 1885.1 2894.9 3897.9 4081.4 3737.1 3819.8 4414 3327.6 3855.6 4572.9 3073.9 4073.5 2174.3 6577.8 6402.5 5448.5 2726.2 2987.3 2467.3 2355.2 3181.7 3238.7 5549.6 3237.4 4841.9 3681.7 2967.1 2761 3831 4454.2 6395.5 5641.6 4313.7 4921.2 4677.9 3092.9 3528 2515.3 5918.5 3405.3 2602.4 3410 6005.5 6431.9 4157 5150.3 4830.7 3888.2 2922.6 3505.5 6491.1 3345.9 4948.3 2724.6 4170.8 3766.8 2744.1 5296.2 2396.4 4597.7 3521.3 3066.4 5500.6 3257.7 3792 3140.2 5219.1 3736.4 6667.8 4563.2 4763.5 5757 3057.8 3673.4 4125.6 4719 4233.3 3983.1 3739.9
4161.6 3581.8 7022.7 3334.1 3841.4 4207 4727.3 5547.9 4733.1 5562.4 8894.2 3628.3 3347.9 4330.9 2755.9 5645.9 3279.5 5227 3571.8 6377.4 3636.2 5688.2 4033.4 6697.1 5246.1 4689 6205.8 7137.4 4675.6 2718.4 4210.9 3360.1 4429.2 3051.4 6634.9 3665 7730.1 5435.3 4502.8 3853.7 4642.2 3378.6 5582.1 2908.6 3036.5 3371.1 2335.9 6431.6 2978 4967.7 5104.6 2637 6903.8 7071.4 5870.8 5367.4 3781.2 5029.2 5747.5 4897.7 8551.8 3990.8 3438 6018.4 3841.6 3148.3 2548 4018.1 5200.8 3853.5 4441.7 4216.8 6665.7 3221.9 2455.2 4709.1 4752.4 3425.4 4606.5 5792.4 4415.9 4400.1 6726.7 4438.6 2322.2 7381 4856.2 2608.3 3444.6 3776.1 4133.2 4556.3 4178.4 4391.2 4604.7 5889.7 6215.8 6266.7 6965.7 4114.9 4675.7 2767.2 4659.8 4681.1 4247.6 3972.6 1963.7 4381.7 3645.6 5711.5 6278.4 9175 4878.9 5632.3 4957.8 3065.4 6069.2 5450 5122 6147.8 5232.5 3093.6 6043.6 3997.4 2326.2 4435.1 5135.4 4939 3549.9 1702.6 2330.2 5699.1 6530.1 4587.7 4404.8 2654.7 3979 4511.9 4531.1 4042.2 4323.1 5931.2 4856.1 4587 2158.2 4508.8 5024.5 3751.6 2983 2945.6 6220.4 2177.2 3019.1 3631.7 6470.4 6170 4527.4 4698 2745.8 3139.9 5860.1 3867.3 2570.9 4285.2 6188.2 3789 5407.8 5028.4 3287.1 4578.3 5093 4070.3 2265
3063.6 4467.1 2911 2545.1 3061.6 3348.4 3061.2 1612.4 2656.8 1524 2799.8 2272.2 2484.7 4273.2 5801.8 4727.9 3682 2576.5 4305.2 2627.3 2710 1835.6 3569.2 1975.8 3397.8 3164.7 3297.1 3492.4 4272.9 4256.6 3774.5 3355 3030.2 2565.1 2516.2 5870.6 2431.2 2075.1 2860.1 2249.8 3780.1 5727.6 3422.9 2767.8 3848.1 3252.4 3374.1 1680.8 5308 4367 7043.3 2116.5 2098.4 2371 5272.6 2606.2 2714.1 2599.3 1736.4 2590.8 4197.9 2340.6 6794.9 3418.5 4172.1 5622.1 5444.5 4169.5 12353.4 2734.6 5919.5 2389.5 5276 3038.3 1668.2 3221.7 3179.7 2754.5 3115 3713.3 2793.5 3038.5 2735.1 3915.2 4801 1732 2162.9 3161.1 3399.6 3001.5 2634.1 3535.3 4499.5 1507.8 2781.2 3814.6 3289.6 5395.1 2885.5 5849.8 5589.2 5344.2 3992.6 4525 3139.3 3392.9 5744.1 3950.3 2666 1588 2229.6 3331.3 3094.9 3268.5 2420.6 3251.2 5892 4657.6 3545.4 3246.6 2630 4498.4 4356.2 3793.3 5582.2 3751.4 3720.1 4548.2 2954.3 5553.5 6063.9 2421.2 6283.8 3941.6 3011.3 3278.6 2977.3 3501.9 2451.6 4656.5 5284.1 3782.3 4323.3 3808.6 3765.4 3444.6 1670.5 5643.5 4262.7 4503.6 2254.3 5300.2 5161 2681.9 2298.8 3721.8 4527 5306.8 3338 5486.8 3140 3585.3 4456.7 2902.4 2972.4 2925 1991.6 4427.2 4390.4 4358.9 2891.6 2532.4 7735.4
