"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111"
3228.8 5303.5 2526.6 2828.2 1715.6 4737.1 4019.8 7306.2 8802.9 4333.8 7685.9 5307.3 5585.2 4585 4438 14067.4 5244.3 9870.5 13413 13432 3189 2151.4 5960.4 7529.1 2670.4 11431.1 6376.5 4675.5 2534.5 4599.7 2500.2 9912.9 11289 1014.6 6671.7 8998.3 5980.4 5832.6 11806.1 3082.5 10230.5 13986.5 5056.8 7472.5 13093.1 7623.7 9572.7 11503.5 13377 10170.6 11864.9 10059.4 7741.9 6256.8 10406.9 10433.8 8744.8 13059.2 3713.5 7647.1 8856 6932.1 10953.8 9010.4 7630.7 8372.9 6953.8 4389.5 7754.3 7419.8 4909.8 6021.9 8445.3 10625.5 3180.3 7314.9 13024.6 9815.2 15528.5 7388.3 8808.9 16805.2 2903.1 14596.5 9410.3 7671 7938.1 5973.1 10683.5 11391.9 3497.6 3004.2 7872.8 6382.6 12221 11171.1 4946.8 6611.1 12651.6 7529.9 12640.1 10440.4 5070.1 4058 8877.6 9015.6 5226.6 14228.7 12009.9 9117.1 11289
6797.9 13029 6382.9 10706.9 7069.5 9742.3 7831.9 10895.1 14079 11451.3 7779.1 8313.2 8766.7 9784.7 7948.3 10716 8494.8 8623.4 13627.4 5883.6 3768.7 6958.4 7233.9 8716.2 6230.9 8850.5 10643.6 12800.7 3843.5 8753.1 4218 8899.9 6423.9 9455 18055.8 9033.1 4939.1 11053.6 6030.8 5359.4 6933.1 5474.5 8909.8 18582.3 7721.5 10531.1 13170.5 5873.2 11948.8 12575.8 14296.5 7572.5 9646.3 7699.3 10199.1 10639.1 9284 15344.2 5265.5 6237.2 9668.2 5686.4 6912.7 8509.8 8249.2 18266.4 13835.7 10795.3 5595.1 9029.5 9848.9 9910.2 7298 15559.1 8977.3 6221.4 6572.7 12372.3 4907.5 5792.1 8933.7 8973.1 6457.1 9071.9 9311.8 14734.1 7254.5 10996.4 6997.2 8795.1 28860.2 10163.7 6429.3 7059.3 4111.8 8705.5 9650.5 8570.3 7353.4 9170.8 10788 8057.4 8790.2 7485.6 7092.2 8935.2 5429.7 13557.2 9495.4 8845.2 11558.6
62.9 18.5 113.2 36.2 37.9 181.9 32.4 173.8 70.2 78.6 61.6 164.6 50.7 123 59.5 114.8 60.5 87.9 22.4 39.5 109.5 667.3 2642.5 196.3 185.7 155.9 185.5 1487.1 1923.8 65.1 666.2 137.7 46.2 194.8 105.6 1064.6 114.1 63.3 182.9 180.9 221.7 143.1 152.1 395.7 63.6 4547.9 48.4 124.2 49.5 22441.7 35.8 18313.4 871.5 159.6 105.7 62.7 93.4 33.9 56 321.3 975.6 279.3 2268.6 70.5 88.9 51.2 23.3 76.6 111.6 89.8 1180.9 142.4 651.7 2440.1 92.9 27.1 1424.5 18.6 107.1 302.2 24.1 37.6 24 184 43 936.5 45.7 143.2 6343.1 49 50.9 21443.6 67.8 152.3 168.3 167.6 9882.9 79.1 158.1 217 226.6 260.7 569.6 219.3 34.7 224.3 200.9 68.7 60.6 583.1 214.1
3884.5 3630.2 3004.6 1883.7 476 910.9 3013.7 493 801.7 3688.9 1237.6 1656.2 556 1185.8 1983.4 1528.1 2473.5 1448.1 4694.3 839.7 633.9 1975.3 1407.2 1712 841 2926.5 1749.2 524.7 609.3 4010.1 5178.8 9393 235.8 200.7 1013.4 889.9 1367.4 2679.7 6392.6 1611.3 9067.4 474.3 1581.2 787.4 4162.1 3025.6 2593.8 3458.4 805.8 727.2 5763.2 523.6 1736.3 2297.4 3967.4 2128.6 4077.5 4036.8 937.8 3544.3 4275.1 484.8 3861.6 627 784.1 4293.5 24500.3 1691.4 937 1514.1 1624.2 291.2 1305.5 1643 12300 4944.5 1324.7 569.5 2035.8 8185.8 6367.6 7094.6 337.7 1263.9 10523.6 2226.5 14955.5 2013 2444 3603.1 779 1124.6 3085.4 5787.8 1725.9 3872.6 2603.8 13493.5 987.3 2061.5 2709.5 1638.8 2701.5 7440.9 1845.2 10777 258.5 320.5 3377.5 2893 7016.7
5339.3 8166.6 7394.4 8389.1 8965.3 9332.7 6133.4 8951.5 16504.2 12809.2 14569.2 10083.5 4885.4 13184 6331 10955.3 8811.1 10044.8 10430.2 7623.3 7503.5 6498.3 9012.3 6618.8 5683.9 11578.1 8359.6 10873.2 12050.2 8948.9 4605.7 6051.7 5898.1 7673.1 7231.2 6960.7 7212.2 15887.5 9501.7 7568.3 9501.4 12934.1 3732.4 14599.1 8584.8 12160.4 8822.9 15668.5 8069.2 12463.6 9443.4 8650.1 7651.3 6929 11728.1 9808.1 11854 20479.5 6591.2 8462.3 9398.2 8117.8 11737.3 14314.2 9091.3 13037.4 6144.7 7716.4 12945.1 9372.8 9092 9939 9422.5 8176.2 8581.6 10640.4 10675 14528.8 7476.6 13399 8463 9013.9 8914.6 17113.5 9655.3 13930.4 5131.4 11992.1 19651.1 8184.1 7786.9 5019.6 5728.4 10245.3 8198.1 9044.4 10348.7 5640.7 25923 8116 10029.7 6896.4 7929.1 8204.7 6832.2 9241.6 4747.1 6865.4 11867 16264.1 9735.6
9914.8 4441.2 7698.8 2159.9 1870.7 6301.8 3168.9 1314.6 3179.7 3756.6 3403 4110.8 2832.2 3809.8 4325.4 3539.6 4956.9 3309.4 3801 5075.5 6056.2 3465 2112.1 5546.8 1860 9174.9 5707.4 1968.5 2189.9 8922.7 4407.9 9344.9 2482.8 2792.9 967.7 4159.3 1893.5 3106.4 4354.7 4948.6 3946 3095.9 2781.9 4323.8 3957.4 3212.7 1433.8 5978.6 1769.7 4816.8 2902.5 3407 2664.5 7043.4 12890.7 2045.2 11939.3 2566.2 11565.9 4966.4 6770.4 1767.1 3567.3 3037.1 3856.4 2420.2 19506.4 4765.3 3674.4 7344.7 1803.5 3385.6 4119.3 3769.2 5235.9 6327.5 4611.3 1484.9 4052.3 6933.2 12429.5 6358 1570.6 3733.9 10878.3 2314 8337.4 4523.6 2718.3 6759.1 707.9 1801.3 5075.9 3821.4 4774.5 21228 1403.4 7119.2 1963.7 5000.2 5989.1 9111.9 7384 8227.9 8272.1 14574.9 2605 2181.8 10991.5 2492.4 4103.4
2639.2 1588.8 3164.7 569.5 2926.9 1847.4 3982.7 339 586.5 1297.3 359.4 2642 52.9 1175.1 1627.7 1777.2 1525.4 547.9 5375.5 849.8 881.5 657.6 1132.8 2342.4 258 3952.6 1483.1 153.4 499.8 2023.5 1523 5195.9 153.5 656.3 292.8 350.2 169.5 1810.8 1648 1342.8 2054.1 131.9 1339.5 91.5 1873.4 1448.2 1021.1 2522.1 632.7 1816.6 1235.5 455.9 1327.7 3270.9 2665.4 531.2 5226.9 5979.1 613.1 2822 2703.4 579.4 968 551.5 435.4 1586.2 8258.3 1014.3 990.1 849.3 978.6 73.4 1350.8 954 6077 1478.4 1037.1 394.1 548.8 2341.9 7349.1 1309.6 158 300.4 6535.2 786 4410.9 929 308.2 1719.9 92.7 1114.2 2088 8596.2 1967.5 2699.9 2057.9 32391.7 1970.4 4547.4 2032.1 2929.2 4523 6930.4 997.2 9844.1 529.1 889.3 6052.5 4725.6 4713.6
2087 1624.8 2191.4 2032.7 4086.4 9869.1 1140.8 8701 5652.2 9937.5 7495.7 9562.2 3539.7 8734.4 3972.1 5480.9 5333.5 9672.4 5877.5 8041.8 7512.9 2493.8 5399.1 4130.4 2949.3 3978.7 7244.5 4310.6 7913.1 10465.8 2626.2 4327.6 7626.4 3945.5 4205.3 4611.9 3690 6040.2 8437.7 3831.5 3200.7 8667.8 4069.5 6212.4 3357.2 10103.2 1778.8 7320.2 8602 9128.4 10744.1 7666.3 5326.7 6757.8 9329.5 4655.8 6435.9 5481.2 8727.8 6365.8 5579.4 25084.6 5419 5482.9 4234.7 22586.2 6056.3 4724.2 6647.3 14620.7 2563.9 8355.8 6478.5 3767.7 13997.2 5781.1 9315.8 4510.8 5315.1 5175.2 6912.8 5853.3 6346.7 9346 7788 7848.1 5584.8 9826.7 6677.6 4997.4 8043.8 3877.7 3010.5 6824.2 3029.6 8207.8 2763.5 2478.3 3915.4 6719.3 6062.4 9837.8 4528.2 3375.7 5255.8 5153.7 2347.1 5031.5 3749.7 3782.6 4707.4
4181.4 2384 6085.4 605.4 74.2 4223.3 1338.7 997.6 612.4 2177.7 1434.7 8178.1 77.5 2713.4 2502.5 1420.4 5513.5 1110.5 1921.4 3006.9 842.6 1501.2 1177.1 3936.4 819.6 3673 2021.4 510 632.5 8649.5 2032.3 2868.1 833.9 447.2 79.6 940.6 1444.5 851.5 4355.5 2506.3 4199.3 219 1252.8 506.1 2700.3 3272.6 1141.6 3132.5 855.7 1265.4 3742 1882.1 2654.3 6250.6 5273.8 1707.1 3488.4 2396.6 1984.4 5827 1863.6 1942.4 2821.8 888.1 1005.6 5510.4 30237.5 1451.3 786.6 5415.5 6282.6 693.5 4501.8 2128 2459.5 2564.2 1373.3 960 861 6129 4921.5 1935.2 235.5 1533.9 9951.2 1176.6 13321.2 2112.3 1949.7 2810.9 38.3 587.3 2719 8862.6 1179 3901.5 1658 6811.5 836.1 2870 2463.9 1554.4 4988 2569.6 1445.6 8881.4 242.5 2284 3256.9 3467.7 5820.3
6427.8 6403.1 11729.9 5612.4 5727.8 9866.8 6303.2 8996.6 7222.3 12669 11747.9 9372.5 10299.7 9050 6054.1 8083.2 12467.4 11216.1 8745.7 10182.7 6038.8 4136.9 9499.7 7704.5 6975.9 7446.9 5330.6 11400.6 5754.3 9521.5 2621 8509.6 9415.8 13339.3 8354.7 7647.8 4621.3 9346.5 7151.7 5262.2 4404.5 12291.1 6879.1 10435.4 6859.6 10286.2 10862.6 7471.9 11692.5 6725 11543.7 13100.1 10123.3 10973.1 12958.7 8557.6 10510.6 14230.3 2966 13080.8 12242.3 12490 8810.6 7198.4 9537.5 14954 14346.4 6408.9 11631.4 8524.6 17223.7 7042 5338.5 15022.4 15920.7 10670.8 10695.4 5350.3 11917.3 10683.5 11047.7 7671.4 11863.8 16089.5 11140 10790.2 7787.8 10293.5 8959.2 14711 6204.8 6772.3 5959.3 12815.4 10548.4 8692.3 9059.9 6825.3 28455.7 7325.1 8318.1 9875.1 11136 6119.3 6751.9 14451.9 15763.8 9059.3 11533.3 9230.8 10693.5
55.5 164.8 22.6 306.8 56.3 313.7 9 329.8 148.2 1055 83.3 10.7 17.7 467 315.9 6.6 24 26620.3 138.3 10.3 27.6 862.1 16.8 8.3 5.5 9.6 785.1 133.4 29.1 2912.1 18.7 21.2 17.7 15.8 8.2 174 150.7 47.2 115.9 26.5 25.4 7.8 12.8 117.4 95.7 6.1 6.7 14.2 5.7 2465 529.4 7.5 84.1 437.8 102.8 156.7 308.5 87.9 7.7 159.1 175.9 752 769.2 64.1 26.7 466.4 288.2 63.4 47.7 243.8 57.4 27.7 270 7.7 11.3 139.3 20.6 277.5 229.3 66.8 95.8 11.4 5.6 831 627.9 278.6 33.1 116.4 7.2 127.8 85.3 8.2 7 16.6 83.9 65.8 14.1 8.7 137.3 78.7 41.5 25551.6 56 66.8 7.8 9.8 76.5 124.4 5679.1 80.6 11.8
1337.1 4635.2 1370 7257.4 3572.2 1257.6 1508.7 1992 16292.1 2371.9 5432.9 1409.8 16410.9 4788.2 2885.7 2687.9 2009 2112.2 12778.2 1867.6 1154.4 1033 2740.8 3869.5 11659.9 972.2 1183.6 5265 1646.3 1971.5 458.8 2174.7 2864.3 2451.2 3464.4 2513.6 1453.2 1993.6 1945.2 1659.2 13339.9 4905.1 1298.5 3255.8 1734.1 2359.1 2600.3 992.9 7468.4 2344.5 1201.7 8062.7 4380.5 1586.5 1459.9 4268.2 1660.7 2914.8 837.7 1810.6 3749.1 2295.2 11076.3 4109.3 5914.4 2526.4 1597 5025.4 1928.2 2236.3 3016.2 500.4 2380.8 6850.1 15459.2 2259.9 1055.6 1370.7 713.8 1972.4 804.4 1730.4 1816.8 5826.9 1990 3466.7 1237.5 2227.2 8335.7 2478 1187.3 16310.1 2511.6 3767.2 505 1391.1 1964.6 3491.8 7501.3 1064.5 1108.4 1306.5 2555.4 2259 1375.3 2766 7434.5 7392.6 2089.4 1792.3 1415.7
3644.2 7596.3 4114.4 4970 7094.7 10606.1 5074.7 8129.1 14600.9 6131.5 3499.3 3856.9 26190.9 7101.1 5185.2 7496 5175.4 10476.4 7225.6 3991.2 5075.1 3538.1 3743.6 8200 8367.7 13829.8 12144.8 6149.5 2637.9 6337.7 1655.6 7095.3 5325.5 4414.8 17402.4 4753.8 3937 8360.5 6027 4042.8 4202.8 4294.9 6377.6 6876.4 8195.1 9947.2 4633.8 8648.4 8050.3 7723.3 15227.7 5030.5 5925.1 4196.2 4278.8 10237.8 5239.3 7587.8 6069.6 4198.6 4472.8 4070.7 4397.9 6668.4 14697 7773.6 9363.8 5284.2 9047.7 4648.5 4520.9 4515.8 9248.1 5964.9 6691.8 4329.5 5245.8 7203.1 6054.1 6390.1 6203.6 5985.6 6728.7 9964.1 5564.6 10292.2 3946.6 4783.8 5448.1 5598.3 9348.1 8651.5 5420.2 5838.7 6916.8 10003.3 9171.2 6627.3 17346.4 7236.6 11953.6 10164.3 5621.2 5496.8 4506.5 5893.9 5005.5 8339.8 12871.9 6776.7 9530.5
1902.4 2361 926.7 5730.1 16960.4 2253.1 10929.8 1633 3982.3 4731.9 1077 2507 1194.5 3196.1 4181.8 9151.8 2185.8 6361.7 2778.4 3895.5 4080.6 1540.8 7605.5 4820.6 4051 1248.1 2619 2949.1 3566.8 4018.8 2379.2 2843.1 2124.2 1623.9 3287.8 9152 2347.1 7415.8 3362.2 1854.2 10176.2 3068.2 4285.9 1664.5 3797.1 6427.8 1989.6 4240.6 2365.3 8648 2088 806.7 3060 3879.6 3880.6 3453.4 4577.1 7508.8 1705.7 3151.8 3538 2124.7 2617.2 2118.9 3173.7 3490.8 3013.3 2165.1 2903.3 1705.1 3518.2 1573.4 887.2 2078.7 1429 3305 5397 2623.5 1489.9 2955.3 6608.4 1808.7 2106.2 3591 3331 851.8 3007.2 2335.2 2438.6 2483.4 620.1 5266.7 2849 6997 5810.8 7061.6 6592.6 6012.8 19418.6 3700.8 2852.9 9724.4 6801.4 8932 10438 8369.4 4406.4 11513 20635.9 5674.3 9111.1
9682.2 17851.7 11353.2 15034.3 10689.9 16359.8 5500.7 12098.5 13721 10269.5 11618.1 11035.6 22254.4 9892.2 10370.3 17202 11027.6 16989.8 17535.2 11641.4 9275.4 5364.9 17032.4 13740.1 13143 11154.3 10149.8 17125.9 13144.3 14821.8 9643.7 13086.3 21241 9200.2 12812.5 15720.9 11572.9 13560.1 11172.1 8646.1 9641.8 14798.5 11118.8 18073.5 8663.9 16547.8 11207.3 7949.3 12890.3 12741.7 14222.7 10885.3 9212.2 9747.9 8061.4 11795 9382.8 9969.8 6202.9 8033.1 9316.6 13183.8 10311.9 6233.1 12726 11003.6 10424.1 9758.9 10360.1 10799.8 11291.3 6576.9 8734.1 11702.6 9987.5 12085.6 11197.3 7821.4 9531.3 8594.7 11451.1 9550.7 8872.8 14839.4 10875.1 9270.3 9145.7 14928.9 14635 13659 22715.2 11233.6 14751.7 13650.7 6877.1 9948 8816.4 11452.8 14560.1 8047.4 11115.5 18906.9 11984.8 8793.9 9035.2 11792.5 21571.2 10851.7 16637.9 8217.6 8243.3
6094.9 16351.7 5225.1 9262.5 6870.3 3169.4 13220.9 14353.2 7443.9 7766.8 7666.2 3649.7 15016.1 4843.8 4798.4 6892.6 4262.3 8233.4 12345.6 4407.1 5414.6 4624.9 3999.4 19368 10049.2 2876.3 5469.4 3370.2 16567 9790.1 2632 7083.8 9193.2 6252.6 19452.5 9929.6 3874 6183.4 9507.2 4665.5 11023.1 7646.5 8683.3 8611.8 4943.7 5290.8 10080.4 4063.9 7224.8 6400.4 7316.5 11904.1 4393.7 4896.1 4598.6 7569.7 6071.3 4399 4741.3 3582.7 4495.7 4306.6 8329.3 3886.2 5469.5 6369.2 9955.8 4131.1 9193 5304.6 5089.4 2655.4 4466.9 6525.3 7085.4 4165.4 5857.1 4997.1 3499.8 4322.3 5845.7 7017.2 5838.4 7275.4 3604.4 9954 4166.2 8468.7 5888.9 4034.4 3341.1 13328.1 12513.2 4912.8 3795.3 4833.6 8841.5 6136.8 11057.8 6928.5 4983.6 3498.6 7519.8 6389.4 5788.1 4817.6 12948 9379 12137.5 6500.5 4667.3
2817.4 6596.4 1705.7 5652.7 7162.4 4855.7 2836 11588.1 5261.2 3478.6 8501.4 3435.2 3909.2 5918.6 2988.5 8727.9 4391 9893.4 9820.8 6488 4307.8 4397.7 9191 7270.9 10466.6 4590.2 3771.8 19331.2 10980.3 5845.5 2677.2 5476.9 13454.3 7866.3 11247.8 9363.8 3241.3 8805.4 6233.3 3631.5 3713.4 10081.1 11940.4 7649.9 12995.2 7933.2 5384.5 6154.8 8423.8 7900.2 5853.7 18191.1 9656.3 4367.8 5104.2 7714 5016 11240.2 3202.8 5166.5 6001.1 9339.3 12470 11867.4 10492.3 11179.7 3237.9 4034.1 5299.9 4203.8 10365 4318.3 6869.5 11189.2 9800 6474.2 6644.9 9488.1 4936.6 3981.5 4118 8534.2 18182.9 8082.7 4807.9 11041.2 3781.3 6815 9907 5160.9 7376.5 9923.1 4306 4202.9 4488.3 3911.5 6496 2868.1 7338.4 4173.4 4676.3 5014.8 3974.7 3252.7 4501.7 3401.3 7450.1 13585.4 2732.7 6312.8 2901.3
2516.2 6044.5 2254 15976.7 4016.2 2511.8 1990.5 10633.2 15891.1 4614.2 10541.2 1824 11385.6 2465 5607.9 4906.9 2241.6 5713.5 5121.7 3808.8 2736.2 1540.6 4222.2 1704.5 4984.8 2368.2 1915.3 4206.6 4442 1504.4 2026 3156.6 6358.7 6448.6 3398.7 10531 10485.4 4827.4 4505.6 1505.3 10264.1 13009.2 2999.8 4434.1 4085.1 3962.9 4491.8 3412.4 3125.4 1687 2714.2 10540.7 5697.4 1928.1 3372.3 10540.8 2575.3 3600.7 2258.8 2593.2 5052.8 6356.6 6900.1 12277.5 8842.9 3183.9 1879.3 4229.5 3785.5 5865.3 9482.2 2488.5 3020.1 8941 2107.1 2589.5 2777 2652.3 3404 4527.7 1944 3067.8 5997.8 3886.5 3183.4 3108.2 1910.2 4048.6 9726.2 12431.6 17468.3 2109.2 6981.8 3610.7 3495.3 2977.8 7477.7 2421.5 3402.3 2275.9 3336.3 1886.2 2338.6 1806.5 3764.2 3276.4 11971.4 8648.3 2533.8 3991 4816.3
2319 934.9 2606.7 100.1 6.7 1724.4 3384 204.1 70.6 17.2 468 6133.2 397.5 3808 42.3 574.3 3792.5 167.5 134.8 2731.8 5188.7 597.6 133.3 15962.3 37.5 7453.7 1769.1 9.9 8124.4 3612 4742.8 4163.3 430 171.3 86.7 834.1 406.1 22.7 2776.6 1766.1 408.1 154 3364.5 1920.8 4740.7 1378.9 593.1 5877.1 6.9 410.3 2173.7 25.2 615.5 3340 9891.6 259.4 3818.3 53 8910.1 1296.2 1994.2 530.3 85.7 704.1 30.8 3976.1 176.9 1655.2 6995.1 11086.3 2.2 11644.8 344.2 176.5 58.7 3130.2 6695.6 141.8 13827.5 3469 5580.8 384.5 139.6 1708.2 2938.6 38.6 6664.1 2524.5 1036.1 2590.5 6 104.8 306.2 1284.1 16395.4 3941.3 58.5 2847.6 175.1 5832.2 4467.1 10549.7 1163.3 2359.2 6579.2 493.7 84.8 561.7 1859.2 407.2 7676.9
9511.1 4683.2 5879.9 3451.7 7842.8 5136.3 3601.9 1216.5 2288.8 4255.5 2595.4 7902 1397.7 3665.9 4642.1 6454.3 4518.5 4274.2 1110.1 7532.3 4521.8 3336.6 1784.9 5918.2 2899.5 2101.1 4697 2884.6 5547.1 5237.5 29710.7 4939.7 2973.2 5043.1 2574.1 2847.4 4628.4 3723.4 11335.4 14911.7 4026.1 3811.8 6712.6 4250.9 9915.8 7458.8 3761.6 2157.5 5018.8 2185.7 1958.7 1804.6 2898 4559 3176.2 1305.7 4824.8 3015.6 13625.8 2567.1 1688 2229.9 1606.3 896.4 1313.4 4350.8 6506.1 2375.2 6194.5 5020.9 1113.9 7722.7 3839 3107 2998 1812.3 2668.1 1394.4 4295.6 4879.5 3754.4 2560 1479.1 3004.8 1516.1 1736.6 6051 1026.8 1045 1057.9 3400.2 3283.1 1844.6 3126.3 4387.9 4229.3 3529 1602.3 4773.2 5622.8 2482.3 1434.9 2593.6 4432 2639.7 3341 2728.9 1834.5 2627.5 1570.2 2068.1
3662.1 8702.8 4772.2 7453.1 3193.4 4465.2 1422.2 5326.1 10035.1 4325.8 4347 4863.1 2862.8 3125.8 4391.8 8731.8 1952.4 12834 20270.6 7688.5 4619.3 2068.6 9636.6 4746.7 4448 10946.2 7856.3 9144.9 3223 6360 2079.5 5560.7 15932.3 7201.8 2865.7 6620.4 3986.3 7168.9 8083.3 2747.3 8732.3 13898.1 4267.3 6877.6 6501.8 4945.9 2888.7 6816.8 5655 4274.7 6623.2 2830.1 6472.6 3688.9 5015.6 4564.4 4745 10811.3 1901.7 5035.9 6755.8 5827.4 6634.2 9337.7 6157.2 5386.5 3114 4647.2 4294.7 2701 1703.7 4235.1 13001.7 3706.9 4670.6 5457.5 6310.3 6985 7538.7 4510.7 4340.5 7596.2 6615 3905.5 4445 4833.3 4359.5 4222.1 4858.7 6014.1 8891.4 5625.5 7638.9 7453.6 12779.5 9901.8 4906.9 6234.8 20183.5 6157 9516.7 14275.5 5670.9 5200.9 13080.1 5497.2 7078.5 11788.4 9280.8 9468.3 6969.9
1898.4 1378.6 2498.8 1493.4 4495.8 3093.8 3077.5 3452.3 2003.8 4131.8 2245.6 3110.8 1475.8 6380.4 2443.1 3066.8 4398.7 2436.7 3529.5 2798.3 1846.1 1634.8 2598.3 2133.1 1696 3653.8 3277.9 1622.5 1345 2908.1 1799.8 7785.5 2326.2 2300.2 1908.3 2250 2471.6 2216.4 4445.4 2390.4 2089.7 2558.9 4214.4 4494.6 4198.8 2676 4257.7 4981.8 5279.7 2826.4 4897.6 3561.4 2419.1 3180.4 4485.7 2368.5 2479.3 8302 2238.3 5274 3073.8 2552.2 2556.1 2536.3 3003.8 2735.8 6337.2 2291 3532.3 10653.6 3921.3 6253.9 5036.6 2899.7 2686.9 4333.9 3760.4 1848.5 3142.7 3634 8582 2108.3 3751.2 6440.4 3758.4 2845.9 7816.9 3884.6 2551.7 3271.2 1042.6 1619.7 1870.6 2610.5 6957.9 3298.4 1663.4 3402.9 35186.6 5000.3 5731.1 3639.4 2102.8 4218 3521.3 2890.5 895 1064.1 2339.5 1968.6 2141.2
3627.8 1614 3404.3 1067.1 1585.5 3547 2258.9 747.6 6206.8 5705.7 1120.7 5842.5 390.7 1746.5 1049.2 4956.4 1588.8 1243.3 621.2 5420.6 9325.7 1364.6 3557.1 4226.6 646.7 12466.8 1398.5 668 9631.2 1419.6 3838.1 8810.8 1124.3 460.2 694.1 742.2 1528 4620.6 4282.8 1886.4 2297.6 355.7 8573.7 1425.8 4490.6 3049.6 2655.5 14205.2 1236.9 968.8 1725.2 633.2 1307.3 2541.5 8249.3 1014.3 5472 5538.8 3266.6 6715.6 1786.7 1140.3 592.7 3383 391.5 1158.2 1309.9 3623 3379.3 6558.8 437.1 1563.4 1912.5 797.8 1636.2 2559.7 9938.3 483.8 10974.2 4802.1 21059.2 2069 315.6 1726.3 2749.6 539.6 5599.8 1891.5 744.5 5426.2 637.7 877.2 1802.2 4643.6 14133.4 8867.2 892.5 2654 1167.3 4154.4 5710.8 7498.3 2520.2 3581.3 5478.8 6652.1 441.6 1325 3820.6 2913.2 4075.8
2493.7 5043.5 6663.6 1919.2 969.5 3181 7771.8 4232.5 9506.5 4783.9 2264.5 2787.3 3049.8 3187.1 1800.4 2607.5 3649.9 4476.7 3378.4 4776.5 3688.8 1921.9 1717.4 2802.5 1063.2 3908.2 3441.3 2112.9 1139 4794.4 3838 4512 2388 1400.2 1591.4 2441.7 2658.1 4722 3503.4 4236.5 5314.6 3334.1 5517 2626 10656.5 3928.4 2164.1 2446.6 4397.3 2100.4 3035.6 1333.3 2486.3 3286.2 6657.9 3097.5 4211.7 8075.9 1668.1 7728 3570 5547.1 2971.8 9246.8 2035.1 9249 3465.5 4288.8 2893.6 5995.4 6598.7 812.6 1928.9 1726 5771.8 11469.8 1758.2 845.5 1370.9 6986.2 8333.5 16688.3 2719.9 5824.1 3611.7 4735.2 17193.1 3004.1 4007.2 7302 2544.3 1457.3 2621.1 7137.2 1879 5951.9 3199.3 3831.3 2577.8 7235.1 3398.4 2250.6 6098.6 23218.2 7785.2 9255.5 531.7 3165 6970.1 1853.5 11648.8
2848.2 3934.6 5370.7 2985 5063.9 12495.1 4022.5 14965.9 4731.9 9983.2 5723.6 11054.8 4770.7 4727.1 3857.9 4198.1 4495.6 6144.7 7069.2 6784.9 5654.1 2177.7 6797.4 6276.7 3263.4 11175.8 4652.6 8533.2 4331.3 9618.9 4624.5 6274.4 7270 11704.8 3822.4 5698 5422.4 12819.3 8690.7 2554.9 2701.2 7249.3 6891.4 4593.4 5194.8 5973.3 10933.3 12178.2 3454.6 3362.7 8376.4 8238 5768.3 4532.5 10722.1 7370 6023.9 9033.5 3452.2 5449.1 5333.3 7074.4 6294.7 10356.5 5954.4 9788 5325.3 4995.2 7377.7 5541.6 3976.7 7446 8901.7 18084.6 9819 4626.7 14102.4 4332.1 16688.6 5324.7 7226.6 5130.2 9414.9 5549.9 8966.7 8104.1 5003.1 3621.6 5305.9 6338.4 8251.2 4025.7 5103.3 15982 11265.2 5467.3 3484.7 5435.8 3534.5 6298.3 12202.5 6796.6 6471.4 2843.8 10539.4 9021.9 5544.6 12596 4783.3 16986.9 15495.5
6707.5 8557.1 11076.5 9951 14197.1 11213.2 5684.3 8952.9 7056.2 19076.6 11955.3 10519.9 8823 12072.9 6019.9 10107.7 13304.2 17313.8 15498.2 13762.9 9686.3 8597.5 17522.9 10223.9 7913.6 9461.4 9272.9 18576.3 13563.4 12918 8574.7 11407.7 11826 15142.2 14949.5 10548.3 6184.3 16640 16764.1 7982.5 5822.2 12211.8 9047 12901.1 6940.3 10491.9 7207.5 11951.4 13264.4 14707.6 14002.3 9031.9 11877.2 9109.5 11630.1 6452.9 10898.7 17758.3 11255.1 10771.1 7472.7 9872 9679.8 9645.6 10376.6 12582.2 9327.7 4874.9 9498.6 9394.8 12574.5 16845.2 16565.7 11673.6 14666.2 13465.9 11113.5 19555.1 14773.4 17923.5 8599.6 12553.1 14553.3 19193.4 11917.9 15002.4 7542.8 13076.3 10712.9 12309.5 11095.2 6727.6 4869.7 9717.4 10081.7 8955.5 6284.8 5254.3 10473.7 6864 11278.6 10775.6 7824.3 10346 10240.8 7745.6 6730.9 6774.3 7249.5 12499 8305.3
