"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49"
-348 -389 -28 106 -1496 490 -544 -105 -793 -446 -4300 -6200 797 -17 230 -70 1 -885 -3396 -500 -889 197 -664 -340 -1674 -535 -142 543 680 1323 -355 -785 -355 162 -398 -461 -57 65 8 140 77 -27 186 -9 579 426 99 -203 -27
992 593 1015 142 868 838 747 653 782 688 4928 2056 483 540 767 674 1505 1342 2547 472 578 1103 632 1196 1181 954 1229 909 866 7653 328 540 725 301 404 432 -23 670 234 188 446 275 266 605 383 525 53 457 101
237 -156 292 -557 62 -131 92 389 195 -379 -986 -8178 442 286 42 289 728 479 1191 -51 -184 79 224 519 201 251 471 506 255 -527 -506 266 152 89 194 79 176 140 166 218 119 -77 515 530 708 261 -31 -413 102
-1579 -1716 -2187 -1156 -1606 -1297 -2254 -1258 -1436 -1375 -4258 -3977 -659 -740 -1249 -1108 -1265 -886 -2558 -1359 -908 -673 -1515 -1248 -1935 -2417 -958 -661 -1237 -8439 -1078 -711 -1244 -1228 -1390 -1021 -1153 -1524 -1065 -1504 -1653 -875 -821 -972 -711 -1075 -851 -1421 -971
-513 -737 -2086 -1896 -2620 -581 -5116 -712 -2593 -2420 -4766 -5787 -1779 -1480 -1430 -1381 -386 -2399 -4316 -875 -1222 -1559 -778 -3305 -2575 -1173 -534 -2578 -670 -1885 -804 -1647 -992 -900 -950 -1517 -696 -1103 -748 -1045 -1166 -779 -923 -2053 -713 -897 -950 -866 -761
119 126 791 121 445 98 118 85 887 63 725 1669 46 -6 -14 142 116 161 1214 242 291 119 60 -161 109 253 156 92 115 157 182 24 6986 77 125 109 193 5226 69 23 92 54 40 215 207 35 29 129 43
471 334 388 160 1046 204 -127 150 57 -278 834 837 354 209 -106 455 534 22 89 -144 548 -237 229 280 427 608 583 134 451 8694 485 323 402 355 178 271 418 333 120 1354 603 283 86 222 109 398 210 166 478
-831 -831 -732 -715 -1356 -813 -587 -763 -835 -805 -2290 -8272 -371 -353 -239 -552 -690 -346 -844 -194 -552 -517 -551 -823 -1161 -811 -594 -430 -320 -3607 -552 -523 -592 -285 -285 -172 41 -605 -815 -269 -572 -189 -102 -426 -285 -458 -290 -314 -251
3233 3306 1774 1881 1183 2601 1825 3276 3318 3709 4823 3622 2299 2677 6386 3794 1496 3586 1431 3993 3425 902 1183 2680 5492 2058 2136 1988 2756 1915 3370 3303 4156 2009 1770 2904 1638 4870 2546 2972 3614 1699 3798 2228 1594 1745 1255 1724 5142
867 470 561 641 717 642 216 373 1299 979 883 2026 242 404 5809 358 731 1560 710 513 975 1159 480 798 380 361 390 495 497 1648 590 341 438 358 686 515 2875 475 296 332 6615 181 960 2246 386 154 285 589 403
1284 972 1750 1764 -322 3361 914 2232 1017 601 -118 371 1339 4747 1307 2529 1182 1279 -425 1582 831 701 2271 1063 339 2756 1095 1040 1573 107 1406 1850 675 2429 1507 2597 1518 884 966 1406 468 2871 2671 6444 3109 885 876 1123 2409
-1090 -864 -2068 -2653 -3081 -1090 -1086 -1172 -3842 -954 -4252 -5703 -247 -514 -770 -587 -1044 -923 -2479 -423 -563 -2714 -1120 -2742 -1855 -2569 -1479 -859 -595 -219 -1242 -645 -520 -155 -649 -630 -56 -239 -421 -89 70 -316 -344 -97 -679 -203 4 29 -296
4912 2907 3343 3732 4173 6300 2888 3272 2729 2341 2466 1716 7081 6301 1531 3599 4323 3544 2138 2912 3028 2398 2509 1575 1872 5160 2610 4511 2841 2071 2857 2612 2381 2851 2338 2325 1942 2411 2600 3617 2609 3769 4051 3252 4554 2471 3661 4343 2507
2499 1950 3216 2079 2040 1712 2094 3079 1639 1450 3841 5318 1569 2005 2034 1598 1499 1721 2718 1864 1932 1503 2678 2429 2664 2503 1075 1389 2012 2370 1362 3524 2566 1824 1545 3800 2451 2200 3080 1646 5437 1518 3119 7439 1755 3857 1586 2439 4617
99 270 -397 -655 -1044 -394 -212 226 -150 -104 -5773 -6149 196 0 -77 -263 -44 -30 -1510 218 -257 -522 -151 -932 -304 -701 -167 -385 168 -432 -393 -64 388 -41 -223 -293 50 -40 53 348 -583 637 85 -41 11 -97 26 -160 370
54 -45 38 -51 476 548 7537 -2 264 4 -360 -475 1191 1621 475 351 398 126 -334 381 304 241 522 970 54 451 393 230 659 158 672 9 104 82 841 -126 -120 -67 -127 8 265 211 402 501 229 1602 187 44 3850
173 -138 -196 -587 -145 -68 -412 -25 112 -313 -4354 -6574 16 239 -154 -27 -69 302 -1470 8 -2836 287 -110 86 -330 -38 80 -141 -73 -264 427 542 447 121 124 -23 15 860 -36 -88 412 -17 -11 76 259 6 -291 89 88
729 1345 1281 936 2011 1112 1940 848 1209 1647 1117 1957 1340 1995 1473 1294 1944 2127 54 1980 1086 1155 1719 1911 2162 1624 8864 2741 2538 539 702 1503 815 977 948 1002 2162 641 2033 464 1747 870 1562 385 748 1984 1773 1656 1482
3172 3105 1550 3853 1073 1631 2272 2773 1840 615 965 2324 862 1300 1634 1292 1042 1645 736 1685 753 2131 2215 4150 1080 1735 1103 1064 1042 785 2646 2071 1665 2032 3214 3456 2311 1597 3586 6879 2035 1213 2823 2575 3713 2388 886 4593 1134
2853 1965 266 -243 -641 4554 1083 3273 3275 1579 -182 926 964 4218 2467 567 1101 1198 864 1893 823 2187 299 -387 466 -161 -15 302 187 1965 2404 4106 1615 1369 1645 2319 952 1510 1214 1052 266 820 2451 400 1672 465 806 11 990
1850 1634 1529 2706 2072 1261 4795 2183 2549 4827 6850 3034 4439 3358 4449 5197 2758 1753 48 3085 3439 2573 2440 3030 2582 2704 2600 3039 3189 1184 1302 2509 2716 2525 3184 1861 3155 2957 2251 1389 3649 3033 3107 3110 2580 2484 1027 1184 1024
-199 -179 -355 -381 -926 -805 -1822 -1508 -2634 -1810 -3987 -6711 -2056 -1636 -579 -1790 -4038 -2158 -4569 -1450 -654 -2584 -1836 -3066 -2660 -26 -2361 -1657 -2151 -107 -1066 -1684 -1702 -1285 -1633 -1516 -1340 -1503 -1360 -791 -1782 -974 -830 -1475 -1210 -1438 -1229 -1189 -1173
435 266 430 664 924 711 85 985 24 116 -2512 -4233 268 426 324 465 -114 51 -1545 171 -171 -2 88 455 849 -219 76 39 237 -5852 662 399 270 634 237 111 535 -45 549 654 945 291 387 380 477 94 909 405 729
633 597 510 540 2167 949 1271 596 896 638 3637 2795 653 1077 206 1505 1287 1131 2864 859 1032 1103 801 1566 558 1186 1484 1428 1442 8199 696 862 408 696 895 724 744 809 526 581 855 555 741 570 709 956 627 1496 928
2944 1505 5497 3572 2600 2532 2749 1593 2309 2990 6768 7525 2177 2923 3240 2084 4200 2099 4039 1276 3189 4961 3169 2449 2077 2587 1839 2722 1963 2730 3764 3030 2256 2488 2905 3232 2595 2583 2563 1743 2809 3263 2593 3885 2992 1449 3113 2750 1691
2561 1883 3208 2568 933 2298 1369 2246 2760 2944 3837 7590 862 1563 3461 1050 2355 2575 485 4551 3647 1753 2113 3141 2009 3134 3816 2908 2675 2246 998 3265 4415 3567 2940 2478 2173 3004 2081 2246 1038 1061 2574 3109 3449 3792 1752 1230 3241
2091 1319 3003 4212 7815 1921 1627 1259 908 1014 932 3106 541 1391 2423 2912 1704 2425 1778 1318 1468 2658 2226 4151 1037 1532 1944 1998 1349 49 1475 1475 1291 826 1213 984 1066 1558 1375 862 2230 784 1403 1604 1282 736 943 1847 1146
1981 521 3797 709 1246 661 2375 577 3482 1199 1964 4047 708 791 569 531 2865 1575 3400 1814 3232 1106 777 1743 3963 578 910 1095 2857 4812 1010 3851 660 1672 388 769 586 475 2242 915 613 735 337 665 827 903 621 711 540
-373 -491 -302 -622 -1499 -280 -213 -16 -266 -28 -4358 -5879 13 249 69 -202 -589 42 -1166 173 -274 195 211 -104 75 -283 -558 -5 -483 -4263 -322 154 305 -452 -217 -87 246 400 -126 235 -229 342 117 23 94 -302 -78 -134 490
2505 1284 1044 84 3342 481 1196 2916 -268 203 684 -3235 1684 -573 941 3290 -576 -66 -997 457 -1605 279 1247 -119 2305 1210 -115 689 397 -517 1373 988 696 3059 -209 59 1311 1221 1835 859 284 1446 1100 748 761 1367 1331 724 158
1765 3802 1648 1470 256 82 1352 1584 1459 886 1957 2877 91 268 142 31 2655 2115 2157 2988 3094 632 -33 80 1437 12 71 121 1279 2219 2025 1542 2143 2306 1839 2831 148 3071 2945 3727 109 6 38 26 96 3345 164 115 2462
2559 1602 3448 4194 6593 4079 1407 1591 1572 1412 41 392 1477 1604 1295 1691 1794 1555 1369 1382 1676 2268 875 3394 1610 1830 1812 2764 1373 136 1250 687 962 454 1025 995 124 392 1146 163 1009 200 706 556 882 539 1219 1171 642
-1079 -705 -1205 -1280 -1347 -934 -827 -863 -1071 -778 -4414 -7204 -16 -280 -392 -705 -788 -325 -672 -605 -3291 -958 -724 -1096 -1396 -1196 -716 -389 -890 -1508 -948 -586 -570 -561 -378 -931 -117 -672 -291 235 -880 -132 142 117 173 -343 -310 -829 141
-294 20 -502 -553 -654 64 -314 -329 -764 -131 -6340 -5702 49 33 -98 -598 6 22 -1162 -293 -543 -686 -267 -708 -162 26 -285 -522 -419 378 95 252 -203 -187 45 -126 -269 191 -33 -86 155 -67 -21 50 -217 -86 -109 171 126
645 971 971 1759 1185 723 1022 1730 1531 839 1116 6426 1441 496 431 1269 463 983 1733 1797 1356 2195 2389 3113 4648 2505 1362 1460 1591 4329 2405 1003 2284 3314 1438 1941 1 3395 975 1747 1726 1582 1248 867 972 1559 216 -161 1089
2263 1744 3532 1623 2171 2043 2034 4012 1808 2427 1610 288 1713 1948 4231 2936 2575 1480 3280 4610 1756 2202 2005 3595 2103 1822 2809 2176 1788 2464 3172 2804 5324 4408 1980 3427 3266 5576 4455 2323 2383 1910 4632 5351 1310 3506 1828 891 3496
1426 1330 1688 2033 1833 1478 882 1420 2148 867 1186 -4796 958 821 1242 1267 1297 1101 2569 2491 1514 1792 1533 2452 1596 1906 5749 2124 1583 1624 999 1403 1192 1707 2005 689 783 1133 898 1042 909 597 682 927 925 1427 1622 759 2001
994 250 1592 761 784 1615 4548 731 3413 2654 468 3739 897 795 1024 1224 1600 3442 339 433 1334 4374 478 1136 753 692 1372 1342 1745 2245 4578 1033 399 3379 3391 3339 2150 556 429 402 2231 1440 1714 1763 2697 1074 1680 1018 1207
465 509 1001 -17 -337 433 456 1213 948 1050 -1036 -2445 906 608 496 315 339 43 904 1050 468 240 1780 1326 3711 938 363 515 2979 -161 293 980 931 921 -51 -110 630 255 676 415 642 1256 452 162 336 6327 1517 755 1663
2820 4991 4133 1987 436 746 3469 3623 2158 1703 3319 1708 2337 1994 1718 1278 2708 2429 1281 3736 3224 1739 3993 2679 1469 1889 2312 1788 2979 836 548 6037 3305 1697 2589 3081 3007 2058 5012 3649 1867 2854 1265 1441 3080 3828 2191 889 1970
1509 1921 1707 1449 2176 1238 284 2508 1586 1451 1439 -1317 1163 867 2826 1748 2469 3756 4982 2413 999 1932 3092 4554 2975 1232 3373 4007 2636 1001 1215 1389 4040 1795 1791 963 2594 4118 2573 2144 4004 2528 2630 3353 2885 979 1308 3164 2529
-596 -569 -899 -1155 -2128 -753 -525 -350 -629 -308 -3746 -6565 437 62 -295 -360 -370 -908 -774 -385 -935 -867 -375 99 -616 -876 -799 -411 -269 -4376 -47 -399 -211 -19 -312 -635 -810 -503 -169 65 -334 -122 -135 -90 218 -340 -8 -253 -189
836 955 1280 1120 1880 873 1708 1144 1502 991 2736 7689 549 617 2782 985 2070 617 2787 1373 2533 1609 936 2257 1754 1381 1824 990 676 4059 1220 638 841 576 622 921 841 588 600 596 839 382 473 959 437 1007 665 1361 684
-427 -688 -1082 -941 -1071 -505 -1453 -681 -1845 -1003 -5200 -6789 -395 -306 -1064 -465 -599 -795 -2784 -650 -988 -976 -966 -1634 -823 -1143 -310 -560 -381 -1367 -606 -470 -343 -153 -380 -1180 -768 -374 -281 181 -334 -162 -168 -313 -209 -436 65 -411 -42
1114 2891 618 1504 712 212 579 2308 1025 1338 -1243 -4233 919 399 246 608 1790 725 839 524 561 390 141 1155 1681 924 565 580 1018 -3578 822 1544 1222 1379 677 633 814 910 1674 2990 2056 851 727 375 283 842 748 911 1047
532 478 1205 589 2078 464 264 66 334 -208 5184 4474 834 773 -176 491 587 479 3536 69 1211 550 322 658 855 672 120 261 643 5139 734 583 267 831 733 496 404 903 570 611 799 505 123 191 107 311 667 422 543
71 -402 -799 -1551 -1030 -736 -3000 -481 -904 -583 -5964 -4969 420 -91 -670 -646 -297 -682 -2495 -375 -1170 -1872 -1169 -697 -705 -229 443 -965 -255 -2019 -1041 -183 -137 -287 -409 -1346 -1100 -280 -274 -49 -459 -406 -20 332 430 -359 -690 -1543 -195
1856 856 1680 1074 1328 5080 2450 1394 1064 3216 322 4959 1527 2344 2116 2211 1063 1180 2210 311 535 2242 1220 1259 1401 962 988 1944 935 2797 3726 544 167 1229 1083 3612 1961 655 1484 590 626 4950 3035 1622 432 654 1100 1428 1701
-62 -136 -149 -2 315 200 35 -74 93 98 4434 7030 -41 52 -51 246 -142 98 -662 140 684 105 127 85 340 378 320 133 109 1952 160 82 205 140 9 -5 224 16 246 -55 236 239 61 106 191 189 198 31 64
1802 1384 605 784 107 181 6887 1362 885 1395 820 2449 705 476 627 222 1406 353 2152 1409 130 462 289 434 3448 305 71 211 1692 1185 3208 2452 1603 763 1929 1413 45 1998 1811 1913 1142 140 93 1008 157 289 257 374 1968
-443 38 -977 -727 -1059 -658 -829 -675 -471 -492 -6104 -6517 -335 -579 -697 -355 -595 -646 -648 -345 -1027 -1147 -384 -520 -376 -1163 -411 -558 -725 283 -698 -487 -184 -612 -490 -379 -493 -498 -341 -190 -563 -269 -269 33 -341 -498 -352 -734 -435
826 3473 1361 1033 1383 1688 1578 2869 1385 919 1189 403 2154 2911 2436 2505 890 1345 -18 1262 1444 657 2604 2493 520 1288 1105 1239 867 477 2527 1560 1332 3063 1655 2436 905 1497 2816 2882 2523 1891 4486 7020 2023 1282 2435 1849 3484
379 328 385 164 645 1130 2107 1580 419 1974 1166 2075 830 626 1170 1102 174 244 11 1283 484 383 537 509 288 298 315 742 326 276 493 514 2638 2429 3626 536 1239 2720 2328 1782 2552 520 5520 4742 742 2634 573 568 1000
2057 959 831 4030 3895 772 2764 1330 2197 943 2937 4416 2722 1029 1190 851 1227 2991 2177 1595 3496 5903 1564 2257 1142 904 1557 1526 1473 2028 2528 2486 1465 1323 5513 2400 2830 1346 1393 2744 858 1169 1640 691 1770 1955 1683 629 1586
801 711 760 425 771 796 1465 1445 2727 2032 350 1078 657 385 2229 269 2980 2475 1938 293 1196 6489 344 426 1140 275 -21 592 698 2312 4044 694 608 2434 3238 2253 612 923 624 848 3101 1363 951 1517 1702 856 1237 464 923
194 -8 4371 539 101 1053 525 216 47 11 -533 464 405 1249 910 233 525 109 429 277 331 134 107 -44 650 1374 2278 542 15 498 567 978 138 782 946 793 6786 102 1329 670 252 1315 2201 2589 1125 1055 1195 894 491
2666 1893 2778 1837 2070 2482 660 6226 1788 1652 1240 928 1065 2252 1030 874 610 586 711 2778 1190 195 667 256 3826 1585 1011 1141 2267 -490 2477 2174 1222 3611 1318 1168 1395 1827 1169 2990 1107 1857 1567 559 764 1571 4581 439 2288
1802 1308 1723 2455 4321 3386 3946 1563 1738 1695 2364 1924 1814 2879 1959 3241 3005 4220 5452 2421 3493 4279 2518 6133 2008 3611 2717 3787 2439 5520 3056 2449 1563 1609 2440 2880 2219 1986 2158 1872 2424 1900 1413 1917 1909 1454 1644 5376 2156
924 1717 277 1126 62 1643 2666 1750 756 2630 754 -1547 3669 1979 3739 905 1022 1583 3127 1385 1084 2407 3054 3862 642 2569 2057 2311 1049 1338 2623 1963 2405 1543 1312 2171 1732 1740 1779 5488 2328 3120 1590 2497 2339 2974 4262 3241 1671
873 39 1289 4105 5001 615 984 1222 2359 2602 3455 1786 374 817 -95 4153 681 814 -10 2044 843 1897 1443 735 750 1196 582 1731 1251 1010 362 2249 539 2212 1559 1802 627 282 3388 371 436 1626 77 492 1133 523 2766 97 -213
1093 1296 566 1840 1925 1643 1273 1052 1285 659 4507 1782 2818 1698 1487 2920 1387 768 3731 1602 1515 1023 564 3997 1533 3423 2662 2276 1000 7116 1423 972 1309 944 1110 983 1128 1800 1011 883 2849 1972 1810 1810 911 1590 868 2512 1535
1939 1257 1596 1570 973 1049 2424 3579 1417 3598 1765 901 1937 2217 1355 1906 1093 1799 421 2006 3475 2690 1316 1122 1810 1681 1709 4615 1296 1899 3227 4358 4469 2988 1418 2016 5410 4406 1699 1674 881 1958 2679 968 2442 4686 971 1670 1586
941 359 1073 -81 3122 -43 -197 708 -485 -90 3473 6222 -81 260 -33 -112 228 -341 -372 -247 128 -142 -342 -611 -313 -432 -329 -307 -13 -1011 -259 -211 -296 -350 -282 -629 -233 -315 -216 -284 -457 -174 -183 -307 -128 -190 -322 -402 -270
218 232 367 285 705 360 278 108 95 -92 -1518 -7456 235 513 334 179 386 333 1556 226 -1011 261 40 533 49 -32 404 89 259 -1785 -247 -339 -165 -79 -55 -120 -51 156 151 159 107 189 152 -6 135 167 -32 -29 123
335 4425 414 148 324 310 533 250 1928 1781 -39 -3168 78 187 704 64 295 1319 -837 301 946 1160 -43 420 273 624 -180 199 1694 1264 303 655 2413 721 577 3582 133 4020 299 110 1757 256 350 76 454 165 43 325 189
2591 1775 1312 1800 3470 1946 1484 2624 2516 2110 1269 -186 4035 2335 1219 2817 2539 1878 1705 2364 1728 1032 1297 2209 1994 4121 1674 3160 3667 -1718 1346 1430 1730 2162 1450 971 1882 1231 2056 2526 3663 5459 1920 1157 1834 1293 3873 4219 1699
2820 3471 3978 2336 1270 1802 2530 7516 2321 3131 2800 2474 1434 1454 1238 1573 974 1139 2196 2591 1401 2065 943 944 2241 1730 1910 2304 2535 1259 2482 3095 4187 3378 1719 3872 2997 3801 2731 3275 720 1262 1783 787 1646 3070 2143 1701 2504
1711 875 2632 2603 2118 3802 3508 2200 3074 4062 695 4373 2246 1967 3325 4446 1944 2737 2310 3627 2324 3554 3711 2811 2098 2523 4631 2453 3313 1048 2754 6804 1157 2271 2406 2321 3054 812 2424 3150 4955 1709 1522 2399 3379 1213 3483 3533 2022
-31 -7 -598 -161 -430 -297 -422 -77 -417 -343 -1631 -6554 166 -117 65 -173 -378 -174 840 -204 -1011 -721 71 -394 -852 -602 109 -330 -385 -5042 -138 -666 -561 24 -95 -592 -263 -234 -163 -174 -292 -79 -104 -500 -326 -290 -29 -285 352
1576 2321 715 1720 480 1178 2564 1205 2316 1705 1856 3268 3951 2948 899 5393 1850 1216 1632 2698 3043 1467 3752 1500 1436 2719 1604 2741 1091 2767 2756 1366 2370 1622 3240 2867 2644 2586 3199 2840 1986 3646 3262 3225 4323 6643 1604 2025 3175
1258 817 2033 1178 2998 1333 1363 596 2045 1464 6856 2865 528 844 578 648 1403 1007 1744 596 2158 958 747 1478 1139 1169 846 1074 878 5129 673 571 759 540 771 945 1287 818 502 528 674 385 432 771 374 557 431 483 635
675 1333 669 1264 1564 907 1202 913 964 1808 -4089 -3835 1018 752 1103 1171 1815 1788 2334 1897 921 1110 1344 1337 1070 1577 2107 1254 1985 1682 969 1694 2078 2011 1590 807 1385 1911 884 1263 1488 1509 1772 2679 2057 1674 1497 1348 1345
3383 30 6242 -19 332 38 101 -3 787 116 79 3200 242 63 99 96 222 -20 -159 116 1919 3242 56 158 1445 278 66 42 212 912 423 272 182 183 92 170 134 262 -10 286 -74 18 45 201 136 230 -36 151 80
2213 2697 2534 2754 1754 4067 3011 2865 2948 2855 5951 2786 3492 4324 4108 2287 2017 3637 599 2904 2936 2943 2348 4378 2299 4210 3427 3062 1760 1961 3435 3029 2716 3603 3699 4790 5544 3148 3541 6587 4376 2538 4304 5138 3838 4093 5201 4987 3288
1952 1053 2338 2561 2157 4615 2777 2111 1831 3645 2189 1136 3588 2454 4043 2763 3019 2361 1718 3020 3794 1274 4692 1773 1982 3494 1567 3990 3265 1960 2556 3572 1720 2887 1658 2294 3054 2092 2640 5546 7033 3676 2313 2824 1396 2709 3939 1803 1963
3141 3092 6034 5433 2895 4213 6472 2896 2974 3679 4146 2203 1821 2490 1595 3548 2525 2427 2293 2674 1827 4711 1752 5431 2540 3659 1877 3958 2559 4511 2760 4654 2734 4680 3112 3506 2966 2462 3749 3153 4575 2245 2305 5359 4307 3250 3251 3771 3364
638 498 805 369 873 461 613 519 875 286 3275 8120 125 451 404 736 919 781 781 512 1297 237 527 515 627 914 707 670 842 1325 504 440 353 454 671 516 392 641 470 443 1009 441 451 501 396 301 294 841 687
987 841 461 1596 2053 1064 914 1731 360 1106 712 245 1173 1207 2416 1892 756 785 4965 1066 743 923 701 3737 2746 689 1315 2170 1323 287 618 495 1872 1284 487 516 2173 1837 795 733 1410 643 1591 910 339 6516 1313 1063 1997
2296 2393 2540 3031 2664 1532 2601 2289 1250 1445 3164 2923 1518 2247 983 1649 953 425 846 3074 322 468 3569 1082 2128 4306 1446 649 906 606 1893 2269 1370 2976 1629 2085 2234 2165 2383 2789 2390 2435 5791 3570 4411 1277 1867 4590 1447
1899 1944 1165 998 648 1759 935 2046 1924 968 3987 -5278 1734 2059 3174 1426 1274 663 1011 2339 1294 424 1595 977 1453 1284 1045 1152 1035 1676 1041 1012 1315 1660 788 991 881 1108 1014 2731 616 1733 1367 827 1040 1060 1183 1396 1412
5605 2662 2115 2445 1679 2237 1926 1650 1827 5232 2395 2790 1022 2002 2821 1653 1653 1255 -123 2352 1335 1133 1339 3241 3444 1440 2555 2223 1432 1079 2362 3141 1949 1973 2535 1226 2346 1986 3900 3533 5698 2000 2716 1570 1409 1137 2244 4154 3017
2663 2025 1854 3267 1323 2296 2133 2058 2811 2462 3701 1526 2904 3460 1451 2429 3410 2202 1311 3763 2734 2972 2027 1978 2120 3892 1957 4161 3452 3309 3663 5362 3387 4574 4222 4711 5441 5256 3200 5629 2863 4171 4898 2180 3237 3017 4296 4346 4284
3082 492 1188 2669 5275 2403 471 1097 1047 367 419 -945 652 1215 878 2687 498 869 -84 1287 886 718 977 3241 2370 1695 1822 468 667 247 937 172 -23 1225 -8 154 37 707 221 301 3177 3449 414 297 279 296 1141 899 1081
325 1016 649 860 808 369 545 381 909 1350 -844 -2224 527 566 6433 626 992 889 -326 -158 800 1149 1027 3553 796 1474 281 1771 218 1058 1626 452 482 855 1059 1387 267 290 189 1155 1630 417 645 2261 1463 949 147 50 232
1255 4017 1762 3573 -21 1609 889 3623 1169 3095 -135 1163 656 836 2353 902 1266 1248 972 2259 1517 450 4163 2262 3352 1245 4138 1806 1429 265 2370 1544 2951 3018 1502 1158 2129 1564 1353 3559 2535 3238 1215 2617 1413 1394 4208 3492 1767
2284 1357 2054 6025 1452 1792 1175 2164 1078 2544 1121 829 1362 1299 1142 1251 1350 1248 -171 2515 699 4448 1097 1291 824 2993 581 798 2046 581 1413 2670 1148 1834 1203 1306 3600 792 3361 4098 1356 2658 1392 3184 3175 2121 2845 1108 1407
1719 6114 2173 3962 1341 1603 3335 1461 2510 1641 1019 77 1015 1402 2418 1025 582 2475 722 2065 965 1691 215 3505 3024 1672 1573 2125 2516 2955 1750 2938 3582 2291 2004 1173 201 2560 2931 3851 2602 1663 1302 1953 847 1252 1999 4128 2219
1085 413 383 4097 1087 2558 1560 1166 1122 1244 1575 1139 2774 4011 1670 1491 197 890 623 1217 740 2020 3597 1085 342 2006 1328 3746 394 255 1817 3739 337 2821 1950 2645 2427 246 1418 1989 1716 3028 3703 2134 1990 3030 2729 4116 1008
-110 -145 -507 -389 -572 -346 -630 -193 -297 36 -6475 -5035 -306 -140 -482 -542 -81 19 190 -422 -185 -163 -407 -692 -254 -399 -229 -316 -94 -528 -102 -154 -230 -107 -131 428 -28 -250 -43 180 -48 -75 175 -316 -272 43 239 -59 200
-42 -356 38 136 82 -15 -191 -2 -155 -202 -7808 1494 55 117 -57 -109 -50 -153 -384 -193 316 122 52 -246 -301 -1 -6 149 -54 -24 -43 52 -43 4 109 26 77 83 -176 99 58 105 38 187 -83 -58 118 161 159
1745 1370 1825 1533 5410 1260 1756 1394 1996 1281 1042 608 2020 2067 1889 1967 1491 992 594 1268 844 1428 1971 3659 1065 1442 1755 2420 754 518 934 5910 2010 2027 2563 2026 1514 2256 5254 2826 2991 3408 2628 2185 1669 1858 2576 2375 1099
999 610 1122 2227 -269 273 782 624 1782 1199 3546 5195 772 790 175 252 1398 2098 2329 2087 3910 1713 -83 2182 788 1559 886 1468 2739 -842 450 -100 225 701 400 -32 103 618 118 466 388 1182 233 2219 561 1277 -76 623 236
214 436 155 -214 -39 245 170 423 151 414 -4442 -5386 837 199 86 -107 334 546 36 -165 1293 455 -23 -296 224 -261 -244 559 262 -2676 463 88 -1 543 573 609 -13 161 229 162 779 231 405 285 566 99 167 85 114
2299 2163 2397 1569 2672 2177 2529 4332 1193 3086 2446 83 1916 2467 3429 1690 2141 922 630 2756 1038 1099 3073 4556 4348 3259 3347 1055 2848 242 1646 2223 3040 4888 1143 742 1275 2224 2665 2273 1261 4054 1631 4035 1327 2619 2105 1655 949
789 695 841 1690 3409 4196 324 910 544 1434 140 664 2806 1709 122 1667 374 283 916 298 837 529 741 110 348 406 2295 3802 496 -2820 1236 709 1029 451 760 1049 2496 1236 574 564 730 1422 1202 703 3318 2457 1852 1174 411
298 -100 124 -62 -662 -129 -809 -106 -541 -338 -1602 -7637 318 -34 -82 18 329 -285 299 11 -245 -586 -238 172 -82 91 62 -206 39 438 -269 266 -200 88 359 -448 -315 799 -226 11 89 173 -328 -64 125 229 -296 -402 -66
2730 3355 2130 2112 1557 1880 2322 2275 1994 1683 2487 1494 2028 2659 1565 2328 555 1515 691 1781 1285 1817 2068 2620 1703 1903 1902 1346 1491 1137 2369 2759 2277 2485 2761 2512 6621 2386 2705 3854 3890 3738 2160 3195 3672 2948 4044 6047 3494
65 120 378 -25 311 41 -86 16 -60 -29 1106 5319 90 76 128 -32 -192 -166 15 36 148 -194 -94 -179 -76 -115 64 -96 -179 348 358 141 15 -46 110 5818 1757 96 99 275 113 175 262 265 745 407 703 146 -42
779 615 446 2212 1419 255 293 297 275 242 5062 6136 406 375 353 280 1564 484 1119 274 1871 844 284 429 344 549 379 373 2137 489 165 327 202 304 845 288 242 318 9 151 315 198 180 35 283 329 378 445 233
851 804 769 1173 1126 911 976 827 561 14 -441 -544 550 924 282 862 1942 361 1386 362 1796 804 691 609 845 879 1034 925 973 8109 913 704 704 703 1205 588 552 1028 716 664 1136 577 201 1054 406 871 591 705 585
1089 1631 3190 2098 1242 1333 1530 2002 2043 2152 4499 5979 2215 2597 3136 1118 5169 1717 3476 1823 4749 2605 1971 1129 2765 1511 1563 1339 2059 2991 1635 1961 2183 2114 2283 3981 2228 2966 4548 3361 811 1843 1164 2450 1920 1983 2422 3058 1308
2786 2732 1583 3466 1092 1530 5521 3145 1814 3970 1455 1633 2985 3245 2344 1977 1181 2492 1481 3017 1404 2999 1573 2099 4978 2394 2133 2045 2811 992 3455 3665 5371 2657 3446 3433 1668 5410 2423 4349 2608 1847 2458 3154 3617 3052 2535 1391 1770
463 534 329 67 -100 333 128 380 409 222 96 8133 225 281 306 285 9 179 224 456 181 114 234 -50 590 233 199 112 358 440 266 225 552 348 139 247 307 460 544 164 164 303 465 163 165 220 499 149 609
