"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54"
8.8 733.8 2197 263.3 412.6 3606.9 498.6 735 1828.4 1379.3 229.3 937.8 3815.7 96.2 9534.7 4895.7 2336.3 1166.3 368.2 235 885.6 1246.8 1233.4 805.2 2682.5 2196.4 81.1 1525.2 1181.9 6358.8 14252.9 1092.9 123.4 1518.7 298.2 1477.1 1686 682.7 442.4 1179.4 240.3 5291.2 1361.5 1172.7 1785.6 4403.4 320.9 540.5 78.5 291.3 555.2 548.9 210.6 252.5
1841.8 3141.2 2375.6 5531.3 2504.9 3616.3 2648.7 2863.2 4009.7 1318.1 3261.6 786.6 1814.6 4766.2 1682.5 4089.7 2238.7 10601.8 5035 5084.8 2354.4 1955.3 1104.6 3472.8 5254.1 3404.2 2262.4 4820.3 1458.3 1832.4 4643.7 4512.4 2863.3 5819.8 6182.7 2510.2 2856.9 7880.8 2919.8 4635.5 2110 1851.8 2918.2 1060 3273.2 2585.7 11633.8 8998.7 8153.5 10445.1 5370.1 5662 5805.9 5707.2
104.8 347.1 66.7 182.7 116.6 53.2 115.7 43.8 67 39.1 85.3 152 46.7 62.1 13.4 97.3 27.6 3499.3 17492 1353 2328.8 105 31.2 16.6 57.3 19.7 83.6 61.2 37.4 91.3 126.2 28.8 74 266.3 26.8 116.6 34.5 108.2 87.2 24.5 114.4 100.1 115.9 144.7 50.9 97.8 60.2 45.2 68.4 61.4 2726.5 902.6 4451.1 795
354.1 3072.9 7540.1 5451.1 8374.9 574.2 3993.9 811.6 431.9 659.3 2343.4 12514.6 4850.1 56.5 1679 421.4 715.1 55.1 107.7 530.4 256.9 2710.5 106.7 22.7 176.3 303.1 192.7 54.3 153.6 79.3 89.4 1804.3 161.8 200.8 74 110.3 462.7 124.5 123.1 181.4 163.5 240.9 5896.9 178.7 151.8 27.7 46.4 94.1 218.7 67.9 439.3 642.1 31.4 157.1
172.6 65.8 34.3 557.5 31.9 15.4 54 20.6 17.8 37.1 31.1 18298.8 21.5 26 21 15.7 11.2 9.6 21.9 11.3 18.2 9.7 13 16.2 12.1 51.7 19.3 22.2 25.7 19.1 26.6 32 24 27 28.5 13.5 15.5 11.1 16.7 12.3 16.3 16.7 17.1 15.5 16.2 17.4 22.8 52.6 21.8 19.1 9.8 9.1 27.2 19.4
159.8 1103.4 2487.4 377.4 1704 777.4 1712.3 821.6 4905 705.2 323.9 150.3 2499.3 180 2182.4 972.5 9517.8 6004.1 6858.5 3259.2 4160.8 2387.7 1751.2 419.1 2728.6 4452.1 1103 2214.6 3576 6252.5 1655.5 4854.1 4852.2 1708.2 4570 6035.3 7091.7 258.3 2137.4 1785.5 1942.9 3258.1 489.7 540.7 1882.5 3732.2 6114.5 5137 6066.7 8311.3 4951.1 3051.1 8742.4 6724.5
1019.3 3407.1 1891.7 1791.2 2303.3 4980.2 2372.7 5690.8 7117.7 3800.8 2228.2 522.8 9178.4 1425.3 2077.6 1031.7 4323.8 2725.4 4159.5 4198.6 4566.9 1093.9 902.4 2184.3 1001.4 2622.4 2279.8 758.1 1064.1 1327.4 2952.2 9424.8 4246 7232.4 1051.6 2754 1128.9 8402.1 3727.2 8303.8 3664.4 5999.8 4802.8 1558.7 7629.3 6885.8 579.7 812.2 139.9 1133.2 3976.5 560.7 2146.7 1664.1
5977.4 4805.3 6270.6 5033.1 5241.3 6473.5 4238.5 3473.2 8139.7 1026.4 6983.7 1797.5 1977 957.3 1030.9 11135.7 7825.4 6108.3 6340.2 7792 6789.4 6670.4 7441.1 8379.1 5579.4 5455.6 2755.2 7739.1 7937.3 5905.6 4346.2 5315.8 7532.8 7649.6 7272.2 8470.8 8625.7 11137.6 5745.8 9006.8 7612.4 9129.2 8564.6 11189.8 10789.4 9387.5 8355.2 6976.6 8208.7 6741.8 7223.5 8638.5 6385 5512.1
3717 1429.8 1864.9 2995.1 2654.6 1659.2 1502.2 2874.8 1129.3 17429.9 1194.4 4515.1 2835.4 3516.5 6393.7 4132.2 2108.2 2904.8 823.3 5625.4 3226.2 526.9 2669.5 612.7 3271 3394.5 4872.9 3202.7 5202.8 2499.2 1176.3 859 5497.7 2325.4 3669.9 1293.6 1014.9 5927.4 3786.9 1443.2 1569.6 1231 3139.2 2053.1 1036.3 3076.5 3534.1 2201 2157.6 3932.1 2579.3 771.7 1706.4 1977.1
9284.3 6012.6 8897.3 4295.1 4848.2 10470.1 4812.3 9397 8469.7 1466.3 10954.5 1509.8 4125.8 8474.4 870.2 6100.9 8933.8 3531.8 6111 5507 6118.6 6458.5 6191 12398.5 7512.8 5342.9 7795.8 7231.7 9914.3 8147.9 3304.5 8351.1 6743.8 5355.8 6946.2 6637.9 3888 5157 7134.7 5033 7584.1 7507.4 10853.5 5630.1 5776.4 6510.6 3078.2 4824.7 5735.3 9964.4 5521.8 3440.7 6598.6 4066.9
1090.9 1380 12911.8 1478.6 1640.1 1193.1 7024.1 2203.3 690 1535.3 3378.1 13559.2 1003.5 1356 919.8 701.2 698.5 1066.5 1063.5 1070.1 760.6 1063.9 1028.8 1233.8 802.8 861.6 753.5 1036.7 702.5 473.9 836.5 881.9 1627.6 769.5 1251.5 989.1 761.8 915.2 601.2 621.3 851.4 855.6 857.6 686.2 990.7 538.3 1454.4 1762.1 1267.3 807.1 943.9 1294.1 1500.7 1067.7
11081.6 2303.9 2252.8 1524.1 2224.2 4512.3 2107.1 3039.9 5751.9 9751.9 1817.4 851.4 6387.1 2470.2 3427.8 8722.8 5725.7 4411.1 3375.1 3491.1 4602.1 2297.2 3240.3 1823.2 6094.4 5937.4 7086.7 9761.2 4669.1 5803.8 2022.9 4627 4136.7 8222.1 6705.1 6761.2 5685.9 4559.3 6606.1 5134.8 4634.5 4676.5 11921.3 5449.9 4371.8 6673.8 4513.3 2050.1 2393 5051.8 2991.7 2636 3014.2 2994.3
5010.8 4930.9 5016.6 2708 1672 3919.7 3304.8 4747.3 2563.2 3032.3 7059 1759.5 1150.6 12458.1 375.2 6754.3 4928.9 4322.3 5331.8 11736.4 4839.1 9450.7 6128.3 4099.2 2546 2906.5 3523.6 4152.1 4127 5737.6 3874.7 2928.6 1901.8 2825.8 5355.8 7351.5 5159.8 5477 6152.8 7571.2 5790.7 6023.4 6175.5 3547.7 6656.2 4110.9 8044.9 3396.2 11100.2 2861.2 3206.3 3962.3 3214.8 4480.3
1586.1 2985.4 3193.5 2527.4 4876.6 5898.3 1851.7 5820.9 3773.8 2559.7 3801.7 2295.5 11840.8 1709 8846.9 3705.6 3250.1 736 2317.8 5252.8 3814.6 5683.5 3930.9 5850.8 2460.4 13101.6 819.7 2805 1202.2 1217.1 2626.3 4582.3 3130.1 880.5 6747.6 3148 2060.5 2856.2 2638.4 1839.6 3093.7 3682.7 2806.3 3157.3 2943.9 2190.4 6120.7 2223.6 1794.4 1306 3746.4 4885 5059.3 7657.5
15829.7 238.3 609 1137.8 584.7 525.7 760.5 1336.8 738.4 286.6 1389.6 34.1 197.8 601.4 183.4 991.4 176.8 1584.2 1150.4 1884.1 3053.6 589.5 3156.7 5082.4 195.6 188.8 114.6 707 187.3 133.9 107.3 421.6 382.9 1527 652.8 793.8 1252.3 1041.5 793.4 2280.6 1027.4 854.5 2418.2 209.5 959.3 242.5 4003 1086.9 346.1 334.8 1157.4 252.1 4541.9 7921.6
1100.9 1293.6 3098.8 762.7 3519.5 2372.5 1108.9 2359.5 4544.1 9092.9 1716.4 2689.7 13193.8 1650.4 6233 766.8 922.1 306.2 487.3 6574.3 3592.3 2641.3 350 281.4 877 1030.9 186 331.1 380.1 324.7 282.5 4372 1431.5 714.3 187.9 432.2 363.1 908.8 829.3 1443.9 945.2 1061.4 216.7 4800 5506.8 238.2 624.8 926.7 240.2 220.2 985.9 2022.5 809.4 3054.4
4168.7 996.8 1315.7 2117.9 2171.6 3016.9 962.4 3756.7 3757.7 9673.7 1905.1 6967.1 5701.5 9560.8 10039.2 5274.3 2542.4 3980.1 4353.2 5781.9 6183.5 5181.1 4630.9 3517.8 7885.7 4760.8 6879.3 4514.4 3770.8 4201.6 2603.6 2527.6 6814.5 5723.3 8727.8 3974.6 3190.6 5844 6094.1 10208.3 6655.7 2236.9 3246.2 9632.8 4601 4799.2 9884.7 3865.3 8036.2 6256.7 3198.3 3691.2 5745.7 2941.4
473.7 244.7 15712.6 57.3 239.9 39.5 1249.3 90.7 106.5 42.6 108.6 9548.3 76.3 111.1 20.3 94.6 79 58.5 110.5 155.4 166.2 52.3 43.6 61.5 95.7 6.3 96.5 86.5 116.5 127.9 159.4 16.9 83.1 266.3 123.5 95.8 80.8 126.7 65 55.1 60.6 51.1 100.2 88.7 102.1 27.4 141.1 40.4 17.2 105.2 39.3 72.8 177.7 89.5
727.8 2144.5 7532.5 1135.3 2770.7 3195.7 2943.7 2147.7 2382.8 4656.2 1571.7 2768.5 4956.3 856.9 15447.2 3584.2 5116.8 1839.8 1005.3 1527.2 3491.2 1663.6 7533.2 1677.5 2724.2 3931.2 1924.5 1586.1 5468.3 4208.2 6108.5 3109.3 3241.2 1411.5 1046.1 2307.6 6197.5 2494.1 4518 4287.5 5137.1 4978.3 2750 1320.5 1804.6 4138.7 1381 1386.9 404.9 1985.6 1175.7 1010 491.9 1354.8
55.5 413.3 99.4 102 201 83.7 2254.4 24.2 249.5 84.1 70.4 201.5 122.5 18123 143.3 92.1 76.6 82 116.2 64.7 141.9 15.1 104.7 17.6 128 46.1 75.3 79.2 156.1 114.3 162.7 74.5 89.7 316.4 116 224.8 78 119.5 54.5 98.1 52.1 376.1 82.8 13.2 83.2 68.6 231.5 298.2 256.3 87.6 84.4 84.8 111.2 39.1
38.6 556.4 221.2 543.5 263.6 124.6 301.7 90.9 266.7 2648.9 106.2 402.5 69.2 18129.5 243.7 165.7 123.8 150 165.2 186.4 199.4 119.6 103.8 332.1 182.8 129.5 256.4 176.8 120 150.6 336.9 161.5 154.3 43.7 211.2 300.7 129.8 130.5 157.8 116.1 30.4 464.6 176.6 133.4 166.9 119.8 291.3 406.8 283.8 193.3 71.5 161.5 293.8 123.3
151.5 114.4 2362.1 263.5 568.9 2940.8 837.4 785.5 338.6 2269.7 295.6 1189.9 5459.4 222.5 16583.8 2566 738.9 1144.3 239.5 200.2 1602.3 1263.3 399.7 804.4 1080.1 2498.3 44.2 2109.4 2274.3 5882.8 2558.6 1018.4 586.7 1614.9 174.1 1164.8 916.9 546.4 363.8 252.7 42.8 4370.8 1021.9 3062.4 1033.8 1508.8 106.3 502.8 35.1 611.4 985.3 668.4 36.5 421.2
1021.1 2111.7 2219.8 2904.4 3382.4 4561.9 1946.9 2372.2 6217 5367.7 878.6 3671.9 4330.4 1595.1 3656.5 2363.3 3352.7 4528.3 5010.1 3385.1 7577.9 5247.9 4028.2 1508.5 2853.9 3006.7 7637.1 6876.8 4137.5 4072.5 2332.1 4152.9 6264.4 6706.8 2379 3730.2 12179 2263.9 5039.5 12467.9 7905.5 3903.7 3329.9 7088.1 5903 7392.5 2345.7 1928.1 1352.7 2577 1812.1 2675 2879.7 4080.5
3546.3 3058 3934.9 2840.5 3247.9 4461 3242.9 3958.1 4174.7 4358.4 2935.4 8631.9 6340.2 1343.3 6777.8 9756.2 5332.5 7048.3 8326 10637 7336.1 5074.2 3396.3 3152.5 6190.3 5726.5 5071.4 7930.4 7257.3 5149.6 4943.1 4060.6 7499.5 5314.9 9257.8 4595.3 5079.8 9036 7574.5 10088.6 6822.2 4458.5 4472.2 3438.4 4487.5 5850.5 7028.9 7000.8 13565.8 11592.3 5433.9 6847.4 4616.7 5979.5
351.9 414.2 242.7 674.7 318.3 196.2 293.5 205.7 352 14465.1 279.5 861.6 259.5 1100.4 433.8 363.3 289.9 233.3 302.3 257.8 258.1 237.5 239.4 183.2 618.5 264.1 11728.6 261.5 454.4 224.5 394.2 302.3 386.8 428.3 365 459.8 247.8 268.7 149.9 330.5 231.1 444.4 231.9 310 206.5 448.5 318.1 479.4 329.6 358.9 137.7 242.5 286.2 216.7
4464.2 1826.1 2286 2852.1 3873.1 3186.2 1761.4 6855.8 3611.9 11074.2 3367.1 14114.3 5349.2 7295.1 7572.2 4838.9 1330.3 3658.1 5050.2 4348.1 4557.9 3647.4 2714.2 3021.9 6687.4 3700.3 2448.2 2805.8 2160.8 4240.7 2375.1 3503.1 4043.4 2766.2 10297.5 5284.7 2999.5 5894.3 6896.8 6825.9 7258.1 3938.8 3774.5 4121.9 4910.4 4414.7 8620.7 5111.9 7090.9 6188.9 2968.8 3813.6 5394.2 2770.9
926.8 3109.9 2575.3 853.8 1205.5 5956.8 2402.1 1976.8 14606 688.8 2240.3 233.7 1829.8 316.8 455.1 293.2 1170.4 496 370 2635.7 927.8 389.6 308.6 3373.4 1243.3 3284.5 462.2 421.3 969.8 3244.1 721.8 2643.2 274.1 793.1 802 3022.2 5631.5 2095.2 689.5 338.8 1094.1 5127.5 1589.4 774 209.6 8322.5 448 119.2 64 661.2 1096.1 48.5 289.3 373.9
126.7 1451 105.3 4608.5 8449.8 1744.2 134.6 53.1 140.1 811.6 2317 15460 544.3 31.6 76 11.3 12.1 22.2 6.7 45.5 53.3 3.3 21.7 5.2 6.1 21.6 8.5 31 12.9 5.7 34 4.5 33 14.4 142.6 171.6 9.5 13.1 5.1 9.2 12.1 10.9 48 30 8.8 9.9 13.4 149.7 48.7 10.2 40.6 34 11.6 34.8
29.5 25.6 17.1 26.6 66 108.5 28 13.3 8240.2 17.7 12.8 11.5 139 87.3 11.7 17.8 423.1 58.7 1409.8 2976.3 2307.8 630.9 16 86.5 175.2 108.7 13.8 30 103.1 38.7 538.6 421.7 12658.6 10287.4 29.7 1254 55.7 405.1 41.4 23.7 7.4 1541.5 49.9 61.3 666.9 34.2 27.9 42.8 73 15.6 468.2 2177.3 32.8 386.3
11070.8 1749.9 2679.5 2111.9 3407.3 1023.3 1604.6 1838 2138.2 1276 5250.8 632.5 1217.4 6722.2 226.1 6441 357.7 6194.7 6911.9 7938.4 5188 6573 3445.6 5576.8 5226.3 6472.9 2289.6 5327.6 9600.1 6098.8 1131.6 2824.3 1522 4386.5 3171.2 3491.2 6040.7 4213.4 2163.7 6863 7162.2 2458.9 3611 8050.2 3875.6 1972.4 4664.4 3631.4 3581.6 3417.1 4665.3 5589 1997 5937.6
127.3 317 168.3 131.8 18114.6 132.8 309.4 482.7 70.7 307.8 125.2 363.2 221.6 359.8 80 332 197.9 194.4 71.5 383.7 508 597.5 310.2 66.4 141.7 98.9 152.7 185.2 283.2 103.4 171.5 187.9 120.9 176.1 237.4 112.5 411.1 239.3 205.6 82 233.1 250.1 727.2 281.9 252.7 113.6 158.8 231.1 143 106.6 54.3 107.1 171.4 92.9
407.3 2301.3 1363.4 317.4 296.6 1983.6 3338.7 2164.7 3952.6 335.3 978 183.7 1153.8 390.6 695.3 498.6 413.9 8202.6 6050.3 713.9 1002.1 2497.2 2477.2 12151.4 21.4 619.4 34 747.8 195.3 132.3 2389.9 680.3 4716.1 667.7 279.8 1365 2192.6 1814.4 4228.7 3862.9 5213.5 4417.4 1137.5 1508 6705.7 2681 111.5 595.9 27.5 1299.3 4522.6 4727.6 5265.8 5302.8
692.3 1678.2 1839.4 1581.7 4176.3 1702.1 1414.2 1913.5 3252.6 981.5 2444.5 1498.5 925.9 434.2 407.5 945.4 1471.6 171.9 693.7 788.3 1636.4 1605.3 1308.8 1184.6 6273.3 6693 11178 9410.1 3822.8 5914.1 958.1 10147.1 1370.1 3147.1 2224.9 1263.5 525.2 1104.6 1341.5 737.5 1236.2 1412.7 1149.1 2326.6 1864.5 1091.6 673.8 793.5 971.2 1037 609 178.3 920.1 408.6
1051.9 3353.5 4344.6 4555.2 2105 2323.9 2173.5 662.4 789.8 1734.4 750.3 3414.1 704.6 1446.8 1386.2 2303.2 1589.8 1723.1 1642.2 1755.4 2384.3 1912.8 1276.1 1354.5 3831.4 4022.8 4222.9 3584.2 1777.3 2369 4019.5 1090.7 2843.9 16640.1 4042 3342.1 2437.1 3196.8 3186.8 3284.9 3769.7 2277.2 2644.1 3679.9 2643 1745.5 3417.4 10114.5 4155.1 4457 1984.8 1209 2203.9 1835.8
16509.1 3585.5 4204.3 2237 2706.6 3014.1 3098.2 1825.6 3340.8 1175.1 3917.9 1638.4 2209.3 3675.1 1123.8 1076.7 2754.4 10458.9 3670.9 1357.9 1598 2583.3 1856.3 1886 2825.8 2232.2 4713.8 1313.4 3069.1 2418.3 908.3 2543.8 3035.4 1975.3 1008.6 1251.5 2078.8 1344.2 731.2 1184.7 2034.6 2155.1 922.4 1232.9 4117.2 1498.9 1419.4 1703.9 882.2 1307 2870.5 2042.7 2787.9 3016.7
127.3 568.5 274 1865.8 494.9 21.9 410.4 135.7 274.6 8709.7 18.1 49.1 551 6032.7 526.2 29.2 2367.4 68.3 246.9 338.7 362.1 97.4 3845.8 14743.7 206.8 217.1 561.7 268.4 372.9 204.6 200.1 742.1 507.7 36.6 196.7 169.1 466 36.8 181.9 103.2 19.7 591.4 158.2 106.2 38.4 101.6 294.4 88.2 92 463.4 268.3 254 63.1 54.7
346 3851.6 2166.3 993.5 3087 11923.7 2844.4 2577.3 8560.5 3438.9 610.3 400.3 5853.4 502.3 497.6 775.5 350 3710.1 1547.1 1686.6 2575.1 1174.6 687 557.4 519.2 1868.6 2300.2 2017.2 1605 1931.6 2160.1 5169.2 4490.3 5974.9 2029.1 2440.6 3032.1 4636.7 584.8 3492.2 1339.9 7252.4 1054.4 2267.4 8906.4 3155 344.7 612.5 381.9 759.9 2309.9 736 1301.4 549.4
385.9 306.7 44.2 13.3 575.2 66.3 147.1 6.4 5.2 152.8 74.1 17812.8 785.1 24.9 308.5 17 12.2 4.7 5.6 17.5 22.3 8.2 5.1 6.7 1011.9 726.6 1946.7 1516.7 674.1 838.5 28.9 1001.2 127.8 271.8 88.5 22 5.3 13.4 53.9 49.9 115.9 5.1 6.9 36 17.3 7.7 21.8 35.7 31.9 25.1 129.9 10.3 20.1 6.1
203.1 879.5 688.2 186.3 1099.4 608.3 761.3 801.5 3239.5 414.5 385.9 303 1356.4 207 281.3 479.6 6837.8 7296 4610.9 3914.6 2530.7 11799.4 733.5 2655.7 1015.4 1243.5 1213.7 3883.7 2178.9 629.7 927.9 1429.8 4163.5 5652.8 10646 1369.1 2112.2 2262.2 2144.2 2331.5 811 1718.2 4956.8 3558.1 805.8 4109.2 1255.4 3834.4 1958.3 2621 2505.9 1245.8 3064.5 2621.5
1430.6 1563.9 1352.3 1436.8 1424.6 2367 1371.2 2720.2 2131.4 688.6 1953.3 1401 1242.3 2209.8 539.6 5055.9 2657.6 8941.9 4862.6 10811.5 5570.8 4091.5 2370.2 2888 3978.9 3441.6 3313.2 7430.7 1730.3 1777.2 2575.5 2243.4 1580 4349.7 1962.4 1846.7 1879.3 4536.8 4512.1 5532.8 4868.5 1844.1 1318.9 2585.7 2791.8 2473.6 9607.7 5734.5 7505.9 10038.2 3989 3504.4 4572.2 4274.3
1108.5 824.6 713.5 2150.1 1378.8 18695.2 865.2 962.4 886.5 1200.4 651.8 934.7 958.6 1729.8 681.4 723.7 1046.7 868 961.4 2471.7 1901.5 1427.8 1430.6 1050 1306.8 697.2 778.6 1125.1 1013.7 1026.8 680.5 678.7 1270.9 1629.3 1077 1113.9 1505 940 1421.1 1571.5 1321.2 847.9 830.9 2214.8 1112 1240.3 1032.2 680.7 1345.8 1528.4 1007.8 759.5 818.7 777.7
1291.2 2107.6 5174 2345.3 2880.8 6397 3101.2 4197.6 6912.3 10066.1 4242 4353.4 3129.6 11694.7 4629.9 2565.4 7233.8 2702.7 3364.6 6993.2 4390.4 6432.1 3257.3 3389.5 6615.2 6900.2 4011 2552 2829.3 3615.7 5453 6180.8 4829.5 10867.5 8890.6 5082.8 4652.7 5548.2 5368 11082.6 10382.3 5067.9 4276.7 6374.7 4863.1 9162.7 5467.5 4084.6 3890.4 6140 6410.6 4341 7280.7 5735.8
254 1166.1 1306.7 187.5 894.2 2106.3 1095.2 791.2 5326.7 2204.3 295.9 150.3 2232 731.4 109.7 222.7 275 703.7 61.8 2434.2 3121.5 426.3 3864.7 2595.6 3456.1 1827.3 963.7 8108.4 345 246.6 181.8 6185.2 2188.6 1993.3 87.8 979 712.4 6567.3 1108.2 9247.8 11289.5 3522.6 422.6 122.8 2602.3 2425.7 281.8 723.8 186.2 1252 1293.9 125.2 1646.6 681.2
221.7 202.9 113.9 100.9 148.4 65.7 134.5 56.7 204.2 641.5 82.1 124.8 76.1 17814.7 84.3 132.2 108.9 54.9 146.4 46.7 159.3 84.4 39.5 65.5 70.9 225.5 264.5 230.7 90.5 191 146.9 99.3 162.3 200.8 165.6 441.3 47.5 27.5 91.5 43.3 65 581.6 84.1 33.7 60 32.6 92.8 169.1 147 75.4 78 142.4 106.2 68.5
397.6 3848.2 4296.7 933.5 973.5 1045.2 4108.5 1048.9 3108.9 410.5 853.2 144.9 203.1 393.7 26.6 34.8 596.2 174.6 1461.2 815.4 1093.9 13639.4 531.6 8062.8 459.6 823.8 8473.9 164.9 2272.9 501.4 690 2466.8 1069.1 543 129.3 314 864.9 438.6 385.4 910.8 689.7 1347 189.3 424.2 291.2 716.2 540.5 391.6 370.3 2220.6 1247 363.8 476.2 2891.9
1166 5331.3 5400.9 5770.4 3080 2906.4 3597.8 862.8 946.6 1742.1 979.8 4642.8 876 2424.5 1717.7 3204.5 2255.2 2391.2 2207.4 2407.1 2361.6 2250.1 1681.4 1541.3 4754.6 5208.1 5779.2 3992.9 2344.6 2942.4 5036.8 1470.8 3292.2 15418.6 4040.2 4629.3 2540.9 3847.9 4064.3 4149.7 4508.4 2894.4 3624.5 4313.4 3270.9 2424.8 4432.7 11135.6 4904.2 5223.9 2693.1 1544.5 2653.7 2378
11286.1 3930 8529.8 3515.4 5134.2 7998.3 3560.8 10010.5 6957.7 1441.4 8551.2 2324.2 5513.7 10126.8 1723.5 5340 9335.8 2680.6 5403.8 4730.3 6055.3 6836 6021.3 12096.5 5831.1 4248.2 6699.3 5097.2 7844.5 8937.8 3617.9 6941.8 5596.8 4082.8 6342.6 6177.7 3803.6 4017.5 8086.6 5135.2 7150 5559.1 3900.3 5028.5 3850.1 7088.6 2415.9 3484.9 2397.9 5095.1 6149 2956.6 4618 3985.4
2204.7 1091.6 2797.6 630.7 1545.9 1762 1155.2 1787.5 1394.8 2005.4 3045.9 3434.8 2096.8 528.8 3175.9 8076.3 3344.9 1843.5 2844.5 2179.5 1233.1 3619.6 1111.2 1301.9 1641.9 1586.5 2716 4582.7 5422.4 2342.8 1969 1408.3 1052.8 3662.2 2335.4 5650.3 16677 4242.6 2653.7 3387.3 3730.3 2912.5 1386.7 2949.3 4617.4 4515.4 4875.1 1070 2520.2 2125.3 2352.5 3476.3 903.9 2670.8
2256 4735 1954.4 10257.7 7813.5 2395.1 4425.2 4512.6 2610.1 2337.1 3332.4 14312.7 4613.3 4928.8 5365 1002.4 2032.3 938.1 1117.3 523.4 1045.8 2168.8 1948.4 2119.5 1799.7 2373.7 1319.2 855.7 1536.1 2285.6 5377.1 1699.7 2784.2 2264.2 1726.2 2212.8 1207.1 3254.6 1515.3 1238.2 1677.2 2218.6 1159.7 2118.2 2202.6 1959.1 1575.7 1183.4 1814.1 1341.7 1636.6 1273.8 1331.1 1514.8
10341.3 6741.4 7410.4 6600.4 4252.8 6381.2 3792.9 6722.4 6928.7 6394.8 9033.3 8172.8 5305.6 12090.9 2814.6 11590.4 7042.8 8391.4 8651 11159.7 10139.7 10472.2 11433.9 10973.4 8510.4 8079.7 7825.4 7451.4 4902.5 7687 9575.2 5344.9 7787.2 8894.8 6354.6 7063.4 4118.3 8143.2 7279.7 7902.1 6833.8 5383.8 1675.6 10899 8941.9 6840.7 12621.3 6218.4 4518.9 7099.6 9684.9 7194.7 8522.6 11174.1
3439.4 3561.5 3262.5 4415.3 2990.5 3503.6 4570.7 3391.1 2299.5 602.9 3482.2 1105.1 1203.4 2970.9 520.2 1720.1 2180.3 3488.9 1558.1 1582.5 1448.4 908.6 16723.3 2800.1 931.2 1378.3 1454.7 1959 1060.3 1350.1 3261 2375.3 2825.2 1731.8 705.3 1964 1339.4 4711.3 5967.7 2300 2564.7 3013.6 1654.4 1138.6 1752.6 1307.3 4971.5 5105.3 5234.6 6195.5 2174 3971.9 1951.6 2275.4
5002.4 3022.8 4671.9 3824 3788.9 4726.4 3631.1 4521.6 3200.3 13609 4835.5 3719.3 3167.6 16059.6 1861.6 4234.1 4303.2 5064.4 4371.7 3963 2132.6 2199.6 4260.4 3491 3335.4 3185.7 2736.1 4077.6 4365.7 3733 2795.3 4045 2038.7 3029.5 5083.4 3715.8 3605.1 4475.2 3621.1 1703.4 3752.6 3165.3 3388 1580.5 2558 2469.8 6722.3 3669.1 6957.3 5178.5 3713.4 4502.7 5017.7 5022.3
526 2724.2 2359.5 294.4 845.1 1787.7 1937.7 393.3 3180 3052.4 241.1 147.4 1262.6 13679.4 43.2 591.8 1059.3 820.3 1011 804 669.3 652.9 1083.2 1130.5 3669.6 3179.8 9650.4 1847.4 2543.4 6567.3 242.4 4848.2 190 474.5 626.3 1932.8 371 19 348.8 1448.4 384.2 1629.5 258 1056.5 435.5 1650.5 197.5 148.2 103.5 940.7 1299.2 329.5 1631.4 1868.8
1553.6 3551.4 5383.1 5033.7 2932.1 5158.1 4633.8 7700.3 5864.2 1839.5 9010.8 1274.4 2545.6 4323 1169 6188.9 7493.6 3859.7 6232 7505.8 5311.8 4580.7 2907.4 6068.9 8527.2 7134.3 5036.2 3787.1 3623.1 5054.5 4353.3 5416.9 2280.6 9125.6 2237.9 2372 1863.1 6142 8245.7 8973.4 3706.9 2861.4 2600.9 8351.2 4530.6 10633.7 2380.5 5560 9941.2 6296.4 4383.6 4824.4 4896.9 2710.7
1714.3 2311 3121.5 1423.2 1855.4 2415.4 2048.6 2451.6 3004 1516.1 2384 1652.5 2449.2 1937.5 2127.1 3911.9 2350.7 2165.1 2270.5 1214.1 1201.8 4117.6 8801.7 6915.5 8780.1 8127.4 10164.5 7227.8 8079.4 8747.2 1974.1 6286.8 3240.2 1791.5 3871.9 2383.5 2562.7 3296 3450.3 5442.9 5946.2 2674.9 2588.6 3350.3 3979.8 3622.6 1208.9 1003.2 1314.6 1431.7 2047.2 2818 1072.4 1685.6
5060 5449.9 4802.1 9713.9 5244.3 3857.6 4856 7347 4552.4 8264.1 4298.4 9160.3 8024.2 12648.6 10419.7 5562.7 5424.6 4672.9 3880.2 5929.2 3978.7 7833.9 9016.2 7179.6 5010.4 3703.4 4188.4 6347.9 4104.4 5781.6 5238.7 3872.3 3408.5 10937.1 5360.9 5178.3 5068.9 5738.5 5141.2 5318.8 8761.1 3030 4011 9502.8 3575.4 9921.5 4247.3 2701.6 3464.5 3730.8 3274.8 3791.6 2882.2 2377.9
4170.9 3342 4442.8 3837 3968.7 5613.7 4462.4 4885.3 3966.3 14506.3 5275.6 5239.7 5923.4 13796.1 8945.8 2767.4 3116 5811.6 4660.2 6113.1 3091.1 4600.7 4363.6 3554.4 3511.8 2664.2 4874.6 3096.2 5765.2 5022.4 3212.1 4139.3 3197.1 3392.5 10327.6 3645.8 3067.2 5061.8 5167.8 6941.2 5597.5 3811.9 2306.1 4649.5 2974.9 4108.5 5387.1 5091.2 8029.9 6600.4 3688.2 3549 5281.1 5304
